FolderNumber,FolderCategory,Type,ReportCode,DateIssued,DateApproved,DateExpired,DateCompleted,Status,Subject,Unit,Address,StreetName,Value,ESRI_OID,CreationDate,Creator,EditDate,Editor
PP022518,BUILDING PERMITS,PLUMBING PERMIT,,Jan 20 2017 12:00AM,2017-01-20T08:00:00.000Z,Jan 21 2019 12:00AM,2017-04-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1612,GILLETT ST,,5345,,,,
PP022519,BUILDING PERMITS,PLUMBING PERMIT,,Jan 26 2017 12:00AM,2017-01-26T08:00:00.000Z,Jan 28 2019 12:00AM,2017-05-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,179,MCEACHERN PL,,5346,,,,
PP022520,BUILDING PERMITS,PLUMBING PERMIT,,Feb  3 2017 12:00AM,2017-02-03T08:00:00.000Z,Feb  4 2019 12:00AM,2017-03-24T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2933,2931,BAKER CRT,,5347,,,,
PP022521,BUILDING PERMITS,PLUMBING PERMIT,,Dec 21 2017 12:00AM,2017-12-21T08:00:00.000Z,Dec 23 2019 12:00AM,,ACTIVE,Plumbing permit: to install or alter a plumbing syslem,,505,4TH AVE,,5348,,,,
PP022522,BUILDING PERMITS,PLUMBING PERMIT,,Feb  3 2017 12:00AM,2017-01-31T08:00:00.000Z,Feb  4 2019 12:00AM,2017-04-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1717,17TH AVE,,5349,,,,
PP022523,BUILDING PERMITS,PLUMBING PERMIT,,May  9 2017 12:00AM,2017-05-09T07:00:00.000Z,May  9 2019 12:00AM,2019-05-09T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,9211,NATIONAL PL,,5350,,,,
PP022524,BUILDING PERMITS,PLUMBING PERMIT,,Feb  9 2017 12:00AM,2017-02-09T08:00:00.000Z,Feb 11 2019 12:00AM,2017-04-21T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2618,TWEEDSMUIR AVE,,5351,,,,
PP022525,BUILDING PERMITS,PLUMBING PERMIT,,Feb 23 2017 12:00AM,2017-02-23T08:00:00.000Z,Feb 25 2019 12:00AM,2017-04-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1360,5TH AVE,,5352,,,,
PP022526,BUILDING PERMITS,PLUMBING PERMIT,,Feb 16 2017 12:00AM,2017-02-16T08:00:00.000Z,Feb 18 2019 12:00AM,2017-05-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4521,ZRAL RD,,5353,,,,
PP022527,BUILDING PERMITS,PLUMBING PERMIT,,Feb 16 2017 12:00AM,2017-02-16T08:00:00.000Z,Feb 18 2019 12:00AM,2017-11-14T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4823,PARKSIDE DR,,5354,,,,
PP022528,BUILDING PERMITS,PLUMBING PERMIT,,Feb 15 2017 12:00AM,2017-02-15T08:00:00.000Z,Feb 15 2019 12:00AM,2017-07-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,4158,4162,COWART RD,,5355,,,,
PP022529,BUILDING PERMITS,PLUMBING PERMIT,,Feb 21 2017 12:00AM,2017-02-21T08:00:00.000Z,Feb 21 2019 12:00AM,2017-12-01T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2451,GRAFTON PL,,5356,,,,
PP022530,BUILDING PERMITS,PLUMBING PERMIT,,Feb 20 2017 12:00AM,2017-02-20T08:00:00.000Z,Feb 20 2019 12:00AM,2017-11-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5425,WOODVALLEY DR,,5357,,,,
PP022531,BUILDING PERMITS,PLUMBING PERMIT,,Feb 27 2017 12:00AM,2017-02-27T08:00:00.000Z,Feb 27 2019 12:00AM,2018-10-22T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1327,ELKHORN CRES,,5358,,,,
PP022532,BUILDING PERMITS,PLUMBING PERMIT,,Feb 23 2017 12:00AM,2017-02-23T08:00:00.000Z,Feb 25 2019 12:00AM,2018-06-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2541,2539,CHANCELLOR BLVD,,5359,,,,
PP022533,BUILDING PERMITS,PLUMBING PERMIT,,Mar  3 2017 12:00AM,2017-03-03T08:00:00.000Z,Mar  4 2019 12:00AM,2017-09-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3952,LARISA CRT,,5360,,,,
PP022534,BUILDING PERMITS,PLUMBING PERMIT,,Feb 27 2017 12:00AM,2017-02-27T08:00:00.000Z,Feb 27 2019 12:00AM,2018-03-16T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3767,PARKVIEW CRES,,5361,,,,
PP022535,BUILDING PERMITS,PLUMBING PERMIT,,Feb 28 2017 12:00AM,2017-02-28T08:00:00.000Z,Feb 28 2019 12:00AM,2018-09-13T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1225,ORIZABA CRT,,5362,,,,
PP022536,BUILDING PERMITS,PLUMBING PERMIT,,Mar  3 2017 12:00AM,2017-03-03T08:00:00.000Z,Mar  4 2019 12:00AM,2017-11-10T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7700,SOUTHRIDGE AVE,,5363,,,,
PP022537,BUILDING PERMITS,PLUMBING PERMIT,,Mar  3 2017 12:00AM,2017-03-03T08:00:00.000Z,Mar  4 2019 12:00AM,2018-08-29T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1218,ORIZABA CRT,,5364,,,,
PP022538,BUILDING PERMITS,PLUMBING PERMIT,,Mar  9 2017 12:00AM,2017-03-09T08:00:00.000Z,Mar 11 2019 12:00AM,2019-03-08T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1475,EDMONTON ST,,5365,,,,
PP022539,BUILDING PERMITS,PLUMBING PERMIT,,Mar  6 2017 12:00AM,2017-03-06T08:00:00.000Z,Mar  6 2019 12:00AM,2017-03-29T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1205,3RD AVE,,5366,,,,
PP022540,BUILDING PERMITS,PLUMBING PERMIT,,Mar  9 2017 12:00AM,2017-03-09T08:00:00.000Z,Mar 11 2019 12:00AM,2017-05-11T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2857,2825,GREENFOREST CRES,,5367,,,,
PP022541,BUILDING PERMITS,PLUMBING PERMIT,,Mar 13 2017 12:00AM,2017-03-13T07:00:00.000Z,Mar 13 2019 12:00AM,2017-12-01T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1122,1120,MONTEITH CRT,,5368,,,,
PP022543,BUILDING PERMITS,PLUMBING PERMIT,,Mar 15 2017 12:00AM,2017-03-15T07:00:00.000Z,Mar 15 2019 12:00AM,2017-11-08T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3754,CHESTNUT DR,,5369,,,,
PP022544,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2017 12:00AM,2017-04-11T07:00:00.000Z,Apr 11 2019 12:00AM,2018-03-16T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2436,GRAFTON PL,,5370,,,,
PP022545,BUILDING PERMITS,PLUMBING PERMIT,,Mar 15 2017 12:00AM,2017-03-15T07:00:00.000Z,Mar 15 2019 12:00AM,2017-07-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5393,WOODVALLEY DR,,5371,,,,
PP022546,BUILDING PERMITS,PLUMBING PERMIT,,May 16 2017 12:00AM,2017-05-16T07:00:00.000Z,May 16 2019 12:00AM,2018-12-06T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1368,FOREMAN RD,,5372,,,,
PP022547,BUILDING PERMITS,PLUMBING PERMIT,,Mar 14 2017 12:00AM,2017-03-14T07:00:00.000Z,Mar 14 2019 12:00AM,2017-10-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,282,DOUGLAS ST,,5373,,,,
PP022548,BUILDING PERMITS,PLUMBING PERMIT,,Mar 30 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  1 2019 12:00AM,2017-11-17T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3951,3949,AREND DR,,5374,,,,
PP022549,BUILDING PERMITS,PLUMBING PERMIT,,Apr  6 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  8 2019 12:00AM,2017-10-10T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2555,RANGE RD,,5375,,,,
PP022550,BUILDING PERMITS,PLUMBING PERMIT,,Mar 22 2017 12:00AM,2017-03-22T07:00:00.000Z,Mar 22 2019 12:00AM,2018-02-20T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,5618,5616,LELAND RD,,5376,,,,
PP022551,BUILDING PERMITS,PLUMBING PERMIT,,Mar 31 2017 12:00AM,2017-03-31T07:00:00.000Z,Apr  1 2019 12:00AM,2017-11-01T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3953,3955,BARNES DR,,5377,,,,
PP022552,BUILDING PERMITS,PLUMBING PERMIT,,Mar 30 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  1 2019 12:00AM,2017-08-29T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,1131,6TH AVE,,5378,,,,
PP022553,BUILDING PERMITS,PLUMBING PERMIT,,Mar 30 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  1 2019 12:00AM,2018-07-03T07:00:00.000Z,COMPLETED,Plumbing permit: to install  a plumbing syslem,,7030,STONECREEK PL,,5379,,,,
PP022554,BUILDING PERMITS,PLUMBING PERMIT,,Mar 31 2017 12:00AM,2017-03-31T07:00:00.000Z,Apr  1 2019 12:00AM,2017-10-05T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,4795,4799,PARKSIDE DR,,5380,,,,
PP022555,BUILDING PERMITS,PLUMBING PERMIT,,Apr 10 2017 12:00AM,2017-04-10T07:00:00.000Z,Apr 10 2019 12:00AM,2017-05-01T07:00:00.000Z,CANCELLED,Plumbing permit:to alter a plumbing syslem,,150,BRUNSWICK ST,,5381,,,,
PP022556,BUILDING PERMITS,PLUMBING PERMIT,,Mar 27 2017 12:00AM,2017-03-27T07:00:00.000Z,Mar 27 2019 12:00AM,2017-10-26T07:00:00.000Z,COMPLETED,Plumbing permit: To install plumbing and fixtures for new SFD,,9723,INGLEWOOD RD,,5382,,,,
PP022557,BUILDING PERMITS,PLUMBING PERMIT,,Mar 30 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  1 2019 12:00AM,2019-04-01T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,280,VICTORIA ST,,5383,,,,
PP022558,BUILDING PERMITS,PLUMBING PERMIT,,Mar 27 2017 12:00AM,2017-03-27T07:00:00.000Z,Mar 27 2019 12:00AM,2017-12-29T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2445,2447,CHANCELLOR BLVD,,5384,,,,
PP022559,BUILDING PERMITS,PLUMBING PERMIT,,Mar 29 2017 12:00AM,2017-03-29T07:00:00.000Z,Mar 29 2019 12:00AM,2019-03-29T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,5240,5212,DOMANO BLVD,,5385,,,,
PP022560,BUILDING PERMITS,PLUMBING PERMIT,,Mar 30 2017 12:00AM,2017-03-30T07:00:00.000Z,Apr  1 2019 12:00AM,2017-11-24T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2464,2466,GRAFTON PL,,5386,,,,
PP022561,BUILDING PERMITS,PLUMBING PERMIT,,Apr  3 2017 12:00AM,2017-04-03T07:00:00.000Z,Apr  3 2019 12:00AM,2017-12-13T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8241,PETER RD,,5387,,,,
PP022562,BUILDING PERMITS,PLUMBING PERMIT,,Jun  7 2017 12:00AM,2017-06-07T07:00:00.000Z,Jun  7 2019 12:00AM,,ACTIVE,Commercial Building,,8191,HART HWY,,5388,,,,
PP022564,BUILDING PERMITS,PLUMBING PERMIT,,Apr  3 2017 12:00AM,2017-04-03T07:00:00.000Z,Apr  3 2019 12:00AM,2017-10-19T07:00:00.000Z,COMPLETED,Plumbing permit: to install a plumbing syslem,,2643,LINKS DR,,5389,,,,
PP022565,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2017-10-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5417,WOODVALLEY DR,,5390,,,,
PP022566,BUILDING PERMITS,PLUMBING PERMIT,,Mar 31 2017 12:00AM,2017-03-31T07:00:00.000Z,Apr  1 2019 12:00AM,2017-04-26T07:00:00.000Z,COMPLETED,Plumbing permit: to install water meter,,488,GILLETT ST,,5391,,,,
PP022567,BUILDING PERMITS,PLUMBING PERMIT,,Jul 18 2017 12:00AM,2017-07-18T07:00:00.000Z,Jul 18 2019 12:00AM,,ACTIVE,Plumbing permit: to install or alter a plumbing syslem,,6749,WESTGATE AVE,,5392,,,,
PP022568,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2017-08-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install  a plumbing syslem,,5388,WOODVALLEY DR,,5393,,,,
PP022569,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2018-02-09T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8632,ST LAWRENCE AVE,,5394,,,,
PP022570,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2019-01-22T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8626,ST LAWRENCE AVE,,5395,,,,
PP022571,BUILDING PERMITS,PLUMBING PERMIT,,Apr  5 2017 12:00AM,2017-04-05T07:00:00.000Z,Apr  5 2019 12:00AM,2019-04-05T07:00:00.000Z,EXPIRED,New SFD,,2927,MAURICE DR,,5396,,,,
PP022572,BUILDING PERMITS,PLUMBING PERMIT,,Apr  5 2017 12:00AM,2017-04-05T07:00:00.000Z,Apr  5 2019 12:00AM,2018-10-12T07:00:00.000Z,COMPLETED,Plumbing permit: to install  a plumbing syslem,3841,3843,PARKVIEW CRES,,5397,,,,
PP022573,BUILDING PERMITS,PLUMBING PERMIT,,May 12 2017 12:00AM,2017-05-12T07:00:00.000Z,May 13 2019 12:00AM,2018-06-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install r a plumbing syslem,,2583,CHANCELLOR BLVD,,5398,,,,
PP022574,BUILDING PERMITS,PLUMBING PERMIT,,Apr  3 2017 12:00AM,2017-04-03T07:00:00.000Z,Apr  3 2019 12:00AM,2019-03-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3055,3053,MAURICE DR,,5399,,,,
PP022575,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2019-03-04T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2802,20TH AVE,,5400,,,,
PP022576,BUILDING PERMITS,PLUMBING PERMIT,,Apr  4 2017 12:00AM,2017-04-04T07:00:00.000Z,Apr  4 2019 12:00AM,2019-04-04T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,2802,20TH AVE,,5401,,,,
PP022577,BUILDING PERMITS,PLUMBING PERMIT,,Apr  5 2017 12:00AM,2017-04-05T07:00:00.000Z,Apr  5 2019 12:00AM,2017-09-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,5955,6171,OTWAY RD,,5402,,,,
PP022578,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2017 12:00AM,2017-04-11T07:00:00.000Z,Apr 11 2019 12:00AM,2019-01-21T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,8516,MCGUIRE RD,,5403,,,,
PP022579,BUILDING PERMITS,PLUMBING PERMIT,,Apr  7 2017 12:00AM,2017-04-07T07:00:00.000Z,Apr  8 2019 12:00AM,2017-11-17T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2975,2977,ELLINGTON AVE,,5404,,,,
PP022580,BUILDING PERMITS,PLUMBING PERMIT,,Apr  6 2017 12:00AM,2017-04-06T07:00:00.000Z,Apr  8 2019 12:00AM,2017-04-06T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1764,1762,8TH AVE,,5405,,,,
PP022581,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2017 12:00AM,2017-04-11T07:00:00.000Z,Apr 11 2019 12:00AM,2017-05-03T07:00:00.000Z,COMPLETED,Plumbing permit: to install a plumbing syslem,,1475,EDMONTON ST,,5406,,,,
PP022582,BUILDING PERMITS,PLUMBING PERMIT,,Apr 11 2017 12:00AM,2017-04-11T07:00:00.000Z,Apr 11 2019 12:00AM,2017-07-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install  a plumbing syslem,,1475,EDMONTON ST,,5407,,,,
PP022583,BUILDING PERMITS,PLUMBING PERMIT,,Apr 12 2017 12:00AM,2017-04-12T07:00:00.000Z,Apr 12 2019 12:00AM,2017-12-29T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2849,2847,GANGI CRT,,5408,,,,
PP022587,BUILDING PERMITS,PLUMBING PERMIT,,Apr 20 2017 12:00AM,2017-04-20T07:00:00.000Z,Apr 22 2019 12:00AM,2017-10-05T07:00:00.000Z,COMPLETED,Plumbing permit: to install plumbing syslem,,3661,MCLARTY PL W,,5409,,,,
PP022588,BUILDING PERMITS,PLUMBING PERMIT,,Apr 20 2017 12:00AM,2017-04-20T07:00:00.000Z,Apr 22 2019 12:00AM,,ACTIVE,Plumbing permit: to install or alter a plumbing syslem,,8191,BUNCE RD,,5410,,,,
PP022590,BUILDING PERMITS,PLUMBING PERMIT,,Apr 26 2017 12:00AM,2017-04-26T07:00:00.000Z,Apr 26 2019 12:00AM,2017-10-25T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2663,2661,LINKS DR,,5411,,,,
PP022591,BUILDING PERMITS,PLUMBING PERMIT,,Apr 20 2017 12:00AM,2017-04-20T07:00:00.000Z,Apr 22 2019 12:00AM,2019-04-22T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,2663,2661,LINKS DR,,5412,,,,
PP022592,BUILDING PERMITS,PLUMBING PERMIT,,Apr 20 2017 12:00AM,2017-04-20T07:00:00.000Z,Apr 22 2019 12:00AM,2017-08-31T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2529,WALLACE PL,,5413,,,,
PP022594,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2017 12:00AM,2017-04-24T07:00:00.000Z,Apr 24 2019 12:00AM,2017-10-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,5859,5990,LANDOOZ RD,,5414,,,,
PP022595,BUILDING PERMITS,PLUMBING PERMIT,,Apr 25 2017 12:00AM,2017-04-25T07:00:00.000Z,Apr 25 2019 12:00AM,2018-02-28T08:00:00.000Z,COMPLETED,Plumbing permit: to install a plumbing syslem,,2882,VISTA RIDGE DR,,5415,,,,
PP022596,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2017 12:00AM,2017-04-24T07:00:00.000Z,Apr 24 2019 12:00AM,2017-10-30T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2261,CHURCHILL RD,,5416,,,,
PP022597,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2017 12:00AM,2017-04-24T07:00:00.000Z,Apr 24 2019 12:00AM,2017-11-09T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2261,CHURCHILL RD,,5417,,,,
PP022598,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2017 12:00AM,2017-04-24T07:00:00.000Z,Apr 24 2019 12:00AM,2019-02-22T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2112,GREGORY PL,,5418,,,,
PP022599,BUILDING PERMITS,PLUMBING PERMIT,,Apr 24 2017 12:00AM,2017-04-24T07:00:00.000Z,Apr 24 2019 12:00AM,2018-05-02T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,3555,3557,PARKVIEW CRES,,5419,,,,
PP022600,BUILDING PERMITS,PLUMBING PERMIT,,Apr 27 2017 12:00AM,2017-04-27T07:00:00.000Z,Apr 29 2019 12:00AM,2017-12-19T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2621,2619,LINKS DR,,5420,,,,
PP022601,BUILDING PERMITS,PLUMBING PERMIT,,Apr 27 2017 12:00AM,2017-04-27T07:00:00.000Z,Apr 29 2019 12:00AM,2019-03-14T07:00:00.000Z,COMPLETED,Plumbing permit: to install plumbing syslem,,2844,VISTA RIDGE DR,,5421,,,,
PP022602,BUILDING PERMITS,PLUMBING PERMIT,,May 15 2017 12:00AM,2017-05-15T07:00:00.000Z,May 15 2019 12:00AM,2017-06-06T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2027,SKYLINE DR,,5422,,,,
PP022603,BUILDING PERMITS,PLUMBING PERMIT,,May  4 2017 12:00AM,2017-05-04T07:00:00.000Z,May  6 2019 12:00AM,2018-03-08T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,4273,PUNCHAW CRES,,5423,,,,
PP022604,BUILDING PERMITS,PLUMBING PERMIT,,May  1 2017 12:00AM,2017-05-01T07:00:00.000Z,May  1 2019 12:00AM,2018-03-28T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,7127,FOXRIDGE AVE,,5424,,,,
PP022605,BUILDING PERMITS,PLUMBING PERMIT,,May  4 2017 12:00AM,2017-05-04T07:00:00.000Z,May  6 2019 12:00AM,2017-11-17T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,2837,2839,VISTA RIDGE CRT,,5425,,,,
PP022606,BUILDING PERMITS,PLUMBING PERMIT,,May 16 2017 12:00AM,2017-05-16T07:00:00.000Z,May 16 2019 12:00AM,2017-11-14T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,4161,4159,ZANETTE PL,,5426,,,,
PP022608,BUILDING PERMITS,PLUMBING PERMIT,,May  4 2017 12:00AM,2017-05-04T07:00:00.000Z,May  6 2019 12:00AM,2017-12-08T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5426,WOODVALLEY DR,,5427,,,,
PP022609,BUILDING PERMITS,PLUMBING PERMIT,,May 10 2017 12:00AM,2017-05-10T07:00:00.000Z,May 10 2019 12:00AM,2019-01-28T08:00:00.000Z,COMPLETED,Plumbing permit: to install a plumbing syslem,,8999,SYKES RD W,,5428,,,,
PP022611,BUILDING PERMITS,PLUMBING PERMIT,,May 10 2017 12:00AM,2017-05-10T07:00:00.000Z,May 10 2019 12:00AM,2017-06-01T07:00:00.000Z,CANCELLED,Plumbing permit: to install or alter a plumbing syslem,,7738,GISCOME RD,,5429,,,,
PP022612,BUILDING PERMITS,PLUMBING PERMIT,,Jun  9 2017 12:00AM,2017-06-09T07:00:00.000Z,Jun 10 2019 12:00AM,2018-04-17T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,3922,AREND DR,,5430,,,,
PP022613,BUILDING PERMITS,PLUMBING PERMIT,,May 24 2017 12:00AM,2017-05-24T07:00:00.000Z,May 24 2019 12:00AM,2018-01-16T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,6798,WESTGATE AVE,,5431,,,,
PP022614,BUILDING PERMITS,PLUMBING PERMIT,,May 10 2017 12:00AM,2017-05-10T07:00:00.000Z,May 10 2019 12:00AM,2019-05-10T07:00:00.000Z,EXPIRED,Plumbing permit: alter a plumbing syslem,,239,TRADER CRES,,5432,,,,
PP022615,BUILDING PERMITS,PLUMBING PERMIT,,May 10 2017 12:00AM,2017-05-10T07:00:00.000Z,May 10 2019 12:00AM,2019-04-30T07:00:00.000Z,COMPLETED,Plumbing permit: to install volunteer water meter,,239,TRADER CRES,,5433,,,,
PP022616,BUILDING PERMITS,PLUMBING PERMIT,,May  9 2017 12:00AM,2017-05-09T07:00:00.000Z,May  9 2019 12:00AM,2019-05-09T07:00:00.000Z,EXPIRED,Plumbing permit: to install or alter a plumbing syslem,,150,BRUNSWICK ST,,5434,,,,
PP022617,BUILDING PERMITS,PLUMBING PERMIT,,May 17 2017 12:00AM,2017-05-17T07:00:00.000Z,May 17 2019 12:00AM,2019-03-13T07:00:00.000Z,COMPLETED,New SFD,2503,2501,CHANCELLOR BLVD,,5435,,,,
PP022618,BUILDING PERMITS,PLUMBING PERMIT,,May 16 2017 12:00AM,2017-05-16T07:00:00.000Z,May 16 2019 12:00AM,2017-10-10T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5282,WOODSTOCK CRT,,5436,,,,
PP022619,BUILDING PERMITS,PLUMBING PERMIT,,May 19 2017 12:00AM,2017-05-19T07:00:00.000Z,May 20 2019 12:00AM,2019-04-29T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,1069,1067,DOUGLAS ST,,5437,,,,
PP022620,BUILDING PERMITS,PLUMBING PERMIT,,Jul 24 2017 12:00AM,2017-07-24T07:00:00.000Z,Jul 24 2019 12:00AM,2017-11-15T08:00:00.000Z,COMPLETED,Plumbing permit: to install plumbing syslem,,2730,RECPLACE DR,,5438,,,,
PP022621,BUILDING PERMITS,PLUMBING PERMIT,,May 15 2017 12:00AM,2017-05-15T07:00:00.000Z,May 15 2019 12:00AM,2018-01-26T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,2942,VISTA RIDGE DR,,5439,,,,
PP022622,BUILDING PERMITS,PLUMBING PERMIT,,Jun  9 2017 12:00AM,2017-06-09T07:00:00.000Z,Jun 10 2019 12:00AM,,ACTIVE,Plumbing permit: to install or alter a plumbing syslem,,6762,CRANBROOK HILL RD,,5440,,,,
PP022623,BUILDING PERMITS,PLUMBING PERMIT,,May 23 2017 12:00AM,2017-05-23T07:00:00.000Z,May 23 2019 12:00AM,2018-07-20T07:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing system,,2455,CHANCELLOR BLVD,,5441,,,,
PP022624,BUILDING PERMITS,PLUMBING PERMIT,,May 23 2017 12:00AM,2017-05-23T07:00:00.000Z,May 23 2019 12:00AM,2017-11-27T08:00:00.000Z,COMPLETED,Plumbing permit: to install or alter a plumbing syslem,,5250,WOODSTOCK CRT,,5442,,,,
