FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
RA000341,Development,Rezoning Application,4295 Jingle Pot Road,COMPLETED,49.2047842,-124.0222976,https://www.nanaimo.ca/whatsbuilding/folder/RA000341,TYPE: Rezoning Application   SUBJECT: 4295 Jingle Pot Road   STATUS: COMPLETED
DP000910,Development,Development Permit,3251 Shenton Road,COMPLETED,49.2008305,-124.0072373,https://www.nanaimo.ca/whatsbuilding/folder/DP000910,TYPE: Development Permit   SUBJECT: 3251 Shenton Road   STATUS: COMPLETED
DP000911,Development,Development Permit,2079 Boxwood Road,COMPLETED,49.1879191,-123.9973085,https://www.nanaimo.ca/whatsbuilding/folder/DP000911,TYPE: Development Permit   SUBJECT: 2079 Boxwood Road   STATUS: COMPLETED
DP000912,Development,Development Permit,474 Hewgate Street,CANCELLED,49.1498569,-123.9480424,https://www.nanaimo.ca/whatsbuilding/folder/DP000912,TYPE: Development Permit   SUBJECT: 474 Hewgate Street   STATUS: CANCELLED
DP000914,Development,Development Permit,3851 Shenton Road,COMPLETED,49.2056654,-124.0166941,https://www.nanaimo.ca/whatsbuilding/folder/DP000914,TYPE: Development Permit   SUBJECT: 3851 Shenton Road   STATUS: COMPLETED
DP000913,Development,Development Permit,1200 MacPhee Road,COMPLETED,49.1402054,-123.8686789,https://www.nanaimo.ca/whatsbuilding/folder/DP000913,TYPE: Development Permit   SUBJECT: 1200 MacPhee Road   STATUS: COMPLETED
DVP00250,Development,Development Variance Permit,130 - 2000 Island Highway North,COMPLETED,49.1918659,-123.9680695,https://www.nanaimo.ca/whatsbuilding/folder/DVP00250,TYPE: Development Variance Permit   SUBJECT: 130 - 2000 Island Highway North   STATUS: COMPLETED
DP000915,Development,Development Permit,555 Milton Street,COMPLETED,49.1591629,-123.9398847,https://www.nanaimo.ca/whatsbuilding/folder/DP000915,TYPE: Development Permit   SUBJECT: 555 Milton Street   STATUS: COMPLETED
DP000916,Development,Development Permit,575 Milton Street,COMPLETED,49.1589089,-123.9389388,https://www.nanaimo.ca/whatsbuilding/folder/DP000916,TYPE: Development Permit   SUBJECT: 575 Milton Street   STATUS: COMPLETED
DP000918,Development,Development Permit,2180 Highland Boulevard,COMPLETED,49.1918529,-123.9699196,https://www.nanaimo.ca/whatsbuilding/folder/DP000918,TYPE: Development Permit   SUBJECT: 2180 Highland Boulevard   STATUS: COMPLETED
DP000917,Development,Development Permit,119 Haliburton Street,COMPLETED,49.1591139,-123.9323332,https://www.nanaimo.ca/whatsbuilding/folder/DP000917,TYPE: Development Permit   SUBJECT: 119 Haliburton Street   STATUS: COMPLETED
DVP00251,Development,Development Variance Permit,997 Park Avenue,COMPLETED,49.1404738,-123.9460379,https://www.nanaimo.ca/whatsbuilding/folder/DVP00251,TYPE: Development Variance Permit   SUBJECT: 997 Park Avenue   STATUS: COMPLETED
BOV00648,Development,Board of Variance,698 Nicol Street,COMPLETED,49.1508020,-123.9341259,https://www.nanaimo.ca/whatsbuilding/folder/BOV00648,TYPE: Board of Variance   SUBJECT: 698 Nicol Street   STATUS: COMPLETED
BOV00649,Development,Board of Variance,5048 Vista View Crescent,COMPLETED,49.2380370,-123.9877212,https://www.nanaimo.ca/whatsbuilding/folder/BOV00649,TYPE: Board of Variance   SUBJECT: 5048 Vista View Crescent   STATUS: COMPLETED
DP000919,Development,Development Permit,3401 Barrington Road,COMPLETED,49.2140961,-123.9829994,https://www.nanaimo.ca/whatsbuilding/folder/DP000919,TYPE: Development Permit   SUBJECT: 3401 Barrington Road   STATUS: COMPLETED
DVP00252,Development,Development Variance Permit,614 Lambert Avenue,COMPLETED,49.1531033,-123.9578661,https://www.nanaimo.ca/whatsbuilding/folder/DVP00252,TYPE: Development Variance Permit   SUBJECT: 614 Lambert Avenue   STATUS: COMPLETED
DP000920,Development,Development Permit,4600 Hammond Bay Road,COMPLETED,49.2329503,-123.9712222,https://www.nanaimo.ca/whatsbuilding/folder/DP000920,TYPE: Development Permit   SUBJECT: 4600 Hammond Bay Road   STATUS: COMPLETED
RA000342,Development,Rezoning Application,5470 Godfrey Road,COMPLETED,49.2165906,-124.0397089,https://www.nanaimo.ca/whatsbuilding/folder/RA000342,TYPE: Rezoning Application   SUBJECT: 5470 Godfrey Road   STATUS: COMPLETED
BOV00650,Development,Board of Variance,633 Victoria Road,COMPLETED,49.1516329,-123.9362045,https://www.nanaimo.ca/whatsbuilding/folder/BOV00650,TYPE: Board of Variance   SUBJECT: 633 Victoria Road   STATUS: COMPLETED
BOV00653,Development,Board of Variance,106 Pine Street,COMPLETED,49.1670430,-123.9505514,https://www.nanaimo.ca/whatsbuilding/folder/BOV00653,TYPE: Board of Variance   SUBJECT: 106 Pine Street   STATUS: COMPLETED
DP000921,Development,Development Permit,3280 Crystal Place / 3680 Howden Drive,COMPLETED,49.2143676,-124.0064627,https://www.nanaimo.ca/whatsbuilding/folder/DP000921,TYPE: Development Permit   SUBJECT: 3280 Crystal Place / 3680 Howden Drive   STATUS: COMPLETED
DP000922,Development,Development Permit,20 Barsby Avenue,COMPLETED,49.1729517,-123.9463197,https://www.nanaimo.ca/whatsbuilding/folder/DP000922,TYPE: Development Permit   SUBJECT: 20 Barsby Avenue   STATUS: COMPLETED
RA000344,Development,Rezoning Application,925 & 901 Harbour View Street,COMPLETED,49.1441568,-123.9304785,https://www.nanaimo.ca/whatsbuilding/folder/RA000344,TYPE: Rezoning Application   SUBJECT: 925 & 901 Harbour View Street   STATUS: COMPLETED
DP000923,Development,Development Permit,3602 Place Road,COMPLETED,49.2231399,-123.9493365,https://www.nanaimo.ca/whatsbuilding/folder/DP000923,TYPE: Development Permit   SUBJECT: 3602 Place Road   STATUS: COMPLETED
DP000924,Development,Development Permit,2360 Extension Road,COMPLETED,49.1031022,-123.93584,https://www.nanaimo.ca/whatsbuilding/folder/DP000924,TYPE: Development Permit   SUBJECT: 2360 Extension Road   STATUS: COMPLETED
DVP00253,Development,Development Variance Permit,135 Nicol Street,COMPLETED,49.1591294,-123.9337386,https://www.nanaimo.ca/whatsbuilding/folder/DVP00253,TYPE: Development Variance Permit   SUBJECT: 135 Nicol Street   STATUS: COMPLETED
RA000345,Development,Rezoning Application,601 & 609 Bruce Avenue,COMPLETED,49.1545767,-123.9503246,https://www.nanaimo.ca/whatsbuilding/folder/RA000345,TYPE: Rezoning Application   SUBJECT: 601 & 609 Bruce Avenue   STATUS: COMPLETED
DP000925,Development,Development Permit,5768 Linley Valley Drive,COMPLETED,49.2272817,-124.0154744,https://www.nanaimo.ca/whatsbuilding/folder/DP000925,TYPE: Development Permit   SUBJECT: 5768 Linley Valley Drive   STATUS: COMPLETED
RA000346,Development,Rezoning Application,3801 & 3789 Shenton Road,COMPLETED,49.2055071,-124.0137372,https://www.nanaimo.ca/whatsbuilding/folder/RA000346,TYPE: Rezoning Application   SUBJECT: 3801 & 3789 Shenton Road   STATUS: COMPLETED
RA000347,Development,Rezoning Application,5030 Hammond Bay Road,CANCELLED,49.2325226,-123.9893521,https://www.nanaimo.ca/whatsbuilding/folder/RA000347,TYPE: Rezoning Application   SUBJECT: 5030 Hammond Bay Road   STATUS: CANCELLED
LA000111,Development,Liquor Licence Application,241 Skinner Street - Club 241,COMPLETED,49.1657563,-123.9377547,https://www.nanaimo.ca/whatsbuilding/folder/LA000111,TYPE: Liquor Licence Application   SUBJECT: 241 Skinner Street - Club 241   STATUS: COMPLETED
DP000926,Development,Development Permit,456 Bruce Avenue,COMPLETED,49.1568675,-123.9491479,https://www.nanaimo.ca/whatsbuilding/folder/DP000926,TYPE: Development Permit   SUBJECT: 456 Bruce Avenue   STATUS: COMPLETED
DP000927,Development,Development Permit,5757 Turner Road; 6010 & 6020 Linley Valley Drive,COMPLETED,49.2260682,-124.0295813,https://www.nanaimo.ca/whatsbuilding/folder/DP000927,TYPE: Development Permit   SUBJECT: 5757 Turner Road; 6010 & 6020 Linley Valley Drive   STATUS: COMPLETED
DVP00254,Development,Development Variance Permit,5905 Metral Drive,COMPLETED,49.2231575,-124.0434128,https://www.nanaimo.ca/whatsbuilding/folder/DVP00254,TYPE: Development Variance Permit   SUBJECT: 5905 Metral Drive   STATUS: COMPLETED
DVP00255,Development,Development Variance Permit,5473 Mildmay Road,COMPLETED,49.2163644,-124.0476326,https://www.nanaimo.ca/whatsbuilding/folder/DVP00255,TYPE: Development Variance Permit   SUBJECT: 5473 Mildmay Road   STATUS: COMPLETED
DVP00256,Development,Development Variance Permit,4801 Wellington Road,COMPLETED,49.2116418,-124.0304511,https://www.nanaimo.ca/whatsbuilding/folder/DVP00256,TYPE: Development Variance Permit   SUBJECT: 4801 Wellington Road   STATUS: COMPLETED
DP000929,Development,Development Permit,6121 and 6151 Hammond Bay Road,COMPLETED,49.2335644,-124.033842,https://www.nanaimo.ca/whatsbuilding/folder/DP000929,TYPE: Development Permit   SUBJECT: 6121 and 6151 Hammond Bay Road   STATUS: COMPLETED
RA000348,Development,Rezoning Application,306 Hillcrest Avenue / 525 Third Street / 305  311 & 321 Watfield Avenue,DENIED,49.162207,-123.9581131,https://www.nanaimo.ca/whatsbuilding/folder/RA000348,TYPE: Rezoning Application   SUBJECT: 306 Hillcrest Avenue / 525 Third Street / 305  311 & 321 Watfield Avenue   STATUS: DENIED
DP000930,Development,Development Permit,2232 Dockside Way,COMPLETED,49.1728699,-123.9962910,https://www.nanaimo.ca/whatsbuilding/folder/DP000930,TYPE: Development Permit   SUBJECT: 2232 Dockside Way   STATUS: COMPLETED
DP000931,Development,Development Permit,1060 Timberwood Drive,COMPLETED,49.1377659,-123.9458908,https://www.nanaimo.ca/whatsbuilding/folder/DP000931,TYPE: Development Permit   SUBJECT: 1060 Timberwood Drive   STATUS: COMPLETED
RA000349,Development,Rezoning Application,3425 Uplands Drive,COMPLETED,49.2146348,-124.0004958,https://www.nanaimo.ca/whatsbuilding/folder/RA000349,TYPE: Rezoning Application   SUBJECT: 3425 Uplands Drive   STATUS: COMPLETED
DP000932,Development,Development Permit,5701 Vanderneuk Road,COMPLETED,49.2261038,-124.0058698,https://www.nanaimo.ca/whatsbuilding/folder/DP000932,TYPE: Development Permit   SUBJECT: 5701 Vanderneuk Road   STATUS: COMPLETED
DVP00258,Development,Development Variance Permit,6283 Icarus Drive,COMPLETED,49.2470352,-124.0389210,https://www.nanaimo.ca/whatsbuilding/folder/DVP00258,TYPE: Development Variance Permit   SUBJECT: 6283 Icarus Drive   STATUS: COMPLETED
LA000116,Development,Liquor Licence Application,Newcastle Island Concession Stand "Open Water Catering",COMPLETED,49.1808436,-123.9295682,https://www.nanaimo.ca/whatsbuilding/folder/LA000116,TYPE: Liquor Licence Application   SUBJECT: Newcastle Island Concession Stand "Open Water Catering"   STATUS: COMPLETED
RA000351,Development,Rezoning Application,305 Milton Street,COMPLETED,49.1639833,-123.9457007,https://www.nanaimo.ca/whatsbuilding/folder/RA000351,TYPE: Rezoning Application   SUBJECT: 305 Milton Street   STATUS: COMPLETED
RA000350,Development,Rezoning Application,1099 Bruce Avenue,COMPLETED,49.1355479,-123.956612,https://www.nanaimo.ca/whatsbuilding/folder/RA000350,TYPE: Rezoning Application   SUBJECT: 1099 Bruce Avenue   STATUS: COMPLETED
RA000352,Development,Rezoning Application,5159 Laguna Way,CANCELLED,49.2313383,-123.9930887,https://www.nanaimo.ca/whatsbuilding/folder/RA000352,TYPE: Rezoning Application   SUBJECT: 5159 Laguna Way   STATUS: CANCELLED
DP000933,Development,Development Permit,1917 Northfield Road,COMPLETED,49.1911032,-123.9838136,https://www.nanaimo.ca/whatsbuilding/folder/DP000933,TYPE: Development Permit   SUBJECT: 1917 Northfield Road   STATUS: COMPLETED
DP000935,Development,Development Permit,477 Tenth Street,COMPLETED,49.1356071,-123.9452381,https://www.nanaimo.ca/whatsbuilding/folder/DP000935,TYPE: Development Permit   SUBJECT: 477 Tenth Street   STATUS: COMPLETED
DP000934,Development,Development Permit,2304 Jingle Pot Road,COMPLETED,49.1724013,-124.0000427,https://www.nanaimo.ca/whatsbuilding/folder/DP000934,TYPE: Development Permit   SUBJECT: 2304 Jingle Pot Road   STATUS: COMPLETED
DVP00259,Development,Development Variance Permit,6470 Ptarmigan Way,COMPLETED,49.2475210,-124.0467942,https://www.nanaimo.ca/whatsbuilding/folder/DVP00259,TYPE: Development Variance Permit   SUBJECT: 6470 Ptarmigan Way   STATUS: COMPLETED
DP000936,Development,Development Permit,210 Caledonia Avenue,CANCELLED,49.1736417,-123.9475601,https://www.nanaimo.ca/whatsbuilding/folder/DP000936,TYPE: Development Permit   SUBJECT: 210 Caledonia Avenue   STATUS: CANCELLED
RA000353,Development,Rezoning Application,6003 Nelson Road,COMPLETED,49.2263726,-124.0255683,https://www.nanaimo.ca/whatsbuilding/folder/RA000353,TYPE: Rezoning Application   SUBJECT: 6003 Nelson Road   STATUS: COMPLETED
DP000937,Development,Development Permit,2000 Island Highway North,COMPLETED,49.1918659,-123.9680695,https://www.nanaimo.ca/whatsbuilding/folder/DP000937,TYPE: Development Permit   SUBJECT: 2000 Island Highway North   STATUS: COMPLETED
DP000938,Development,Development Permit,1637 Bowen Road (Units 5 & 6),COMPLETED,49.1796104,-123.9775150,https://www.nanaimo.ca/whatsbuilding/folder/DP000938,TYPE: Development Permit   SUBJECT: 1637 Bowen Road (Units 5 & 6)   STATUS: COMPLETED
DP000939,Development,Development Permit,2912 Norwell Drive,COMPLETED,49.2060054,-124.0012795,https://www.nanaimo.ca/whatsbuilding/folder/DP000939,TYPE: Development Permit   SUBJECT: 2912 Norwell Drive   STATUS: COMPLETED
DVP00260,Development,Development Variance Permit,70 Kennedy Street,COMPLETED,49.1680757,-123.9477558,https://www.nanaimo.ca/whatsbuilding/folder/DVP00260,TYPE: Development Variance Permit   SUBJECT: 70 Kennedy Street   STATUS: COMPLETED
LA000117,Development,Liquor Licence Application,75 Front Street,COMPLETED,49.1636506,-123.9369747,https://www.nanaimo.ca/whatsbuilding/folder/LA000117,TYPE: Liquor Licence Application   SUBJECT: 75 Front Street   STATUS: COMPLETED
RA000355,Development,Rezoning Application,2392 Barclay Road,COMPLETED,49.1985950,-124.0052612,https://www.nanaimo.ca/whatsbuilding/folder/RA000355,TYPE: Rezoning Application   SUBJECT: 2392 Barclay Road   STATUS: COMPLETED
DP000940,Development,Development Permit,4978 Fillinger Crescent,COMPLETED,49.2387268,-123.9869054,https://www.nanaimo.ca/whatsbuilding/folder/DP000940,TYPE: Development Permit   SUBJECT: 4978 Fillinger Crescent   STATUS: COMPLETED
DP000942,Development,Development Permit,355 Harwell Road,COMPLETED,49.1654780,-123.9919002,https://www.nanaimo.ca/whatsbuilding/folder/DP000942,TYPE: Development Permit   SUBJECT: 355 Harwell Road   STATUS: COMPLETED
DP000941,Development,Development Permit,351 Harwell Road,COMPLETED,49.1656605,-123.9918130,https://www.nanaimo.ca/whatsbuilding/folder/DP000941,TYPE: Development Permit   SUBJECT: 351 Harwell Road   STATUS: COMPLETED
DP000943,Development,Development Permit,6900 Island Highway North,COMPLETED,49.2401081,-124.0517729,https://www.nanaimo.ca/whatsbuilding/folder/DP000943,TYPE: Development Permit   SUBJECT: 6900 Island Highway North   STATUS: COMPLETED
BOV00657,Development,Board of Variance,1464 Estevan Road,DENIED,49.1850255,-123.9543168,https://www.nanaimo.ca/whatsbuilding/folder/BOV00657,TYPE: Board of Variance   SUBJECT: 1464 Estevan Road   STATUS: DENIED
BOV00658,Development,Board of Variance,410 Kennedy Street,COMPLETED,49.1615299,-123.9440464,https://www.nanaimo.ca/whatsbuilding/folder/BOV00658,TYPE: Board of Variance   SUBJECT: 410 Kennedy Street   STATUS: COMPLETED
DP000944,Development,Development Permit,2468 Kenworth Road,COMPLETED,49.2035474,-124.0028911,https://www.nanaimo.ca/whatsbuilding/folder/DP000944,TYPE: Development Permit   SUBJECT: 2468 Kenworth Road   STATUS: COMPLETED
DP000945,Development,Development Permit,5670 Linley Valley Drive,COMPLETED,49.2261618,-124.0106943,https://www.nanaimo.ca/whatsbuilding/folder/DP000945,TYPE: Development Permit   SUBJECT: 5670 Linley Valley Drive   STATUS: COMPLETED
DP000946,Development,Development Permit,6631 Island Highway North,COMPLETED,49.2368341,-124.0504615,https://www.nanaimo.ca/whatsbuilding/folder/DP000946,TYPE: Development Permit   SUBJECT: 6631 Island Highway North   STATUS: COMPLETED
RA000357,Development,Rezoning Application,2000 Island Highway North,COMPLETED,49.1918659,-123.9680695,https://www.nanaimo.ca/whatsbuilding/folder/RA000357,TYPE: Rezoning Application   SUBJECT: 2000 Island Highway North   STATUS: COMPLETED
DP000947,Development,Development Permit,4951 Denford Place,COMPLETED,49.2354204,-123.9864688,https://www.nanaimo.ca/whatsbuilding/folder/DP000947,TYPE: Development Permit   SUBJECT: 4951 Denford Place   STATUS: COMPLETED
DP000948,Development,Development Permit,861 Maughan Road,COMPLETED,49.1415930,-123.8807257,https://www.nanaimo.ca/whatsbuilding/folder/DP000948,TYPE: Development Permit   SUBJECT: 861 Maughan Road   STATUS: COMPLETED
DP000949,Development,Development Permit,1019 Vancouver Avenue (originally 1025 Vancouver Ave),DENIED,49.1811789,-123.9473534,https://www.nanaimo.ca/whatsbuilding/folder/DP000949,TYPE: Development Permit   SUBJECT: 1019 Vancouver Avenue (originally 1025 Vancouver Ave)   STATUS: DENIED
LA000118,Development,Liquor Licence Application,Vancouver Island University Liquor License,COMPLETED,49.1590712,-123.9667534,https://www.nanaimo.ca/whatsbuilding/folder/LA000118,TYPE: Liquor Licence Application   SUBJECT: Vancouver Island University Liquor License   STATUS: COMPLETED
DVP00261,Development,Development Variance Permit,1464 Estevan Road,COMPLETED,49.1850255,-123.9543168,https://www.nanaimo.ca/whatsbuilding/folder/DVP00261,TYPE: Development Variance Permit   SUBJECT: 1464 Estevan Road   STATUS: COMPLETED
BOV00659,Development,Board of Variance,5261 Dewar Road,COMPLETED,49.2304530,-123.9969417,https://www.nanaimo.ca/whatsbuilding/folder/BOV00659,TYPE: Board of Variance   SUBJECT: 5261 Dewar Road   STATUS: COMPLETED
BOV00660,Development,Board of Variance,5697 Oceanview Terrace,COMPLETED,49.2352402,-124.0114513,https://www.nanaimo.ca/whatsbuilding/folder/BOV00660,TYPE: Board of Variance   SUBJECT: 5697 Oceanview Terrace   STATUS: COMPLETED
DP000950,Development,Development Permit,100 Twelfth Street,COMPLETED,49.1295045,-123.9253104,https://www.nanaimo.ca/whatsbuilding/folder/DP000950,TYPE: Development Permit   SUBJECT: 100 Twelfth Street   STATUS: COMPLETED
DP000951,Development,Development Permit,1105 Cedar Road,COMPLETED,49.1174914,-123.8987375,https://www.nanaimo.ca/whatsbuilding/folder/DP000951,TYPE: Development Permit   SUBJECT: 1105 Cedar Road   STATUS: COMPLETED
