District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,1_to_6,7_to_9,10_to_12,ISCED1,ISCED2,ISCED3,ISCED020,ISCED010
72,7272031,Ecole des Deux Mondes Elementary,851 7th Ave,Campbell River                ,BC             ,V9W 4A3,Mme,Nancy,Hwang,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 286-0511,250 286-0938,edm@sd72.bc.ca                                                                                      ,175,September 30 2019,0,40,0,0,0,32,26,28,24,25,0,0,0,0,0,0,0,135,0,0,1,0,0,1,
43,4343080,Ecole Dr Charles Best Secondary,2525 Como Lake Ave,Coquitlam                     ,BC             ,V3J 3R8,Ms,Heather,Murphy,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,604 461-5581,604 937-8053,hmurphy@sd43.bc.ca                                                                                  ,1434,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,354,379,352,349,0,354,1080,0,1,1,,
59,5959005,Ecole Frank Ross Elementary,1000 92 Ave,Dawson Creek                  ,BC             ,V1G 1C1,Mr,Shaun,Henry,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 782-5206,250 782-3204,shaun_henry@sd59.bc.ca                                                                              ,491,September 30 2019,0,85,1,0,0,76,57,60,57,46,51,59,0,0,0,0,0,347,59,0,1,1,0,1,
43,4343018,Ecole Glen Elementary,3064 Glen Dr,Coquitlam                     ,BC             ,V3B 2P9,Ms,Nicole,Daneault,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 464-6608,604 464-4586,ndaneault@sd43.bc.ca                                                                                ,515,September 30 2019,0,83,1,0,0,73,98,69,91,101,0,0,0,0,0,0,0,432,0,0,1,0,0,1,
43,4343019,Ecole Glenayre Elementary,495 Glencoe Dr,Port Moody                    ,BC             ,V3H 1G6,Dr,Andrew,Lloyd,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 939-9214,604 939-7512,glenayre@sd43.bc.ca                                                                                 ,383,September 30 2019,0,58,0,0,0,54,49,77,71,74,0,0,0,0,0,0,0,325,0,0,1,0,0,1,
40,4040013,Ecole Glenbrook Middle School,701 Park Cres,New Westminster               ,BC             ,V3L 5V4,Mr,Chris,Evans,Standard School                         ,6-8,Public School,,no,yes,no,no,yes,yes,no,604 517-5940,604 517-5941,cevans@sd40.bc.ca                                                                                   ,681,September 30 2019,0,0,0,0,0,0,0,0,0,0,227,233,221,0,0,0,0,227,454,0,1,1,0,,
75,7575036,Ecole Heritage Park Middle School,33700 Prentis Ave,Mission                       ,BC             ,V2V 7B1,Ms,Angela,Condon,Standard School                         ,7-9,Public School,,no,no,no,no,no,no,no,604 820-4587,604 820-4589,angela.condon@mpsd.ca                                                                               ,633,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,220,206,207,0,0,0,0,633,0,0,1,0,,
41,4141032,Ecole Inman Elementary,3963 Brandon St,Burnaby                       ,BC             ,V5G 2P6,Mr,Kelly,Chow,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9016,604 296-9061,kelly.chow@burnabyschools.ca,368,September 30 2019,0,64,0,0,0,57,76,52,27,31,30,31,0,0,0,0,0,273,31,0,1,1,0,1,
43,4343027,Ecole Irvine Elementary,3862 Wellington St,Port Coquitlam                ,BC             ,V3B 3Z4,Mr,Dennis,Shannon,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 941-3408,604 937-8018,dshannon@sd43.bc.ca                                                                                 ,398,September 30 2019,0,65,0,0,0,67,65,71,63,67,0,0,0,0,0,0,0,333,0,0,1,0,0,1,
39,3939132,Ecole Jules Quesnel Elementary,3050 Crown St,Vancouver                     ,BC             ,V6R 4K9,Mrs,Eve,Gagnon,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4577,604 713-4579,esgagnon@vsb.bc.ca                                                                                  ,377,September 30 2019,0,40,2,0,0,42,43,36,56,55,53,52,0,0,0,0,0,285,52,0,1,1,0,1,
43,4343031,Ecole Kilmer Elementary,1575 Knappen St,Port Coquitlam                ,BC             ,V3C 2P8,Mr,Andrew,Corbold,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 941-3401,604 937-8019,kilmer@sd43.bc.ca                                                                                   ,281,September 30 2019,0,49,0,0,0,40,45,53,48,46,0,0,0,0,0,0,0,232,0,0,1,0,0,1,
43,4343108,Ecole Kwayhquitlum Middle,3280 Flint St,Port Coquitlam                ,BC             ,V3B 4J2,Ms,Laurie,Ebenal,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 942-1835,604 942-6701,lebenal@sd43.bc.ca                                                                                  ,707,September 30 2019,0,0,0,0,0,0,0,0,0,0,246,251,210,0,0,0,0,246,461,0,1,1,0,,
57,5757115,Ecole Lac des Bois,4131 Rainbow Dr,Prince George                 ,BC             ,V2M 3W3,Ms,Monique,Engert,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 562-1164,250 564-4891,mengert@sd57.bc.ca                                                                                  ,469,September 30 2019,0,55,0,0,0,60,62,55,72,59,46,60,0,0,0,0,0,354,60,0,1,1,0,1,
73,7324005,Ecole Lloyd George Elementary,830 Pine St,Kamloops                      ,BC             ,V2C 3A1,Mr,Alain,Blais,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 374-3174,250 377-2244,ablais@sd73.bc.ca                                                                                   ,454,September 30 2019,0,63,0,0,0,57,61,61,56,57,52,47,0,0,0,0,0,344,47,0,1,1,0,1,
61,6161040,Ecole Macaulay Elementary,1010 Wychbury Ave,Victoria                      ,BC             ,V9A 5K6,Mme,Josee,Paris,Standard School                         ,K-5,Public School,,yes,no,no,no,no,no,no,250 385-3441,250 385-7572,macaulay@sd61.bc.ca                                                                                 ,474,September 30 2019,0,84,1,0,0,87,84,80,71,68,0,0,0,0,0,0,0,390,0,0,1,0,0,1,
43,4343081,Ecole Maillard Middle,1300 Rochester Ave,Coquitlam                     ,BC             ,V3K 2X5,Mr,Tristan,McCutcheon,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 931-3574,604 931-4514,tmccutcheon@sd43.bc.ca                                                                              ,421,September 30 2019,0,0,0,0,0,0,0,0,0,0,115,146,160,0,0,0,0,115,306,0,1,1,0,,
43,4343091,Ecole Maple Creek Middle,3700 Hastings St,Port Coquitlam                ,BC             ,V3B 5K7,Mr,Andrew,Graham,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 464-8581,604 461-7832,maplecreek@sd43.bc.ca                                                                               ,599,September 30 2019,0,0,1,0,0,0,0,0,0,0,215,201,183,0,0,0,0,215,384,0,1,1,0,,
61,6161046,Ecole Marigold School,3751 Grange Rd,Victoria                      ,BC             ,V8Z 4T2,Mr,Dwayne,Doyle,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 479-8256,250 744-3187,ddoyle@sd61.bc.ca                                                                                   ,296,September 30 2019,0,47,0,0,0,58,33,61,48,49,0,0,0,0,0,0,0,249,0,0,1,0,0,1,
41,4141037,Ecole Marlborough Elementary,6060 Marlborough Ave,Burnaby                       ,BC             ,V5H 3L7,Ms,Karen,Floyd,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9021,604 664-8564,karen.floyd@burnabyschools.ca,958,September 30 2019,0,128,0,0,0,109,124,134,93,119,122,129,0,0,0,0,0,701,129,0,1,1,0,1,
43,4343036,Ecole Mary Hill Elementary,1890 Humber Cres,Port Coquitlam                ,BC             ,V3C 2V7,Ms,LISA,SALLOUM,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 942-0264,604 942-3157,lsalloum@sd43.bc.ca                                                                                 ,306,September 30 2019,0,51,0,0,0,53,46,50,41,65,0,0,0,0,0,0,0,255,0,0,1,0,0,1,
43,4343084,Ecole Montgomery Middle,1900 Edgewood Ave,Coquitlam                     ,BC             ,V3K 2Y1,Ms,Sarah,Husband,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 939-7367,604 937-8046,shusband@sd43.bc.ca                                                                                 ,420,September 30 2019,0,0,0,0,0,0,0,0,0,0,136,182,102,0,0,0,0,136,284,0,1,1,0,,
43,4343086,Ecole Moody Middle,3115 St. Johns St,Port Moody                    ,BC             ,V3H 2C6,Mr,Mark,Clay,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,604 461-7384,604 937-8047,mclay@sd43.bc.ca                                                                                    ,405,September 30 2019,0,0,0,0,0,0,0,0,0,0,135,133,137,0,0,0,0,135,270,0,1,1,0,,
79,7979046,Ecole Mount Prevost Elementary,6177 Somenos Rd,Duncan                        ,BC             ,V9L 4E7,Mr,Ian,Zibin,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 746-7187,250 746-8715,izibin@sd79.bc.ca                                                                                   ,445,September 30 2019,0,50,0,0,0,60,46,55,63,52,63,56,0,0,0,0,0,339,56,0,1,1,0,1,
82,8288020,Ecole Mountainview,3505 Bailey St,Terrace                       ,BC             ,V8G 5P5,Ms,Cindy,Sousa,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,no,no,250 635-3115,,cindy.sousa@cmsd.bc.ca                                                                              ,207,September 30 2019,0,30,0,0,0,46,30,33,31,11,26,0,0,0,0,0,0,177,0,0,1,0,0,1,
43,4343047,Ecole Nestor Elementary,1266 Nestor St,Coquitlam                     ,BC             ,V3E 2A4,Ms,Tamara,Banks,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 464-9422,604 464-8257,tbanks@sd43.bc.ca                                                                                   ,411,September 30 2019,0,75,0,0,0,70,73,63,65,65,0,0,0,0,0,0,0,336,0,0,1,0,0,1,
43,4343048,Ecole Panorama Heights Elementary,1455 Johnson St,Coquitlam                     ,BC             ,V3E 2T1,Mr,Perry,Muxworthy,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 944-4840,604 944-7629,PanoramaHeights@sd43.bc.ca,444,September 30 2019,0,65,0,0,0,72,78,61,82,86,0,0,0,0,0,0,0,379,0,0,1,0,0,1,
45,4545065,Ecole Pauline Johnson Elementary,1150 22nd St,West Vancouver                ,BC             ,V7V 4C4,Mme,Tara,Zielinski,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,yes,no,604 981-1225,604 981-1226,tzielinski@wvschools.ca                                                                             ,422,September 30 2019,0,40,0,0,0,66,44,42,41,42,87,60,0,0,0,0,0,322,60,0,1,1,0,1,
72,7272014,Ecole Phoenix Middle,400 7th Ave,Campbell River                ,BC             ,V9W 3Z9,Mr,Gregory,Johnson,Standard School                         ,6-8,Public School,,no,no,no,no,no,no,no,250 287-8346,250 287-2302,phoenix@sd72.bc.ca                                                                                  ,653,September 30 2019,0,0,0,0,0,0,0,0,0,0,235,220,198,0,0,0,0,235,418,0,1,1,0,,
43,4343082,Ecole Pitt River Middle,2070 Tyner St,Port Coquitlam                ,BC             ,V3C 2Z1,Mr,Steve,Roos,Standard School                         ,6-8,Public School,,no,yes,no,no,yes,yes,no,604 942-0267,604 937-8048,sroos@sd43.bc.ca                                                                                    ,466,September 30 2019,0,0,1,0,0,0,0,0,0,0,140,173,153,0,0,0,0,140,326,0,1,1,0,,
62,6262034,Ecole Poirier Elementary,PO Box 940,Sooke                         ,BC             ,V9Z 1H9,Ms,Teresa,Vally,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 642-0500,250 642-5115,tvally@sd62.bc.ca                                                                                   ,385,September 30 2019,0,64,0,0,0,64,61,58,59,79,0,0,0,0,0,0,0,321,0,0,1,0,0,1,
43,4343053,Ecole Porter Street Elementary,728 Porter St,Coquitlam                     ,BC             ,V3J 5B4,Mr,Ashif,Jiwa,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 936-4296,604 937-8033,asjiwa@sd43.bc.ca                                                                                   ,354,September 30 2019,0,56,2,0,0,59,52,60,62,65,0,0,0,0,0,0,0,298,0,0,1,0,0,1,
71,7171071,Ecole Puntledge Park Elementary,401 Willemar Ave,Courtenay                     ,BC             ,V9N 3L3,Mr,Leblanc,Stephane,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 334-4495,250 897-0487,stephane.leblanc@sd71.bc.ca,507,September 30 2019,0,70,1,0,0,71,60,58,68,67,44,69,0,0,0,0,0,368,69,0,1,1,0,1,
40,4040015,Ecole Qayqayt Elementary,85 Merivale St,New Westminster               ,BC             ,V3L 0G2,Ms,Karen,Catherwood,Standard School                         ,K-5,Public School,,yes,yes,no,no,no,yes,no,604 517-6050,604 517-6051,kcatherwood@sd40.bc.ca                                                                              ,527,September 30 2019,0,94,0,0,0,87,97,82,87,80,0,0,0,0,0,0,0,433,0,0,1,0,0,1,
61,6161016,Ecole Quadra Elementary,3031 Quadra St,Victoria                      ,BC             ,V8T 4G2,Mr,Connor,McCoy,Standard School                         ,"K-5, EU",Public School,,no,no,no,no,no,no,no,250 382-8296,250 382-3649,quadra@sd61.bc.ca                                                                                   ,427,September 30 2019,0,76,0,0,1,84,73,54,73,66,0,0,0,0,0,0,0,350,0,0,1,0,0,1,
28,2828016,Ecole Red Bluff Lhtako Elementary,1533 Maple Dr,Quesnel                       ,BC             ,V2J 4A2,Mr,Stephen,Hawkins-Bogle,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 747-2634,250 747-5191,stephenhawkinsbogle@sd28.bc.ca,307,September 30 2019,0,40,0,0,0,32,44,30,43,41,33,44,0,0,0,0,0,223,44,0,1,1,0,1,
36,3636059,Ecole Riverdale Elementary,14835 108A Ave,Surrey                        ,BC             ,V3R 1W9,Ms,Leah,Christensen,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 588-5978,604 581-6382,riverdale@surreyschools.ca,485,September 30 2019,0,59,0,0,0,54,63,67,54,60,67,61,0,0,0,0,0,365,61,0,1,1,0,1,
43,4343132,Ecole Riverside Secondary,2215 Reeve St,Port Coquitlam                ,BC             ,V3C 6K8,Mr,Jon,Bruneau,Standard School                         ,9-12,Public School,,no,no,no,no,no,no,no,604 941-6053,604 941-2639,jbruneau@sd43.bc.ca                                                                                 ,1276,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,307,330,304,335,0,307,969,0,1,1,,
71,7171050,Ecole Robb Road,1909 Robb Ave,Comox                         ,BC             ,V9M 2C9,Mrs,Cheryl,Adebar,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 339-6864,250 339-6871,Cheryl.Adebar@sd71.bc.ca                                                                            ,473,September 30 2019,0,60,0,0,0,61,50,68,56,46,70,62,0,0,0,0,0,351,62,0,1,1,0,1,
43,4343055,Ecole Rochester Elementary,411 Schoolhouse St,Coquitlam                     ,BC             ,V3K 4Y7,Ms,Cheryl,Lloyd,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,604 939-4624,604 939-5197,chlloyd@sd43.bc.ca                                                                                  ,378,September 30 2019,0,69,0,0,0,52,60,61,62,74,0,0,0,0,0,0,0,309,0,0,1,0,0,1,
36,3636215,Ecole Salish Secondary,7278 184 St,Surrey                        ,BC             ,V4N 5V2,Ms,Sheila,Hammond,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 235-9836,778 547-9487,salish@surreyschools.ca                                                                             ,1062,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,244,246,198,199,175,0,490,572,0,1,1,,
41,4141046,Ecole Seaforth Elementary,7881 Government Rd,Burnaby                       ,BC             ,V5A 2C9,Ms,Shairoz,Merani,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 296-9028,,shairoz.merani@burnabyschools.ca,482,September 30 2019,0,54,1,0,0,61,61,61,56,60,68,61,0,0,0,0,0,367,61,0,1,1,0,1,
69,6969012,Ecole Secondaire Ballenas Secondary,PO Box 1570,Parksville                    ,BC             ,V8P 2H4,Mr,Rudy,Terpstra,Standard School                         ,"8-12, SU",Public School,,no,no,yes,no,no,no,no,250 248-5721,250 954-1531,rterpstr@sd69.bc.ca                                                                                 ,900,September 30 2019,0,0,2,96,0,0,0,0,0,0,0,0,146,169,157,178,154,0,315,489,0,1,1,,
