facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
Regional Municipality of Niagara,Mental Health and Addiction Organization,,,,,,3550,schmon parkway,3550 Schmon Parkway,Thorold,ON,L2V4T7,Province of Ontario,-79.239611592,43.117672397,,,
Canadian Mental Health Association (CMHA) Kenora Branch,Mental Health and Addiction Organization,,,,,,227,second street south,227 Second Street South,Kenora,ON,P9N1G1,Province of Ontario,-94.490105195,49.765874539,,,
St. Jude Community Homes,Mental Health and Addiction Organization,,,,,,431,dundas street east,431 Dundas Street East,Toronto,ON,M5A2B1,Province of Ontario,-79.3664027789999,43.6590719870001,,,
George Herman House,Mental Health and Addiction Organization,,,,,,158,madison avenue,158 Madison Avenue,Toronto,ON,M5R2S5,Province of Ontario,-79.4058221929999,43.6739896880001,,,
Psychiatric Survivors of Ottawa (PSO),Mental Health and Addiction Organization,,,,,,211,bronson avenue,211 Bronson Avenue,Ottawa,ON,K1R6H5,Province of Ontario,-75.70634624,45.413569953,,,
Wendat Community Programs,Mental Health and Addiction Organization,,,,,,237,second street,237 Second Street,Midland,ON,L4R4P4,Province of Ontario,-79.888640846,44.7500405500001,,,
Wendat Community Programs,Mental Health and Addiction Organization,,,,,,44,dufferin street,44 Dufferin Street,Penetanguishene,ON,L9M1H4,Province of Ontario,-79.920297659,44.780780754,,,
Lance Krasman Memorial Centre for Community Mental Health,Mental Health and Addiction Organization,,,,,,10121,yonge street,10121 Yonge Street,Richmond Hill,ON,L4C1T7,Province of Ontario,-79.437744121,43.874249321,,,
Lance Krasman Memorial Centre for Community Mental Health,Mental Health and Addiction Organization,,,,,,17,paris street,17 Paris Street,New Tecumseth,ON,L9R1J3,Province of Ontario,-79.8719223849999,44.152995349,,,
Geriatric Psychiatry Community Services of Ottawa,Mental Health and Addiction Organization,,,,,,75,bruyã¨re street,75 BruyÃ¨re Street,Ottawa,ON,K1N5C7,Province of Ontario,-75.696028639,45.432221057,,,
Summit Housing & Outreach Programs,Mental Health and Addiction Organization,,,,,,917,nipissing road,917 Nipissing Road,Milton,ON,L9T5E3,Province of Ontario,-79.863131825,43.5245722400001,,,
Summit Housing & Outreach Programs,Mental Health and Addiction Organization,,,,,,760,brant street,760 Brant Street,Burlington,ON,L7R4B7,Province of Ontario,-79.8088406909999,43.3321133090001,,,
Summit Housing & Outreach Programs,Mental Health and Addiction Organization,,,,,,871,equestrian court,871 Equestrian Court,Oakville,ON,L6L6L7,Province of Ontario,-79.7081760679999,43.4366552320001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,393,oak street west,393 Oak Street West,North Bay,ON,P1B2T2,Province of Ontario,-79.468375566,46.31399013,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,176,main street west,176 Main Street West,North Bay,ON,P1B2Y6,Province of Ontario,-79.465014464,46.3117843300001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,351,ferguson street,351 Ferguson Street,North Bay,ON,P1B1X1,Province of Ontario,-79.463393664,46.3105480300001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,222,main street east,222 Main Street East,North Bay,ON,P1B1B1,Province of Ontario,-79.4622887629999,46.3086572300001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,466,main street,466 Main Street,Powassan,ON,P0H1Z0,Province of Ontario,-79.3613189069999,46.0822519980001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,178,main street west,178 Main Street West,North Bay,ON,P1B2T5,Province of Ontario,-79.465069764,46.3118768300001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,501,morris street,501 Morris Street,North Bay,ON,P1B2R9,Province of Ontario,-79.453194759,46.3020484290001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,9,stevens road,9 Stevens Road,Temagami,ON,P0H2H0,Province of Ontario,-79.78735295,47.0639275340001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,150,water street,150 Water Street,Mattawa,ON,P0H1V0,Province of Ontario,-78.705352916,46.3199930690001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,416,lakeshore drive,416 Lakeshore Drive,North Bay,ON,P1A2C6,Province of Ontario,-79.4450951539999,46.2776842260001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,342,percy street,342 Percy Street,North Bay,ON,P1B3N3,Province of Ontario,-79.459879663,46.316939931,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,776,lakeshore drive,776 Lakeshore Drive,North Bay,ON,P1B2G8,Province of Ontario,-79.4326226489999,46.2632650240001,,,
Nipissing Mental Health Housing and Support Services,Mental Health and Addiction Organization,,,,,,780,lakeshore drive,780 Lakeshore Drive,North Bay,ON,P1A2G8,Province of Ontario,-79.4326350489999,46.263044124,,,
Causeway Work Centre,Mental Health and Addiction Organization,,,,,,22,o'meara street,22 O'Meara Street,Ottawa,ON,K1Y4N6,Province of Ontario,-75.723654446,45.4066647510001,,,
Jane/Finch Community and Family Centre,Mental Health and Addiction Organization,,,,,,4400,jane street,4400 Jane Street,Toronto,ON,M3N2K4,Province of Ontario,-79.520080438,43.765217598,,,
Jane/Finch Community and Family Centre,Mental Health and Addiction Organization,,,,,,415,driftwood avenue,415 Driftwood Avenue,Toronto,ON,M3N2P7,Province of Ontario,-79.516466437,43.7673859990001,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,173,manitoba street,173 Manitoba Street,Bracebridge,ON,P1L1S3,Province of Ontario,-79.31544769,45.043924528,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,87,main street east,87 Main Street East,Sundridge,ON,P0A1Z0,Province of Ontario,-79.3914703849999,45.7705265450001,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,91,ottawa avenue,91 Ottawa Avenue,South River,ON,P0A1X0,Province of Ontario,-79.3776308879999,45.8414624580001,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,168,king street,168 King Street,Powassan,ON,P0H1Z0,Province of Ontario,-79.3655234079999,46.079615297,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,60,james street,60 James Street,Parry Sound,ON,P2A1T5,Province of Ontario,-80.034185151,45.3447436430001,,,
Canadian Mental Health Association (CMHA) Muskoka-Parry Sound Branch,Mental Health and Addiction Organization,,,,,,150,huston street,150 Huston Street,Burk's Falls,ON,P0A1C0,Province of Ontario,-79.4046790739999,45.616710819,,,
Good Shepherd Non-Profit Homes Inc.,Mental Health and Addiction Organization,,,,,,15,ray street north,15 Ray Street North,Hamilton,ON,L8R2X5,Province of Ontario,-79.880699108,43.2604261930001,,,
Good Shepherd Non-Profit Homes Inc.,Mental Health and Addiction Organization,,,,,,550,queen street east,550 Queen Street East,Toronto,ON,M5A1V2,Province of Ontario,-79.357163476,43.6574638870001,,,
Good Shepherd Non-Profit Homes Inc.,Mental Health and Addiction Organization,,,,,,250,consumers road,250 Consumers Road,Toronto,ON,M2J4V6,Province of Ontario,-79.330824278,43.771824608,,,
Good Shepherd Non-Profit Homes Inc.,Mental Health and Addiction Organization,,,,,,143,wentworth avenue south,143 Wentworth Avenue South,Hamilton,ON,L8N2Z1,Province of Ontario,-79.8504158969999,43.2474866920001,,,
Good Shepherd Non-Profit Homes Inc.,Mental Health and Addiction Organization,,,,,,125,manse road,125 Manse Road,Toronto,ON,M1E3V2,Province of Ontario,-79.172007626,43.7616534140001,,,
"Accommodation, Information and Support Inc.",Mental Health and Addiction Organization,,,,,,720,spadina avenue,720 Spadina Avenue,Toronto,ON,M5S2T9,Province of Ontario,-79.403480491,43.665394086,,,
Support & Housing - Halton (SHH),Mental Health and Addiction Organization,,,,,,760,brant street,760 Brant Street,Burlington,ON,L7R4B7,Province of Ontario,-79.8088406909999,43.3321133090001,,,
Support & Housing - Halton (SHH),Mental Health and Addiction Organization,,,,,,165,cross avenue,165 Cross Avenue,Oakville,ON,L6J0A9,Province of Ontario,-79.6851632629999,43.455762936,,,
Support & Housing - Halton (SHH),Mental Health and Addiction Organization,,,,,,5170,dixie road,5170 Dixie Road,Mississauga,ON,L4W1E3,Province of Ontario,-79.62591316,43.6385650710001,,,
"Chai-Tikvah Foundation, The",Mental Health and Addiction Organization,,,,,,4600,bathurst street,4600 Bathurst Street,Toronto,ON,M2R3V2,Province of Ontario,-79.441823112,43.7641371020001,,,
"Chai-Tikvah Foundation, The",Mental Health and Addiction Organization,,,,,,14,fraserwood avenue,14 Fraserwood Avenue,Toronto,ON,M6B2N4,Province of Ontario,-79.4389648069999,43.7140320930001,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,519,brock street south,519 Brock Street South,Whitby,ON,L1N4K8,Province of Ontario,-78.9398100619999,43.875004544,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,1615,dundas street east,1615 Dundas Street East,Whitby,ON,L1N2L1,Province of Ontario,-78.911146553,43.885012347,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,150,bond street east,150 Bond Street East,Oshawa,ON,L1G0A2,Province of Ontario,-78.858615538,43.9003459530001,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,200,old harwood avenue,200 Old Harwood Avenue,Ajax,ON,L1T4W4,Province of Ontario,-79.0277144889999,43.864709739,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,209,simcoe street north,209 Simcoe Street North,Oshawa,ON,L1G4T1,Province of Ontario,-78.86582334,43.903216953,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,250,hickory street south,250 Hickory Street South,Whitby,ON,L1N9G8,Province of Ontario,-78.9374015609999,43.8791014450001,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,1525,nichol avenue,1525 Nichol Avenue,Whitby,ON,L1N8R5,Province of Ontario,-78.9145504539999,43.8819911470001,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,209,simcoe street north,209 Simcoe Street North,Oshawa,ON,L1G4T1,Province of Ontario,-78.86582334,43.903216953,,,
Durham Mental Health Services,Mental Health and Addiction Organization,,,,,,1101,kingston road,1101 Kingston Road,Pickering,ON,L1V1B5,Province of Ontario,-79.097293408,43.8283784290001,,,
Mainstay Housing,Mental Health and Addiction Organization,,,,,,550,queen street east,550 Queen Street East,Toronto,ON,M5A1V2,Province of Ontario,-79.357163476,43.6574638870001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,1281,st. clair avenue west,1281 St. Clair Avenue West,Toronto,ON,M6E1B8,Province of Ontario,-79.447566407,43.6767515860001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,50,burnhamthorpe road west,50 Burnhamthorpe Road West,Mississauga,ON,L5B3C2,Province of Ontario,-79.6872849709999,43.544542752,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,7700,hurontario street,7700 Hurontario Street,Brampton,ON,L6Y4M3,Province of Ontario,-79.726319894,43.6586067700001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,60,west drive,60 West Drive,Brampton,ON,L6T3T6,Province of Ontario,-79.725235997,43.7029935780001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,1911,kennedy road,1911 Kennedy Road,Toronto,ON,M1P2L9,Province of Ontario,-79.280881661,43.7674540100001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,8,taber road,8 Taber Road,Toronto,ON,M9W3A4,Province of Ontario,-79.57171735,43.719337088,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,42,algie avenue,42 Algie Avenue,Toronto,ON,M8Z5J8,Province of Ontario,-79.53687883,43.6178287720001,,,
Reconnect Community Health Services,Mental Health and Addiction Organization,,,,,,543,young street,543 Young Street,Toronto,ON,M4Y1Y5,Province of Ontario,-79.384049985,43.664345487,,,
Alpha Court Non-Profit Housing Inc.,Mental Health and Addiction Organization,,,,,,221,wilson street,221 Wilson Street,Thunder Bay,ON,P7B1M7,Province of Ontario,-89.22388476,48.432216365,,,
Alpha Court Non-Profit Housing Inc.,Mental Health and Addiction Organization,,,,,,270,windsor street,270 Windsor Street,Thunder Bay,ON,P7B1V5,Province of Ontario,-89.256234671,48.4434716640001,,,
"Barbra Schlifer Commemorative Clinic, The",Mental Health and Addiction Organization,,,,,,489,college street,489 College Street,Toronto,ON,M6G1A5,Province of Ontario,-79.409109192,43.6559408840001,,,
Youth Habilitation (Quinte) Inc.,Mental Health and Addiction Organization,,,,,,210,front street,210 Front Street,Belleville,ON,K8N2Z2,Province of Ontario,-77.384325285,44.163842565,,,
Youth Habilitation (Quinte) Inc.,Mental Health and Addiction Organization,,,,,,81,dundas street west,81 Dundas Street West,Quinte West,ON,K8V3P4,Province of Ontario,-77.576756642,44.1006814450001,,,
Lakehead University Centre for Education and Research on Aging & Health,Mental Health and Addiction Organization,,,,,,955,oliver road,955 Oliver Road,Thunder Bay,ON,P7B5E1,Province of Ontario,-89.26215497,48.420965761,,,
Cota Health,Mental Health and Addiction Organization,,,,,,550,queen street east,550 Queen Street East,Toronto,ON,M5A1V2,Province of Ontario,-79.357163476,43.6574638870001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,1330,king street west,1330 King Street West,Toronto,ON,M6K1H1,Province of Ontario,-79.432349498,43.63818868,,,
Cota Health,Mental Health and Addiction Organization,,,,,,1000,finch avenue west,1000 Finch Avenue West,Toronto,ON,M3J2V5,Province of Ontario,-79.468458321,43.7693512010001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,3471,kingston road,3471 Kingston Road,Toronto,ON,M1H3C3,Province of Ontario,-79.217677038,43.7373176070001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,425,sherbourne street,425 Sherbourne Street,Toronto,ON,M4X1K5,Province of Ontario,-79.3736425819999,43.665165588,,,
Cota Health,Mental Health and Addiction Organization,,,,,,700,lawrence avenue west,700 Lawrence Avenue West,Toronto,ON,M6A3B4,Province of Ontario,-79.44742051,43.716451593,,,
Cota Health,Mental Health and Addiction Organization,,,,,,510,dawes road,510 Dawes Road,Toronto,ON,M4B2G4,Province of Ontario,-79.297217261,43.7043537980001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,3079,danforth avenue,3079 Danforth Avenue,Toronto,ON,M1L1A9,Province of Ontario,-79.287310557,43.6911606960001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,59,adelaide street east,59 Adelaide Street East,Toronto,ON,M5C1K6,Province of Ontario,-79.3753772809999,43.6507939850001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,219,dufferin street,219 Dufferin Street,Toronto,ON,M6K3J1,Province of Ontario,-79.426228996,43.6368395800001,,,
Cota Health,Mental Health and Addiction Organization,,,,,,220,oak street,220 Oak Street,Toronto,ON,M5A2E1,Province of Ontario,-79.3576034769999,43.662916588,,,
Family Counselling and Support Services for Guelph-Wellington,Mental Health and Addiction Organization,,,,,,20,shelldale crescent,20 Shelldale Crescent,Guelph,ON,N1H1C8,Province of Ontario,-80.2770066579999,43.545080624,,,
Family Counselling and Support Services for Guelph-Wellington,Mental Health and Addiction Organization,,,,,,1,elora street north,1 Elora Street North,Minto,ON,N0G1Z0,Province of Ontario,-80.872071781,43.9133064590001,,,
