School Name,School Number,OSSD Credits Offered,Principal Name,Suite,PO Box,Street Address,City,Province,Postal Code,Telephone Number,Fax,Region,School Website,School Level,School Special Conditions Code,Program Type,Association Membership
Countryside Christian School,889741,,Joseph Shantz,,Box 65,3745 Herrgott Rd,Hawkesville,Ontario,N0B1X0,519-699-5793,519-699-4576,London Regional Office,,Elem/Sec,Not applicable,Site based only,No
Countryside Montessori Private School,876550,,Tonino Sampogna,,,1 Loring Drive,Bolton,Ontario,L7E1Y1,905-951-3359,905-951-3920,Toronto and Area Regional Office,countrysidemontessori.ca,Elementary,Not applicable,Site based only,No
Course Concepts Academy,885405,,,,,"111 Anaconda Avenue,Scarborough ON",Scarborough,Ontario,M1L4M4,647-783-1975,,Toronto and Area Regional Office,,Secondary,All Year Round,,
Covenant Central Academy,668636,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nunzio Romano,300,,4576 Yonge Street,Toronto,Ontario,M2N6N4,647-802-0117,,Toronto and Area Regional Office,,Secondary,All Year Round,Site based only,No
Covenant Christian School,889318,,Shawn Wolski,,,7 Howard Ave.,London,Ontario,N6P1B8,519-203-0266,519-203-0266,London Regional Office,,Elementary,Not applicable,Site based only,League of Canadian Reformed School Societies
Crawford Adventist Academy - Elementary,668882,,Sandra Godsoe,,,531 Finch Avenue West,Toronto,Ontario,M2R3X2,416-633-0090,416-633-0467,Toronto and Area Regional Office,www.tadsb.com,Elementary,Not applicable,Site based only,No
Crawford Adventist Academy (East Campus),882947,,Wendy Hutchinson,,,1765 MEADOWVIEW  AVE AVE,PICKERING,Ontario,L1V4M2,905-639-0849,905-837-1967,Barrie Regional Office,www.tadsb.com,Elementary,Not applicable,,Ontario Federation Of Independent Schools
Crawford Adventist Academy -Secondary,887293,Offers credits toward the Ontario Secondary School Diploma (OSSD),Andon Boyce,,,531 Finch Ave W,Toronto,Ontario,M2R3X2,416-633-0090,416-633-0467,Toronto and Area Regional Office,www.caasda.com,Secondary,Not applicable,,Ontario Federation of Independent Schools
Create Art Studio,668542,,,,,1801 Danforth Avenue,Toronto,Ontario,M4C1J2,416-855-2360,,Toronto and Area Regional Office,,Elementary,Not applicable,,
Credo Christian School,880809,,Edward Slaa,,,8620 Huntington Rd,Woodbridge,Ontario,L4H4Z6,905-851-1620,,Barrie Regional Office,credochristianschool.com,Elementary,Not applicable,Site based only,League of Canadian Reformed School Societies
Creek Bank Parochial,878405,,Henry Brubacher,,,1371 Grey Ox Avenue 5,Lucknow,Ontario,N0G2H0,,,Barrie Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
"Crescent School, The",887161,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nicholas Kovacs,,,2365 Bayview Ave,Toronto,Ontario,M2L1A2,416-449-2556,416-449-7950,Toronto and Area Regional Office,http://www.crescentschool.org,Elem/Sec,All Year Round,Site based only,CIS Ontario and CAIS
Crestwood Preparatory College Inc.,665266,Offers credits toward the Ontario Secondary School Diploma (OSSD),Vince Pagano,,,217 Brookbanks Dr,Toronto,Ontario,M3A2T7,416-391-1441,416-444-0949,Toronto and Area Regional Office,www.crestwood.on.ca,Elem/Sec,All Year Round,Site based only,Conference of Independent Schools of Ontario
Crestwood School,881570,,Dalia Eisen,,,411 Lawrence Ave. E,Toronto,Ontario,M3C1N9,416-444-5858,416-444-2127,Toronto and Area Regional Office,http://www.crestwoodschool.com,Elementary,Not applicable,,Conference of Independent Schools
Croton Christian Day School,881305,,Peter Martin,,,29923 Oakdale Road,Croton,Ontario,N0P2K0,519-692-5305,,London Regional Office,,Elem/Sec,Not applicable,,No
Crown Academy,882866,Offers credits toward the Ontario Secondary School Diploma (OSSD),,300,,"25 Sheppard Ave,West",North York,Ontario,M2N6S6,416-228-8898,416-628-5692,Toronto and Area Regional Office,www.crownaca.com,Secondary,All Year Round,Site based only,No
CWS Canadian World Schools,884519,Offers credits toward the Ontario Secondary School Diploma (OSSD),Mehrdad Sabouhi,103,,10087 Yonge Street,Richmond Hill,Ontario,L4C1T7,416-221-2111,,Toronto and Area Regional Office,,Elem/Sec,All Year Round,Internet based only,No
CYN Jewish Academy,669618,Offers credits toward the Ontario Secondary School Diploma (OSSD),Shayna Krybus,5,,8700 BATHURST ST,THORNHILL,Ontario,L4J9J8,905-889-7582,905-889-7582,Barrie Regional Office,www.jewishyouth.ca,Secondary,All Year Round,,Chabad
"Dalton School, The",668728,,Donna Booth,,,906 Yonge Street,Toronto,Ontario,M4W2J2,416-432-3475,,Toronto and Area Regional Office,"www,thedaltonschool.ca",Elementary,Not applicable,,No
Darul Arqam Islamic Academy,889900,,Humaira Alam,,,585 Trethewey Drive,North York,Ontario,M6M4B8,416-400-0062,416-744-8026,Toronto and Area Regional Office,www.darularqam.ca,Elementary,Not applicable,,No
Darul-Uloom Canada - Chatham,880921,,Syed Rehman,,,51 PRINCE ST N,CHATHAM,Ontario,N7M4J7,519-360-1028,519-360-1023,London Regional Office,www.ducanada.org,Elem/Sec,Not applicable,,No
Darwin International Academy,668888,Offers credits toward the Ontario Secondary School Diploma (OSSD),Jia Lu,212,,3790 Victoria Park Avenue,North York,Ontario,M2H3H7,416-497-9666,,Toronto and Area Regional Office,www.darwinacademy.ca,Secondary,All Year Round,,No
Daryk High School (DH School),882053,Offers credits toward the Ontario Secondary School Diploma (OSSD),Selon Ashouri,182,,7181 Yonge Street,Markham,Ontario,L3T0C7,905-597-3171,,Barrie Regional Office,www.darykhighschool.com,Secondary,All Year Round,Internet/Site Based,No
DataWiz Academy,883830,,,313 & 314,,2855 Markham Road,Scarborough,Ontario,M1X0C3,416-292-3444,,Toronto and Area Regional Office,,Secondary,All Year Round,,
Day Day Up Learning Centre,666138,,Yajun Liu,6,,883 16th Avenue,Richmond Hill,Ontario,L4B3E5,905-597-2883,,Barrie Regional Office,,Elementary,Not applicable,Site based only,No
Dayspring Christian School,886320,,Timothy Horst,,,172 Wilson Road,Stirling,Ontario,K0K3E0,519-570-7278,,Toronto and Area Regional Office,,Elem/Sec,Not applicable,,No
De La Salle College,886939,Offers credits toward the Ontario Secondary School Diploma (OSSD),Robert Lundy,,,131 FARNHAM AVE,TORONTO,Ontario,M4V1H7,416-969-8771,416-969-9175,Toronto and Area Regional Office,www.delasalle.ca,Elem/Sec,All Year Round,,Conference of Independent Schools (CIS)
Dearcroft Montessori School,666168,,Gordon Phippen,,,1167 LAKESHORE RD E,OAKVILLE,Ontario,L6J1L3,905-844-2114,905-844-3529,Toronto and Area Regional Office,www.dearcroft-montessori.com,Elementary,Not applicable,,Canadian Association of Montessori Administrators
Debbie Campbell Learning Academy,666890,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ashley Potter,,,440 ALBERT St.,Ottawa,Ontario,K1R5B5,613-741-8212,613-741-9087,Ottawa Regional Office,,Secondary,Not applicable,,No
Deer Lake First Nations,663344,Offers credits toward the Ontario Secondary School Diploma (OSSD),Stephan Doyon,,Box 69,,Deer Lake,Ontario,P0V1N0,807-775-2055,807-775-2148,Thunder Bay Regional Office,,Elem/Sec,First Nation,First Nation,No
Delano Academy,884533,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sandy Palombo,,,200 Racco Parkway,Vaughan,Ontario,L4J8X9,905-237-7315,,Toronto and Area Regional Office,www.delanoacademy.com,Elem/Sec,Not applicable,Site based only,"OFIS, SSAF"
Delores D. Echum Composite,667072,Offers credits toward the Ontario Secondary School Diploma (OSSD),Donald Cheechoo,,86,28 Amisk St,MOOSE FACTORY,Ontario,P0L1W0,705-658-5610,705-658-5611,Sudbury-North Bay Regional Office,www.mcea.ca,Elem/Sec,First Nation,First Nation,No
Delta Academy Inc,667561,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ajantharooban Mahendran,1B,,1160 Birchmount Road,Scarborough,Ontario,M1P2B8,416-751-2011,,Toronto and Area Regional Office,,Secondary,All Year Round,,No
Dennis Franklin Cromarty High School,663921,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sharon Angeconeb,,,315 North Edward St,Thunder Bay,Ontario,P7C4P3,807-623-8914,807-623-2918,Thunder Bay Regional Office,www.nnec.on.ca,Secondary,First Nation,First Nation,NNEC
Deran Academy,669640,Offers credits toward the Ontario Secondary School Diploma (OSSD),Chloe Liang,B,,65 West Beaver Creek Road,Richmond Hill,Ontario,L4B1K4,289-597-0109,,Toronto and Area Regional Office,www.deranacademy.com,Secondary,All Year Round,Site based only,No
Deran Online Academy,669544,Offers credits toward the Ontario Secondary School Diploma (OSSD),Christian Bayly,1A,,1 Raymerville Drive,Markham,Ontario,L3P5J5,289-597-0109,,Barrie Regional Office,www.deranacademy.online,Secondary,All Year Round,Internet based only,IPSF
Deran Online School,883176,Offers credits toward the Ontario Secondary School Diploma (OSSD),Christian Bayly,1608,,212 Eglington Avenue East,Toronto,Ontario,M4P1K2,647-818-6479,,Toronto and Area Regional Office,,Secondary,All Year Round,Internet/Site Based,No
Destiny Christian Academy,882606,,Vanessa Johnston,,,999 Sydenham Road,Kingston,Ontario,K7M3L8,613-542-0525,,Ottawa Regional Office,www.destinychristianacademy.ca,Elementary,Not applicable,,Association of Christian Schools International
Deutsche Schule Toronto,666130,,Kathrin Sander,,,980 Dufferin,Toronto,Ontario,M6H4B4,416-922-6413,416-922-6413,Toronto and Area Regional Office,www.gistonline.ca,Elementary,Not applicable,Site based only,No
Dewey College,668563,Offers credits toward the Ontario Secondary School Diploma (OSSD),Xiaojing Zhang,,,5889 Coopers Avenue,Mississauga,Ontario,L4Z1R9,905-897-6668,905-897-6662,Toronto and Area Regional Office,www.deweycollege.ca,Elem/Sec,All Year Round,Internet/Site Based,No
Dewey Institute,666071,Offers credits toward the Ontario Secondary School Diploma (OSSD),Craig Shelswell,,,125 Wellington Street,Bracebridge,Ontario,P1L1E2,705-644-4063,,Barrie Regional Office,www.deweyinstitute.com,Elem/Sec,All Year Round,Internet/Site Based,No
DG Learning Centre,669231,,,,,200 Erie Street,Collingwood,Ontario,L9Y1P7,249-877-0706,,Barrie Regional Office,,Elementary,Not applicable,,
Diploma Path Academy,668889,,,,,"6115 Yonge Street - 2nd Floor, Unit C",Toronto,Ontario,M2M3W2,647-774-6455,,Toronto and Area Regional Office,,Secondary,All Year Round,,
Diponte Academy,882268,Offers credits toward the Ontario Secondary School Diploma (OSSD),Lydia Xu,302,,14845 Yonge Street,Aurora,Ontario,L4G6H8,647-779-5286,647-797-1959,Toronto and Area Regional Office,diponte.ca,Secondary,All Year Round,Site based only,No
Discipleship Christian Secondary,884239,,Jeffrey Collard,,,100 Andover Drive,Breslau,Ontario,N0B1M0,519-589-7564,,London Regional Office,,Secondary,Not applicable,Site based only,Association of Christian Schools International
Discovering Minds Montessori Preschool I,886754,,Guadalupe Rengifo,200,,828 Richmond Street West,Toronto,Ontario,M6J1C9,416-504-0110,416-504-0110,Toronto and Area Regional Office,www.dmmps.com,Elementary,Not applicable,,CCMA
Discovery Academy Inc,884964,Offers credits toward the Ontario Secondary School Diploma (OSSD),Marina Blumin,,,10030 Yonge St,Richmond Hill,Ontario,L4C1T8,416-302-4085,289-317-0334,Barrie Regional Office,www.discoveryacademy.ca,Elem/Sec,All Year Round,Internet/Site Based,No
Don Valley Academy,666270,Offers credits toward the Ontario Secondary School Diploma (OSSD),Alex Evans,Suite 408,,4576 Yonge St,Toronto,Ontario,M2N6N4,416-223-7561,416-223-0065,Toronto and Area Regional Office,www.donvalleyacademy.com,Secondary,All Year Round,,No
Donegal Community Christian School,877166,,Roland Sauder,,,7021 Perth Rd 147 2,Atwood,Ontario,N0G1B0,519-356-2931,519-595-7625,London Regional Office,,Elem/Sec,Not applicable,,No
Doon School,882250,Offers credits toward the Ontario Secondary School Diploma (OSSD),Saroj Batra,4,,375 Howden Blvd.,Brampton,Ontario,L6S4L6,905-454-3666,905-454-2882,Toronto and Area Regional Office,www.doon.ca,Secondary,All Year Round,Internet/Site Based,No
Dora Education Centre,885348,,Zhijiang Gao,201,,3333 Bayview Avenue,Toronto,Ontario,M2K1G4,647-870-8981,,Toronto and Area Regional Office,www.doratoronto.com,Elementary,Not applicable,,No
Dresden Private Mennonite School,884553,,Heinrich Unger,,,10923 CountryView Line,Dresden,Ontario,N0P1M0,519-683-6610,519-683-6610,London Regional Office,,Elementary,Not applicable,Site based only,Old Colony Mennonite Church
Drewry Academy,669160,Offers credits toward the Ontario Secondary School Diploma (OSSD),Tiancheng Kuang Kuang,300,,24 Drewry Ave,Toronto,Ontario,M2M1C8,416-817-2852,,Toronto and Area Regional Office,,Elem/Sec,All Year Round,Internet/Site Based,No
Dufferin Area Christian School,887714,,Jelko Oosterhof,,,394016 County Rd 12,Amaranth,Ontario,L9W0N2,519-941-4368,519-941-3748,London Regional Office,,Elementary,Not applicable,Site based only,League of Canadian Reformed School Societies
Duke Academy,668698,Offers credits toward the Ontario Secondary School Diploma (OSSD),Zu Zheng,602,,4576 Yonge Street,Toronto,Ontario,M2N6N4,416-733-3853,416-733-2070,Toronto and Area Regional Office,www.dukeacademy.ca,Secondary,All Year Round,Internet/Site Based,No
"Dunblaine School, The",887951,,Charleen Pryke,,,21 Deloraine Ave,Toronto,Ontario,M5M2A8,416-483-9215,416-483-0903,Toronto and Area Regional Office,www.dunblaineschool.com,Elementary,Not applicable,Site based only,OFIS
"Duncan Academy, The",667206,Offers credits toward the Ontario Secondary School Diploma (OSSD),Stephen Harris,1,,730 Cochrane Drive,Markham,Ontario,L3R8E1,905-475-8848,905-946-9988,Barrie Regional Office,www.tdacanada.com,Secondary,All Year Round,,No
Dundas Valley Montessori School,669699,,Tony Evans,,,14 Kemp Drive,Dundas,Ontario,L9H2M9,905-627-1073,905-627-1073,London Regional Office,,Elementary,Not applicable,,CCMA
Dunnville Christian Private Elementary,888575,,Nicole VanHuizen,,,37 Robinson Rd RR 1,Dunnville,Ontario,N1A2W1,905-774-5142,905-774-5519,London Regional Office,http://www.dunnvillechristianschool.ca/,Elementary,Not applicable,,Edvance Christian Schools Association
Duowei Education Centre,885343,,Ying Mei Xie,1B,,245 West Beaver Creek Road,Richmond Hill,Ontario,L4B1L1,416-895-1813,,Toronto and Area Regional Office,,Elem/Sec,Not applicable,,No
Durham Academy,880448,Offers credits toward the Ontario Secondary School Diploma (OSSD),Suzanna Mason,,,900 King Street East,Oshawa,Ontario,L1H1H2,905-240-2501,,Toronto and Area Regional Office,www.durhammontessori.ca,Secondary,Not applicable,Site based only,No
Durham Christian High School,887544,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ryan Hamelinck,,,340 West Scugog Lane,Bowmanville,Ontario,L1C7C1,905-623-5940,855-821-4012,Barrie Regional Office,www.dchs.com,Secondary,Not applicable,Site based only,Edvance
Durham Elementary Private School,668038,,Suzanna Mason,,,505 Adelaide Street East,Oshawa,Ontario,L1G2A4,905-432-1400,905-432-0050,Barrie Regional Office,www.durhammontessori.com,Elementary,Not applicable,Site based only,No
Durham Private Secondary School,884277,Offers credits toward the Ontario Secondary School Diploma (OSSD),Nicolás Marrugo Silva,,,2038 Nash Road,Bowmanville,Ontario,L1C3K4,905-419-6666,,Barrie Regional Office,dpss.ca,Secondary,All Year Round,Site based only,No
Eagles' Nest Christian Academy,885597,,Sean DeGroot,,,60 St. Paul Street W,St. Catharines,Ontario,L2N4V2,905-682-9000,905-682-9010,London Regional Office,www.eaglesnest.ca,Elem/Sec,Not applicable,,No
Early Years Education System,665297,,Naila Saeed,95,,3000 Victoria Park Avenue,Toronto,Ontario,M2J4Y2,416-498-5437,416-498-5436,Toronto and Area Regional Office,,Elementary,Not applicable,,
East Dorking Parochial School,885860,,Elmeda Shantz,,,4775 Chalmers Forrest Road 1,Wallenstein,Ontario,N0B2S0,519-698-0213,,London Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
East Heidelberg Parochial School,887560,,Ellen Weber,,,1316 Martin Creek Road 3,Waterloo,Ontario,N2J3Z4,,,London Regional Office,,Elementary,Not applicable,,Waterloo-Wellington-Perth Parochial Schools
Eastern Canada High School,882251,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ahmed Dawson,206,,2141 Kipling Avenue,Toronto,Ontario,M9W4K8,416-567-4404,,Toronto and Area Regional Office,www.easterncanadahs.com,Secondary,All Year Round,Internet/Site Based,No
Eben-ezer Christian School,884292,Offers credits toward the Ontario Secondary School Diploma (OSSD),Arie Vrugteveen,,,4160 Fly Road,Campden,Ontario,L0R1G0,905-563-3077,,London Regional Office,,Elem/Sec,Not applicable,Site based only,Ontario Alliance of Christian School
Eben-Ezer Christian School,886130,,Roger VanOostveen,,,485 McNaughton Ave E,Chatham,Ontario,N7L2H2,519-354-1142,519-354-2159,London Regional Office,currently under construction,Elementary,Not applicable,,League of Canadian Reformed School Societies
École lbn Batouta,667293,Offers credits toward the Ontario Secondary School Diploma (OSSD),Abdillahi Abdi Ahmed,,,6479 Russell Road,Ottawa,Ontario,K0A1K0,613-730-6396,613-730-7751,Ottawa Regional Office,"www.eibschool,ca",Elem/Sec,All Year Round,,No
École Notre-Dame du Mont Carmel,882721,,Mathieu Goyette,,,40 COBOURG ST,Ottawa,Ontario,K1N8Z6,819-328-7265,,Ottawa Regional Office,http://www.ndmc.ca/,Elem/Sec,Not applicable,Site based only,No
