Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Identified as Gifted,Percentage of Students Receiving Special Education Services,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Extract Date,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742171,Our Lady of Fatima School,Catholic,Not applicable,Elementary,English,JK-8,,,39 Sunset Blvd,Brampton,Brampton,Ontario,L6X1X1,905-459-4737,905-459-6088,http://www.dpcdsb.org/OLFAT,www.dpcdsb.org,295,43.68807,-79.7775,25,100,10,10,20,0,66%,1.0,44%,-32.0,28%,-13.0,70%,3.0,67%,9.0,10%,-23.0,,,,,,,20,30,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742821,Our Lady of Good Voyage Catholic School,Catholic,Not applicable,Elementary,English,JK-8,,,5850 River Grove Ave,Mississauga,Mississauga,Ontario,L5M4W2,905-567-8422,905-567-7832,http://www.dpcdsb.org/OLGDV,www.dpcdsb.org,180,43.5914,-79.7108,25,95,10,10,15,0,86%,-9.0,93%,7.0,86%,24.0,90%,0.0,100%,19.0,50%,-2.0,,,,,,,15,60,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),782606,Our Lady of Lourdes Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,25 Mount Royal Circle,Brampton,Brampton,Ontario,L6P1W3,,,http://www.dpcdsb.org/LOURD,www.dpcdsb.org,280,43.791779999999996,-79.7472,5,100,5,5,10,0,80%,2.0,80%,2.0,60%,-18.0,94%,10.0,88%,-3.0,41%,-6.0,,,,,,,10,60,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),747440,Our Lady of Mercy Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,5820 Glen Erin Dr,Mississauga,Mississauga,Ontario,L5M5J9,905-814-9216,905-814-9217,http://www.dpcdsb.org/OLMCY,www.dpcdsb.org,300,43.569340000000004,-79.733,25,95,10,10,10,5,71%,-17.0,76%,11.0,52%,-1.0,90%,-2.0,94%,7.0,60%,4.0,,,,,,,25,70,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),742333,Our Lady of Mount Carmel Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,3700 Trelawny Circle,Mississauga,Mississauga,Ontario,L5N5J7,905-824-1025,905-824-4549,http://www.dpcdsb.org/CARMS,www.dpcdsb.org,1520,43.57465,-79.7719,27,99,6,6,18,1,,,,,,,,,,,,,89%,-3.0,50%,-5.0,89%,0.0,11,53,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),749087,Our Lady of Peace School,Catholic,Not applicable,Elementary,English,JK-8,,,15 Fincham Ave,Brampton,Brampton,Ontario,L6X3V2,905-452-7010,905-452-1879,http://www.dpcdsb.org/OLPCE,www.dpcdsb.org,370,43.67388,-79.7848,25,100,10,10,15,0,76%,9.0,65%,10.0,32%,-10.0,91%,8.0,91%,5.0,38%,-4.0,,,,,,,20,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),747882,Our Lady of Providence Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,35 Black Oak Dr,Brampton,Brampton,Ontario,L6R1B9,905-458-7080,905-458-1657,http://www.dpcdsb.org/PROVI,www.dpcdsb.org,595,43.7438,-79.7597,13,100,4,4,15,0,79%,-11.0,83%,-5.0,59%,-7.0,90%,3.0,90%,0.0,61%,23.0,,,,,,,16,46,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),750042,Pauline Vanier Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,56 Oaklea Blvd,Brampton,Brampton,Ontario,L6Y4G5,905-455-1001,905-455-3406,http://www.dpcdsb.org/PVANI,www.dpcdsb.org,155,43.64647,-79.7342,15,100,10,10,15,0,77%,2.0,62%,-13.0,38%,-22.0,60%,-15.0,60%,2.0,20%,3.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),751430,Philip Pocock Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,4555 Tomken Rd,Mississauga,Mississauga,Ontario,L4W1J9,905-602-6172,905-602-8689,http://www.dpcdsb.org/POCOK,www.dpcdsb.org,1020,43.62485,-79.6258,49,100,8,8,19,0,,,,,,,,,,,,,90%,1.0,48%,7.0,86%,-1.0,19,47,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),752029,Queen of Heaven School,Catholic,Not applicable,Elementary,English,JK-8,,,1198 Alexandra Ave.,Mississauga,Mississauga,Ontario,L5E2A5,905-278-9771,905-891-5972,http://www.dpcdsb.org/QHEAV,www.dpcdsb.org,345,43.57798,-79.5666,25,100,5,0,20,0,88%,13.0,88%,20.0,65%,6.0,83%,6.0,87%,14.0,91%,33.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),753211,Robert F Hall Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,6500 Old Church Rd,Brampton,Caledon East,Ontario,L7C0H3,905-584-1670,905-584-1488,http://www.dpcdsb.org/RFHAL,www.dpcdsb.org,965,43.87401,-79.862,6,100,2,3,16,1,,,,,,,,,,,,,80%,-4.0,51%,-6.0,79%,-5.0,7,41,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),867942,Sacred Heart Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,24 Kerwood Place,Brampton,Brampton,Ontario,L6Z1Y1,905-846-0802,905-846-9465,http://www.dpcdsb.org/HEART,www.dpcdsb.org,225,43.733540000000005,-79.7987,10,100,0,5,10,0,60%,-31.0,48%,-48.0,28%,-24.0,79%,-17.0,71%,-21.0,43%,-24.0,,,,,,,10,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),759481,San Lorenzo Ruiz Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,100 Barondale Dr,Mississauga,Mississauga,Ontario,L4Z3R1,905-501-0400,905-501-9275,http://www.dpcdsb.org/LRUIZ,www.dpcdsb.org,425,43.61777,-79.6636,15,95,5,5,10,0,78%,-12.0,74%,-16.0,74%,-3.0,92%,13.0,94%,16.0,67%,19.0,,,,,,,15,55,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),770434,St Agnes Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,103 Richvale Dr S,Brampton,Brampton,Ontario,L6Z4G6,905-840-5020,905-840-6588,http://www.dpcdsb.org/AGNES,www.dpcdsb.org,295,43.72463,-79.7804,15,100,5,5,10,0,86%,1.0,92%,4.0,86%,15.0,93%,19.0,90%,16.0,76%,28.0,,,,,,,20,45,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),766364,St Albert of Jerusalem Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,7185 Rosehurst Dr,Mississauga,Mississauga,Ontario,L5N7G6,905-785-9298,905-785-1227,http://www.dpcdsb.org/ALBER,www.dpcdsb.org,540,43.58028,-79.7892,33,100,8,9,14,0,91%,-2.0,92%,-5.0,82%,-6.0,85%,7.0,80%,-3.0,61%,21.0,,,,,,,11,60,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),759562,St Alfred School,Catholic,Not applicable,Elementary,English,JK-8,,,3341 Havenwood Dr,Mississauga,Mississauga,Ontario,L4X2M2,905-625-0584,905-625-4490,http://www.dpcdsb.org/ALFRD,www.dpcdsb.org,405,43.618590000000005,-79.5893,55,100,10,15,10,0,61%,-11.0,52%,-17.0,33%,-23.0,83%,26.0,83%,16.0,32%,5.0,,,,,,,30,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),767255,St Aloysius Gonzaga Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,2800 Erin Centre Blvd,Mississauga,Mississauga,Ontario,L5M6R5,905-820-3900,905-820-3902,http://www.dpcdsb.org/GONZA,www.dpcdsb.org,1745,43.55635,-79.7173,31,99,4,4,18,1,,,,,,,,,,,,,96%,4.0,46%,-7.0,90%,-3.0,16,64,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),772496,St Andrew School,Catholic,Not applicable,Elementary,English,JK-8,,,50 Meadow Dr,Orangeville,Orangeville,Ontario,L9W3Z1,519-942-0262,519-942-9366,http://www.dpcdsb.org/ANDRW,www.dpcdsb.org,435,43.91892,-80.1171,10,95,0,0,15,0,78%,6.0,84%,10.0,60%,11.0,93%,4.0,86%,1.0,35%,-8.0,,,,,,,10,45,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),770620,St Angela Merici Catholic Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,83 Edenbrook Hill Dr,Brampton,Brampton,Ontario,L7A2N7,905-840-1505,905-840-7445,http://www.dpcdsb.org/MERIC,www.dpcdsb.org,490,43.69536,-79.8106,10,100,0,0,10,0,85%,4.0,89%,12.0,45%,-9.0,74%,-1.0,90%,22.0,36%,-12.0,,,,,,,10,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),771759,St Anne Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,124 Vodden St,Brampton,Brampton,Ontario,L6V1M5,905-459-7621,905-459-7473,http://www.dpcdsb.org/ANNEE,www.dpcdsb.org,555,43.69927,-79.7632,26,99,8,9,16,0,59%,-5.0,65%,9.0,43%,-8.0,84%,2.0,85%,3.0,33%,-17.0,,,,,,,25,36,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),773530,St Anthony School,Catholic,Not applicable,Elementary,English,JK-8,,,950 North Park Dr,Brampton,Brampton,Ontario,L6S3L5,905-792-2282,905-792-9129,http://www.dpcdsb.org/ANTHY,www.dpcdsb.org,415,43.73602,-79.7415,10,100,10,5,10,0,68%,-5.0,62%,-7.0,44%,-10.0,59%,-5.0,51%,-15.0,8%,-5.0,,,,,,,15,30,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),775606,St Augustine Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,27 Drinkwater Rd,Brampton,Brampton,Ontario,L6Y4T6,905-450-9993,905-450-0955,http://www.dpcdsb.org/AUGST,www.dpcdsb.org,985,43.65807,-79.7646,23,100,8,8,20,0,,,,,,,,,,,,,90%,6.0,40%,-9.0,74%,1.0,15,41,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),776092,St Basil School,Catholic,Not applicable,Elementary,English,JK-8,,,4235 Golden Orchard Dr,Mississauga,Mississauga,Ontario,L4W3G1,905-624-4529,905-624-0155,http://www.dpcdsb.org/BASIL,www.dpcdsb.org,270,43.6232,-79.6126,30,100,0,0,10,0,74%,-11.0,78%,-10.0,37%,-17.0,83%,-1.0,87%,0.0,39%,-6.0,,,,,,,15,55,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),776742,St Benedict Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,345 Blind Line,Orangeville,Orangeville,Ontario,L9W4X1,519-942-5980,519-942-3849,http://www.dpcdsb.org/BENED,www.dpcdsb.org,495,43.93045,-80.116,10,100,0,0,10,0,72%,4.0,62%,-2.0,43%,-12.0,92%,25.0,92%,31.0,48%,17.0,,,,,,,5,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),777528,St Bernadette Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,1060 White Clover Way,Mississauga,Mississauga,Ontario,L5V1G7,905-501-9498,905-501-9501,http://www.dpcdsb.org/BERNA,www.dpcdsb.org,275,43.58163,-79.673,30,100,15,15,5,0,81%,6.0,81%,1.0,44%,-11.0,93%,40.0,93%,40.0,69%,45.0,,,,,,,20,60,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),780804,St Brigid School,Catholic,Not applicable,Elementary,English,JK-8,,,81 Torrance Woods,Brampton,Brampton,Ontario,L6Y2X4,905-454-0316,905-454-8447,http://www.dpcdsb.org/BRIGD,www.dpcdsb.org,280,43.658159999999995,-79.7593,30,100,10,10,10,0,64%,-26.0,68%,-18.0,45%,-24.0,90%,-2.0,86%,-14.0,38%,-41.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),781401,St Catherine of Siena School,Catholic,Not applicable,Elementary,English,JK-8,,,2350 Hurontario St N,Mississauga,Mississauga,Ontario,L5B1N1,905-277-2448,905-277-5910,http://www.dpcdsb.org/SIENA,www.dpcdsb.org,580,43.57434,-79.6093,56,99,32,32,9,0,81%,11.0,83%,9.0,67%,19.0,84%,4.0,84%,2.0,44%,-13.0,,,,,,,39,53,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),781819,St Cecilia Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,10 Brickyard Way,Brampton,Brampton,Ontario,L6V4L5,905-459-0575,905-459-1884,http://www.dpcdsb.org/CCILA,www.dpcdsb.org,315,43.70438,-79.78,10,100,0,0,15,5,62%,-14.0,59%,-11.0,44%,1.0,87%,12.0,92%,6.0,33%,-3.0,,,,,,,15,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),783870,St Christopher School,Catholic,Not applicable,Elementary,English,JK-8,,,1195 Clarkson Rd N,Mississauga,Mississauga,Ontario,L5J2W1,905-822-0721,905-822-0214,http://www.dpcdsb.org/CHRIS,www.dpcdsb.org,465,43.52178,-79.6262,20,100,0,0,10,0,89%,-6.0,85%,-10.0,62%,-19.0,98%,4.0,98%,13.0,60%,-15.0,,,,,,,10,70,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),784290,St Clare School,Catholic,Not applicable,Elementary,English,JK-8,,,4140 Glen Erin Dr,Mississauga,Mississauga,Ontario,L5L2Z3,905-820-2227,905-820-6606,http://www.dpcdsb.org/CLARE,www.dpcdsb.org,290,43.54534,-79.6961,20,100,0,0,30,0,82%,-4.0,74%,-5.0,79%,-3.0,93%,9.0,97%,25.0,67%,39.0,,,,,,,15,55,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),785393,St Cornelius School,Catholic,Not applicable,Elementary,English,JK-8,,,16066 Innis Lake Rd,Caledon,Caledon East,Ontario,L7C2Z2,905-584-2245,905-584-0924,http://www.dpcdsb.org/CORNE,www.dpcdsb.org,655,43.892179999999996,-79.8746,5,100,0,1,9,0,85%,-9.0,82%,-10.0,67%,-16.0,87%,3.0,92%,7.0,37%,-3.0,,,,,,,6,56,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),785997,St David of Wales Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,4200 Beacon Lane,Mississauga,Mississauga,Ontario,L5C3V9,905-848-4200,905-848-8172,http://www.dpcdsb.org/DWALE,www.dpcdsb.org,215,43.57482,-79.666,25,100,10,5,20,0,77%,-7.0,73%,-11.0,82%,10.0,77%,-3.0,77%,-7.0,73%,17.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),786730,St Dominic Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,515 Hartsdale Ave,Mississauga,Mississauga,Ontario,L5G2G7,905-278-9821,905-278-1153,http://www.dpcdsb.org/DOMNC,www.dpcdsb.org,325,43.57334,-79.5794,30,100,5,5,20,0,94%,5.0,90%,1.0,74%,-15.0,84%,-6.0,84%,-10.0,54%,-1.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),690031,St Edith Stein Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,6234 Osprey Blvd,Mississauga,Mississauga,Ontario,L5N5V5,905-824-5777,905-824-3871,http://www.dpcdsb.org/STEIN,www.dpcdsb.org,255,43.56624,-79.7586,20,100,10,10,15,0,93%,-2.0,90%,5.0,63%,8.0,88%,-1.0,85%,-11.0,54%,-9.0,,,,,,,5,65,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),788511,St Edmund Campion Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,275 Brisdale Drive,Brampton,Brampton,Ontario,L7A3C7,905-846-7124,905-846-1527,http://www.dpcdsb.org/CAMPI,www.dpcdsb.org,1795,43.69426,-79.8301,21,99,2,3,18,0,,,,,,,,,,,,,82%,-10.0,59%,3.0,87%,9.0,10,36,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),787647,St Edmund Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,1250 Melton Dr,Mississauga,Mississauga,Ontario,L4Y1L5,905-277-8962,905-277-8421,http://www.dpcdsb.org/EDMUN,www.dpcdsb.org,345,43.59861,-79.5767,10,100,0,0,15,0,95%,8.0,100%,3.0,100%,15.0,92%,-5.0,92%,-8.0,79%,20.0,,,,,,,5,60,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),789143,St Elizabeth Seton School,Catholic,Not applicable,Elementary,English,JK-8,,,6133 Glen Erin Dr,Mississauga,Mississauga,Ontario,L5N2T7,905-821-2277,905-821-3766,http://www.dpcdsb.org/SETON,www.dpcdsb.org,335,43.577459999999995,-79.7406,30,100,5,5,15,0,93%,5.0,81%,-6.0,54%,-15.0,88%,8.0,88%,3.0,35%,-10.0,,,,,,,10,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),789763,St Faustina Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,3420 McDowell Dr,Mississauga,Mississauga,Ontario,L5M6R7,905-821-2607,905-821-3256,http://www.dpcdsb.org/FAUST,www.dpcdsb.org,415,43.55689,-79.7504,40,100,10,15,10,0,76%,3.0,68%,-11.0,59%,1.0,84%,4.0,84%,-1.0,51%,7.0,,,,,,,15,80,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792586,St Francis Xavier Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,111 Bartley Bull Pkwy,Brampton,Brampton,Ontario,L6W2J8,905-459-0646,905-459-0386,http://www.dpcdsb.org/STFXE,www.dpcdsb.org,440,43.67445,-79.7381,30,100,0,5,10,0,73%,-2.0,88%,6.0,67%,3.0,66%,-26.0,82%,-13.0,32%,-34.0,,,,,,,20,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792594,St Francis Xavier Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,50 Bristol Rd W,Mississauga,Mississauga,Ontario,L5R3K3,905-507-6666,905-568-1026,http://www.dpcdsb.org/STFXS,www.dpcdsb.org,1875,43.61252,-79.6638,31,100,5,6,11,4,,,,,,,,,,,,,93%,3.0,38%,-5.0,90%,5.0,16,58,2020-09-04,0,0,0,1,1
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792020,St Francis of Assisi School,Catholic,Not applicable,Elementary,English,JK-8,,,2480 Thorn Lodge Dr,Mississauga,Mississauga,Ontario,L5K1K5,905-822-3183,905-822-7540,http://www.dpcdsb.org/ASSIS,www.dpcdsb.org,505,43.52637,-79.6717,21,99,8,8,10,0,87%,6.0,68%,-9.0,68%,6.0,80%,0.0,85%,7.0,32%,-16.0,,,,,,,21,61,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),794791,St Gerard Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,1300 McBride Ave,Mississauga,Mississauga,Ontario,L5C1M8,905-277-4512,905-277-0647,http://www.dpcdsb.org/GERAR,www.dpcdsb.org,290,43.558640000000004,-79.6562,40,95,10,10,35,0,70%,8.0,53%,-24.0,50%,0.0,62%,-8.0,70%,-4.0,27%,5.0,,,,,,,30,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),795852,St Gregory School,Catholic,Not applicable,Elementary,English,JK-8,,,1075 Swinbourne Dr,Mississauga,Mississauga,Ontario,L5V1B9,905-814-5237,905-814-5734,http://www.dpcdsb.org/GREGO,www.dpcdsb.org,555,43.60917,-79.7074,24,99,4,4,11,1,89%,1.0,84%,-8.0,63%,-10.0,92%,4.0,95%,7.0,66%,13.0,,,,,,,16,64,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),796468,St Helen Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,1325 Bodley Rd,Mississauga,Mississauga,Ontario,L5J3X1,905-822-4564,905-822-5622,http://www.dpcdsb.org/HELEN,www.dpcdsb.org,205,43.50587,-79.6509,30,100,5,5,10,0,95%,3.0,77%,-11.0,73%,2.0,100%,0.0,88%,-12.0,75%,2.0,,,,,,,20,35,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),797316,St Herbert School,Catholic,Not applicable,Elementary,English,JK-8,,,5180 Fallingbrook Dr,Mississauga,Mississauga,Ontario,L5V2C6,905-858-1171,905-858-1173,http://www.dpcdsb.org/HERBT,www.dpcdsb.org,370,43.58592,-79.6847,20,100,5,5,15,0,71%,1.0,65%,-9.0,59%,7.0,68%,2.0,73%,7.0,49%,8.0,,,,,,,20,70,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),797278,St Hilary Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,5070 Fairwind Dr,Mississauga,Mississauga,Ontario,L5R2N4,905-568-0056,905-568-8236,http://www.dpcdsb.org/HILRY,www.dpcdsb.org,275,43.60373,-79.6607,35,100,10,5,15,0,71%,-19.0,67%,-28.0,42%,-39.0,82%,1.0,86%,11.0,50%,6.0,,,,,,,30,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),798274,St Isaac Jogues Elementary School,Catholic,Not applicable,Elementary,English,JK-8,,,300 Great Lakes Dr,Brampton,Brampton,Ontario,L6R2W7,905-799-2558,905-799-6198,http://www.dpcdsb.org/JOGUE,www.dpcdsb.org,455,43.73608,-79.7695,30,95,10,5,10,0,88%,10.0,79%,-5.0,50%,-1.0,77%,-16.0,84%,-9.0,51%,-11.0,,,,,,,15,45,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),800465,St Jean Brebeuf Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,63 Glenforest Rd,Brampton,Brampton,Ontario,L6S1L8,905-791-8529,905-791-6468,http://www.dpcdsb.org/JBREB,www.dpcdsb.org,370,43.73397,-79.7243,30,100,0,0,10,0,79%,8.0,79%,17.0,68%,11.0,97%,7.0,92%,0.0,67%,0.0,,,,,,,20,40,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),801100,St Jerome Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,790 Paisley Blvd W,Mississauga,Mississauga,Ontario,L5C3P5,905-273-3836,905-273-9539,http://www.dpcdsb.org/JEROM,www.dpcdsb.org,275,43.55912,-79.6302,25,100,0,0,15,0,82%,11.0,91%,20.0,73%,6.0,91%,3.0,91%,8.0,50%,-13.0,,,,,,,10,50,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),801178,St Joachim Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,435 Rutherford Rd N,Brampton,Brampton,Ontario,L6V3V9,905-453-4472,905-453-8615,http://www.dpcdsb.org/JOACH,www.dpcdsb.org,670,43.71302,-79.7667,19,99,6,6,12,0,85%,13.0,73%,1.0,58%,17.0,78%,-6.0,82%,7.0,35%,-2.0,,,,,,,19,39,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),690708,St John Bosco School,Catholic,Not applicable,Elementary,English,JK-8,,,1025 North Park Dr,Brampton,Brampton,Ontario,L6S4E1,905-792-0890,905-792-1299,http://www.dpcdsb.org/BOSCO,www.dpcdsb.org,310,43.741929999999996,-79.7327,20,100,5,5,10,15,50%,-31.0,46%,-12.0,31%,-17.0,74%,1.0,65%,-3.0,44%,-5.0,,,,,,,15,45,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),803502,St John Fisher Separate School,Catholic,Not applicable,Elementary,English,JK-8,,,330 Balmoral Dr,Brampton,Brampton,Ontario,L6T1V6,905-793-8900,905-793-5703,http://www.dpcdsb.org/JFISH,www.dpcdsb.org,575,43.71031,-79.7116,32,100,12,12,17,0,69%,22.0,65%,13.0,35%,8.0,69%,-16.0,61%,-22.0,15%,-14.0,,,,,,,29,36,2020-09-04,1,1,1,1,0
B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),801577,St John of the Cross School,Catholic,Not applicable,Elementary,English,JK-8,,,3180 Aquitaine Ave,Mississauga,Mississauga,Ontario,L5N3S5,905-824-3058,905-824-4413,http://www.dpcdsb.org/JCROS,www.dpcdsb.org,260,43.57904,-79.7678,10,100,5,5,10,0,86%,-14.0,100%,0.0,82%,-6.0,100%,0.0,100%,0.0,100%,21.0,,,,,,,10,55,2020-09-04,1,1,1,1,0
