Roll_No,Application_Year,Building_Permit_No,Develop__Permit__No,Date_Received,Status,Date_Of_Decision,Date_Permit_Expires,Date_Of_Occupancy_Permit,Lot,Block,Plan,Unit_No,Street_No,Street_Name,Building_Name,Business_Name,Description,No_Of_Existing_Dwelling_Units,No_Of_New_Dweling_Units,Value_of_Construction,Permit_Fee,SCC_Fee,Comments,Processing_Time
000182,2016,16BP69,,20161027,Approved,20161031,20171031,,7,9,6719BC,,214,Muskrat St,,,Residential,,,1500.0000000,125.0000000,5.0000000,Residential - 214 Muskrat Street - Installation of wood stove and chimney,
000002,2016,16BP70,,20161028,Approved,20170123,20180123,20170501,2+3,1,6719BC,,103,Banff Ave,,,Residential,,,180000.0000000,,73.8000000,Residential - 103 Banff Avenue - Residential Renovation,
000030,2016,16BP71,,20161028,Approved,20161107,20171108,,13-19,2,6719BC,,138,Banff Ave,,Banff Dog House,Commercial,,,80000.0000000,820.0000000,32.8000000,Commercial - 138 Banff Avenue - Banff Doghouse - tenant improvement,
000353,2016,16BP72 X,,20161028,Cancelled (pending),,,,7&8,19,1211HU,,431-433,Marten St,25 Unit Apartment,Larr Management,Residential,,,0.0000000,0.0000000,0.0000000,Residential - New Construction (25 Unit Apartment Housing Development with Underground Parkade) - DAB DENIED - APPLICATION CANCELLED/PENDING - FILED IN 2016 CLOSED BP'S,
000114,2016,16BP73,,20161117,Approved,20161121,20171121,20161121,14-15,5,6719BC,,229,Bear St,,Cannaclinic,Commercial,,,10000.0000000,125.0000000,5.0000000,Commercial - 229 Bear Street - Retail Renovation,
000050,2016,16BP74,,20161123,Approved,20161212,20171212,,12,3,6719BC,,118,Beaver St,,,Residential,,,30000.0000000,307.5000000,12.3000000,"Residential - 118 Beaver Street - Install Accessory Dwelling - Kitchen, Window",
001270,2016,16BP75,16DP87,20161123,Approved,20161128,20171128,,3,R25,8911519,,105,Glacier Dr,,,Residential,,,1500.0000000,125.0000000,5.0000000,Residential - 105 Glacier Drive- Addition of Basement Exterior Stairs and Door,
000138,2016,16BP76,,20161125,Approved,20161205,20171212,20170518,7,7,6719BC,,214,Banff Ave,Banff Canmore Community Foundation,Banff Canmore Community Foundation,Institutional,,,40000.0000000,410.0000000,16.4000000,Institutional - 214 Banff Avenue - Basement Renovation,
069301,2016,16BP77,16DP89,20161206,Received - In Review,,,,6,61,3939JK,,129,Eagle Cres,,,Commercial,,,2000.0000000,125.0000000,5.0000000,Commercial - 129 Eagle Crescent - extension of existing roof,
000225,2016,16BP78,,20161208,Approved,20161212,20171212,2017041,1-3,11,6719BC,,317,Banff Ave,Cascade Shops,The Source,Commercial,,,70000.0000000,717.5000000,28.7000000,Commercial - 317 Banff Avenue - The Source - Interior Alternation,
000632,2016,16BP79,,20161208,Approved,20161212,20171212,,9,36,1163CD,,545,Banff Ave,Spruce Grove Inn,Spruce Grove Inn,Commercial,,,2500000.0000000,25625.0000000,560.0000000,Commercial - 545 Banff Avenue - Spruce Grove Inn - Interior Renovations,
000030,2016,16BP80x,,20161215,cancelled (fire),20161219,20170119,,13-19,2,6719BC,,138,Banff Ave,,Cows,Commercial,,,,,,Commercial - 138 Banff Avenue - Cows Interior Renovation - cancelled - Mt. Royal Fire,
000045,2017,17BP01,,2017012,Approved,20170123,20180123,20170816,4,3,6719BC,,406,Buffalo St,St. George's in the Pines,St. George's in the Pines,Institutional,,,140000.0000000,1435.0000000,57.4000000,Institutional - 406 Buffalo Street - St. George's in the Pines Residential - interior renovations,
000030,2017,17BP02,,2017012,Approved,20170123,20180123,,13-19,2,6719BC,,138,Banff Ave,Mt. Royal Hotel,Mt. Royal Hotel,Commercial,,,0.0000000,2500.0000000,100.0000000,Commercial - 138 Banff Avenue - Mt Royal Demo After Fire,
000225,2017,17BP03,,20170125,Approved,2017013,2018013,20170515,1-3,11,6719BC,,317,Banff Ave,Cascade Shops,Yan's Bistro,Commercial,,,30000.0000000,307.5000000,12.3000000,Commercial - 317 Banff Avenue - Cascade Shops - Yan's Bistro,
000030,2017,17BP04,,20170127,Approved,2017013,2018013,2017041,13-19,2,6719BC,,138,Banff Ave,Mt. Royal Hotel (shops),Atmosphere,Commercial,,,,,,Commercial - 138 Banff Avenue - Mt Royal (shops) - Atmosphere (ceiling demo),
001083,2017,17BP05,,20170209,Approved,20170213,20180213,,58,DL,8011455,,226,Kluane Dr,,,Residential,,,19500.0000000,199.8800000,7.9900000,Residential - 226 Kluane Drive - new beams and woodstove,
000255,2017,17BP06,16DP37,20170209,Approved,20170306,20180306,,1-4 + 21-29,13,6719BC,,333,Banff Ave,Elk + Avenue Hotel,Good Earth Café,Commercial,,,220000.0000000,2255.0000000,90.2000000,Commercial - 333 Banff Avenue - Good Earth Café - Interior Rebuild,
002008,2017,17BP07,,20170209,Approved,20170213,20180213,,9+10,A,6719BC,,111,Bear St,Whyte Museum,Whyte Museum,Commercial,,,5000.0000000,125.0000000,5.0000000,Commercial - 111 Bear Street - Temporary Tent,
000030,2017,17BP08,,20170303,Approved,20170306,20180306,20170925,13-19,2,6719BC,,138,Banff Ave,Mount Royal,Mount Royal,Commercial,,,200000.0000000,2050.0000000,82.0000000,Commercial - 138 Banff Avenue - Mount Royal - Roof Restoration,
000027,2017,17BP09,,20170303,Approved,20170306,20180306,,8,2,6719BC,,116,Banff Ave,McDonald's,McDonald's,Commercial,,,200000.0000000,2050.0000000,82.0000000,Commercial - 116 Banff Avenue - McDonalds' Renovation,
000106,2017,17BP10,,20170308,Approved,20170515,20180515,20170619,4-8,5,6719BC,,211,Bear St,Bison Courtyard,,Commercial,,,60000.0000000,615.0000000,24.6000000,Commercial - 211 Bear Street - Retail to Medical Service Renovation,
000106,2017,17BP11,17DP18,20170308,Approved,20170326,20180326,,4-8,5,6719BC,,211,Bear St,Bison Courtyard,,Commercial,,,33700.0000000,345.4300000,13.8100000,Commercial - 211 Bear Street - Retail to Office Renovation,
000122,2017,17BP12,,20170308,Approved,20170326,20180326,20170515,7,6,6719BC,,215,Banff Ave,,Discover Banff Tours,Commercial,,,80000.0000000,820.0000000,32.8000000,Commercial - 215 Banff Avenue - Retail Expansion Renovation,
000005,2017,17BP13,,20170313,Approved,20170326,20180326,2017051,8,1,6719BC,,115,Banff Ave,,Cool As A Moose,Commercial,,,315000.0000000,3228.7500000,129.1500000,Commercial - 115 Banff Avenue - Retail Renovations (Cool As A Moose),
000030,2017,17BP14,,20170313,Approved,20170326,20180326,,13-19,2,6719BC,,138,Banff Ave,Mount Royal,Mount Royal,Commercial,,,1310000.0000000,13427.5000000,537.1000000,Commercial - 138 Banff Avenue - Mount Royal interior restoration and rebuild,
000860,2017,17BP15,,20170316,Approved,20170325,20180325,20170418,21-25,-,5860GW,,400,Spray Ave,Fairmont Banff Springs,Fairmont Banff Springs,Commercial,,,104250.0000000,1068.5600000,42.7400000,Commercial - 400 Spray Avenue - FBS - Interior retail renovations (2 stores into 1 store),
000030,2017,17BP16,,20170328,Approved,20170403,20180403,2017041,13-19,2,6719BC,,138,Banff Ave,Mount Royal,Atmosphere,Commercial,,,90000.0000000,922.5000000,36.9000000,Commercial - 138 Banff Avenue - Mount Royal - Atmosphere interior rebuild after fire,
009461,2017,17BP17,16DP68,20170404,Approved,2017071,2018071,,18-25,30,6719BC,,547,Deer St,132 Housing Project,Knightsbridge Custom Homebuilders,Residential,,,23800000.000000,,560.0000000,Residential - 547 Deer Lane - 132 Unit Housing Project,
000016,2017,17BP18,16DP80,20170413,Approved,20170423,20180423,20170817,20,1,6719BC,,138,Bear St,Magpie + Stump,Magpie + Stump,Commercial,,,110000.0000000,1127.5000000,45.1000000,Commercial - 138 Bear Street - Magpie roof maintenance and patio,
020054,2017,17BP19,,20170417,Approved,20170417,20180417,20170828,-,-,6883JK,,100,Mt. Norquay Road,Fenlands,Fenlands,Institutional,,,447686.0000000,0.0000000,183.5500000,Institutional - 100 Mt. Norquay Road - Fenlands Solar Installation,
000135,2017,17BP20,16DP63,20170418,Approved,20170821,20180821,,1-2,7,6719BC,,202,Banff Ave,Caribou Corner,Rose and Crown,Commercial,,,450000.0000000,4612.5000000,184.5000000,Commercial - 202 Banff Avenue - Rose and Crown Patio,
001260,2017,17BP21,16DP52,20170503,Approved,20170515,20180515,,11,R24,8911519,,235,Jasper Way,,,Residential,,,30000.0000000,307.5000000,12.3000000,Residential - 235 Jasper Way - addition to front entry,
000030,2017,17BP22,,20170511,Approved,20170523,20180523,,13-19,2,6719BC,,138,Banff Ave,Mt. Royal,Little Blue House (retail),Commercial,,,80000.0000000,820.0000000,32.8000000,Commercial - 138 Banff Avenue - Interior Rebuild After Mt. Royal Fire - Little Blue House retail,
000790,2017,17BP23,,20170511,Approved,20170523,20180523,,-,AN,1123HY,,701,Tunnel Mountain Dr,,,Commercial,,,87579.0000000,897.6800000,35.9000000,Commercial - Tunnel Mt. Road - 4 units rebuild after fire,
000189,2017,17BP24,17DP10,20170511,Received - In Review,,,,15,9,6719BC,,230,Muskrat St,,,Residential,,,150000.0000000,1537.5000000,61.5000000,Residential - 230 Muskrat Street - Front Porch Addition and Shed Dormer,
000519,2017,17BP25,17DP11,20170518,Approved,20170622,20180622,,10,26,6719BC,,224,Otter St,,,Residential,,,1200000.0000000,12300.0000000,492.0000000,"Residential - demo single family home, NEW 4 unit with garage",
000030,2017,17BP26,,20170523,Approved,20170528,20180528,,13+14,2,6719BC,,138,Banff Ave,Mt. Royal - Banff Trail Riders,Banff Trail Riders,Commercial,,,23500.0000000,240.8700000,9.6300000,Commercial - 138 Banff Avenue - Banff Trail Riders - interior rebuid after fire,
000030,2017,17BP27,,20170605,Approved,20170612,20180612,20170918,13-19,2,6719BC,,138,Banff Ave,Mt. Royal - Banff Dog House,Banff Dog House,Commercial,,,100000.0000000,1025.0000000,41.0000000,Commercial - 138 Banff Avenue - Banff Dog House - interior rebuild after fire,
000030,2017,17BP28,,20170606,Received - In Review,,,,13-19,2,6719BC,,138,Banff Ave,Mt. Royal - Cows,Cows,Commercial,,,165000.0000000,1691.2500000,67.6500000,Commercial - 138 Banff Avenue - Cows - interior rebuild after fire,
000437,2017,17BP29,16DP79,20170607,Approved,20170707,20180707,,3,22,6719BC,,405,Muskrat St,,,Residential,,,600000.0000000,6150.0000000,246.0000000,Commercial - 405 Muskrat Street - single family house removed - NEW Fourplex,
001435,2017,17BP30,17DP46,20170607,Approved,20170621,20180621,,15,R30,0113208,,329,Middle Springs Dr,,,Residential,,,24500.0000000,0.0000000,10.0400000,Residential - 329 Middle Springs Drive - Solar Installation,
000100,2017,17BP31,17DP47,20170607,Approved,20170612,20180612,20170731,35,4,6719BC,,113,Otter St,,,Residential,,,17000.0000000,0.0000000,6.9700000,Residential - 113 Otter Street - Solar Installation,
000663,2017,17BP32,17DP48,20170607,Approved,20170621,20180621,,15,56,2842IC,,309,Squirrel St,,,Residential,,,14800.0000000,0.0000000,6.0600000,Residential - 309 Squirrel Street - Solar Installation,
000507,2017,17BP33,17DP49,20170607,Approved,20170621,20180621,,8,25,5739HQ,,349,Grizzly St,,,Residential,,,14000.0000000,0.0000000,5.7400000,Residential - 349 Grizzly Street - Solar Installation,
000710,2017,17BP34,17DP33,20170608,Approved,20170706,20180706,,15,64,7655JK,,210,Marmot Cres,,,Residential,,,150000.0000000,1537.5000000,61.5000000,Residential - 210 Marmot Crescent - accessory dwelling above existing garage,
001270,2017,17BP35,17DP50,20170612,Approved,20170616,20180616,20171002,3,R25,8911519,,105,Glacier Dr,,,Residential,,,1800.0000000,125.0000000,5.0000000,Residential - 105 Glacier Drive - basement accessory dwelling,
121119,2017,17BP36,17DP51,20170615,Approved,20170621,20180621,,27,R13,8710330,,209,Springs Cres,,Virtuso Electric,Residential,,,21000.0000000,0.0000000,8.6100000,Residential - 209 Springs Crecent - Solar Installation,
000301,2017,17BP37x,17DP52,20170615,Received - In Review,,,,22,15,6719BC,A,331,Muskrat St,,,Residential,,,0.0000000,0.0000000,0.0000000,Residential - 331A Muskrat Street - Solar Installation - withdrawn,
009461,2017,17BP38x,16DP68,20170615,,,,,18-25,30,6719BC,,535-549,Deer St,Banff Housing Corporation,Knightsbridge Custom Homebuilders Ltd./GEC Architecture,Residential,,,,,,duplicate file,
000437,2017,17BP39,16DP79,2017062,Approved,20170626,20180626,,3,22,6719BC,,405,Muskrat St,,,Residential,,,,0.0000000,5.0000000,Residential - 405 Muskrat Street - Demo of Single Family Home,
000519,2017,17BP40,17DP11,20170622,Approved,20170626,20180626,,10,26,6719BC,,224,Otter St,,,Residential,,,,146.2500000,5.8500000,Residential - 224 Otter Street - Demo of Single Family Home,
000635,2017,17BP41,17DP55,20170622,Approved,20170626,20180626,,21,37,1412948,,601,Banff Ave,Husky,Husky,Commercial,,,0.0000000,922.5000000,36.9000000,Commercial - 601 Banff Avenue - Demo - Bumpers Restaurant,
000590,2017,17BP42,17DP17,20170623,Approved,2017071,2018071,,10 + 11,30,6719BC,,542,Banff Ave,,,Residential,,,4100000.0000000,42025.0000000,560.0000000,Residential - 542+544 Banff Avenue - NEW Staff Housing - 22 units,
000590,2017,17BP43,17DP17,20170623,Approved,20170626,20180626,,10 + 11,30,6719BC,,542,Banff Ave,,,Residential,,,,727.0000000,29.0000000,Residential - 542+544 Banff Avenue - Demo Two Buildings,
000030,2017,17BP44,,20170623,Approved,20170626,20180626,,13-19,2,6719BC,,138,Banff Ave,Mt. Royal,The Banff Candy Store,Commercial,,,15000.0000000,125.0000000,5.0000000,Commercial - 138 Banff Avenue - Banff Candy Store - Mt Royal after fire interior retail,
000301,2017,17BP45,17DP56,20170623,Approved,20170626,20180626,,22,15,6719BC,,331,Muskrat St,,,Residential,,,12000.0000000,0.0000000,5.0000000,Residential - 331 Muskrat Street - Solar Installation,
000143,2017,17BP46,,20170627,Received - In Review,,,,20,7,6719BC,,221,Beaver St,Roam Building,Town of Banff - ROAM,Residential,,,50000.0000000,0.0000000,20.5000000,Residential - 221 Beaver Street - Town of Banff Staff Accommodation (2nd floor)/ROAM Office (ground floor),
000542,2017,17BP47,17DP25,20170711,Approved,,,,11,27,6719BC,,128,Otter St,,,Residential,,,520000.0000000,5330.0000000,213.2000000,Residential - 128 Otter Street - Duplex Addition,
001270,2017,17BP48,17DP50,20170713,Approved,20170717,20180717,20171002,3,R25,8911519,,105,Glacier Dr,,,Residential,,,800.0000000,0.0000000,5.0000000,Residential - 105 Glacier Drive - Roof Over Basement Entrance,
000225,2017,17BP49,,20170714,Approved,20170717,20180717,20171222,1-3,11,6719BC,,317,Banff Ave,Cascade Shops,Banff Family Dentistry,Commercial,,,165000.0000000,1691.2500000,67.2500000,Commercial - 317 Banff Avenue - Expansion of Existing Dental Office,
001065,2017,17BP50,,20170726,Approved,20170807,20180807,20170918,40,DN,8011455,,137,Nahanni Dr,ValleyView,,Residential,,,10000.0000000,100.0000000,5.0000000,Residential - replacing fireplace & chimney,
001421,2017,17BP51,,20170731,Approved,20170813,20180813,20170925,1,30,0113208,,301,Middle Springs Dr,,,Residential,,,6000.0000000,125.0000000,5.0000000,Residential - 301 Middle Springs Drive - build a deck off the back of house,
000532,2017,17BP52,,20170731,Received - In Review,,,,"23/1, 24/1",26,1676 J.K.,,606,Caribou St,,,Residential,,,,297.0000000,11.8800000,Residential - 606 Caribou - Demolition Prior to Redevelopment,
000030,2017,17BP53,,20170801,Approved,20170813,20170813,20171204,13-19,2,6719BC,,138,Banff Ave,Mt. Royal - Fingers and Toes,Fingers and Toes,Commercial,,,80000.0000000,820.0000000,32.8000000,Commercial - Mt Royal - Fingers and Toes Studio 138 Banff Ave,
000188,2017,17BP54,,20170802,Approved,20170918,20180918,,14,9,6719BC,,228,Muskrat St,,,Residential,,,525000.0000000,5381.2500000,251.2500000,Residential - 228 Muskrat renovation of existing,
000477,2017,17BP55x,,20170803,Withdrawn,,,,11A,23,8010165,,421,Otter St,,,Residential,,,,,,Residential - 421 Otter St - Installation of 4 partition walls and a bedroom window WITHDRAWN,
000321,2017,17BP56,17DP65,20170817,Approved,20170822,20180822,2017101,20,16,6719BC,,510,Buffalo St,,,Residential,,,19399.8700000,0.0000000,7.9500000,Residential - 501B Wolf Street - Solar Installation,
001100,2017,17BP57,,20170818,Received - In Review,,,,75,DM,8011455,,247,Kluane Dr,,,Residential,,,25000.0000000,256.2500000,10.2500000,Residential - 247 Kluane Drive - Kitchen Renovation,
053602,2017,17BP58,17DP72,20170821,Approved,20170822,20180822,20170911,4B+5B,27,8811672,B,102,Wolverine St,,,Residential,,,15000.0000000,0.0000000,6.1500000,Residential - 102B Wolverine Street - Solar Installation,
000619,2017,17BP59,17DP73,20170821,Approved,20170822,20180822,2017103,10,34,1709CG,,138,Grizzly St,,,Residential,,,17500.0000000,0.0000000,7.1800000,Residential - 138 Grizzly Street - Solar Installation,
000030,2017,17BP60,,20170821,Received - In Review,,,,11-13,2,6719BC,,138,Banff Ave,Mount Royal,Mount Royal Hotel,Commercial,,,1900000.0000000,19475.0000000,560.0000000,Commercial - 138 Banff Avenue - Mount Royal Exterior Renovations B3,
000030,2017,17BP61,,20170821,Approved,20171004,20181004,,11-13,2,6719BC,,138,Banff Ave,Mount Royal,Mount Royal Hotel,Commercial,,,14500000.000000,148625.0000000,560.0000000,Commercial - 138 Banff Avenue - Mount Royal Public Spaces and Suites B5,
000188,2017,17BP62,,20170824,Approved,20170828,20180828,20171106,14,9,6719BC,,228,Muskrat St,,,Residential,,,0.0000000,697.5000000,27.9000000,Residential - 228 Muskrat Street - Demo of Garage,
000827,2017,17BP63,17DP79,20170905,Approved,20170911,20180911,,2,B,7115HT,,301,Buffalo St,,,Residential,,,14500.0000000,148.6200000,5.9500000,Residential - 301 Buffalo Street - Connection between House and Garage,
000001,2017,17BP64,17DP28,20170905,Approved,20170925,20180925,,1,1,6719BC,,101,Banff Ave,,Chuck's Steakhouse,Commercial,,,100000.0000000,1025.0000000,41.0000000,Commercial - 101 Banff Avenue - Chuck's Patio,
001425,2017,17BP65,17DP75,20170914,Approved,20170918,20180918,,5,R30,0113208,,309,Middle Springs Dr,,,Residential,,,850.0000000,5.0000000,5.0000000,Residential - 309 Middle Springs Drive - Deck Expansion,
001107,2017,17BP66,17DP82,20170918,Approved,20170925,20160925,,44,R1,7410623,,202,Glen Cres,,,Residential,,,10000.0000000,125.0000000,5.0000000,Residential - 202 Glen Crescent - add 3 basement windows and one basement bedroom,
000653,2017,17BP67,17DP85,20170921,Approved,20170925,20180925,20171002,3,56,1988GE,,316,Lynx St,,,Residential,,,15000.0000000,125.0000000,5.0000000,Residential - 316 Lynx Street - approval of existing exterior stairwell to basement,
000157,2017,17BP68,17DP82,20170922,Approved,2017101,2018101,,11,8,6719BC,,222,Beaver St,,,Residential,,,20000.0000000,205.0000000,8.2000000,Residential - 222 Beaver Street - Renovation of Existing Rear Cabin,
000225,2017,17BP69,,20170929,Approved,20171002,20181002,20171212,11,1-3,6719BC,,317,Banff Ave,Cascade Shops,,Commercial,,,21200.0000000,217.3000000,8.6900000,Commercial - 317 Banff Avenue - Cascade Shops - 3rd floor interior tenant improvements,
000653,2017,17BP70,17DP09,20171003,Received - In Review,,,,,3,56,1988GE,316,Lynx St,,,Residential,,,150075.0000000,1538.2600000,61.5300000,Residential - 316 Lynx Street - NEW Build - Garage with Accessory Dwelling,
