Municipality,Permit Number,Type of Building,Type of Work,Value of Construction,Units Created,Units Lost,Building Area,Approval Date,Extract Date
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-163,100,01,"225,000",0,0,"2,520",08/31/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-153,100,01,"248,000",0,0,"2,712",08/10/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-151,100,03,"50,000",0,0,0,08/10/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-144,100,03,"60,000",0,0,0,08/03/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-148,100,03,"200,000",0,0,0,08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2018-082,100,03,"70,000",0,0,0,08/07/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2018-155,100,15,"52,000",0,0,0,08/14/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12698,300,01,"360,000",3,0,"3,000",05/16/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12623,300,01,"300,000",4,0,"3,264",07/31/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12791,300,01,"400,000",4,0,"7,040",07/05/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12817,999,01,"250,000",1,0,"1,664",07/26/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12656,999,01,"500,000",1,0,"2,858",05/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12659,999,01,"250,000",1,0,"2,658",05/22/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12812,999,01,"800,000",1,0,"8,500",07/24/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12704,999,01,"1,000,000",0,0,"36,000",05/18/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12806,999,01,"260,000",1,0,"1,470",07/16/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12789,999,01,"300,000",1,0,"2,265",07/06/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12790,999,01,"1,572,000",1,0,"6,050",07/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12708,999,01,"350,000",1,0,"2,000",05/30/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12685,999,01,"450,000",1,0,"2,240",05/10/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12661,999,01,"475,000",1,0,"3,580",05/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12710,999,01,"262,000",1,0,"1,560",05/23/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12660,999,01,"325,000",1,0,"2,252",05/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12674,999,01,"300,000",1,0,"2,112",05/08/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF COLCHESTER,12699,999,01,"1,500,000",1,0,"8,512",07/16/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-180,100,01,"135,500",0,0,"1,200",08/14/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-184,100,01,"50,000",0,0,384,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-205,100,01,"125,000",0,0,"1,378",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-206,100,01,"125,000",0,0,"1,378",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-198,100,01,"150,000",0,0,0,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-183,100,01,"800,000",0,0,0,08/14/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-174,100,01,"110,000",0,0,0,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,NIN-271-09,100,01,"200,000",0,0,0,04/29/2009 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-134,100,01,"80,000",0,0,768,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-207,100,01,"125,000",0,0,"1,378",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-181,100,01,"332,000",0,0,"1,440",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-210,100,15,"50,000",0,0,0,08/27/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-166,100,15,"160,000",0,0,735,08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-195,100,15,"60,000",0,0,0,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-B2018-200,500,01,"4,250,154",0,0,0,08/23/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF INVERNESS,IN-C2018-170,500,03,"1,200,000",0,0,"1,080",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-122,100,01,"80,000",0,0,960,07/31/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-144,100,01,"100,000",0,0,884,08/22/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-126,100,01,"300,000",0,0,0,08/07/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-136,100,01,"200,000",0,0,"1,419",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-139,100,01,"129,000",0,0,"1,364",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-145,100,01,"100,000",0,0,"1,092",08/27/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-147,100,01,"80,000",0,0,504,08/27/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-131,100,01,"200,000",0,0,"1,200",08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-151,100,01,"100,000",0,0,0,08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-100,100,01,"238,000",0,0,"1,232",08/17/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-123,100,03,"50,000",0,0,0,08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-113,100,03,"190,000",0,0,0,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2018-128,100,03,"96,000",0,0,800,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-B2018-128,100,01,"70,000",0,0,538,08/23/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-129,100,01,"180,000",0,0,"2,176",08/30/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-115,100,01,"125,000",0,0,"1,116",08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-B2018-119,100,01,"50,000",0,0,576,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-112,100,03,"140,000",0,0,0,08/02/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-127,100,15,"60,000",0,0,0,08/22/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-123,100,15,"80,000",0,0,0,08/24/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF RICHMOND,RI-C2018-105,100,15,"50,000",0,0,0,08/02/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-111,100,01,"200,000",0,0,0,08/30/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-101,100,01,"70,000",0,0,0,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-097,100,03,"70,000",0,0,0,08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-098,100,15,"60,000",0,0,0,08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE COUNTY OF VICTORIA,VI-B2018-106,100,15,"500,000",0,0,0,08/20/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6375,110,01,"500,000",0,0,"2,642",08/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6351,110,03,"70,000",0,0,624,08/07/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6369,130,01,"124,000",0,0,"1,184",08/22/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,6350,410,03,"250,000",0,0,"2,025",08/07/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71173,100,01,"55,000",0,0,936,05/28/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71134,100,01,"75,000",0,0,"1,575",06/15/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-146,100,01,"120,000",0,0,"1,152",07/31/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-170,100,01,"275,000",0,0,"1,701",08/24/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-156,100,01,"220,000",0,0,"1,292",08/30/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71005,100,01,"60,000",0,0,"1,050",04/21/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71074,100,01,"130,000",0,0,"1,472",09/04/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71055,100,01,"65,000",0,0,"1,100",04/22/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71073,100,01,"98,000",0,0,"2,400",04/23/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71128,100,01,"154,000",0,0,"2,592",08/05/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71105,100,01,"110,000",0,0,"1,980",04/29/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-115,100,01,"200,000",0,0,"1,680",08/29/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,080090,100,01,"160,000",0,0,"1,336.6",05/20/2008 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71145,100,01,"96,369",0,0,"1,700",06/24/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71135,100,01,"79,200",0,0,"1,440",07/27/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71072,100,01,"50,000",0,0,"1,428",04/22/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71404,100,01,"51,480",0,0,936,11/03/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-123,100,01,"400,000",0,0,"1,408",08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,B2011-013,100,01,"180,000",0,0,"1,624",03/04/2011 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71102,100,01,"75,000",0,0,"2,538",06/26/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71339,100,01,"112,000",0,0,"1,092",08/25/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71094,100,01,"80,000",0,0,"1,650",05/12/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-164,100,01,"304,750",0,0,"1,380",08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71091,100,01,"82,830",0,0,729,08/07/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71149,100,01,"78,540",0,0,"1,224",06/24/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71077,100,01,"57,800",0,0,0,05/25/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71022,100,01,"90,000",0,0,"1,656",05/21/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-148,100,01,"225,000",0,0,"1,120",08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71057,100,03,"55,000",0,0,"1,092",04/15/1991 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-71026,100,03,"60,000",0,0,884,04/03/1987 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2018-149,100,15,"75,000",0,0,"1,800",08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,B2018-122,100,03,"60,000",0,0,0,08/02/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,B2018-131,100,03,"76,000",0,0,0,08/10/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF CLARE,C2018-147,500,03,"300,000",0,0,"4,416",08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-090,100,01,"150,000",0,0,"1,008",08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2018-098,100,03,"100,000",0,0,756,08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-075,100,01,"85,000",0,0,"1,440",08/23/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,C2018-072,100,03,"300,000",0,0,0,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170513,999,01,"425,000",1,0,0,12/13/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180156,999,01,"360,000",1,0,0,05/16/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA150370,999,01,"400,000",1,0,0,09/24/2015 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180133,999,01,"280,000",1,0,0,05/11/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180116,999,01,"300,000",1,0,0,05/25/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170339,999,01,"400,000",1,0,0,08/28/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170437,999,01,"400,000",1,0,0,10/16/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180015,999,01,"325,000",1,0,0,02/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160213,999,01,"500,000",1,0,0,06/17/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170419,999,01,"383,000",1,0,0,10/12/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170022,999,01,"500,000",1,0,0,05/31/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180113,999,01,"280,000",1,0,0,05/03/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180162,999,01,"250,000",1,0,0,05/28/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170174,999,01,"280,000",1,0,0,06/12/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170294,999,01,"300,000",1,0,0,07/18/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180159,999,01,"460,000",1,0,0,05/18/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170167,999,01,"300,000",1,0,0,06/05/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170520,999,01,"385,000",1,0,0,12/21/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180018,999,01,"400,000",1,0,0,03/14/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170021,999,01,"500,000",1,0,0,04/04/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180078,999,01,"429,500",1,0,0,04/10/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180097,999,01,"700,000",1,0,0,05/02/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160246,999,01,"402,176",1,0,0,06/17/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170396,999,01,"340,000",1,0,0,09/28/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170481,999,01,"250,000",1,0,0,11/17/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA140253,999,01,"250,000",1,0,0,07/21/2014 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180049,999,01,"700,000",1,0,0,03/23/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170365,999,01,"350,000",1,0,0,09/05/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160388,999,01,"500,000",1,0,0,09/07/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160302,999,01,"800,000",0,0,0,08/15/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170311,999,01,"270,000",1,0,0,07/28/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160439,999,01,"415,758",1,0,0,10/11/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA160381,999,01,"280,000",1,0,0,08/31/2016 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180013,999,01,"475,000",1,0,0,02/06/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170136,999,01,"300,000",1,0,0,05/09/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180149,999,01,"323,000",1,0,0,05/16/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170280,999,01,"275,000",1,0,0,07/20/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170181,999,01,"285,000",1,0,0,06/01/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA180170,999,01,"300,000",1,0,0,05/29/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF LUNENBURG,BA170183,999,01,"320,000",0,0,0,06/07/2017 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180090,110,01,"75,000",1,0,"1,210",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180095,130,01,"115,000",1,0,960,08/21/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180093,150,03,"90,000",0,0,320,08/17/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20180092,410,03,"250,000",0,0,"3,484",08/17/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,C2018-073,100,03,"250,000",0,0,0,08/13/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-213,100,01,"50,000",0,0,468,08/02/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-137,100,01,"260,000",0,0,"1,642",08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,004-WH-97,100,01,"80,000",0,0,0,02/03/1997 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-158,100,01,"220,000",0,0,"2,880",08/29/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-138,100,01,"290,000",0,0,"1,872",08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-221,100,01,"105,000",0,0,"1,184",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,013-WH-97,100,01,"50,000",0,0,0,01/27/1997 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-139,100,01,"250,000",0,0,"1,544",08/09/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-210,100,01,"200,000",0,0,"2,316",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,007-WH-97,100,01,"100,000",0,0,0,03/17/1997 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,001-WH-97,100,01,"75,000",0,0,0,01/13/1997 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,022-WH-99,100,01,"100,000",0,0,0,03/03/1999 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-230,100,01,"184,000",0,0,"1,080",08/17/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-219,100,01,"127,000",0,0,"1,184",08/15/2018 12:00:00 AM,09/01/2018 07:31:21 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2018-209,100,03,"60,000",0,0,224,08/01/2018 12:00:00 AM,09/01/2018 07:31:21 AM
