facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,postal_code,provider,latitude,longitude,phone,email,website,geo_source
DIDSBURY FAMILY PHARMACY,TYPE 4,,,,,,,1912 20 ST,DIDSBURY,,Calgary,51.6610992165,-114.136028724925,403-335-0022,,,Source
PHARMASAVE ON NORTHMOUNT,TYPE 4,,,,,,,4501 BRISEBOIS DR NW,CALGARY,,Calgary,51.093404668656,-114.127905046748,403-282-1208,,https://www.pharmasavenorthmount.simplybook.me,Source
PHARMACY ON WHYTE,TYPE 4,,,,,,,10050 82 AVE NW,EDMONTON,,Calgary,53.518612075193,-113.489536050387,780-758-7600,,,Source
THE COMMONS PHARMACY,TYPE 4,,,,,,,1-245 EAGLE RIDGE BLVD,FORT MCMURRAY,,Calgary,56.755143997011,-111.428833263555,780-750-2700,,,Source
DAYSLAND PHARMACY,TYPE 4,,,,,,,5023 50 ST,DAYSLAND,,Calgary,52.864677750992,-112.26011165711,780-374-3900,,,Source
CARDSTON REMEDY'S RX PHARMACY,TYPE 4,,,,,,,321 MAIN ST,CARDSTON,,Calgary,49.198457224689,-113.302146188099,403-659-1100,,,Source
MEDICINE SHOPPE PHARMACY 212,TYPE 4,,,,,,,2905 17 AVE SE,CALGARY,,Calgary,51.037460434984,-113.991580088374,403-235-0888,,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-212-7001094,Source
PLAZA 67 IDA PHARMACY,TYPE 4,,,,,,,120-6075 67A ST,RED DEER,,Calgary,52.289701192466,-113.830450975004,587-457-7117,,,Source
MINT HEALTH + DRUGS: BLUE BOTTLE,TYPE 4,,,,,,,148 17 AVE NE,CALGARY,,Calgary,51.068177247758,-114.060099715362,403-276-3364,,,Source
DRUGSTORE PHARMACY #4389,TYPE 4,,,,,,,9 SANDSTONE GATE,OKOTOKS,,Calgary,50.731669607103,-113.981368665755,403-938-8080,,https://www.nofrills.ca/covid19,Source
SHOPPERS DRUG MART #333,TYPE 4,,,,,,,500-2020 SHERWOOD DR,SHERWOOD PARK,,Calgary,53.533052341489,-113.294464004706,780-464-9788,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
EASTGATE DRUGS,TYPE 4,,,,,,,3804-137 Ave NW,EDMONTON,,Calgary,53.599670648623,-113.400362930108,780-800-8340,,,Source
COMMUNITY DRUG MART #2029,TYPE 4,,,,,,,206-6503 51 ST,COLD LAKE,,Calgary,54.432076377129,-110.203972101428,780-594-5444,,,Source
PHARMASAVE JO'S BELTLINE PHARMACY,TYPE 4,,,,,,,1219 11 AVE SW,CALGARY,,Calgary,51.04319727309,-114.090079801869,587-392-5857,,,Source
REXALL #7212,TYPE 4,,,,,,,2-5201 50 ST,LEDUC,,Calgary,53.26756527989,-113.551034809738,780-986-8313,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
LOBLAW PHARMACY #1569,TYPE 4,,,,,,,4410 17 ST NW,EDMONTON,,Calgary,53.480786973156,-113.374246814904,780-450-2041,,https://www.realcanadiansuperstore.ca/covid19,Source
ELIXIR PHARMACY,TYPE 4,,,,,,,102-8 VARSITY ESTATES CIR NW,CALGARY,,Calgary,51.103538810269,-114.164179828315,587-355-7008,,https://www.elixirpharmacy.ca,Source
FUTURE DRUG MART #2,TYPE 4,,,,,,,102-4015 17 AVE SE,CALGARY,,Calgary,51.038618570173,-113.977012822753,403-453-0169,,,Source
CO-OP PHARMACY HAWKSTONE LESSARD,TYPE 4,,,,,,,18370 LESSARD RD NW,EDMONTON,,Calgary,53.486117453842,-113.643739572623,780-428-3907,,https://northcentralco-op.crs,Source
CENTRAL ALBERTA CO-OP LTD. TIMBERLANDS PHARMACY,TYPE 4,,,,,,,3101-499 TIMBERLANDS DR,RED DEER,,Calgary,52.284096073151,-113.765770943825,587-802-8559,,,Source
WAL-MART PHARMACY #3658,TYPE 4,,,,,,,917 3 ST W,BROOKS,,Calgary,50.577494469594,-111.900913073197,403-501-5552,,https://portal.healthmyself.net/walmartab/forms/a66,Source
CONNECTCARE MEDICAL CLINIC & PHARMACY MILLWOODS,TYPE 4,,,,,,,1756 34 AVE NW,EDMONTON,,Calgary,53.467945525101,-113.370787572623,780-665-4881,,https://www.connectcarepharmacy.com,Source
SHOPPERS DRUG MART #2415,TYPE 4,,,,,,,1-6320 50 AVE,RED DEER,,Calgary,52.233994819544,-113.814550015171,403-348-8164,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
SHOPPERS DRUG MART #2438,TYPE 4,,,,,,,BAYS 8-13 5043 50A ST,SYLVAN LAKE,,Calgary,52.309814568056,-114.098349072839,403-887-4200,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
SHOPPERS DRUG MART #329,TYPE 4,,,,,,,50-1221 CANYON MEADOWS DR SE,CALGARY,,Calgary,50.929835283458,-114.029862145888,403-278-7422,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
SAFEWAY PHARMACY #8871,TYPE 4,,,,,,,9925 114 AVE,GRANDE PRAIRIE,,Calgary,55.183364870601,-118.792601154043,780-532-7100,,https://www.safeway.ca/vaccine-registration/,Source
REXALL #7244,TYPE 4,,,,,,,80 CHIPPEWA RD,SHERWOOD PARK,,Calgary,53.535604615437,-113.325258241821,780-464-3454,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
WESTWINDS PHARMACY,TYPE 4,,,,,,,1150-4818 WESTWINDS DR NE,CALGARY,,Calgary,51.100987723141,-113.964725729006,403-293-9360,,,Source
SAVE-ON-FOODS PHARMACY #6613,TYPE 4,,,,,,,10180 109 ST NW,EDMONTON,,Calgary,53.542848087608,-113.508060684769,780-423-3528,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
LEDUC CO-OP PHARMACY,TYPE 4,,,,,,,5421 50 ST,LEDUC,,Calgary,53.269701389518,-113.550488601416,780-980-3214,,,Source
SHOPPERS DRUG MART #366,TYPE 4,,,,,,,3812 118 AVE NW,EDMONTON,,Calgary,53.5707727733,-113.400300770957,780-474-2424,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
DAVE HILL PHARMACY,TYPE 4,,,,,,,1-200 THICKWOOD BLVD,FORT MCMURRAY,,Calgary,56.734089624328,-111.426139543803,780-750-1111,,,Source
SUNDRE FAMILY PHARMACY,TYPE 4,,,,,,,12-200 MAIN AVE W,SUNDRE,,Calgary,51.797669793788,-114.641149257513,403-638-4510,,https://sundrefamilypharmacy.medmeapp.ca/schedule,Source
MEDICINE SHOPPE PHARMACY 404,TYPE 4,,,,,,,103-4807 44 AVE,STONY PLAIN,,Calgary,53.536423941216,-114.003245372941,780-968-9646,,http://www.stonyplaintravelhealth.com,Source
CAREBRIDGE REMEDY'S RX PHARMACY,TYPE 4,,,,,,,402 8 ST S,LETHBRIDGE,,Calgary,49.694213782029,-112.835603730413,587-425-6350,,,Source
PHARMACY CARE 2,TYPE 4,,,,,,,109-3151 27 ST NE,CALGARY,,Calgary,51.080530103268,-113.994411808118,403-764-6996,,,Source
MACKENZIE DRUGS,TYPE 4,,,,,,,301 NORTH RAILWAY ST SE,MEDICINE HAT,,Calgary,50.040931115688,-110.672043015399,403-526-2667,,,Source
SAVE-ON-FOODS PHARMACY #6667,TYPE 4,,,,,,,12903 153 AVE NW,EDMONTON,,Calgary,53.615782544869,-113.54328543819,780-476-7047,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
PEACE RIVER VALUE DRUG MART,TYPE 4,,,,,,,10027 100 ST,PEACE RIVER,,Calgary,56.232788820259,-117.288976036825,780-624-2612,,,Source
REXALL #7230,TYPE 4,,,,,,,2375 111 ST NW,EDMONTON,,Calgary,53.455044380411,-113.513706336357,780-433-4555,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
SHOPPERS DRUG MART #376,TYPE 4,,,,,,,300-85 SHAWVILLE BLVD SE,CALGARY,,Calgary,50.904935419528,-114.066682917054,403-201-5545,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
CORE PHARMACY & TRAVEL CLINIC,TYPE 4,,,,,,,201-722 85 ST SW,CALGARY,,Calgary,51.066847375508,-114.210306228521,403-454-2333,,https://www.corepharmacy.ca,Source
WELLNESS PHARMACY,TYPE 4,,,,,,,107-4625 VARSITY DR NW,CALGARY,,Calgary,51.092737000757,-114.153204405718,403-457-0120,,https://www.wellnessadvice.ca,Source
BOYLE RX DRUG MART,TYPE 4,,,,,,,5118 3 ST,BOYLE,,Calgary,54.589616529015,-112.80881145892,780-689-3762,,,Source
PHARMACY CARE,TYPE 4,,,,,,,3-5147 20 AVE SE,CALGARY,,Calgary,51.035234561454,-113.958407838253,587-955-8727,,https://www.bookmyshot.com/5879558727,Source
SAFEWAY PHARMACY #8888,TYPE 4,,,,,,,8060 100 ST,GRANDE PRAIRIE,,Calgary,55.154642077111,-118.793655833336,780-833-8625,,https://www.safeway.ca/vaccine-registration/,Source
PARKHILL PHARMACY + COMPOUNDING CENTRE,TYPE 4,,,,,,,124 42 AVE SW,CALGARY,,Calgary,51.016630276306,-114.064478221613,403-475-5585,,https://www.parkhillcompounding.ca,Source
ACCESS PHARMACY,TYPE 4,,,,,,,6255 ANDREWS LOOP SW,EDMONTON,,Calgary,53.427382286398,-113.590210457422,780-391-1315,,https://www.accesspharmacy.ca,Source
SAFEWAY PHARMACY #8858,TYPE 4,,,,,,,576 RIVERBEND SQ NW,EDMONTON,,Calgary,53.468432777716,-113.587771898264,780-435-3906,,https://www.safeway.ca/vaccine-registration/,Source
ICARE PHARMACY,TYPE 4,,,,,,,12851 97 ST NW,EDMONTON,,Calgary,53.587337364013,-113.491469257092,780-705-2523,,https://icarepharmacy.ca,Source
CARSTAIRS FAMILY PHARMASAVE #387,TYPE 4,,,,,,,120B 10 AVE S,CARSTAIRS,,Calgary,51.565666469768,-114.099275259305,403-337-3044,,,Source
WAL-MART PHARMACY #1048,TYPE 4,,,,,,,5750 2 AVE,EDSON,,Calgary,53.577677260934,-116.449300303485,780-723-6347,,https://portal.healthmyself.net/walmartab/forms/a66,Source
WEST CREEK PHARMASAVE,TYPE 4,,,,,,,104-320 WEST CREEK DR,CHESTERMERE,,Calgary,51.029087189505,-113.841613485764,403-454-0020,,,Source
ANDERSON DRUG BY FRESON BROS HINTON HILL,TYPE 4,,,,,,,632 CARMICHAEL LANE,HINTON,,Calgary,53.39230563322,-117.611764714769,780-865-7455,,,Source
PHARMASAVE #390,TYPE 4,,,,,,,1010-6708 48 AVE,CAMROSE,,Calgary,53.018684094708,-112.857593801796,780-672-4460,,,Source
SHOPPERS DRUG MART #2478,TYPE 4,,,,,,,12745 50 ST NW,EDMONTON,,Calgary,53.588015784955,-113.41615946796,780-478-3319,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
COSTCO WHOLESALE PHARMACY #160,TYPE 4,,,,,,,3200 MAYOR MAGRATH DR S,LETHBRIDGE,,Calgary,49.660214359116,-112.795683228565,403-381-8093,,https://www.costcopharmacy.ca/appointment,Source
HEALTH SQUARE PHARMACY,TYPE 4,,,,,,,11045 124 ST NW,EDMONTON,,Calgary,53.558900421229,-113.535640272437,780-758-4990,,,Source
SKELTON'S PHARMACY (1983),TYPE 4,,,,,,,424 MAYOR MAGRATH DR,LETHBRIDGE,,Calgary,49.694063242394,-112.810836401746,403-328-3565,,,Source
REXALL #7236,TYPE 4,,,,,,,16703 82 ST NW,EDMONTON,,Calgary,53.629483950932,-113.466474122441,780-476-3168,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
REXALL #7234,TYPE 4,,,,,,,11-301 WYE RD,SHERWOOD PARK,,Calgary,53.511368980682,-113.311627598326,780-449-1493,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
ICARE PHARMACY WINDERMERE,TYPE 4,,,,,,,101-3514 ALLAN DR SW,EDMONTON,,Calgary,53.429063260841,-113.590951899424,780-705-8871,,https://www.icarepharmacy.ca,Source
SHOPPERS DRUG MART #359,TYPE 4,,,,,,,135-2525 36 ST NE,CALGARY,,Calgary,51.074614564123,-113.984872617049,403-280-6667,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
TAMARACK PHARMACY & TRAVEL CLINIC,TYPE 4,,,,,,,308-9612 FRANKLIN AVE,FORT MCMURRAY,,Calgary,56.724779316581,-111.37102524203,780-750-1200,,,Source
SAFEWAY PHARMACY #8900,TYPE 4,,,,,,,2534 GUARDIAN RD NW,EDMONTON,,Calgary,53.510602104133,-113.673573981072,780-490-5498,,https://www.safeway.ca/vaccine-registration/,Source
SHOPPERS DRUG MART #2314,TYPE 4,,,,,,,380 UNIVERSITY DR,LETHBRIDGE,,Calgary,49.695489639789,-112.893461354526,403-380-3057,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
MEDICINE POINT PHARMACY,TYPE 4,,,,,,,102-5016 162 AVE NW,EDMONTON,,Calgary,53.622925612319,-113.415399278476,780-250-0811,,https://medicinepointpch.medmeapp.ca/schedule,Source
SHOPPERS DRUG MART #2360,TYPE 4,,,,,,,836 1 AVE NW,AIRDRIE,,Calgary,51.293364907035,-114.023571694619,403-945-8138,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
JASPER PHARMACY,TYPE 4,,,,,,,11217 JASPER AVE NW,EDMONTON,,Calgary,53.5408021681,-113.51451373011,587-523-8600,,https://www.bookmyshot.com/covidshot/5875238600,Source
THRIFTWAY PHARMACY,TYPE 4,,,,,,,702 13 ST N,LETHBRIDGE,,Calgary,49.709561779935,-112.824471630581,403-327-0340,,,Source
EVERGREEN CO-OP PHARMACY,TYPE 4,,,,,,,4327 45 ST,ROCKY MOUNTAIN HOUSE,,Calgary,52.367723606342,-114.907330457121,403-845-2841,,,Source
SAFEWAY PHARMACY #8842,TYPE 4,,,,,,,1600 90 AVE SW,CALGARY,,Calgary,50.973541071276,-114.096817355996,403-255-3988,,https://www.safeway.ca/vaccine-registration/,Source
EMERALD HILLS PHARMASAVE,TYPE 4,,,,,,,815-8005 EMERALD DR,SHERWOOD PARK,,Calgary,53.56613844433,-113.274037045453,780-570-0711,,https://emeraldhillspharmasave.medmeapp.ca/schedule,Source
MINT HEALTH + DRUGS PEACE RIVER,TYPE 4,,,,,,,10013 100 AVE,PEACE RIVER,,Calgary,56.233807425305,-117.288987859343,780-624-1200,,https://www.mintdrugs.com,Source
RADIANCE PHARMACY,TYPE 4,,,,,,,100-10201 SOUTHPORT RD SW,CALGARY,,Calgary,50.964301398011,-114.073710233652,403-457-3264,,,Source
WAL-MART PHARMACY #1148,TYPE 4,,,,,,,WESTMOUNT SHOPPING CENTRE,EDMONTON,,Calgary,53.563227036211,-113.553375602775,780-454-5788,,https://portal.healthmyself.net/walmartab/forms/a66,Source
STETTLER IDA PHARMACY,TYPE 4,,,,,,,4934 50 ST,STETTLER,,Calgary,52.325783794544,-112.70571464585,403-743-0383,,,Source
FRESHCO PHARMACY #4292,TYPE 4,,,,,,,2355 17 ST NW,EDMONTON,,Calgary,53.454826494149,-113.367644028259,780-395-2702,,https://www.pharmacyappointments.ca,Source
REXALL #7227,TYPE 4,,,,,,,108-505 QUEEN ST,SPRUCE GROVE,,Calgary,53.544990038648,-113.906999668615,780-962-2757,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
RIVERSIDE RXELLENCE,TYPE 4,,,,,,,180 RIVERSIDE DR E,DRUMHELLER,,Calgary,51.466019348301,-112.705077168029,587-795-9712,,,Source
WAL-MART PHARMACY #3075,TYPE 4,,,,,,,PARKLAND MALL SHOPPING CENTRE,RED DEER,,Calgary,52.286721116134,-113.810753840668,403-347-1123,,https://portal.healthmyself.net/walmartab/forms/a66,Source
HAZELDEAN DRUG MART,TYPE 4,,,,,,,9611 66 AVE NW,EDMONTON,,Calgary,53.502815139054,-113.477198472439,780-435-4640,,https://www.hazeldeandrugmart.ca,Source
CALGARY DRUG MART,TYPE 4,,,,,,,E13-10 RICHARD WAY SW,CALGARY,,Calgary,51.006748848528,-114.130868541809,403-984-9334,,http://calgarydrugmart.com/,Source
MEDICINE SHOPPE PHARMACY 346,TYPE 4,,,,,,,14606 50 ST NW,EDMONTON,,Calgary,53.609177565097,-113.418568830608,780-472-2822,,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-346-7015152,Source
SAVE-ON-FOODS PHARMACY #6675,TYPE 4,,,,,,,740 ST. ALBERT RD,ST ALBERT,,Calgary,53.661846229353,-113.631704717299,780-419-2815,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
SAVE-ON-FOODS PHARMACY #6678,TYPE 4,,,,,,,60 BROADWAY BLVD,SHERWOOD PARK,,Calgary,53.543548461199,-113.315947995863,780-449-7255,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
LOBLAW PHARMACY #4904,TYPE 4,,,,,,,5007 52 ST,ATHABASCA,,Calgary,54.722062089776,-113.289930643709,780-675-8410,,https://www.yourindependentgrocer.ca/covid19,Source
SANDSTONE PHARMACIES CARRY DRIVE,TYPE 4,,,,,,,139 116 CARRY DR SE,MEDICINE HAT,,Calgary,50.008315401826,-110.642394836152,403-528-2111,,,Source
PHARMASAVE #369,TYPE 4,,,,,,,319 5 ST S,LETHBRIDGE,,Calgary,49.695157422583,-112.83990622592,403-327-3279,,,Source
PINE PLAZA IDA PHARMACY,TYPE 4,,,,,,,5-6791 50 AVE,RED DEER,,Calgary,52.291855450387,-113.812187526578,403-343-2234,,https://pineplazaida.medmeapp.ca/schedule,Source
SMOKY LAKE PHARMACHOICE,TYPE 4,,,,,,,134 WHITE EARTH ST,SMOKY LAKE,,Calgary,54.113013030132,-112.473508186282,780-656-8542,,,Source
SUPER MARK DRUGS,TYPE 4,,,,,,,130-8930 JASPER AVE NW,EDMONTON,,Calgary,53.552883951333,-113.473827501639,780-429-3784,,,Source
CAREWELL PHARMACY,TYPE 4,,,,,,,104-580 ACADIA DR SE,CALGARY,,Calgary,50.96475359078,-114.048036303387,587-318-7150,,,Source
SAVE-ON-FOODS PHARMACY #6662,TYPE 4,,,,,,,10368 78 AVE NW,EDMONTON,,Calgary,53.514825650236,-113.4962314234,780-430-6156,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
SHANE'S GUARDIAN PHARMACY,TYPE 4,,,,,,,4926 49 ST,REDWATER,,Calgary,53.951502938611,-113.10892834003,780-942-3615,,,Source
ARX PHARMACY & HOMECARE,TYPE 4,,,,,,,6730 75 ST NW,EDMONTON,,Calgary,53.503211974723,-113.443384843602,780-761-7575,,https://bookyourvisit.ca/arx,Source
SHOPPERS DRUG MART #337,TYPE 4,,,,,,,190-121 SIGNAL RD,FORT MCMURRAY,,Calgary,56.733032364631,-111.428805909834,780-743-4662,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
INGLEWOOD PHARMACY,TYPE 4,,,,,,,11802 124 ST NW,EDMONTON,,Calgary,53.570675131345,-113.536120014765,780-732-0117,,,Source
FIRESIDE PHARMACY,TYPE 4,,,,,,,5102-50 FIRESIDE GATE,COCHRANE,,Calgary,51.159377467607,-114.473297374346,403-981-1500,,https://www.firesidepharmacy.ca,Source
GIBBONS GUARDIAN PHARMACY,TYPE 4,,,,,,,4715 50 AVE,GIBBONS,,Calgary,53.827862961644,-113.325808814759,780-923-3200,,https://gibbonsguardian.medmeapp.ca/schedule,Source
SOBEYS PHARMACY #1117,TYPE 4,,,,,,,100-2335 162 AVE SW,CALGARY,,Calgary,50.905483554714,-114.113551257537,403-873-7232,,https://www.safeway.ca/vaccine-registration/,Source
FUTURE DRUG MART,TYPE 4,,,,,,,104-5401 TEMPLE DR NE,CALGARY,,Calgary,51.086240904017,-113.956830305896,403-293-6200,,,Source
SAVANNA BAZAAR PHARMACY,TYPE 4,,,,,,,8120-5850 88 AVE NE,CALGARY,,Calgary,51.132954292508,-113.950027345284,403-590-9749,,https://travelcliniccalgary.ca/covid19-vaccine/,Source
CATALYST PHARMACY,TYPE 4,,,,,,,5009 50 AVE,ST PAUL,,Calgary,53.991193054743,-111.2974960861,780-614-3210,,https://pharmaconnect.ca/appointment/64e72053-a93a-4de2-8fc8-6d3ccc2e467b,Source
GLENRIDDING PHARMACY,TYPE 4,,,,,,,2047 163 ST SW,EDMONTON,,Calgary,53.415163958803,-113.60110310811,780-343-1313,,,Source
WAINWRIGHT PHARMACY,TYPE 4,,,,,,,418 10 ST,WAINWRIGHT,,Calgary,52.835820600017,-110.858750875141,780-806-4340,,,Source
PHARMASAVE #344,TYPE 4,,,,,,,6819 ELLERSLIE RD SW,EDMONTON,,Calgary,53.424144960592,-113.443712617121,780-757-6855,,https://www.summersidepharmasave.ca,Source
CO-OP PHARMACY FORT SASKATCHEWAN,TYPE 4,,,,,,,10004 99 AVE,FORT SASKATCHEWAN,,Calgary,53.709845433719,-113.21589844378,780-998-5429,,http://northcentralco-op.crs/sites/northcentral/pharmacy/detail/co-op-pharma,Source
LONG'S VALUE DRUG MART,TYPE 4,,,,,,,4939 50 AVE,VERMILION,,Calgary,53.353872930437,-110.852240659453,780-853-5316,,,Source
PEMBINA WEST CO-OP PHARMACY,TYPE 4,,,,,,,4705 49 ST,BARRHEAD,,Calgary,54.115783386631,-114.400358863315,780-674-2201,,,Source
PHARMASAVE MAINA CENTRE VILLE,TYPE 4,,,,,,,104-5010 50 ST,BEAUMONT,,Calgary,53.35285865589,-113.415465448375,587-855-8468,,https://pharmasavebeaumont.medmeapp.com/schedule/,Source
SAFEWAY PHARMACY #8854,TYPE 4,,,,,,,2750 FAIRWAY PLAZA RD S,LETHBRIDGE,,Calgary,49.666428140908,-112.794206575618,403-328-0330,,https://www.safeway.ca/vaccine-registration/,Source
WINDERMERE PHARMACY,TYPE 4,,,,,,,5544 WINDERMERE BLVD NW,EDMONTON,,Calgary,53.440056584649,-113.617243521717,780-989-4001,,,Source
IDA CRYSTALRIDGE PHARMACY,TYPE 4,,,,,,,106-26 CRYSTALRIDGE DR,OKOTOKS,,Calgary,50.723779963686,-113.95659800134,403-982-0029,,https://ida-okotoks.business.site/,Source
CALGARY CO-OP PHARMACY #9,TYPE 4,,,,,,,2520 52 ST NE,CALGARY,,Calgary,51.075062043361,-113.956077298152,403-299-5322,,https://www.calgarycoop.com/covid19vaccination,Source
CALGARY DRUG MART #03,TYPE 4,,,,,,,3130-11 ROYAL VISTA DR NW,CALGARY,,Calgary,,,587-391-8119,,,
SAVE-ON-FOODS PHARMACY #6686,TYPE 4,,,,,,,3020 22 ST,RED DEER,,Calgary,52.238943820021,-113.769020207539,403-309-0520,,https://saveonfoodspharmacy.medmeapp.com/schedule/,Source
BRUDERHEIM PHARMACY,TYPE 4,,,,,,,4901 QUEEN ST,BRUDERHEIM,,Calgary,53.80040301869,-112.928569443595,780-575-3000,,https://pharmaconnect.ca/appointment/3d67d43f-ab3d-4323-8ae8-9caea14dab0f,Source
FORME PHARMACY BRIDGELAND,TYPE 4,,,,,,,103-736 1 AVE NE,CALGARY,,Calgary,51.057272517786,-114.055269294652,403-930-7905,,,Source
OAKRIDGE COMMUNITY PHARMACY REMEDY'S RX,TYPE 4,,,,,,,5-3109 PALLISER DR SW,CALGARY,,Calgary,50.970277924731,-114.130941130261,403-457-4548,,,Source
PHARMASAVE #304,TYPE 4,,,,,,,114 BROADWAY AVE E,REDCLIFF,,Calgary,50.076899786139,-110.786241403893,403-548-3838,,,Source
PHARMASAVE TURNER VALLEY,TYPE 4,,,,,,,2-101 SUNSET BLVD,TURNER VALLEY,,Calgary,50.674026323089,-114.277583401119,403-933-2682,,https://pharmasave.com/turner-valley/covid-vaccinations/,Source
SAFEWAY PHARMACY #8801,TYPE 4,,,,,,,139-3292 DUNMORE RD SE,MEDICINE HAT,,Calgary,50.004010679999,-110.647086166464,403-526-7778,,https://www.safeway.ca/vaccine-registration/,Source
SAFEWAY PHARMACY #8896,TYPE 4,,,,,,,550 CASSILS RD W,BROOKS,,Calgary,50.572832815082,-111.902621932717,403-793-2216,,https://www.safeway.ca/vaccine-registration/,Source
WAL-MART PHARMACY #1030,TYPE 4,,,,,,,601 1500 MAIN ST SW,SLAVE LAKE,,Calgary,55.272720842578,-114.7883262746,780-849-9549,,https://portal.healthmyself.net/walmartab/forms/a66,Source
MARTINDALE PHARMACY,TYPE 4,,,,,,,101-126 MARTINDALE DR NE,CALGARY,,Calgary,51.11442674022,-113.952233744196,403-454-2100,,,Source
REXALL #7213,TYPE 4,,,,,,,5015 50 AVE,OLDS,,Calgary,51.791355007711,-114.105067433815,403-556-3346,,https://www.rexall.ca/covid-19/alberta-vaccine,Source
IDA IN GRIESBACH PHARMACY,TYPE 4,,,,,,,7-6881 AD ASTRA BLVD NW,EDMONTON,,Calgary,53.607232217317,-113.515483016616,780-540-8585,,https://pharmaconnect.ca/appointment/d1f8cb8d-1472-45cd-8c83-1037e2e01897,Source
SAFEWAY PHARMACY #8863,TYPE 4,,,,,,,395 ST. ALBERT RD,ST ALBERT,,Calgary,53.645248457355,-113.624152796411,780-460-2642,,https://www.safeway.ca/vaccine-registration/,Source
PANORAMA HILLS PHARMACY,TYPE 4,,,,,,,28 PANATELLA BLVD NW,CALGARY,,Calgary,51.165477179804,-114.071234203867,403-460-6707,,https://app.diemhealth.ca/auth/login,Source
SHOPPERS DRUG MART #379,TYPE 4,,,,,,,570-140 ST. ALBERT TR,ST ALBERT,,Calgary,53.62126401865,-113.611413703691,780-460-9222,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
ANDERSON DRUG BY FRESON BROS DRUMHELLER,TYPE 4,,,,,,,101 6 AVE SE,DRUMHELLER,,Calgary,51.459615536137,-112.707930885979,403-823-2670,,,Source
SADDLEBACK PHARMACY,TYPE 4,,,,,,,362 SADDLEBACK RD NW,EDMONTON,,Calgary,53.460211337205,-113.530685630477,780-250-5554,,,Source
BRETON IDA,TYPE 4,,,,,,,5031 50 AVE,BRETON,,Calgary,53.109721548711,-114.47327973012,780-696-3594,,,Source
TEMPLE MEDICAL CLINIC PHARMACY,TYPE 4,,,,,,,108-5401 TEMPLE DR NE,CALGARY,,Calgary,51.085143024829,-113.95698543239,403-460-0303,,,Source
SPROULES MOUNTVIEW IDA,TYPE 4,,,,,,,3757 43 AVE,RED DEER,,Calgary,52.259370855902,-113.795648289797,403-347-2345,,,Source
RIMBEY PHARMASAVE #375,TYPE 4,,,,,,,4934 50 AVE,RIMBEY,,Calgary,52.63990799537,-114.236761554756,403-843-3714,,,Source
SHOPPERS DRUG MART #2403,TYPE 4,,,,,,,101-600 SADDLETOWNE CIR NE,CALGARY,,Calgary,51.126037350122,-113.945173030542,403-568-7143,,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,Source
GRASSROOTS PHARMACY,TYPE 4,,,,,,,103A-1205 BOW VALLEY TR,CANMORE,,Calgary,51.091795419649,-115.350858443659,403-609-4100,,https://www.grassrootspharmacy.ca,Source
APOLLO CLINICAL PHARMACY,TYPE 4,,,,,,,6570 170 AVE NW,EDMONTON,,Calgary,53.633740693297,-113.442222844249,780-476-4747,,https://www.apollopharmacy.ca,Source
MEDICARE PHARMACY,TYPE 4,,,,,,,103-70 COUNTRY HILLS LANDNG NW,CALGARY,,Calgary,51.141783313632,-114.07286481536,587-356-3790,,,Source
