,facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
5573,Ontario Diagnostic Centre (ODC) - Etobicoke,Independent Health Facility,,2540794 Ontario Inc.,,,,,85 The East Mall,Toronto,ON,M8Z5W4,Province of Ontario,-79.548668734,43.6198988720001,,,
5574,Carling Pulmonary Function Services,Independent Health Facility,,Carling Pulmonary Function Services Inc.,,,,,1081 Carling Avenue,Ottawa,ON,K1Y4G2,Province of Ontario,-75.723681044,45.3908543490001,,,
5575,North York Pulmonary Function Center Inc.,Independent Health Facility,,North York Pulmonary Function Center Inc.,,,,,2 Champagne Drive,Toronto,ON,M3J2C5,Province of Ontario,-79.472008622,43.7664573010001,,,
5576,X-Ray Associates,Independent Health Facility,,Di-Med Services Limited,,,,,250 Harding Boulevard,Richmond Hill,ON,L4C9M7,Province of Ontario,-79.447801324,43.8684598200001,,,
5577,Aurora Medical Centre X-Ray & Ultrasound,Independent Health Facility,,Sylvan Brook Holdings Ltd.,,,,,15017 Yonge Street,Aurora,ON,L4G1M5,Province of Ontario,-79.4658874409999,43.993998241,,,
5578,Dr. Robert B. Morgan,Independent Health Facility,,Dr. Robert B. Morgan,,,,,879 Shefford Road,Ottawa,ON,K1J8H9,Province of Ontario,-75.5894080049999,45.4532626650001,,,
5579,Turnbull Diagnostic Imaging,Independent Health Facility,,Peterborough Radiology Associates Ltd.,,,,,170 Simcoe Street,Peterborough,ON,K9H2H7,Province of Ontario,-78.3203945,44.3047977480001,,,
5580,Courtice Health Centre,Independent Health Facility,,795292 Ontario Limited,,,,,1450 Highway,Courtice,ON,L1E3C3,Province of Ontario,-78.807617022,43.907412256,,,
5581,Dragon City X-Ray & Ultrasound,Independent Health Facility,,1900476 Ontario Inc.,,,,,280 Spadina Avenue,Toronto,ON,M5T3A5,Province of Ontario,-79.3983828889999,43.652644084,,,
5582,Dr. Kranemann Medicine Professional Corporation,Independent Health Facility,,Dr. Kranemann Medicine Professional Corporation,,,,,4100 Yonge Street,Toronto,ON,M2P2B7,Province of Ontario,-79.4080565,43.7460406000001,,,
5583,Dixie X-Ray Associates - Highpoint,Independent Health Facility,,Dixie X-Ray Associates Limited,,,,,3461 Dixie Road,Mississauga,ON,L4Y3X4,Province of Ontario,-79.596383749,43.6185319690001,,,
5584,The Boardwalk X-Ray & Ultrasound,Independent Health Facility,,Clearview Diagnostic Imaging Inc.,,,,,430 The Boardwalk,Waterloo,ON,N2T0C1,Province of Ontario,-80.56408834,43.438783592,,,
5585,160 Bloor Street East Ultrasound,Independent Health Facility,,1582235 Ontario Limited,,,,,160 Bloor Street East,Toronto,ON,M4W1B9,Province of Ontario,-79.382987385,43.6716334880001,,,
5586,Leamington Sleep Laboratory (Essex) Ltd.,Independent Health Facility,,Leamington Sleep Laboratory (Essex) Ltd.,,,,,33 Princess Street,Leamington,ON,N8H5C5,Province of Ontario,-82.5987880499999,42.0518871470001,,,
5587,Main X-Ray & Ultrasound Clinic Inc.,Independent Health Facility,,Main X-Ray & Ultrasound Clinic Inc.,,,,,700 Main Street East,Hamilton,ON,L8M1K7,Province of Ontario,-79.8418887939999,43.2480223920001,,,
5588,Metro Radiology (Wilson),Independent Health Facility,,2456462 Ontario Limited,,,,,1275 Finch Avenue West,Toronto,ON,M3J2G5,Province of Ontario,-79.487528927,43.7639438,,,
5589,Pape Avenue X-Ray Ltd.,Independent Health Facility,,Pape Avenue X-Ray Ltd.,,,,,757 Pape Avenue,Toronto,ON,M4K3T1,Province of Ontario,-79.345111774,43.680344592,,,
5590,Can Med Equipment Inc.,Independent Health Facility,,Can Med Equipment Inc.,,,,,1919 Riverside Drive,Ottawa,ON,K1H1A2,Province of Ontario,-75.668425226,45.3970384520001,,,
5591,Rockland Imaging,Independent Health Facility,,The Dove Health Corporation,,,,,2741 Chamberland Street,Clarence-Rockland,ON,K4K0B8,Province of Ontario,-75.301246717,45.5445083920001,,,
5592,Dufferin Medical Imaging Centre,Independent Health Facility,,2444271 Ontario Inc.,,,,,2045 Dufferin Street,Toronto,ON,M6E3R4,Province of Ontario,-79.446262807,43.6864699880001,,,
5593,Uptown Eye Specialists,Independent Health Facility,,Uptown Eye Specialists Inc.,,,,,2180 Steeles Avenue West,Vaughan,ON,L4K2Z5,Province of Ontario,-79.493855631,43.782581103,,,
5594,Wilson Medical Centre X-Ray & Ultrasound,Independent Health Facility,,Wilson Medical Centre Inc.,,,,,130 Wilson Street,Hamilton,ON,L8R1E2,Province of Ontario,-79.861930501,43.2570696930001,,,
5595,Toronto Sleep Clinic,Independent Health Facility,,Metro Health Network Inc.,,,,,5 Fairview Mall Drive,Toronto,ON,M2J2Z1,Province of Ontario,-79.347879184,43.7785762090001,,,
5596,Universal Sleep Disorder Clinic,Independent Health Facility,,Universal Sleep Disorder Clinic Inc.,,,,,2888 Bathurst Street,Toronto,ON,M6B4H6,Province of Ontario,-79.428766404,43.7138063940001,,,
5597,Markham Mammography Clinic,Independent Health Facility,,1582235 Ontario Limited,,,,,39 Main Street,Markham,ON,L3P1X3,Province of Ontario,-79.259759864,43.8754954300001,,,
5598,Richmond Hill Sleep and Lung Institute,Independent Health Facility,,2099996 Ontario Inc.,,,,,330 Highway 7 East,Richmond Hill,ON,L4B3P8,Province of Ontario,-79.3989937059999,43.841276017,,,
5599,Madawaska Valley Family Health Team,Family Health Team - Contract,,,,,,,21 St. Francis Memorial Drive,Barry's Bay,ON,K0J1B0,Province of Ontario,-77.694681503,45.482281678,,,
5600,Rideau St. Lawrence Family Health Team,Family Health Team - Contract,,,,,,,547 St. Lawrence Street,Winchester,ON,K0C2K0,Province of Ontario,-75.351186796,45.090378512,,,
5601,Mattawa Family Health Team,Family Health Team - Contract,,,,,,,217 Turcotte Park Road,Mattawa,ON,P0H1V0,Province of Ontario,-78.7134451169999,46.3111026670001,,,
5602,Kapuskasing and Area Family Health Team,Family Health Team - Contract,,,,,,,101 Progress Crescent,Kapuskasing,ON,P5N3H5,Province of Ontario,-82.427585818,49.4256192440001,,,
5603,Alexandra Hospital,TYPE 1,,Alexandra Hospital,,,,,29 Noxon Street,Ingersoll,ON,N5C3V6,Province of Ontario,-80.874819601,43.0319280050001,,,
5604,Alexandra Marine and General Hospital,TYPE 1,,Alexandra Marine and General Hospital,,,,,120 Napier Street,Goderich,ON,N7A1W5,Province of Ontario,-81.706019928,43.7502933900001,,,
5605,Almonte General Hospital,TYPE 1,,Almonte General Hospital,,,,,75 Spring Street,Almonte,ON,K0A1A0,Province of Ontario,-76.189938485,45.2284927010001,,,
5606,Anson General Hospital,TYPE 1,,Anson General Hospital,,,,,58 Anson Drive,Iroquois Falls,ON,P0K1E0,Province of Ontario,-80.6856502489999,48.7686273470001,,,
5607,Arnprior Regional Health,TYPE 1,,Arnprior Regional Health,,,,,350 John Street North,Arnprior,ON,K7S2P6,Province of Ontario,-76.3522015569999,45.44092793,,,
5608,Atikokan General Hospital,TYPE 1,,Atikokan General Hospital,,,,,120 Dorothy Street,Atikokan,ON,P0T1C0,Province of Ontario,-91.598448441,48.7536161370001,,,
5609,Baycrest Hospital - North York,TYPE 1,,Baycrest Hospital,,,,,3560 Bathurst Street,Toronto,ON,M6A2E1,Province of Ontario,-79.432360406,43.7303359960001,,,
5610,Bellwood Health Services,TYPE 1,,Bellwood Health Services,,,,,1020 McNicoll Avenue,Toronto,ON,M1W2J6,Province of Ontario,-79.334036982,43.804255514,,,
5611,Bingham Memorial Hospital,TYPE 1,,Bingham Memorial Hospital,,,,,507 8th Avenue,Matheson,ON,P0K1N0,Province of Ontario,-80.469769548,48.539318225,,,
5612,Blanche River Health - Englehart,TYPE 1,,Blanche River Health,,,,,61 Fifth Street,Englehart,ON,P0J1H0,Province of Ontario,-79.878549866,47.8229814480001,,,
5613,Blanche River Health - Kirkland,TYPE 1,,Blanche River Health,,,,,145 Government Road East,Kirkland Lake,ON,P2N3P4,Province of Ontario,-80.0194701519999,48.156276491,,,
5614,Bluewater Health - Petrolia,TYPE 1,,Bluewater Health,,,,,450 Blanche Street,Petrolia,ON,N0N1R0,Province of Ontario,-82.147994785,42.8783287160001,,,
5615,Bluewater Health - Sarnia,TYPE 1,,Bluewater Health,,,,,89 Norman Street,Sarnia,ON,N7T6S3,Province of Ontario,-82.388966269,42.977669722,,,
5616,Brant Community Healthcare - Brantford General,TYPE 1,,Brant Community Healthcare System,,,,,200 Terrace Hill Street,Brantford,ON,N3R1G9,Province of Ontario,-80.275810523,43.152618255,,,
5617,Brant Community Healthcare - Willet,TYPE 1,,Brant Community Healthcare System,,,,,238 Grand River St. North,Paris,ON,N3L2N7,Province of Ontario,-80.386509863,43.2047051590001,,,
5618,Brockville General Hospital,TYPE 1,,Brockville General Hospital,,,,,75 Charles Street,Brockville,ON,K6V1S8,Province of Ontario,-75.6820940649999,44.597870513,,,
5619,Brockville Mental Health Centre,TYPE 1,,Royal Ottawa Health Care Group,,,,,1804 Highway 2 East,Brockville,ON,K6V5W7,Province of Ontario,-75.664541159,44.602791315,,,
5620,Bruyere Continuing Care - Elisabeth Bruyere Hospital,TYPE 1,,Bruyere Continuing Care,,,,,43 Bruyere Street,Ottawa,ON,K1N5C8,Province of Ontario,-75.696879539,45.4317494570001,,,
5621,Bruyere Continuing Care - Saint-Vincent Hospital,TYPE 1,,Bruyere Continuing Care,,,,,60 Cambridge Street North,Ottawa,ON,K1R7A5,Province of Ontario,-75.708132741,45.413421853,,,
5622,Cambridge Memorial Hospital,TYPE 1,,Cambridge Memorial Hospital,,,,,700 Coronation Blvd,Cambridge,ON,N1R3G2,Province of Ontario,-80.3280095599999,43.378813393,,,
5623,Campbellford Memorial Hospital,TYPE 1,,Campbellford Memorial Hospital,,,,,146 Oliver Road,Campbellford,ON,K0L1L0,Province of Ontario,-77.789565029,44.3122899730001,,,
5624,Carleton Place and District Memorial Hospital,TYPE 1,,Carleton Place and District Memorial Hospital,,,,,211 Lake Avenue East,Carleton Place,ON,K7C1J4,Province of Ontario,-76.136117859,45.1407796880001,,,
5625,Casey House Hospice,TYPE 1,,Casey House Hospice,,,,,9 Huntley Street,Toronto,ON,M4Y1P2,Province of Ontario,-79.377861584,43.6686829880001,,,
5626,Centre For Addiction and Mental Health - College Street Site,TYPE 1,,Centre For Addiction and Mental Health,,,,,250 College Street,Toronto,ON,M5T1R8,Province of Ontario,-79.398958689,43.6582229850001,,,
5627,Centre For Addiction and Mental Health - Queen Street Site,TYPE 1,,Centre For Addiction and Mental Health,,,,,1001 Queen Street West,Toronto,ON,M6J1H4,Province of Ontario,-79.418147394,43.6443017820001,,,
5628,Chapleau Health Services,TYPE 1,,Services De Sante De Chapleau Health Services,,,,,6 Broomhead Road,Chapleau,ON,P0M1K0,Province of Ontario,-83.41508843,47.840239954,,,
5629,Chatham-Kent Health Alliance - Chatham Site,TYPE 1,,Chatham-Kent Health Alliance,,,,,80 Grand Avenue West,Chatham?á,ON,N7M5L9,Province of Ontario,-82.194017757,42.40588433,,,
5630,Chatham-Kent Health Alliance - Sydenham Site,TYPE 1,,Chatham-Kent Health Alliance,,,,,325 Margaret Avenue,Wallaceburg,ON,N8A2A7,Province of Ontario,-82.366900027,42.597386756,,,
5631,Children's Hospital Of Eastern Ontario,TYPE 1,,Children's Hospital of Eastern Ontario,,,,,401 Smyth Road,Ottawa,ON,K1H8L1,Province of Ontario,-75.652759121,45.399055253,,,
5632,Collingwood General and Marine Hospital,TYPE 1,,Collingwood General and Marine Hospital,,,,,459 Hume Street,Collingwood,ON,L9Y1W8,Province of Ontario,-80.202745723,44.498109792,,,
5633,Cornwall Community Hospital,TYPE 1,,Cornwall Community Hospital,,,,,840 McConnell Avenue,Cornwall,ON,K6H5S5,Province of Ontario,-74.718615281,45.0290305280001,,,
5634,Deep River and District Hospital,TYPE 1,,Deep River and District Hospital,,,,,117 Banting Drive,Deep River,ON,K0J1P0,Province of Ontario,-77.476429288,46.091008689,,,
5635,Don Mills Surgical Unit,TYPE 1,,Don Mills Surgical Unit,,,,,20 Wynford Drive,North York,ON,M3C1J4,Province of Ontario,-79.3361774749999,43.7236162,,,
5636,Dryden Regional Health Centre,TYPE 1,,Dryden Regional Health Centre,,,,,58 Goodall Street,Dryden,ON,P8N2Z6,Province of Ontario,-92.8390227,49.7697095710001,,,
5637,Erie Shores HealthCare,TYPE 1,,Erie Shores HealthCare,,,,,194 Talbot St. West,Leamington,ON,N8H1N9,Province of Ontario,-82.6149196549999,42.0493572460001,,,
5638,Dr. Bob Kemp Hospice Foundation Inc.,TYPE 3,,HAMILTON Dr. Bob Kemp Hospice,,,,,277 Stone Church Road East,Hamilton,ON,L9B1B1,Province of Ontario,-79.8766307019999,43.2090573840001,,,
5639,Espanola General Hospital,TYPE 1,,Espanola General Hospital,,,,,825 McKinnon Dr.,Espanola,ON,P5E1R4,Province of Ontario,-81.78005331,46.2478609,,,
5640,Four Counties Health Services,TYPE 1,,Four Counties Health Services Corporation,,,,,1824 Concession Dr,Newbury,ON,N0L1Z0,Province of Ontario,-81.788859356,42.682423499,,,
5641,Georgian Bay General Hospital - Midland,TYPE 1,,Georgian Bay General Hospital,,,,,1112 St Andrew's Dr,Midland,ON,L4R4P4,Province of Ontario,-79.9116449529999,44.7418862480001,,,
5642,Georgian Bay General Hospital - Penetanguishene,TYPE 1,,Georgian Bay General Hospital,,,,,25 Jeffery St,Penetanguishene,ON,L9M1K6,Province of Ontario,-79.929510061,44.768401752,,,
5643,Geraldton District Hospital,TYPE 1,,Geraldton District Hospital,,,,,500 Hogarth Avenue,Geraldton,ON,P0T1M0,Province of Ontario,-86.954945148,49.7228036970001,,,
5644,Glengarry Memorial Hospital,TYPE 1,,Glengarry Memorial Hospital,,,,,20260 County Road 43,Alexandria,ON,K0C1A0,Province of Ontario,-74.6453102789999,45.3070092790001,,,
5645,Grand River Hospital - Freeport,TYPE 1,,Grand River Hospital,,,,,3570 King St. East,Kitchener,ON,N2A2W1,Province of Ontario,-80.4127279909999,43.424166396,,,
5646,Grand River Hospital - Kitchener-Waterloo,TYPE 1,,Grand River Hospital,,,,,835 King St. West,Kitchener,ON,N2G1G3,Province of Ontario,-80.511563625,43.4571425980001,,,
5647,Grey Bruce Health Services - Lion's Head,TYPE 1,,Grey Bruce Health Services,,,,,22 Moore Street,Lion's Head,ON,N0H1W0,Province of Ontario,-81.2490512049999,44.9858666220001,,,
5648,Grey Bruce Health Services - Markdale,TYPE 1,,Grey Bruce Health Services,,,,,55 Isla Street,Markdale,ON,N0C1H0,Province of Ontario,-80.6508746489999,44.3176435400001,,,
5649,Grey Bruce Health Services - Meaford,TYPE 1,,Grey Bruce Health Services,,,,,229 Nelson Street West,Meaford,ON,N4L1A3,Province of Ontario,-80.600361961,44.6063274910001,,,
5650,Grey Bruce Health Services - Owen Sound,TYPE 1,,Grey Bruce Health Services,,,,,1800 8th Street East,Owen Sound,ON,N4K6M9,Province of Ontario,-80.912385956,44.567460569,,,
5651,Grey Bruce Health Services - Southampton,TYPE 1,,Grey Bruce Health Services,,,,,340 High Street,Southampton,ON,N0H2L0,Province of Ontario,-81.365869093,44.4933895340001,,,
5652,Grey Bruce Health Services - Wiarton,TYPE 1,,Grey Bruce Health Services,,,,,369 Mary Street,Wiarton,ON,N0H2T0,Province of Ontario,-81.138626645,44.7383352860001,,,
5653,Groves Memorial Community Hospital,TYPE 1,,Groves Memorial Community Hospital,,,,,235 Union Street East,Fergus,ON,N1M1W3,Province of Ontario,-80.3733344039999,43.705096747,,,
5654,Guelph General Hospital,TYPE 1,,Guelph General Hospital,,,,,115 Delhi Street,Guelph,ON,N1E4J4,Province of Ontario,-80.253818052,43.555818227,,,
5655,Haldimand War Memorial Hospital,TYPE 1,,Haldimand War Memorial Hospital,,,,,206 John Street,Dunnville,ON,N1A2P7,Province of Ontario,-79.624258196,42.9060141410001,,,
5656,Haliburton Highlands Health Services - Haliburton,TYPE 1,,Haliburton Highlands Health Services,,,,,7199 Gelert Road,Haliburton,ON,K0M1S0,Province of Ontario,-78.528506234,45.038321464,,,
5657,Haliburton Highlands Health Services - Minden,TYPE 1,,Haliburton Highlands Health Services,,,,,6 McPherson Street,Minden,ON,K0M2K0,Province of Ontario,-78.730710589,44.925941935,,,
5658,Halton Healthcare Services - Georgetown,TYPE 1,,Halton Healthcare Services,,,,,1 Princess Anne Dr.,Georgetown,ON,L7G2B8,Province of Ontario,-79.932221558,43.644240358,,,
5659,Halton Healthcare Services - Milton,TYPE 1,,Halton Healthcare Services,,,,,7030 Derry Road,Milton,ON,L9T7H6,Province of Ontario,-79.8698148249999,43.497908635,,,
5660,Halton Healthcare Services - Oakville Trafalgar Memorial,TYPE 1,,Halton Healthcare Services,,,,,3001 Hospital Gate,Oakville,ON,L6M0L8,Province of Ontario,-79.766597288,43.448925731,,,
5661,Hamilton Health Sciences - General,TYPE 1,,Hamilton Health Sciences,,,,,237 Barton St. East,Hamilton,ON,L8L2X2,Province of Ontario,-79.8543369989999,43.2613059940001,,,
5662,Hamilton Health Sciences - Juravinski,TYPE 1,,Hamilton Health Sciences,,,,,711 Concession St.,Hamilton,ON,L8V1C3,Province of Ontario,-79.845357195,43.239315591,,,
5663,Hamilton Health Sciences - McMaster,TYPE 1,,Hamilton Health Sciences,,,,,1200 Main St. West,Hamilton,ON,L8N3Z5,Province of Ontario,-79.917157819,43.257964691,,,
5664,Hamilton Health Sciences - St. Peter's Hospital,TYPE 1,,Hamilton Health Sciences,,,,,88 Maplewood Avenue,Hamilton,ON,L8M1W9,Province of Ontario,-79.837122493,43.2451447920001,,,
5665,Hamilton Health Sciences - UCC,TYPE 1,,Hamilton Health Sciences,,,,,690 Main Street West,Hamilton,ON,L8S1A4,Province of Ontario,-79.897683413,43.2601189920001,,,
5666,Hamilton Health Sciences - West Lincoln,TYPE 1,,Hamilton Health Sciences,,,,,169 Main Street East,Grimsby,ON,L3M5J5,Province of Ontario,-79.542141094,43.1877288950001,,,
5667,Hanover and District Hospital,TYPE 1,,Hanover and District Hospital,,,,,90-7th Avenue,Hanover,ON,N4N2G9,Province of Ontario,-81.028211152,44.142036191,,,
5668,Hawkesbury And District General Hospital,TYPE 1,,Hawkesbury And District General Hospital,,,,,"1111, rue Ghislain",Hawkesbury,ON,K6A3G5,Province of Ontario,-74.6079208899999,45.59876503,,,
5669,Headwaters Health Care Centre - Dufferin,TYPE 1,,Headwaters Health Care Centre,,,,,100 Rolling Hills Dr,Orangeville,ON,L9W4X9,Province of Ontario,-80.072355128,43.9208478990001,,,
5670,Health Sciences North - Ramsay Lake Health Centre,TYPE 1,,Health Sciences North,,,,,41 Ramsey Lake Road,Sudbury,ON,P3E5J1,Province of Ontario,-80.996077981,46.469438677,,,
5671,Health Sciences North - Sudbury Mental Health and Addictions Centre,TYPE 1,,Health Sciences North,,,,,680 Kirkwood Drive,Sudbury,ON,P3E1X3,Province of Ontario,-80.964927872,46.4787993800001,,,
5672,Holland Bloorview Kids Rehabilitation Hospital,TYPE 1,,Holland Bloorview Kids Rehabilitation Hospital,,,,,150 Kilgour Road,Toronto,ON,M4G1R8,Province of Ontario,-79.372689786,43.717856597,,,
5673,Homewood Health Centre,TYPE 1,,Homewood Health Centre,,,,,150 Delhi Street,Guelph,ON,N1E6K9,Province of Ontario,-80.256551653,43.557724727,,,
5674,Hopital Montfort,TYPE 1,,Hopital Montfort,,,,,713 chemin Montreal,Ottawa,ON,K1K0T2,Province of Ontario,-75.638415021,45.444000761,,,
5675,Hornepayne Community Hospital,TYPE 1,,Hornepayne Community Hospital,,,,,278 Front Street,Hornepayne,ON,P0M1Z0,Province of Ontario,-84.774449362,49.21101737,,,
5676,Hotel Dieu Hospital of Cornwall,TYPE 1,,Hotel Dieu Hospital of Cornwall,,,,,14 York St,Cornwall,ON,K6J5T2,Province of Ontario,-74.731803484,45.015202425,,,
5677,Hotel Dieu Shaver Health and Rehabilitation Centre (Religions Hospital of St. Joseph),TYPE 1,,Hotel Dieu Shaver Health and Rehabilitation Centre,,,,,541 Glenridge Avenue,St. Catharines,ON,L2S3A1,Province of Ontario,-79.243405794,43.1230997980001,,,
5678,Hotel-Dieu Grace Healthcare,TYPE 1,,Hotel-Dieu Grace Healthcare,,,,,1453 Prince Road,Windsor,ON,N9C3Z4,Province of Ontario,-83.0632320139999,42.286716266,,,
5679,Humber River Hospital - Church (Memorial),TYPE 1,,Humber River Hospital,,,,,200 Church Street,Etobicoke,ON,M9N1N8,Province of Ontario,-79.509600129,43.7083757890001,,,
