idx,facility_name,facility_type,health_authority,alternative_name,number_beds,longitude,latitude,street_addr,city,province,postal_code,phone,provider
370,Western Human Resource Corp.,Residential Care,Fraser Health,Manuel House,,-122.5828916,49.0324939,1709 232nd St,Langley,BC,V2Z 1K7,(604)514-0146,Province of British Columbia
371,posAbilities Association of BC,Residential Care,Fraser Health,Maple Ridge House,,-122.5783552,49.2245368,12210 232A St,Maple Ridge,BC,V2X 0R2,(604)466-3241,Province of British Columbia
372,Maple Ridge Seniors Village 3 LLP,Residential Care,Fraser Health,Maple Ridge Seniors Village,108,-122.6084592,49.2193789,22141 119th Ave,Maple Ridge,BC,V2X 2Y7,(604)466-3053,Province of British Columbia
373,Fraser Health,Residential Care,Fraser Health,Maple Ridge Treatment Centre,,-122.6051618,49.2137784,22269 Callaghan Ave,Maple Ridge,BC,V2X 2E2,(604)467-3471,Province of British Columbia
374,Maplewood Care Society,Residential Care,Fraser Health,Maplewood House,78,-122.3091484,49.0366071,1919 Jackson St,Abbotsford,BC,V2S 2Z8,(604)853-5585,Province of British Columbia
375,Sherwood Crescent Manor Ltd.,Residential Care,Fraser Health,Mayfair (The),84,-122.2976893,49.039494,33433 Marshall Rd,Abbotsford,BC,V2S 1K8,(604)855-7217,Province of British Columbia
376,Milieu Family Services Inc.,Residential Care,Fraser Health,McLean House,,-122.7584245,49.2685908,1587 Manning Ave,Port Coquitlam,BC,V3B 1K6,(604)582-1811,Province of British Columbia
377,Arcus Community Resources,Residential Care,Fraser Health,Meadowbrook,,-122.635215,49.2279306,12412 Meadowbrook Pl,Maple Ridge,BC,V4R 2H6,(604)460-1235,Province of British Columbia
378,Mennonite Benevolent Society,Residential Care,Fraser Health,Menno Place - Menno Home,196,-122.3120543,49.0400757,32910 Brundige Ave,Abbotsford,BC,V2S 1N2,(604)853-2411,Province of British Columbia
379,Community Living Society,Residential Care,Fraser Health,Mentmore,,-122.8702195,49.2503872,523 Mentmore St,Coquitlam,BC,V3J 4P5,(604)931-6551,Province of British Columbia
380,MSA Society For Community Living,Residential Care,Fraser Health,Mill Lake Residence,,-122.3077854,49.0481178,33056 Mill Lake Rd,Abbotsford,BC,V2S 2A3,(604)854-2911,Province of British Columbia
381,Pioneer Community Living Association,Residential Care,Fraser Health,Millers Way,,-122.9356156,49.2204279,7710 15th Ave,Burnaby,BC,V3N 1W5,(604)526-8311,Province of British Columbia
382,posAbilities Association of British Columbia,Residential Care,Fraser Health,Montgomery House,,-122.8392463,49.2368532,227 Montgomery St,Coquitlam,BC,V3K 5E7,(604)936-3171,Province of British Columbia
383,Morgan Place Holdings Ltd,Residential Care,Fraser Health,Morgan Place,141,-122.7899563,49.0613721,3288 156A St,Surrey,BC,V3Z 9T1,(604)535-7328,Province of British Columbia
384,Skipton Holdings Ltd,Residential Care,Fraser Health,Mountain View Home,,-122.0814539,49.0955256,5133 Boundary Rd,Abbotsford,BC,V3G 2N4,(604)823-6712,Province of British Columbia
385,Fraserside Community Services Society,Residential Care,Fraser Health,Mundy Street Residence,,-122.8345635,49.2400763,316 Mundy St,Coquitlam,BC,V3K 5M4,(604)931-7123,Province of British Columbia
386,Murrayville Manor Specialized Adult Care Facility Ltd.,Residential Care,Fraser Health,Murrayville Manor,,-122.6236844,49.085807,21616 46th Ave,Langley,BC,V3A 3J4,(604)530-9033,Province of British Columbia
387,L'Arche Greater Vancouver,Residential Care,Fraser Health,Nazirah House,,-123.0007978,49.2215495,4560 Imperial St,Burnaby,BC,V5J 1B6,(604)438-6579,Province of British Columbia
388,Community Living Society,Residential Care,Fraser Health,Nelson Avenue,,-122.9945668,49.2192049,7077 Nelson Ave,Burnaby,BC,V5J 4B9,(604)438-4488,Province of British Columbia
389,Burnaby Association For Community Inclusion,Residential Care,Fraser Health,Neville House,,-122.9810592,49.2141609,5675 Neville St,Burnaby,BC,V5J 2J1,(604)435-2558,Province of British Columbia
390,posAbilities Association of British Columbia,Residential Care,Fraser Health,New Britton House,,-122.9478861,49.2168932,7478 Britton St,Burnaby,BC,V3N 3A5,(604)526-8841,Province of British Columbia
391,Invicta Enterprises Inc.,Residential Care,Fraser Health,New Greenwood Lodge,,-122.8560394,49.1772682,13227 96th Ave,Surrey,BC,V3V 1Y5,(604)585-2498,Province of British Columbia
392,The New Vista Society,Residential Care,Fraser Health,New Vista Care Home,240,-122.9454294,49.2239857,7232 New Vista Pl,Burnaby,BC,V5E 3Z3,(604)521-7764,Province of British Columbia
393,Inclusion Langley Society,Residential Care,Fraser Health,Newlands Residence,,-122.6436136,49.0965714,20935 51B Ave,Langley City,BC,V3A 5W3,(604)220-4526,Province of British Columbia
394,Arcus Community Resources Ltd.,Residential Care,Fraser Health,Newton Place,,-122.8236008,49.1319666,7109 144th St,Surrey,BC,V3W 5S1,(604)543-1408,Province of British Columbia
395,Coast Mental Health dba Coast Foundation Society (1974),Residential Care,Fraser Health,NG Nair Place,,-122.5757681,49.0857337,23390 47th Ave,Langley,BC,V2Z 2S3,(604)532-1003,Province of British Columbia
396,Baltic Properties (Nicola) Ltd.,Residential Care,Fraser Health,Nicola Lodge,230,-122.737963,49.2560726,2240 Hawkins St,Port Coquitlam,BC,V3B 0M2,(604)945-0058,Province of British Columbia
397,Community Living Society,Residential Care,Fraser Health,Ninety Fifth Avenue House,,-122.7984217,49.175111,15293 95th Ave,Surrey,BC,V3R 9C5,(604)589-3653,Province of British Columbia
398,Community Living Society,Residential Care,Fraser Health,Ninety Sixth Avenue Home,,-122.7884266,49.177057,15659 96th Ave,Surrey,BC,V4N 2T6,(604)589-2225,Province of British Columbia
399,Norwegian Old People's Home Association,Residential Care,Fraser Health,Normanna Rest Home II,100,-122.9276938,49.2221123,7725 4th St,Burnaby,BC,V3N 5B6,(604)522-5812,Province of British Columbia
400,Northcrest Care Centre,Residential Care,Fraser Health,Northcrest Care Centre Ltd.,106,-122.8911054,49.126442,6771 120th St,Delta,BC,V4E 2A7,(604)597-7878,Province of British Columbia
401,Burnaby Association For Community Inclusion,Residential Care,Fraser Health,Oakland,,-122.9643356,49.2283394,6110 Sperling Ave,Burnaby,BC,V5E 2T9,(604)525-9772,Province of British Columbia
402,Thompson Community Services Inc,Residential Care,Fraser Health,One Hundred & Forty Three A Street Home,,-122.8248963,49.1607667,8689 143A St,Surrey,BC,V3W 0K4,(604)597-6952,Province of British Columbia
403,Community Living Society,Residential Care,Fraser Health,One Hundred And Fifty Eight A Street,,-122.7829494,49.1953555,10607 158A St,Surrey,BC,V4N 3J2,(604)581-5613,Province of British Columbia
404,Pacific Coast Community Resources Inc,Residential Care,Fraser Health,One Hundred And Fifty Four Street Group Home,,-122.7954223,49.0322188,1660 154th St,Surrey,BC,V4A 4R9,(604)541-1660,Province of British Columbia
405,Pacific Coast Community Resources Inc,Residential Care,Fraser Health,One Hundred And Thirty First Street Home,,-122.8597598,49.1780255,9643 131st St,Surrey,BC,V3T 3P4,(604)583-8791,Province of British Columbia
406,Burnaby Association For Community Inclusion,Residential Care,Fraser Health,Orchard Heights,,-123.0070684,49.2343626,5538 Chaffey Ave,Burnaby,BC,V5H 2S2,(604)299-3083,Province of British Columbia
407,Ilapogu Investments Inc.,Residential Care,Fraser Health,Oriole Lodge,,-122.3230039,49.0572495,32539 Oriole Cres,Abbotsford,BC,V2T 4C7,(604)504-7549,Province of British Columbia
408,Milieu Family Services Inc.,Residential Care,Fraser Health,Orion House,,-122.6586376,49.0785912,20395 42nd Ave,Langley,BC,V3A 3A6,(778)386-5982,Province of British Columbia
409,Communitas Supportive Care Society,Residential Care,Fraser Health,Osprey Home,,-122.3712483,49.057665,30772 Osprey Dr,Abbotsford,BC,V2T 5J4,(604)850-8692,Province of British Columbia
410,Pacific Developmental Pathways Ltd.,Residential Care,Fraser Health,Pacifica House,,-121.9500919,49.1262974,46110 Collins Dr,Chilliwack,BC,V2R 2G2,(604)858-3378,Province of British Columbia
411,Fraser Health Authority,Residential Care,Fraser Health,PAH Foundation Lodge (The),112,-122.7909004,49.0321648,15575 16A Ave,Surrey,BC,V4A 1T2,(778)545-6200,Province of British Columbia
412,Bernard C. Vinge & Associates (HCS) Ltd,Residential Care,Fraser Health,Parklandview,,-122.7846172,49.1635267,8833 158th St,Surrey,BC,V4N 2Y7,(604)582-9915,Province of British Columbia
413,Milieu Family Services Inc.,Residential Care,Fraser Health,Parktree House,,-122.8849992,49.1161554,12229 Parktree Cres,Surrey,BC,V3X 1Z9,(604)572-1062,Province of British Columbia
414,Hardev Randhawa,Residential Care,Fraser Health,Path To Freedom Treatment Centre Ltd.,,-122.6955133,49.1042086,19030 56th Ave,Surrey,BC,V3S 4N7,(604)576-6466,Province of British Columbia
415,Peace Portal Seniors Village 3 LLP,Residential Care,Fraser Health,Peace Portal Seniors Village,84,-122.7945296,49.0312819,15441 16th Ave,Surrey,BC,V4A 8T8,(604)535-2273,Province of British Columbia
416,Kinghaven Peardonville House Society,Residential Care,Fraser Health,Peardonville House Treatment Centre,,-122.4065114,49.0177352,825 Peardonville Rd,Abbotsford,BC,V4X 2K3,(604)856-3966,Province of British Columbia
417,Phoenix Drug and Alcohol Recovery and Education Society,Residential Care,Fraser Health,Phoenix Center Quibble Creek,,-122.8437601,49.1745123,13670 94A Ave,Surrey,BC,V3V 1N1,(604)583-7166,Province of British Columbia
418,Phoenix Drug and Alcohol Recovery and Education Society,Residential Care,Fraser Health,Phoenix House,,-122.8702674,49.1832868,9942 127A St,Surrey,BC,V3V 2 X7,(604)583-7166,Province of British Columbia
419,Pioneer Community Living Association,Residential Care,Fraser Health,Pioneer House,,-122.8881385,49.2273382,220 Sherbrooke St,New Westminster,BC,V3L 3M2,(604)521-1205,Province of British Columbia
420,"Pleasant View Housing Society, 1980",Residential Care,Fraser Health,Pleasant View (Pleasant View Housing Society),,-122.3316098,49.138258,7530 Hurd St,Mission,BC,V2V 3H9,(604)826-2154,Province of British Columbia
421,Younghusband Resources Ltd.,Residential Care,Fraser Health,Porter Lane,,-122.8613039,49.2638036,1107 Como Lake Ave,Coquitlam,BC,V3J 3N9,(604)939-5047,Province of British Columbia
422,Sources Community Resources Society,Residential Care,Fraser Health,Primrose Centre for Community Living,,-123.088506,49.0904225,4807 Georgia St,Delta,BC,V4K 2T1,(604)946-0401,Province of British Columbia
423,Community Living Society,Residential Care,Fraser Health,Quadling House A,,-122.8749883,49.2405616,820 Quadling Ave,Coquitlam,BC,V3K 2A4,(604)936-8456,Province of British Columbia
424,Community Living Society,Residential Care,Fraser Health,Quadling House B,,-122.8749883,49.2405616,820 Quadling Ave,Coquitlam,BC,V3K 2A4,(604)931-3673,Province of British Columbia
425,Mei Enterprise Ltd,Residential Care,Fraser Health,Rainbow Lodge,,-122.9332902,49.2238392,7510 6th St,Burnaby,BC,V3N 3M1,(604)526-9579,Province of British Columbia
426,Celebration and Rainbow Manor Ltd,Residential Care,Fraser Health,Rainbow Manor,,-122.7797588,49.1863581,10118 159A St,Surrey,BC,V4N 2P9,(604)583-3194,Province of British Columbia
427,Arcus Community Resources,Residential Care,Fraser Health,Rainbow Ridge Special Care Home,,-122.4497887,49.1959651,10666 277th St,Maple Ridge,BC,V2W 1M7,(604)462-9824,Province of British Columbia
428,posAbilities Association of British Columbia,Residential Care,Fraser Health,Randall House,,-122.9716122,49.2239136,6610 Gilley Ave,Burnaby,BC,V5C 5T5,(604)434-2559,Province of British Columbia
429,posAbilities Association of British Columbia,Residential Care,Fraser Health,Raven House,,-122.8474036,49.2653533,841 Levis St,Coquitlam,BC,V3J 6A2,(604)931-1547,Province of British Columbia
430,Renaissance Place Ltd.,Residential Care,Fraser Health,Renaissance Place,,-122.3146268,49.1448164,32849 12th Ave,Mission,BC,V2V 2M5,(604)826-3248,Province of British Columbia
431,Morgan Heights Care Ltd,Residential Care,Fraser Health,Residence at Morgan Heights,116,-122.7798803,49.0511752,15955 27th Ave,Surrey,BC,V3S 3W3,(604)535-1118,Province of British Columbia
432,Pacific Coast Community Resources Inc,Residential Care,Fraser Health,River Road Residence,,-122.6403965,49.2117379,20972 River Rd,Maple Ridge,BC,V2X 1Z9,(604)466-0457,Province of British Columbia
433,Rosemary Heights Seniors Village 3 LLP,Residential Care,Fraser Health,Rosemary Heights Seniors Village,90,-122.8006006,49.0635552,15240 34th Ave,Surrey,BC,V3Z 2J9,(778)545-5000,Province of British Columbia
434,Community Living Society,Residential Care,Fraser Health,Rosewood,,-122.9377938,49.227778,7916 Rosewood St,Burnaby,BC,V5E 2H3,(604)526-2062,Province of British Columbia
435,AXR Operating (BC) GP Inc.,Residential Care,Fraser Health,Royal City Manor,165,-122.8951618,49.2153152,77 Jamieson Ct,New Westminster,BC,V3L 5P8,(604)522-6699,Province of British Columbia
436,Ruby Willows Health Care Ltd,Residential Care,Fraser Health,Ruby Willows Health Care Ltd,,-122.5663169,49.124421,6721 238th St,Langley,BC,V2Y 2H5,(604)510-7829,Province of British Columbia
437,Saint Elizabeth Health Services,Residential Care,Fraser Health,Sakura House,,-122.8527005,49.2531027,566 Schoolhouse St,Coquitlam,BC,V3J 5P3,(604)939-4342,Province of British Columbia
438,Community Living Society,Residential Care,Fraser Health,Sardis House,,-123.0029902,49.2339431,4521 Sardis St,Burnaby,BC,V5H 1K8,(604)436-1376,Province of British Columbia
439,Burnaby Association For Community Inclusion,Residential Care,Fraser Health,Sardis New Chaffey,,-122.9968143,49.2336902,4751 Sardis St,Burnaby,BC,V5H 1L4,(604)439-7635,Province of British Columbia
440,Mission Association For Community Living,Residential Care,Fraser Health,Seventh Avenue Residence,,-122.3136156,49.1399323,32886 7th Ave,Mission,BC,V2V 2C4,(604)826-5459,Province of British Columbia
441,Genarch & Francis Enterprises Ltd,Residential Care,Fraser Health,Sharondale Lodge,,-122.7287659,49.1059196,17826 57th Ave,Surrey,BC,V3S 1H3,(778)571-9609,Province of British Columbia
442,Shaughnessy Care Centre Partnership,Residential Care,Fraser Health,Shaughnessy Care Centre,66,-122.7799085,49.2606032,2250 Wilson Ave,Port Coquitlam,BC,V3C 1Z5,(604)468-4856,Province of British Columbia
443,Pacific Coast Community Resources Inc,Residential Care,Fraser Health,Shaw House,,-122.8877652,49.2437598,560 Shaw Ave,Coquitlam,BC,V3K 2R1,(604)931-5603,Province of British Columbia
444,Community Living Society,Residential Care,Fraser Health,Sidley Street,,-122.9932027,49.2171669,4942 Sidley St,Burnaby,BC,V5J 1T5,(604)430-5898,Province of British Columbia
445,"M.P.A. Motivation, Power & Achievement Society",Residential Care,Fraser Health,Skyline Lodge,,-122.3063657,49.0377195,33134 Marshall Rd,Abbotsford,BC,V2S 1K5,(604)746-7797,Province of British Columbia
446,Community Living Society,Residential Care,Fraser Health,Southern Place,,-122.3563942,49.0565308,2957 Southern Pl,Abbotsford,BC,V2T 5H7,(604)850-0955,Province of British Columbia
447,Sources Community Resources Society,Residential Care,Fraser Health,Stayte House,,-122.7789675,49.0253904,1290 160th St,Surrey,BC,V4A 4W8,(604)538-8224,Province of British Columbia
448,Suncreek Developments Ltd,Residential Care,Fraser Health,Suncreek Village,120,-122.8428221,49.1156372,13687 62nd Ave,Surrey,BC,V3X 0B5,(604)591-5177,Province of British Columbia
449,Manor Care (White Rock) Inc.,Residential Care,Fraser Health,Suncrest Retirement Community,55,-122.7977862,49.0485655,2567 King George Blvd,Surrey,BC,V4P 1H5,(604)542-6200,Province of British Columbia
450,H.O.M.E. Society,Residential Care,Fraser Health,Swensson House,,-122.4532155,49.0498844,27830 Swensson,Abbotsford,BC,V4X 1H4,(604)857-4942,Province of British Columbia
451,Tabor Home Society,Residential Care,Fraser Health,Tabor Home,118,-122.3385041,49.0466984,31944 Sunrise Cres,Abbotsford,BC,V2T 1N5,(604)859-8715,Province of British Columbia
452,Inclusion Langley Society,Residential Care,Fraser Health,Tall Timbers Residence,,-122.5551354,49.1035236,24156 56th Ave,Langley,BC,V2Z 2N9,(604)220-4526,Province of British Columbia
453,Mission Association For Community Living,Residential Care,Fraser Health,Tavernier Home,,-122.2959622,49.1440221,7815 Tavernier Terr,Mission,BC,V2V 6Z5,(604)820-0265,Province of British Columbia
454,Sienna-Baltic (Cascades) Inc.,Residential Care,Fraser Health,The Cascades,109,-121.9629698,49.160818,45586 Mcintosh Dr,Chilliwack,BC,V2P 7W8,(604)795-2500,Province of British Columbia
455,VCPC Holdings LTD,Residential Care,Fraser Health,The Chrysalis 22,,-122.8309787,49.2075008,14122 113th Ave,Surrey,BC,V3R 7H1,(604)583-9564,Province of British Columbia
456,VCPC Holdings LTD,Residential Care,Fraser Health,The Chrysalis 24,,-122.8309787,49.2075008,14124 113th Ave,Surrey,BC,V3R 7H1,(604)367-7248,Province of British Columbia
457,Classic Care Homes Ltd.,Residential Care,Fraser Health,The Classic Homestead - East,,-122.6558169,49.1365595,20445 73A Ave,Langley,BC,V2Y1V1,(604)723-0497,Province of British Columbia
458,Classic Care Homes Ltd,Residential Care,Fraser Health,The Classic Homestead - West,,-122.6563377,49.1365577,20433 73A Ave,Langley,BC,V2Y 1V1,(604)723-0497,Province of British Columbia
459,L'Arche Greater Vancouver,Residential Care,Fraser Health,The Crossing House,,-122.9953723,49.233695,4845 Sardis St,Burnaby,BC,V5H 1L4,(604)438-5594,Province of British Columbia
