,idx,facility_name,facility_type,alternative_name,longitude,latitude,street_addr,city,province,postal_code,provider,filename
2359,2359,Petawawa Centennial Family Health Team,Family Health Team - Contract,,-77.256811396,45.8935086660001,154 Civic Centre Road,Petawawa,ON,K8H3H5,Province of Ontario,ON_healthcare_facilities.csv
2360,2360,Barrie and Community Family Health Team,Family Health Team - Contract,,-79.680295842,44.3480835920001,370 Bayview Drive,Barrie,ON,L4N7L3,Province of Ontario,ON_healthcare_facilities.csv
2361,2361,Algonquin Family Health Team,Family Health Team - Contract,,-79.203824782,45.3392196830001,Howland Frank Miller Drive,Huntsville,ON,P1H1H7,Province of Ontario,ON_healthcare_facilities.csv
2362,2362,Haileybury Family Health Team,Family Health Team - Contract,,-79.6317518399999,47.4384102010001,95 Meridian Avenue,Temiskaming Shores,ON,P0J1K0,Province of Ontario,ON_healthcare_facilities.csv
2363,2363,Municipality of Assiginack Family Health Team,Family Health Team - Contract,,-81.8067650629999,45.7451953180001,23 Spragge Street,Manitowaning,ON,P0P1N0,Province of Ontario,ON_healthcare_facilities.csv
2364,2364,Blue Sky Family Health Team,Family Health Team - Contract,,-79.468312466,46.321566332,685 Bloem Street,North Bay,ON,P1B4Z5,Province of Ontario,ON_healthcare_facilities.csv
2365,2365,City of Lakes Family Health Team,Family Health Team - Contract,,-80.982006381,46.5175643860001,960 Notre Dame Avenue,Greater Sudbury,ON,P3A2T4,Province of Ontario,ON_healthcare_facilities.csv
2366,2366,Timmins Family Health Team,Family Health Team - Contract,,-81.331852528,48.4747418680001,123 Third Avenue,Timmins,ON,P4N1C6,Province of Ontario,ON_healthcare_facilities.csv
2367,2367,Espanola & Area Family Health Team,Family Health Team - Contract,,-81.783237711,46.2500865000001,801 McKinnon Drive,Espanola,ON,P5E1T2,Province of Ontario,ON_healthcare_facilities.csv
2368,2368,Marathon Family Health Team,Family Health Team - Contract,,-86.376258906,48.7180380980001,22 Peninsula Road,Marathon,ON,P0T2E0,Province of Ontario,ON_healthcare_facilities.csv
2369,2369,Fort William Family Health Team Inc.,Family Health Team - Contract,,-89.273922774,48.4236028600001,1260 Golf Links Road,Thunder Bay,ON,P7B0A1,Province of Ontario,ON_healthcare_facilities.csv
2370,2370,Dryden Regional Health Centre,Family Health Team - Contract,,-92.8386484,49.7695686710001,58 Goodall Street,Dryden,ON,P8N2Z6,Province of Ontario,ON_healthcare_facilities.csv
2371,2371,Ear Falls Community Health Centre Incorporated,Family Health Team - Contract,,-93.237243489,50.638243345,25 Spruce Street,Ear Falls,ON,P0V1T0,Province of Ontario,ON_healthcare_facilities.csv
2372,2372,Iroquois Falls Family Health Team,Family Health Team - Contract,,-80.6854328489999,48.769068147,58 Anson Drive,Iroquois Falls,ON,P0K1E0,Province of Ontario,ON_healthcare_facilities.csv
2373,2373,Athens District Family Health Team,Family Health Team - Contract,,-75.9510738559999,44.6273730070001,9 Wellington Street,Athens,ON,K0E1B0,Province of Ontario,ON_healthcare_facilities.csv
2374,2374,Atikokan Family Health Team,Family Health Team - Contract,,-91.600714642,48.7537903370001,101 Zuke Road,Atikokan,ON,P0T1C0,Province of Ontario,ON_healthcare_facilities.csv
2375,2375,Beamsville Medical Centre Family Health Team,Family Health Team - Contract,,-79.474634571,43.1641908940001,4279 Hixon Street,Lincoln,ON,L0R1B0,Province of Ontario,ON_healthcare_facilities.csv
2376,2376,Clarence-Rockland Family Health Team Inc.,Family Health Team - Contract,,-75.301246717,45.5445083920001,2741 Chamberland Street,Clarence-Rockland,ON,K4K0B4,Province of Ontario,ON_healthcare_facilities.csv
2377,2377,East Wellington Family Health Team,Family Health Team - Contract,,-80.077958617,43.781794475,6 Thompson Crescent,Erin,ON,N0B1T0,Province of Ontario,ON_healthcare_facilities.csv
2378,2378,South East Toronto Family Health Team,Family Health Team - Contract,,-79.326298869,43.690820794,833 Coxwell Avenue,Toronto,ON,M4C3E8,Province of Ontario,ON_healthcare_facilities.csv
2379,2379,Kawartha North Family Health Team,Family Health Team - Contract,,-78.735698455,44.5373230690001,50 Colborne Street,Kawartha Lakes,ON,K0M1N0,Province of Ontario,ON_healthcare_facilities.csv
2380,2380,Kirkland District Family Health Team,Family Health Team - Contract,,-80.0346344559999,48.1514982900001,2 Water Lane,Kirkland Lake,ON,P2N3M6,Province of Ontario,ON_healthcare_facilities.csv
2381,2381,Rapids Family Health Team,Family Health Team - Contract,,-82.360958861,42.9808616240001,1150 Pontiac Drive,Sarnia,ON,N7S3A7,Province of Ontario,ON_healthcare_facilities.csv
2382,2382,North Perth Family Health Team,Family Health Team - Contract,,-80.950798689,43.7322647240001,185 Inkerman Street East,Listowel,ON,N4W2N1,Province of Ontario,ON_healthcare_facilities.csv
2383,2383,Points North Family Health Team,Family Health Team - Contract,,-93.385496181,49.8552735390001,87 Spruce Street,Vermilion Bay,ON,P0V2V0,Province of Ontario,ON_healthcare_facilities.csv
2384,2384,Markham Family Health Team,Family Health Team - Contract,,-79.232386456,43.8844748330001,377 Church Street,Markham,ON,L6B1A1,Province of Ontario,ON_healthcare_facilities.csv
2385,2385,Minto-Mapleton Family Health Team,Family Health Team - Contract,,-80.6769968039999,43.7485415400001,11 Andrews Drive West,Drayton,ON,N0G1P0,Province of Ontario,ON_healthcare_facilities.csv
2386,2386,North Shore Family Health Team Corp.,Family Health Team - Contract,,-87.2683310039999,48.8082690510001,Scotia Street,Schreiber,ON,P0T2S0,Province of Ontario,ON_healthcare_facilities.csv
2387,2387,North York Family Health Team Inc.,Family Health Team - Contract,,-79.3513993829999,43.762191306,240 Duncan Mill Road,Toronto,ON,M3B3S6,Province of Ontario,ON_healthcare_facilities.csv
2388,2388,Northeastern Manitoulin Family Health Team,Family Health Team - Contract,,-81.926449627,45.9780571490001,15 Meredith Street East,Little Current,ON,P0P1K0,Province of Ontario,ON_healthcare_facilities.csv
2389,2389,North Simcoe Family Health Team,Family Health Team - Contract,,-79.872799039,44.728778048,952 Jones Road,Midland,ON,L4R4K3,Province of Ontario,ON_healthcare_facilities.csv
2390,2390,Prima Care Community Family Health Team,Family Health Team - Contract,,-80.369043956,43.1909980570001,65 Dundas Street East,Brant,ON,N3L3H1,Province of Ontario,ON_healthcare_facilities.csv
2391,2391,Portage Medical Family Health Team,Family Health Team - Contract,,-79.096855046,43.111910702,4256 Portage Road,Niagara Falls,ON,L2E6A4,Province of Ontario,ON_healthcare_facilities.csv
2392,2392,Six Nations of the Grand River Family Health Team,Family Health Team - Contract,,-80.1164719659999,43.072288648,1745 Chiefswood Road,Ohsweken,ON,N0A1M0,Province of Ontario,ON_healthcare_facilities.csv
2393,2393,Smithville Family Health Team,Family Health Team - Contract,,-79.5486134879999,43.0957737790001,230 Canboro Street,Smithville,ON,L0R2A0,Province of Ontario,ON_healthcare_facilities.csv
2394,2394,Summerville Family Health Team,Family Health Team - Contract,,-79.610820549,43.5721396600001,101 Queensway West,Mississauga,ON,L5B2P7,Province of Ontario,ON_healthcare_facilities.csv
2395,2395,Happy Valley Family Health Team Inc.,Family Health Team - Contract,,-81.151981209,43.2591741320001,268 Maiden Lane,Saint Marys,ON,N4X1B7,Province of Ontario,ON_healthcare_facilities.csv
2396,2396,Stratford Family Health Team,Family Health Team - Contract,,-80.989960267,43.363598358,342 Erie Street,Stratford,ON,N5A2N4,Province of Ontario,ON_healthcare_facilities.csv
2397,2397,University Health Network Toronto Western Family Health Team,Family Health Team - Contract,,-79.4059456909999,43.653394184,399 Bathurst Street,Toronto,ON,M5T2S8,Province of Ontario,ON_healthcare_facilities.csv
2398,2398,Scarborough Academic Family Health Team,Family Health Team - Contract,,-79.2524746509999,43.7536325090001,2901 Lawrence Avenue East,Toronto,ON,M1P2T3,Province of Ontario,ON_healthcare_facilities.csv
2399,2399,Sauble Family Health Team,Family Health Team - Contract,,-81.2574799719999,44.629434562,672 Main Street,Sauble Beach,ON,N0H2G0,Province of Ontario,ON_healthcare_facilities.csv
2400,2400,West Carleton Family Health Team,Family Health Team - Contract,,-76.031867442,45.3454710280001,119 Langstaff Drive,Ottawa,ON,K0A1L0,Province of Ontario,ON_healthcare_facilities.csv
2401,2401,Amherstburg Family Health Team,Family Health Team - Contract,,-83.10897921,42.0873564290001,721 Front Road South,Amherstburg,ON,N9V2M4,Province of Ontario,ON_healthcare_facilities.csv
2402,2402,Aurora-Newmarket Family Health Team,Family Health Team - Contract,,-79.456372344,44.060577053,531 Davis Drive,Newmarket,ON,L3Y6P5,Province of Ontario,ON_healthcare_facilities.csv
2403,2403,Bluewater Area Family Health Team,Family Health Team - Contract,,-81.6249614719999,43.421003537,6 Goshen Street South,Zurich,ON,N0M2T0,Province of Ontario,ON_healthcare_facilities.csv
2404,2404,Bridgepoint Family Health Team,Family Health Team - Contract,,-79.3536434759999,43.6669922890001,430 Broadview Avenue,Toronto,ON,M4K2N1,Province of Ontario,ON_healthcare_facilities.csv
2405,2405,Brockton and Area Family Health Team,Family Health Team - Contract,,-81.15303929,44.122026781,21 McGivern Street,Walkerton,ON,N0G2V0,Province of Ontario,ON_healthcare_facilities.csv
2406,2406,Upper Canada Family Health Team,Family Health Team - Contract,,-75.684667765,44.587280611,5 Home Street,Brockville,ON,K6V0A5,Province of Ontario,ON_healthcare_facilities.csv
2407,2407,Peninsula Family Health Team Inc.,Family Health Team - Contract,,-81.248517405,44.9863460220001,24 Moore Street,Lion's Head,ON,N0H1W0,Province of Ontario,ON_healthcare_facilities.csv
2408,2408,Burk's Falls Family Health Team,Family Health Team - Contract,,-79.4046790739999,45.616710819,150 Huston Street,Burk's Falls,ON,P0A1C0,Province of Ontario,ON_healthcare_facilities.csv
2409,2409,Woodbine Family Health Team,Family Health Team - Contract,,-79.592039056,43.716869887,135 Queen's Plate Drive,Toronto,ON,M9W6V1,Province of Ontario,ON_healthcare_facilities.csv
2410,2410,Carefirst Family Health Team,Family Health Team - Contract,,-79.390816703,43.8434993180001,420 Highway 7 East,Richmond Hill,ON,L4B3K2,Province of Ontario,ON_healthcare_facilities.csv
2411,2411,Caroline Family Health Team of Burlington,Family Health Team - Contract,,-79.792465288,43.3580460140001,3305 Harvester Road,Burlington,ON,L7N3N2,Province of Ontario,ON_healthcare_facilities.csv
2412,2412,Central Hastings Family Health Team,Family Health Team - Contract,,-77.471985543,44.505675721,52 St. Lawrence Street East,Madoc,ON,K0K2K0,Province of Ontario,ON_healthcare_facilities.csv
2413,2413,Couchiching Family Health Team,Family Health Team - Contract,,-79.427369584,44.6008723470001,119 Memorial Avenue,Orillia,ON,L3V5X1,Province of Ontario,ON_healthcare_facilities.csv
2414,2414,Credit Valley Family Health Team,Family Health Team - Contract,,-79.705546178,43.559071154,2300 Eglinton Avenue,Mississauga,ON,L5M2V8,Province of Ontario,ON_healthcare_facilities.csv
2415,2415,Dilico Anishinabek Family Care,Family Health Team - Contract,,-89.2612729589999,48.354233552,200 Anemki Place,Fort William First Nation,ON,P7J1L6,Province of Ontario,ON_healthcare_facilities.csv
2416,2416,Dufferin Area Family Health Team,Family Health Team - Contract,,-80.0993251359999,43.9212787980001,1 Elizabeth Street,Orangeville,ON,L9W7N7,Province of Ontario,ON_healthcare_facilities.csv
2417,2417,West Durham Family Health Team,Family Health Team - Contract,,-79.0948321069999,43.829713429,1105 Kingston Road,Pickering,ON,L1V1B5,Province of Ontario,ON_healthcare_facilities.csv
2418,2418,East End Family Health Team,Family Health Team - Contract,,-81.330503027,48.4761696680001,Highway 101 East,Timmins,ON,P4N8R6,Province of Ontario,ON_healthcare_facilities.csv
2419,2419,Elliot Lake Family Health Team,Family Health Team - Contract,,-82.649425405,46.385826675,31 Nova Scotia Walk,Elliot Lake,ON,P5A1Y9,Province of Ontario,ON_healthcare_facilities.csv
2420,2420,Englehart and District Family Health Team,Family Health Team - Contract,,-79.879265666,47.8226867480001,63 Fifth Street,Englehart,ON,P0J1H0,Province of Ontario,ON_healthcare_facilities.csv
2421,2421,Etobicoke Medical Centre Family Health Team,Family Health Team - Contract,,-79.548668734,43.6198988720001,85 The East Mall,Toronto,ON,M8Z5W4,Province of Ontario,ON_healthcare_facilities.csv
2422,2422,Fort Frances Community Clinic Inc.,Family Health Team - Contract,,-93.393024855,48.608197282,301 Victoria Avenue,Fort Frances,ON,P9A2C1,Province of Ontario,ON_healthcare_facilities.csv
2423,2423,Georgian Bay Family Health Team,Family Health Team - Contract,,-80.2051625239999,44.501089393,186 Erie Street,Collingwood,ON,L9Y1P6,Province of Ontario,ON_healthcare_facilities.csv
2424,2424,Greenstone Family Health Team,Family Health Team - Contract,,-86.956965649,49.723349397,510 Hogarth Avenue West,Geraldton,ON,P0T1M0,Province of Ontario,ON_healthcare_facilities.csv
2425,2425,Guelph Family Health Team,Family Health Team - Contract,,-80.247904749,43.5460521260001,55 Wyndham Street North,Guelph,ON,N1H7T8,Province of Ontario,ON_healthcare_facilities.csv
2426,2426,Kingston Family Health Team,Family Health Team - Contract,,-76.507122706,44.2394934160001,797 Princess Street,Kingston,ON,K7L1G1,Province of Ontario,ON_healthcare_facilities.csv
2427,2427,Thames Valley Family Health Team,Family Health Team - Contract,,-81.335390143,43.001390578,1385 North Routledge Park,London,ON,N6H5N5,Province of Ontario,ON_healthcare_facilities.csv
2428,2428,Alliston Family Health Team,Family Health Team - Contract,,-79.870472685,44.153822749,36 Victoria Street West,New Tecumseth,ON,L9R1V5,Province of Ontario,ON_healthcare_facilities.csv
2429,2429,Niagara Medical Group Family Health Team,Family Health Team - Contract,,-79.066185936,43.106899103,4421 Queen Street,Niagara Falls,ON,L2E2L2,Province of Ontario,ON_healthcare_facilities.csv
2430,2430,Parry Sound Family Health Team,Family Health Team - Contract,,-80.020385147,45.3433267440001,60 Bowes Street,Parry Sound,ON,P2A2L3,Province of Ontario,ON_healthcare_facilities.csv
2431,2431,Prescott Family Health Team,Family Health Team - Contract,,-75.5205071199999,44.7055409390001,555 King Street West,Prescott,ON,K0E1T0,Province of Ontario,ON_healthcare_facilities.csv
2432,2432,PikwÃ kanagÃ n Family Health Team,Family Health Team - Contract,,-77.2515644649999,45.575503913,1643 Mishomis Inamo,Golden Lake,ON,K0J1X0,Province of Ontario,ON_healthcare_facilities.csv
2433,2433,North Peel Family Health Team,Family Health Team - Contract,,-79.753159505,43.691968575,157 Queen Street East,Brampton,ON,L6W3X4,Province of Ontario,ON_healthcare_facilities.csv
2434,2434,Rideau Family Health Team,Family Health Team - Contract,,-75.69254663,45.3457681420001,3625 Rivergate Way,Ottawa,ON,K1V2A4,Province of Ontario,ON_healthcare_facilities.csv
2435,2435,Sherbourne Family Health Team,Family Health Team - Contract,,-79.3720207809999,43.6623076870001,333 Sherbourne Street,Toronto,ON,M5A2S5,Province of Ontario,ON_healthcare_facilities.csv
2436,2436,Sunset Country Family Health Team,Family Health Team - Contract,,-94.503223199,49.7665534380001,35 Wolsley Street,Kenora,ON,P9N3W7,Province of Ontario,ON_healthcare_facilities.csv
2437,2437,Taddle Creek Family Health Team,Family Health Team - Contract,,-79.386061986,43.6605061860001,790 Bay Street,Toronto,ON,M5G1N8,Province of Ontario,ON_healthcare_facilities.csv
2438,2438,Temagami Medical Centre and Family Health Team,Family Health Team - Contract,,-79.7873076499999,47.062678734,17 O'Connor Drive,Temagami,ON,P0H2H0,Province of Ontario,ON_healthcare_facilities.csv
2439,2439,Cottage Country Family Health Team,Family Health Team - Contract,,-79.31547339,45.0460651280001,205 Hiram Street,Bracebridge,ON,P1L2C1,Province of Ontario,ON_healthcare_facilities.csv
2440,2440,Westend FamilyCare Clinic Family Health Team,Family Health Team - Contract,,-75.869180284,45.2870600250001,80 Michael Cowpland Drive,Ottawa,ON,K2M1P6,Province of Ontario,ON_healthcare_facilities.csv
2441,2441,South Algonquin Family Health Team Corporation,Family Health Team - Contract,,-78.23260578,45.4938175550001,27 Medical Centre Road,Whitney,ON,K0J2M0,Province of Ontario,ON_healthcare_facilities.csv
2442,2442,Two Rivers Family Health Team,Family Health Team - Contract,,-80.313659456,43.3901022950001,350 Conestoga Boulevard,Cambridge,ON,N1R7L7,Province of Ontario,ON_healthcare_facilities.csv
2443,2443,University of Ottawa Health Services Family Health Team,Family Health Team - Contract,,-75.680394333,45.4217354560001,100 Marie Curie Private,Ottawa,ON,K1N6N5,Province of Ontario,ON_healthcare_facilities.csv
2444,2444,Wawa Family Health Team,Family Health Team - Contract,,-84.77207959,48.0008768960001,17 Government Road,Wawa,ON,P0S1K0,Province of Ontario,ON_healthcare_facilities.csv
2445,2445,Windsor Family Health Team,Family Health Team - Contract,,-83.0186021,42.288759569,2475 McDougall Street,Windsor,ON,N8X3N9,Province of Ontario,ON_healthcare_facilities.csv
2446,2446,North Huron Family Health Team,Family Health Team - Contract,,-81.3069582159999,43.884925433,285 Catherine Street,Arthur,ON,N0G2W0,Province of Ontario,ON_healthcare_facilities.csv
