,idx,facility_name,facility_type,health_authority,longitude,latitude,street_addr,city,province,phone,provider,filename
653,653,Villagio Pharmacy,Pharmacy,Southern Health-Santé Sud,-96.984551,49.44003,503 Sabourin St,St-Pierre-Jolys,MB,204-433-7897,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
654,654,Glenboro Pharmacy,Pharmacy,Prairie Mountain Health,-99.28993066199996,49.55531154800008,512 Railway Ave,Glenboro,MB,204-827-2841,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
655,655,Shoppers Drug Mart #548,Pharmacy,Winnipeg,-97.16452802699996,49.85793896800004,6000 1120 Grant Ave,Winnipeg,MB,204-453-0130,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
656,656,Shoppers Drug Mart #539,Pharmacy,Winnipeg,-97.061182,49.897289,32 1555 Regent Ave W,Winnipeg,MB,204-661-8068,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
657,657,University Centre Pharmacy (U of M),Pharmacy,Winnipeg,-97.13401313999998,49.80941465100005,RM111 University Centre Building,Winnipeg,MB,204-474-9323,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
658,658,Shoppers Drug Mart #556,Pharmacy,Winnipeg,-97.093267,49.939018,50 1128 Henderson Hwy,Winnipeg,MB,204-339-8173,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
659,659,Shoppers Drug Mart #2511,Pharmacy,Winnipeg,-97.02698511199998,49.91022489300008,201 1750 Plessis Rd,Winnipeg,MB,204-222-3400,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
660,660,Shoppers Drug Mart #538,Pharmacy,Winnipeg,-97.106812,49.831846,1 785 Dakota St,Winnipeg,MB,204-257-1639,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
661,661,Target Pharmacy,Pharmacy,Winnipeg,-97.07848446399998,49.85380918400006,35 Lakewood Blvd,Winnipeg,MB,204-258-2241,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
662,662,Home Health Care Pharmacy,Pharmacy,Prairie Mountain Health,-99.979441,49.841379,3000 Victoria Ave,Brandon,MB,204-727-7551,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
663,663,Fort Alexander Health Centre Pharmacy,Pharmacy,Interlake-Eastern,-96.843148,49.937495,Lot 70 HWY 11,Fort Alexander,MB,204-367-9900,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
664,664,Pinawa Pharmacy,Pharmacy,Interlake-Eastern,-95.875613,50.147918,40 Burrows Rd,Pinawa,MB,204-753-2324,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
665,665,Shoppers Drug Mart #534,Pharmacy,Winnipeg,-97.314297,49.883209,3665 Portage Ave W,Winnipeg,MB,204-885-1620,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
666,666,Wal-Mart Pharmacy #3069,Pharmacy,Southern Health-Santé Sud,-98.322866,49.976114,2348 Sissons Dr,Portage la Prairie,MB,204-857-5024,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
667,667,Pharmasave #451,Pharmacy,Interlake-Eastern,-96.989793632,50.63169174000006,47 Centre St,Gimli,MB,204-642-8814,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
668,668,Shoppers Drug Mart #2516,Pharmacy,Interlake-Eastern,-97.26269317799996,50.38758879100004,44 Main St Box 12,Teulon,MB,204-886-2814,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
669,669,Souris Medical Associates,Medical Clinic,Prairie Mountain Health,-100.2598311789999,49.61688301700008,31 Crescent Ave W,Souris,MB,204-483-2147,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
670,670,Family Matters Medical Centre,Medical Clinic,Winnipeg,-97.084951,49.822801,Unit X 730 St Anne's Rd,Winnipeg,MB,204-253-5320,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
671,671,Autumnwood Medical Centre,Medical Clinic,Winnipeg,-97.06435279999994,49.85906010000008,10 414 Westmount Dr,Winnipeg,MB,204-255-7430,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
672,672,Concordia Health Associates,Medical Clinic,Winnipeg,-97.06147719999996,49.91185690000003,102 1155 Concordia Ave,Winnipeg,MB,204-415-0322,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
673,673,Nine Circles Community Health Centre,Medical Clinic,Winnipeg,-97.16018079999998,49.88595140000007,705 Broadway Ave,Winnipeg,MB,204-940-6000,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
674,674,Beautiful Plains Comunity Clinic,Medical Clinic,Prairie Mountain Health,-99.46611449999996,50.22680050000008,499 MOUNTAIN Ave Box 70,Neepawa,MB,204-841-8841,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
675,675,Corner Medical Centre,Medical Clinic,Winnipeg,-97.167942,49.896538,Unit 11 794 Sargent Ave,Winnipeg,MB,204-783-6430,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
676,676,Teulon Medical Clinic,Medical Clinic,Interlake-Eastern,-97.254977,50.38745210000008,162 3rd Ave SE,Teulon,MB,204-886-2131,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
677,677,Klinic Community Health Centre,Medical Clinic,Winnipeg,-97.15895259999996,49.88422860000003,167 Sherbrook St,Winnipeg,MB,204-784-4090,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
678,678,Videl Medical Clinic,Medical Clinic,Winnipeg,-97.164211,49.896863,711 Sargent Ave,Winnipeg,MB,204-775-5160,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
679,679,Access Downtown,Medical Clinic,Winnipeg,-97.135997,49.903123,640 Main St,Winnipeg,MB,204 940-1626,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
680,680,Westwood Clinic,Medical Clinic,Winnipeg,-97.29569530199996,49.88069773300003,3320 Portage Ave,Winnipeg,MB,204-612-2990,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
681,681,Centre Medical Seine Inc.,Medical Clinic,Southern Health-Santé Sud,-96.64694289999994,49.66932180000003,100 142 Centrale Ave,Ste Anne,MB,204-422-8811,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
682,682,432 Pharmacy,Pharmacy,,-97.06725665999994,49.90787077300007,103 1107 Munroe Ave,Winnipeg,MB,204-410-6999,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
683,683,Killarney Physicians,Medical Clinic,Prairie Mountain Health,-99.663407,49.176918,86 Ellis Dr,Killarney,MB,204-523-4609,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
684,684,Dr. Michael Loudon Medical Corporation,Medical Clinic,Interlake-Eastern,-97.262666,50.38786,34 Main St,Teulon,MB,204-886-3039,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
685,685,River Park Medical Center,Medical Clinic,Winnipeg,-97.09491559999998,49.80987210000006,4 1500 Dakota St,Winnipeg,MB,204-415-6562,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
686,686,Norwood Family Medical Centre,Medical Clinic,Winnipeg,-97.12677309999998,49.88241740000007,43A Marion St,Winnipeg,MB,204-233-9477,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
687,687,Interlake Medicentres,Medical Clinic,Interlake-Eastern,-97.32409349699998,50.13060865900007,Unit 2 330 3rd Ave S,Stonewall,MB,204-467-5717,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
688,688,Rougeau Plaza Medical Centre,Medical Clinic,Winnipeg,-97.109916,49.947919,211 2110 Main St,Winnipeg,MB,204-663-0827,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
689,689,Clinique St-Boniface Clinic,Medical Clinic,Winnipeg,-97.12376489999995,49.88257220000003,343 Tache Ave,Winnipeg,MB,204-925-9560,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
690,690,7th Street Health Access Centre,Medical Clinic,Prairie Mountain Health,-99.947707,49.848981,20 7th St,Brandon,MB,204-578-4804,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
691,691,Transcona Medical Clinic,Medical Clinic,Winnipeg,-97.02187977499996,49.89634357800003,200 701 Regent Ave W,Winnipeg,MB,204-222-9173,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
692,692,Dr. I. Raza,Medical Clinic,Winnipeg,-97.150059,49.901513,110 Isabel St,Winnipeg,MB,204-942-4559,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
693,693,Eveline Street Clinic,Medical Clinic,Interlake-Eastern,-96.885648,50.129863,66 Eveline St,Selkirk,MB,204-785-5550,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
694,694,9 to 9 Walk In & Family Clinic,Medical Clinic,Winnipeg,-97.159961,49.901335,690 Notre Dame Ave,Winnipeg,MB,204-775-9584,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
695,695,Grandview Medical Clinic,Medical Clinic,Prairie Mountain Health,-100.6969697599999,51.18009830600005,644 Mill St,Grandview,MB,204-648-3028,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
696,696,Eaton Place Medical Center,Medical Clinic,Winnipeg,-97.14335224899996,49.89129173700007,81 333 St Mary Ave,Winnipeg,MB,204-942-0933,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
697,697,Rosser Medical Clinic,Medical Clinic,Prairie Mountain Health,-99.949806,49.848622,841 Rosser Ave,Brandon,MB,204-729-8588,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
698,698,Berrydale Family Medical,Medical Clinic,Winnipeg,-97.097173,49.84658,417 St Anne's Rd,Winnipeg,MB,204-255-6256,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
699,699,Aboriginal Health and Wellness Centre,Medical Clinic,Winnipeg,-97.13269819999994,49.90494890000008,215 181 Higgins Ave,Winnipeg,MB,204-925-1203,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
700,700,Mcmicken Medical Clinic,Medical Clinic,Winnipeg,-97.156387,49.892711,544 Ellice Ave,Winnipeg,MB,204-786-2496,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
701,701,Birchwood Medical Clinic,Medical Clinic,Winnipeg,-97.253088,49.875233,2416 Portage Ave,Winnipeg,MB,204-885-4456,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
702,702,Academy Skin Centre,Medical Clinic,Winnipeg,-97.192524,49.87389480000007,500 Academy Rd,Winnipeg,MB,204-957-0141,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
703,703,The Assiniboine Medical Clinic,Medical Clinic,Winnipeg,-97.27326929999998,49.88040670000004,633 Lodge Ave,Winnipeg,MB,204-958-6700 - Option 8,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
704,704,Healthway Medical,Medical Clinic,Winnipeg,-97.16856,49.886104,865 Portage Ave,Winnipeg,MB,204-783-6464,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
705,705,Bridge Care Clinic,Medical Clinic,Winnipeg,-97.145263,49.902322,Lower Level 425 Elgin Ave,Winnipeg,MB,204-940-4384,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
706,706,Greencrest Clinic,Medical Clinic,Winnipeg,-97.15664769999997,49.79262340000008,B 2750 Pembina Hwy,Winnipeg,MB,204-415-0044,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
707,707,Access Fort Garry Medical Clinic,Medical Clinic,Winnipeg,-97.148613,49.82185690000006,135 Plaza Dr,Winnipeg,MB,204-940-7100,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
708,708,Meadowood Medical Centre,Medical Clinic,Winnipeg,-97.1134914,49.82390230000004,1555 St Mary's Rd,Winnipeg,MB,204-256-4888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
709,709,Riverwood medical centre,Medical Clinic,Winnipeg,-97.16237179999996,49.86818160000007,981 Corydon Ave,Winnipeg,MB,204-452-3345,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
710,710,Plessis Medical Centre,Medical Clinic,Winnipeg,-97.026594,49.896229,12 801 Regent Ave W,Winnipeg,MB,204-222-4200,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
711,711,Southwood Professional Centre,Medical Clinic,Winnipeg,-97.156182,49.80545360000008,3rd Floor 2385 Pembina Hwy,Winnipeg,MB,204-261-3037,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
712,712,Charleswood Medical Clinic,Medical Clinic,Winnipeg,-97.25619539999995,49.86823170000008,2nd Flr 3360 Roblin Blvd,Winnipeg,MB,204-889-7200,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
713,713,PORTAGE TRAIL PEDIATRICS,Medical Clinic,Winnipeg,-97.281713,49.879587,G 3050 Portage Ave,Winnipeg,MB,204-885-6442,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
714,714,Jebamani Children's Clinic,Medical Clinic,Winnipeg,-97.175462,49.884197,B 986 Portage Ave,Winnipeg,MB,204-774-1300,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
715,715,Access River East,Medical Clinic,Winnipeg,-97.09506127299994,49.93462969700005,975 Henderson Hwy,Winnipeg,MB,204-938-5050,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
716,716,Access Transcona Primary Care Clinic,Medical Clinic,Winnipeg,-97.02895979999994,49.89623390000003,845 Regent Ave W,Winnipeg,MB,204-794-0839,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
717,717,Provencher Pediatrics,Medical Clinic,Winnipeg,-97.124195,49.891993,103 147 Provencher Blvd,Winnipeg,MB,204-233-1615,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
718,718,Tranquility Medical,Medical Clinic,Winnipeg,-97.14293724399994,49.87620200700007,196 Osborne St,Winnipeg,MB,204-306-8100,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
719,719,Stonewall Medical,Medical Clinic,Interlake-Eastern,-97.33550163899996,50.13110859300008,589 3rd Ave S,Stonewall,MB,204-467-5509,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
720,720,Access Winnipeg West Primary Care Clinic,Medical Clinic,Winnipeg,-97.27556269999997,49.88191480000006,1st Floor 280 Booth Dr,Winnipeg,MB,204-232-4871,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
721,721,Springfield Heights Medical,Medical Clinic,Winnipeg,-97.095961,49.933715,4 963 Henderson Hwy,Winnipeg,MB,204-663-4404,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
722,722,Brandon Clinic Medical Corporation,Medical Clinic,Prairie Mountain Health,-99.93800685899998,49.84020251300007,620 Dennis St,Brandon,MB,204-571-7173,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
723,723,Thompson Clinic,Medical Clinic,Northern,-97.851193,55.742003,50 Selkirk Ave,Thompson,MB,204-677-1791,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
724,724,Steinbach Family Medical Centre,Medical Clinic,Southern Health-Santé Sud,-96.67394034999997,49.53496972400006,100 381 Stonebridge Crossing,Steinbach,MB,204-326-8888,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
725,725,Hope Centre Health Care,Medical Clinic,Winnipeg,-97.14165579999997,49.91863770000003,240 Powers St,Winnipeg,MB,204-589-8354,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
726,726,Rivergrove Medical Clinic,Medical Clinic,Winnipeg,-97.087915,49.958981,2 2605 Main St,Winnipeg,MB,204-632-0024,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
727,727,Virden Medical Associates,Medical Clinic,Prairie Mountain Health,-100.92375849,49.85524120000008,455 Frame St E,Virden,MB,204-748-1345,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
728,728,Lakewood Medical Centre,Medical Clinic,Winnipeg,-97.08011819999996,49.85486070000007,34 Lakewood Blvd,Winnipeg,MB,204-257-4900 ext 240,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
729,729,ACS Pharmacy,Pharmacy,Winnipeg,-97.184953,49.905563,1332 Clifton St,Winnipeg,MB,866-712-6057,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
730,730,Sterling Lyon Pediatrics,Medical Clinic,Winnipeg,-97.19973495399996,49.84306999200004,401 1020 Lorimer Blvd,Winnipeg,MB,204-942-0949,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
731,731,Prana Family Medical Centre,Medical Clinic,Winnipeg,-97.00622689999994,49.89483790000003,208 Regent Ave W,Winnipeg,MB,204-222-6771,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
732,732,Fairview Health & Wellness Clinic,Medical Clinic,Winnipeg,-97.11588830099998,49.93945503200007,1850 Main St,Winnipeg,MB,204-942-3128,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
733,733,Norwest Co-Op Community Health,Medical Clinic,Winnipeg,-97.19327729999998,49.93650790000004,785 Keewatin St,Winnipeg,MB,204-938-5900,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
734,734,Pinawa Medical Clinic,Medical Clinic,Interlake-Eastern,-95.883815,50.151101,30 Vanier Dr,Pinawa,MB,204-753-2351,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
735,735,University Health Service,Medical Clinic,Winnipeg,-97.13015610999996,49.80958998900007,193 Dafoe Rd,Winnipeg,MB,204-474-8411,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
736,736,Dr. Jonathon Werier Medical Corp.,Medical Clinic,Winnipeg,-97.15502381499994,49.80937460300004,205 2265 Pembina Hwy,Winnipeg,MB,204-261-9761,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
737,737,Dr. Sandra Lee,Medical Clinic,Winnipeg,-97.110377,49.86428,5 St Anne's Rd,Winnipeg,MB,204-231-3355,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
738,738,Crestview Medical Clinic,Medical Clinic,Winnipeg,-97.24224549999995,49.88475510000006,B103 2080 Ness Ave,Winnipeg,MB,207-888-0999,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
739,739,Laxmi Centre,Medical Clinic,Winnipeg,-97.11956567899996,49.88228294600003,301 200 Goulet St,Winnipeg,MB,204-237-8479,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
740,740,"Drs Olson, Hilderman, Whittaker",Medical Clinic,Winnipeg,-97.155056,49.80936770000005,200 2265 Pembina Hwy,Winnipeg,MB,204-989-4207,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
741,741,Centre De Sante Saint Boniface,Medical Clinic,Winnipeg,-97.121274,49.88218370000004,2nd Floor 170 Goulet St,Winnipeg,MB,204-940-1155,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
742,742,Dr T Babick Office,Medical Clinic,Winnipeg,-97.109916,49.947919,110 2110 Main St,Winnipeg,MB,204-589-7386,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
743,743,Dr. Wilson & Dr. Dalling,Medical Clinic,Winnipeg,-97.14687279999998,49.95621540000008,102 1021 Court Ave,Winnipeg,MB,204-338-8530,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
744,744,Dr Darrin Dueck Medical Clinic,Medical Clinic,Interlake-Eastern,-96.84311859999995,49.94179130000003,622 Main St,Oakbank,MB,204-444-2934,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
745,745,Gimli Express Care Clinic,Medical Clinic,Interlake-Eastern,-96.99050889999997,50.63224290000005,50 Center St Box 40,Gimli,MB,204-641-1380,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
746,746,Aikins Community Health Centre,Medical Clinic,Winnipeg,-97.127357,49.92782890000007,601 Aikins St,Winnipeg,MB,204-940-3628,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
747,747,Minnedosa Medical Group,Medical Clinic,Prairie Mountain Health,-99.841521,50.241727,333 1ST ST SW,Minnedosa,MB,204-867-2722,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
748,748,Redwood Medical Clinic,Medical Clinic,Winnipeg,-97.118445,49.936494,203 1750 Main St,Winnipeg,MB,204-586-8426,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
749,749,Vista Medical Centre,Medical Clinic,Winnipeg,-97.11208793699996,49.81944018800004,B 1633 St Mary's Rd,Winnipeg,MB,204-257-3661,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
750,750,Alliance Pharmacy Central,Pharmacy,Winnipeg,-97.200412,49.892326,975 St James St,Winnipeg,MB,204-202-5728,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
751,751,Manitoba Clinic,Medical Clinic,Winnipeg,-97.15811703499998,49.90231831900007,790 Sherbrook St,Winnipeg,MB,204-788-5780,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
752,752,Lincoln Walk In Medical Clinic,Medical Clinic,Winnipeg,-97.15039586899996,49.85826537200006,2 756 Pembina Hwy,Winnipeg,MB,204-284-5408,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
753,753,Woo Medical Centre,Medical Clinic,Winnipeg,-97.110406,49.868565,489 St Mary's Rd,Winnipeg,MB,204-254-2360,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
754,754,Al-Shifa Medical Clinic,Medical Clinic,Winnipeg,-97.158535,49.888853,639 Portage Ave,Winnipeg,MB,204-783-4449,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
755,755,Selkirk Medical Associates - Selkirk Medical Centre,Medical Clinic,Interlake-Eastern,-96.87183069999998,50.14202270000004,353 Eveline St,Selkirk,MB,204-785-7660,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
756,756,St Vital Family Medical,Medical Clinic,Winnipeg,-97.111361,49.836394,1087 St Mary's Rd,Winnipeg,MB,204-255-2835,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
757,757,Linden Ridge Medical Centre,Medical Clinic,Winnipeg,-97.19476598799996,49.81720582400004,E 123 Scurfield Blvd,Winnipeg,MB,204-489-7790,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
758,758,Al-Shifa Pharmacy,Pharmacy,Winnipeg,-97.158535,49.888853,639 Portage Ave,Winnipeg,MB,204-772-5555,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
759,759,Health Sciences Center Internal Medicine Clinic,Medical Clinic,Winnipeg,-97.15636193599994,49.90334081800006,GE 100 820 Sherbrook St,Winnipeg,MB,204-787-7118,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
760,760,Beausejour Primary Health Care Center,Medical Clinic,Interlake-Eastern,-96.52022129999996,50.05756740000004,151 1st St S Box 550,Beausejour,MB,204-268-4966,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
761,761,Altona Clinic,Medical Clinic,Southern Health-Santé Sud,-97.55268900199997,49.10726832600005,217 5th Ave NE,Altona,MB,204-324-6447,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
762,762,Family Medical Practice,Medical Clinic,Winnipeg,-97.14301229999997,49.91523480000006,453 Selkirk Ave,Winnipeg,MB,204-791-0446,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
763,763,Mount Carmel Clinic,Medical Clinic,Winnipeg,-97.134445,49.910116,886 Main St,Winnipeg,MB,204-582-2311,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
764,764,Dakota Medical Centre,Medical Clinic,Winnipeg,-97.10460359999996,49.82907150000005,17 845 Dakota St,Winnipeg,MB,204-254-2087,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
765,765,Envoy Medical Clinic,Medical Clinic,Winnipeg,-97.14901009999994,49.90215780000005,481.5 William Ave,Winnipeg,MB,204-786-4444,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
766,766,Gateway Medical Clinic (Inside the Superstore),Medical Clinic,Winnipeg,-97.06964169999998,49.92827090000003,1035 Gateway Rd,Winnipeg,MB,204-667-5227,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
767,767,Regent Medical Clinic (Inside the Superstore),Medical Clinic,Winnipeg,-97.0663,49.89436150000006,1578 Regent Ave W,Winnipeg,MB,204-654-3083,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
768,768,Mandalay Medical Clinic,Medical Clinic,Winnipeg,-97.182969,49.947998,70 Mandalay Dr,Winnipeg,MB,204-294-5593,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
769,769,Red River Family Medical Ellice,Medical Clinic,Winnipeg,-97.164502,49.892936,724 Ellice Ave,Winnipeg,MB,204-786-4673,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
770,770,Dauphin Medical Clinic,Medical Clinic,Prairie Mountain Health,-100.0613567999999,51.14696810000004,622 3rd St SW,Dauphin,MB,204-638-6445,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
771,771,Cancercare Manitoba,Medical Clinic,Winnipeg,-97.158393,49.903161,675 Mcdermot Ave,Winnipeg,MB,204-787-2302,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
772,772,Menzies Medical Centre,Medical Clinic,Southern Health-Santé Sud,-98.09270259999994,49.18938130000004,130 30 Stephen St,Morden,MB,204-822-2601,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
773,773,Portage Clinic,Medical Clinic,Southern Health-Santé Sud,-98.278484,49.96905170000008,100 140 9th St SE,Portage la Prairie,MB,204-857-3445,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
774,774,Parkview Medicentres (Formely Parkview Medical),Medical Clinic,Winnipeg,-97.1096902,49.94786560000006,102 2110 Main St,Winnipeg,MB,204-334-9526,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
775,775,Apollo Pharmacy,Pharmacy,Winnipeg,-97.16932962199996,49.91428132600004,1200A-305 McPhillips St,Winnipeg,MB,,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
776,776,Wawanesa Clinic,Medical Clinic,Prairie Mountain Health,-99.684102,49.595461,506 Georg St,Wawanesa,MB,204-824-2993,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
777,777,Apothecary Of Morden Inc,Pharmacy,Southern Health-Santé Sud,-98.09486386799996,49.18988356300008,118 Stephen St,Morden,MB,204-822-5222,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
778,778,Health Plus Medical Centre,Medical Clinic,Winnipeg,-97.07668809999996,49.86178510000008,1075 Autumnwood Dr,Winnipeg,MB,204-594-2100,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
779,779,Windsor Park Medical Centre,Medical Clinic,Winnipeg,-97.10281371899998,49.85729527500007,215 St Anne's Rd,Winnipeg,MB,204-256-4343,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
780,780,"Selkirk Medical Group, Selkirk Medical Clinic",Medical Clinic,Interlake-Eastern,-96.871773,50.141986,353 Eveline St,Selkirk,MB,204-785-9063,Province of Manitoba,MB_covid-19_and_flu_vaccine_sites.csv
