EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
APWW,Sprott Shaw College - Nanaimo,,Private Institution,Designated,,2012-07-10,,6-140 Terminal Avenue,,,Nanaimo,British Columbia,V9R5C5,Canada,(250) 754-9600,(250) 754-9600,(250) 754-9600
APNI,Sprott Shaw College - New Westminster,,Private Institution,Designated,,1993-11-16,,88 - 6th Street,Unit 420,,New Westminster,British Columbia,V3L5B3,Canada,(604) 520-3900,(604) 520-3900,(604) 520-3900
APWV,Sprott Shaw College - Penticton,,Private Institution,Designated,,1999-07-26,,101 - 2603 Skaha Lake Road,,,Penticton,British Columbia,V2A6E8,Canada,(250) 770-2277,(250) 770-2277,(250) 770-2277
APVY,Sprott Shaw College - Richmond,,Private Institution,Designated,,2014-10-06,,7920 Cambie Road,,,Richmond,British Columbia,V6X 3K6,Canada,(604)708-8867,(604)708-8867,(604)708-8867
APNZ,Sprott Shaw College - Surrey,,Private Institution,Designated,,1994-06-17,,3-13678 100th Avenue,,,Surrey,British Columbia,V3T0H2,Canada,(604) 583-1004,(604) 583-1004,(604) 583-1004
AQDB,Sprott Shaw College - Vancouver Pender,,Private Institution,Designated,,2017-04-04,,200-789 West Pender Street,,,Vancouver,British Columbia,V6C 1H2,Canada,,,
AQDA,Sprott Shaw College - Vancouver Seymour,,Private Institution,Designated,,2017-04-03,,541 Seymour Street,,,Vancouver ,British Columbia,V6B 3H6,Canada,,,
APTF,Sprott Shaw College School of Trade,,Private Institution,Designated,,2014-11-20,,3216 Betta Avenue,,,Burnaby,British Columbia,V5G4K4,Canada,(778) 379-0410,(778) 379-0410,(778) 379-0410
APWS,Sprott Shaw College- Abbotsford,,Private Institution,Designated,,1998-12-21,,1 - 33655 Essendene Avenue,,,Abbotsford,British Columbia,V2S2G5,Canada,(604) 503-3323,(604) 503-3323,(604) 503-3323
APAO,Sprott-Shaw College - Victoria,,Private Institution,Designated,,2012-07-10,,637 Bay Street,,,Victoria,British Columbia,V8T5J2,Canada,(250) 384-8121,(250) 384-8121,(250) 384-8121
APVW,St. Mark's College,,Private Institution,Designated,,2014-07-15,,5935 Iona Dr,,,Vancouver,British Columbia,V6T 1J7,Canada,(604)822-4463,(604)822-4463,(604)822-4463
APXS,Stenberg College - Surrey,,Private Institution,Designated,,2000-11-08,,750- 13450 - 102nd ave,,,Surrey,British Columbia,V3T5X3,Canada,(604) 580-2772,(604) 580-2772,(604) 580-2772
AQDG,Sterling College,,Private Institution,Designated,,2017-10-16,,200-1111 Melville Steet,,,Vancouver,British Columbia,V6E3V6,Canada,604 736-8000,604 736-8000,604 736-8000
AQDO,Sterling College - Surrey,,Private Institution,Designated,,2018-04-20,,320 - 10362 King George Blvd,,,Surrey,British Columbia,V3T2W5,Canada,,,
AQEH,Story Institute,,Private Institution,Designated,,2020-09-04,,320 - 640 W. Broadway,,,Vancouver,British Columbia,V5Z1G4,Canada,,,
APAH,Summit Pacific College,,Private Institution,Designated,,1988-12-21,,PO Box 1700,35235 Straiton Rd,,Abbotsford,British Columbia,V2S7E7,Canada,(604) 853-7491,(604) 853-7491,(604) 853-7491
AQEC,Tamwood Careers,,Private Institution,Designated,,2020-06-04,,200-900 West Pender St.,,,Vancouver,British Columbia,V6C3B2,Canada,,,
APTN,Taylor Pro College,,Private Institution,Designated,,2010-05-28,,2654 Norris Rd,,,Kelowna,British Columbia,V1X 7L9,Canada,(250) 765-7624,(250) 765-7624,(250) 765-7624
AQES,The Cut Fashion Design Academy,,Private Institution,Designated,,2020-11-09,,1888 1st Avenue,,,Vancouver,British Columbia,V6J 1G5,Canada,,,
APTH,Think Tank Training Centre,,Private Institution,Designated,,2007-10-25,,107 West Esplanade,,,North Vancouver,British Columbia,V7M1A1,Canada,(604) 990-8265,(604) 990-8265,(604) 990-8265
APAK,Trinity Western University,,Private Institution,Designated,,1988-12-21,,7600 Glover Rd.,,,Langley,British Columbia,V2Y1Y1,Canada,(604) 888-7511,(604) 888-7511,(604) 888-7511
APOG,Tzu Chi International College of Traditional Chinese Medicine,,Private Institution,Designated,,1994-07-28,,201 - 1508 W Broadway,,,Vancouver,British Columbia,V6J1W8,Canada,(604) 731-2926,(604) 731-2926,(604) 731-2926
APTV,UA Piping Industry College of BC- Delta,,Private Institution,Designated,,2008-07-14,,101-1658 Fosters Way,Annacis Island,,Delta,British Columbia,V3M6S6,Canada,(604) 294-1931,(604) 294-1931,(604) 294-1931
APVN,UA Piping Industry College of BC-Fort St John Campus,,Private Institution,Designated,,2012-09-18,,7825 100 Ave.,,,Fort St John,British Columbia,V1J 1W1,Canada,(250)263-9595,(250)263-9595,(250)263-9595
AQAK,Universal Learning Institute - Richmond,,Private Institution,Designated,,1997-08-11,,200 - 8211 Ackroyd Road,,,Richmond,British Columbia,V6X3J9,Canada,(604) 273-2880,(604) 273-2880,(604) 273-2880
AQAY,Universal Learning Institute - Vancouver,,Private Institution,Designated,,2003-02-13,,702-333 Terminal Avenue,,,Vancouver,British Columbia,V6A4C1,Canada,(604) 637-2880,(604) 637-2880,(604) 637-2880
APUK,University Canada West - Vancouver,,Private Institution,Designated,,,,100-626 West Pender St.,,,Vancouver,British Columbia,V6B1V9,Canada,(604)431-6887,(604)431-6887,(604)431-6887
APRT,Vancouver Academy of Dramatic Arts,,Private Institution,Designated,,2006-06-26,,900 Helmcken St,,,Vancouver,British Columbia,V6Z 1B3,Canada,(604) 633-1525,(604) 633-1525,(604) 633-1525
APUI,Vancouver Acting School,,Private Institution,Designated,,2008-11-26,,210-112 3rd Ave East,,,Vancouver,British Columbia,V5T 1C8,Canada,(604) 569-1337,(604) 569-1337,(604) 569-1337
AQCN,Vancouver Animation School,,Private Institution,Designated,,2016-02-05,,270-5489 Byrne Road,,,Burnaby,British Columbia,V5J 3J1,Canada,(604)6121171,(604)6121171,(604)6121171
APVI,Vancouver Beijing College of Chinese Medicine,,Private Institution,Designated,,2012-05-22,,3135 - 8888 Odlin Cres,,,Vancouver,British Columbia,V6X 3Z8,Canada,(604)207-9389,(604)207-9389,(604)207-9389
APMW,Vancouver Career College - Abbotsford,,Private Institution,Designated,,1993-08-02,,2121 Clearbrook Road,,,Abbotsford,British Columbia,V2T4H6,Canada,(604) 850-3523,(604) 850-3523,(604) 850-3523
APWR,Vancouver Career College - Burnaby,,Private Institution,Designated,,1998-09-30,,212 - 5021 Kingsway,,,Burnaby,British Columbia,V5H4A5,Canada,(604) 438-6881,(604) 438-6881,(604) 438-6881
APYS,Vancouver Career College - Chilliwack,,Private Institution,Designated,,2016-11-17,,8392 Young Road,,,Chilliwack,British Columbia,V2P4N9,Canada,(604)850-3523,(604)850-3523,(604)850-3523
APZQ,Vancouver Career College - Coquitlam,,Private Institution,Designated,,2002-06-29,,5 - 1180 Pinetree Way,,,Coquitlam,British Columbia,V3B7L2,Canada,(604) 944-8855,(604) 944-8855,(604) 944-8855
APZJ,Vancouver Career College - Surrey,,Private Institution,Designated,,2002-05-13,,230 - 13401 108 Ave,,,Surrey,British Columbia,V3T5T3,Canada,(604) 580-2133,(604) 580-2133,(604) 580-2133
APNE,Vancouver Career College - Vancouver,,Private Institution,Designated,,1993-10-08,,5th Floor 549 Howe Street,,,Vancouver,British Columbia,V6C2C2,Canada,(604) 915-9675,(604) 915-9675,(604) 915-9675
APIX,Vancouver College of Counsellor Training,Vancouver College of Counsellor Training LTD,Private Institution,Designated,,1989-11-05,,503 333 Terminal Ave,,,Vancouver,British Columbia,V6A 4C1,Canada,(604) 683-2442,(604) 683-2442,(604) 683-2442
APUV,Vancouver College of Dental Hygiene,,Private Institution,Designated,,2009-12-17,,1205 6th Avenue ,,,New Westminster,British Columbia,V3M 2C1,Canada,(604) 215-7611,(604) 215-7611,(604) 215-7611
APRS,Vancouver College of Massage Therapy (VCMT),,Private Institution,Designated,,2006-04-06,,3rd Floor 1050 West Pender St,,,Vancouver- BC,British Columbia,V6E3S7,Canada,(604) 681-4450,(604) 681-4450,(604) 681-4450
APHO,Vancouver Film School,,Private Institution,Designated,,1988-01-11,,200 - 198 W Hasting Street,,,Vancouver,British Columbia,V6B1H2,Canada,(604) 685-5808,(604) 685-5808,(604) 685-5808
APVS,Vancouver Hairdressing Academy - Surrey,,Private Institution,Designated,,2013-05-31,,101-2828 152ND Street,,,Surrey,British Columbia,V4P 1G6,Canada,(604)616-9179,(604)616-9179,(604)616-9179
APVR,Vancouver Hairdressing Academy - Vancouver,,Private Institution,Designated,,2013-05-16,,528 West Broadway,,,Vancouver,British Columbia,V5Z 1E9,Canada,(604)616-9179,(604)616-9179,(604)616-9179
APQJ,Vancouver Institute  of Media Arts (VANARTS),,Private Institution,Designated,,1996-08-15,,600-570 Dunsmuir Street,,,Vancouver,British Columbia,V6B1Y1,Canada,(604) 682-2787,(604) 682-2787,(604) 682-2787
APSC,Vancouver Island School of Art,,Private Institution,Designated,,2006-12-05,,950 KINGS ROAD,,,Victoria- BC,British Columbia,V8T1W6,Canada,(250) 380-3500,(250) 380-3500,(250) 380-3500
APYZ,Vancouver Premier College of Hotel Management,,Private Institution,Designated,,2001-11-06,,200 - 1338 West Broadway,,,Vancouver,British Columbia,V6H1H2,Canada,(604) 730-1628,(604) 730-1628,(604) 730-1628
APUX,Vancouver School of Healing Arts,,Private Institution,Designated,,2010-02-17,,208-1125 Howe St,,,Vancouver,British Columbia,V6Z2K8,Canada,(604) 688-5060,(604) 688-5060,(604) 688-5060
APAP,Vancouver School of Theology,,Private Institution,Designated,,1988-12-21,,6015 Walter Gage Rd,,,Vancouver,British Columbia,V6T1Z1,Canada,(604) 822-9031,(604) 822-9031,(604) 822-9031
AQCX,Victoria Academy of Dramatic Arts,,Private Institution,Designated,,2016-12-02,,114-840 Humboldt St.,,,Victoria,British Columbia,V8V5B3,Canada,(250)580-2588,(250)580-2588,(250)580-2588
APUP,Victoria College of Art,,Private Institution,Designated,,2009-07-03,,1625 Bank Street,,,Victoria,British Columbia,V8R4V5,Canada,(250) 598-5422,(250) 598-5422,(250) 598-5422
APDG,Victoria Flying Club,,Private Institution,Designated,,1988-12-21,,101-1852 Canso Road,,,Sidney,British Columbia,V2L5V5,Canada,(250) 656-2833,(250) 656-2833,(250) 656-2833
APUL,Visual College of Art and Design (VCAD),,Private Institution,Designated,,2009-03-20,,500 - 626 W Pender St,,,Vancouver,British Columbia,V6B1V9,Canada,(604) 694-0019,(604) 694-0019,(604) 694-0019
APOD,West Coast College of Health Care,,Private Institution,Designated,,1994-06-27,,204 - 9648 128 Street,,,Surrey,British Columbia,V3T2X9,Canada,(604) 951-6644,(604) 951-6644,(604) 951-6644
APDJ,West Coast College of Massage Therapy - Vancouver,,Private Institution,Designated,,1988-12-21,,613 Columbia Street,,,New Westminster,British Columbia,V3M1A7,Canada,(604) 520-1844,(604) 520-1844,(604) 520-1844
APXU,West Coast College of Massage Therapy - Victoria,,Private Institution,Designated,,2000-11-15,,100 - 818 Broughton Street,,,Victoria,British Columbia,V8W1E3,Canada,(250) 381-9800,(250) 381-9800,(250) 381-9800
APDU,Westcoast Adventure College,,Private Institution,Designated,,2005-08-30,,5449 Sooke Road,RR 1,,Sooke,British Columbia,V9Z0C8,Canada,(250)642-2331,(250)642-2331,(250)642-2331
AQCQ,Western Community College,,Private Institution,Designated,,2016-03-30,,201-209 8318 120 Street,,,Surrey,British Columbia,V3M3N4,Canada,(604)594-3500,(604)594-3500,(604)594-3500
APVF,Western Maritime Institute,Maritime Education Assocation,Private Institution,Designated,,2011-08-16,,3519 Hallberg Road,,,Ladysmith,British Columbia,V9G1K1,Canada,,,
AQEZ,Westminster College,,Private Institution,Designated,,2021-03-03,,200 - 10252 City Parkway,,,Surrey,British Columbia,V3T4C2,Canada,,,
APXJ,Windsong College of Healing Arts,,Private Institution,Designated,,2000-07-27,,6199 Smith Road,,,Port Alberni,British Columbia,V9Y8M1,Canada,(250) 723-3307,(250) 723-3307,(250) 723-3307
APDI,Winston College,,Private Institution,Designated,,2015-11-13,,M11 - 4277 Kingsway,,,Burnaby,British Columbia,V5H3Z2,Canada,(604) 630-2069,(604) 630-2069,(604) 630-2069
AQET,Yorkville University - Vancouver,,Private Institution,Designated,,2020-11-09,,#300-88 Sixth Street,,,New Westminster,British Columbia,V3M 1G9,Canada,778-329-0562,778-329-0562,778-329-0562
AVAA,British Columbia Institute of Technology,,Technical and Vocational,Designated,,1988-12-21,,3700 Willingdon Ave.,,,Burnaby,British Columbia,V5G3H2,Canada,(604) 432-8555,(604) 432-8555,(604) 432-8555
AVAX,Justice Institute of British Columbia,,Technical and Vocational,Designated,,1993-02-22,,715 Mcbride Blvd.,,,New Westminster,British Columbia,V3L 5T4,Canada,(604)528-5588,(604)528-5588,(604)528-5588
AVBA,Nicola Valley Institute of Technology,,Technical and Vocational,Designated,,1995-09-01,,Main Campus,4155 Belshaw Street,,Merritt,British Columbia,V1K 1R1,Canada,2503783300,2503783300,2503783300
AVAD,Vancouver Community College ,,Technical and Vocational,Designated,,1988-12-21,,250 West Pender St.,City Centre,,Vancouver,British Columbia,V6B1S9,Canada,(604) 443-8408,(604) 443-8408,(604) 443-8408
AUAV,Capilano University ,,University,Designated,,2008-05-15,,2055 Purcell Way,,,North Vancouver,British Columbia,V7J3H5,Canada,(604) 986-1911,(604) 986-1911,(604) 986-1911
AUAW,Emily Carr University of Art + Design ,,University,Designated,,2008-05-15,,520 E 1 Avenue,,,Vancouver,British Columbia,V5T 0H2,Canada,(604) 844-3081,(604) 844-3081,(604) 844-3081
AUAX,Kwantlen Polytechnic University,,University,Designated,,2008-05-15,,12666 72 Avenue,,,Surrey,British Columbia,V3W2M8,Canada,(604) 599-2040,(604) 599-2040,(604) 599-2040
AUAJ,Royal Roads University,,University,Designated,,1989-07-18,,2005 Sooke Rd.,,,Victoria,British Columbia,V9B5Y2,Canada,(250) 391-2511,(250) 391-2511,(250) 391-2511
AUAE,Simon Fraser University,,University,Designated,,1988-12-21,,Mbc 3200,Office Of The Registrar,8888 University Drive,Burnaby,British Columbia,V5A1S6,Canada,(778) 782-3111,(778) 782-3111,(778) 782-3111
AUAP,Thompson Rivers University,,University,Designated,,2005-09-07,,Financial Aid & Awards,900 McGill Road,,Kamloops,British Columbia,V2C5N3,Canada,(250) 828-5024,(250) 828-5024,(250) 828-5024
AUAA,University of British Columbia (UBC),,University,Designated,,1988-12-21,,Student Financial Aid & Awards,Brock Hall,1036 - 1874 East Mall,Vancouver,British Columbia,V6T 1Z1,Canada,(604)822-5111,(604)822-5111,(604)822-5111
AUAG,University of Northern British Columbia,,University,Designated,,1992-10-23,,3333 University Way,,,Prince George,British Columbia,V2N 4Z9,Canada,2509606363,2509606363,2509606363
AUAF,University of Victoria,,University,Designated,,1988-12-21,,Student Awards ,Financial Aid Office,P.O. Box 3025,Victoria,British Columbia,V8W 3P2,Canada,(250)721-8423,(250)721-8423,(250)721-8423
AUAY,University of the Fraser Valley,,University,Designated,,2008-05-15,,33844 King Road,,,Abbotsford,British Columbia,V2S7M8,Canada,(604) 504-7441,(604) 504-7441,(604) 504-7441
AUAZ,Vancouver Island University,,University,Designated,,2008-05-15,,900 5th Street,,,Nanaimo,British Columbia,V9R5S5,Canada,(250) 753-3245,(250) 753-3245,(250) 753-3245
DJAA,University College of the North,The Pas Campus and Thompson Campus,Junior College,Designated,,2009-07-13,,436-7th Street East,,,The Pas,Manitoba,R9A1M7,Canada,204-677-6402,204-677-6402,204-677-6402
DPCF,Academy of Learning (South),,Private Institution,Designated,,1992-09-17,,297 St. Mary's Road,,,Winnipeg,Manitoba,R2H1J5,Canada,(204) 478-8884,(204) 478-8884,(204) 478-8884
DPCT,Academy of Learning (Steinbach),,Private Institution,Designated,,2010-04-27,,Box 25,178 Hwy 12 North,,Steinbach,Manitoba,R5G1T7,Canada,(204) 326-4188,(204) 326-4188,(204) 326-4188
DPCI,Academy of Learning (Winnipeg North),,Private Institution,Designated,,1992-12-08,,77 Redwood Avenue,2nd Floor,,Winnipeg,Manitoba,R2W5J5,Canada,(204) 582-9400,(204) 582-9400,(204) 582-9400
DPDI,Aveda Institute Winnipeg,,Private Institution,Designated,,1998-03-06,,80 Rorie Street,,,Winnipeg,Manitoba,R3B3L6,Canada,(204) 956-2693,(204) 956-2693,(204) 956-2693
DPAP,Booth University College ,Booth College,Private Institution,Designated,,1988-12-21,,447 Webb Place,,,Winnipeg,Manitoba,R3B 2P2,Canada,(204) 924-4861,(204) 924-4861,(204) 924-4861
DPBI,Brandon Flying Club,,Private Institution,Designated,,,,RR 5 SITE 520 BOX 18,,,Brandon,Manitoba,R7A 5Y5,Canada,,,
DPDO,CDI College of Business- Technology & Healthcare,,Private Institution,Designated,,1993-03-24,,280 Main Street,,,Winnipeg,Manitoba,R3C1A9,Canada,(204) 942-1773,(204) 942-1773,(204) 942-1773
DPEH,CHN College Inc. ,,Private Institution,Designated,,2010-04-12,,670 Main Street,,,Winnipeg,Manitoba,R3B1E4,Canada,204-947-5237,204-947-5237,204-947-5237
DPDK,Centre for Christian Studies,,Private Institution,Designated,,1998-07-23,,60 Maryland Street,Woodsworth House,,Winnipeg,Manitoba,R3G1K7,Canada,204-783-2728,204-783-2728,204-783-2728
DPEO,Code of Excellence Training Centre - Local IBEW 2085,,Private Institution,Designated,,2016-10-05,,550 Notre Dame Avenue,,,Winnipeg ,Manitoba,R3B 1S4,Canada,204-957-0036,204-957-0036,204-957-0036
DPBR,Commonwealth College Inc,,Private Institution,Designated,,1988-12-21,,1st Floor 294 William Avenue,,,Winnipeg,Manitoba,R3B0R1,Canada,(204) 944-8202,(204) 944-8202,(204) 944-8202
DPEC,Criti Care Emergency Medical Services,,Private Institution,Designated,,2002-07-30,,200 Osborne Street N.,,,Winnipeg,Manitoba,R3C 1V4,Canada,(204) 989-3671,(204) 989-3671,(204) 989-3671
DPCL,Evolve College of Massage Therapy,,Private Institution,Designated,,1995-02-01,,504-1445 Portage Avenue,Clarion Hotel,,Winnipeg,Manitoba,R3G3P4,Canada,(204) 772-8999,(204) 772-8999,(204) 772-8999
DPCA,H & CO Academy Hair & Nails Inc.,,Private Institution,Designated,,1991-01-11,,603 Princess Avenue,,,Brandon,Manitoba,R7A0P2,Canada,(204) 727-0358,(204) 727-0358,(204) 727-0358
DPER,H & Co. Academy Esthetics,,Private Institution,Designated,,2019-02-28,,801-10th Street,,,Brandon- MB,Manitoba,R7A 4G9,Canada,204-717-1700,204-717-1700,204-717-1700
DPBQ,Harv's Air Service Ltd.,,Private Institution,Designated,,1988-12-21,,P.O. Box 1056,,,Steinbach,Manitoba,R5G1M8,Canada,(204) 326-2434,(204) 326-2434,(204) 326-2434
DPAC,Herzing College,,Private Institution,Designated,,1989-08-15,,1700 Portage Ave.,,,Winnipeg,Manitoba,R3J0E1,Canada,(204) 775-8175,(204) 775-8175,(204) 775-8175
DPBJ,Hua Xia Acupuncture- Massage- Herb College,,Private Institution,Designated,,2008-05-29,,Unit A - 2810 Pembina Hwy.,,,Winnipeg,Manitoba,R3T2H8,Canada,,,
DPEN,Louis Riel Vocational College,,Private Institution,Designated,,2015-12-11,,108-150 Henry Avenue,,,Winnipeg,Manitoba,R3B 0J7,Canada,,,
DPCP,M.C. College,,Private Institution,Designated,,1996-02-01,,575 Wall Street,,,Winnipeg,Manitoba,R3G2T5,Canada,(204) 786-5081,(204) 786-5081,(204) 786-5081
DPCC,Mid-Ocean School of Media Arts,,Private Institution,Designated,,1991-12-05,,1588 Erin Street,,,Winnipeg,Manitoba,R3E2T1,Canada,(204) 775-3308,(204) 775-3308,(204) 775-3308
DPED,Millennia Helicopters Ltd.,,Private Institution,Designated,,2010-01-06,,28083 North Kildonan RPO,,,Winnipeg,Manitoba,R2G4E9,Canada,204-230-5423,204-230-5423,204-230-5423
DPEK,Mountain City Aviation,,Private Institution,Designated,,2011-07-26,,50 Conner Hill Drive,,,Morden,Manitoba,R6M1J1,Canada,,,
DPEB,Northwest Law Enforcement Academy,,Private Institution,Designated,,2001-08-27,,200 -1821 Wellington Avenue,,,Winnipeg,Manitoba,R3H0G4,Canada,(204) 953-8300,(204) 953-8300,(204) 953-8300
DPAI,Providence University College and Theological Seminary,,Private Institution,Designated,,1988-12-21,,General Delivery,,,Otterburne,Manitoba,R0A1G0,Canada,(204) 433-7488,(204) 433-7488,(204) 433-7488
