idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
30,Professional Institute of Massage Therapy,CPEE,Private Institution,"114 - 701 Cynthia Street , Saskatoon, Saskatchewan, Canada, (306) 955-5833",SK,1,Employment and Social Development Canada,114 701 cynthia street saskatoon saskatchewan canada 955 5833,114 701,cynthia street
31,Timeless Instruments,CPEF,Private Institution,"Box 51, Tugaske, Saskatchewan, Canada, (306) 759-2042",SK,1,Employment and Social Development Canada,tugaske saskatchewan canada 759 2042,,
32,Nipawin Flight Center,CPHJ,Private Institution,"Box 209, Nipawin, Saskatchewan, Canada, (306) 862-4451",SK,1,Employment and Social Development Canada,nipawin saskatchewan canada 862 4451,,
33,Western College of Remedial Massage Therapies Inc.,CPHP,Private Institution,"832 McCarthy Boulevard , Regina, Saskatchewan, Canada, (306) 757-2242",SK,1,Employment and Social Development Canada,832 mccarthy boulevard regina saskatchewan canada 757 2242,832,mccarthy boulevard
34,Academy of Learning,CPHQ,Private Institution,"1492-105th Street, North Battleford, Saskatchewan, Canada, (306) 445-8188",SK,1,Employment and Social Development Canada,1492 105th street north battleford saskatchewan canada 445 8188,1492,105th street
35,Academy of Fashion Design,CPHR,Private Institution,"625-B 1st Avenue North, Saskatoon, Saskatchewan, Canada, 3069789088",SK,1,Employment and Social Development Canada,625 b 1st avenue north saskatoon saskatchewan canada 3069789088,625 b,1st avenue north
36,Leading Edge Aviation Limited,CPHW,Private Institution,"P.O. Box 1477, Yorkton, Saskatchewan, Canada, (306) 783-0321",SK,1,Employment and Social Development Canada,yorkton saskatchewan canada 783 0321,,
37,Millennium Aviation,CPID,Private Institution,"#6 Hangar Row, Saskatoon Airport, Wayne Hicks Lane, Saskatoon, Saskatchewan, Canada, (306) 384-4230",SK,1,Employment and Social Development Canada,#6 hangar row saskatoon airport wayne hicks lane saskatoon saskatchewan canada 384 4230,,wayne hicks lane
38,RCMP Training Academy,CPII,Private Institution,"Cadet Training Centre, P.O. Box 6500, Regina, Saskatchewan, Canada, (306) 780-5820",SK,1,Employment and Social Development Canada,cadet training centre regina saskatchewan canada 780 5820,,
39,University of Regina,CUAB,University,"Student Awards & Financial Aid, Administration-Humanities 207, 3737 Wascana Parkway, Regina, Saskatchewan, Canada, (306) 585-4111",SK,1,Employment and Social Development Canada,student awards & financial aid administration humanities 207 3737 wascana parkway regina saskatchewan canada 585 4111,3737,wascana parkway
40,University of Saskatchewan,CUAC,University,"Financial Services Division, Administration Bldg - Room E40, 105 Administration Place, Saskatoon, Saskatchewan, Canada, 3069668670",SK,1,Employment and Social Development Canada,financial services division administration bldg room e40 105 administration place saskatoon saskatchewan canada 3069668670,105,administration place
41,Lutheran Theological Seminary,CUAD,University,"114 Seminary Cres., Saskatoon, Saskatchewan, Canada, (306) 966-7850",SK,1,Employment and Social Development Canada,114 seminary cres saskatoon saskatchewan canada 966 7850,114,seminary cres
42,The College of Emmanuel & St. Chad,CUAE,University,"114 Seminary Crescent, Saskatoon, Saskatchewan, Canada, (306) 975-3753",SK,1,Employment and Social Development Canada,114 seminary crescent saskatoon saskatchewan canada 975 3753,114,seminary crescent
43,St. Andrew's College,CUAF,University,"1121 College Dr., Saskatoon, Saskatchewan, Canada, (306) 966-8970",SK,1,Employment and Social Development Canada,1121 college dr saskatoon saskatchewan canada 966 8970,1121,college dr
44,University of Regina Campion College,CUAG,University,"100-3737 Wascana Pkwy., Regina, Saskatchewan, Canada, (306) 586-4242",SK,1,Employment and Social Development Canada,100 3737 wascana pkwy regina saskatchewan canada 586 4242,100 3737,wascana pkwy
45,University of Regina Luther College,CUAH,University,"100-3737 Wascana Pkwy, Regina, Saskatchewan, Canada, (306) 585-5333",SK,1,Employment and Social Development Canada,100 3737 wascana pkwy regina saskatchewan canada 585 5333,100 3737,wascana pkwy
46,St. Peter's College,CUAI,University,"P. O. Box 40, Muenster, Saskatchewan, Canada, (306) 682-7888",SK,1,Employment and Social Development Canada,p o muenster saskatchewan canada 682 7888,,
47,First Nations University of Canada,CUAJ,University,"1 First Nations Way, Regina, Saskatchewan, Canada, 3065468400",SK,1,Employment and Social Development Canada,1 first nations way regina saskatchewan canada 3065468400,1,first nations way
48,Gabriel Dumont Institute,CUAL,University,"917 22nd Street, Saskatoon, Saskatchewan, Canada, (306) 242-6070",SK,1,Employment and Social Development Canada,917 22nd street saskatoon saskatchewan canada 242 6070,917,22nd street
49,Saskatoon Health Region Orthoptic Program,CVAB,Technical and Vocational,"Eye Care Centre, Saskatoon City Hospital, 701 Queen Street, Saskatoon, Saskatchewan, Canada, (306) 655-8000",SK,1,Employment and Social Development Canada,eye care centre saskatoon city hospital 701 queen street saskatoon saskatchewan canada 655 8000,701,queen street
50,Dumont Technical Institute,CVAF,Technical and Vocational,"917 22nd Street West, Saskatoon, Saskatchewan, Canada, (306) 242-6070",SK,1,Employment and Social Development Canada,917 22nd street west saskatoon saskatchewan canada 242 6070,917,22nd street west
51,Saskatchewan Polytechnic Moose Jaw Campus,CVAH,Technical and Vocational,"P.O. Box 1420, Moose Jaw, Saskatchewan, Canada, (306) 694-3200",SK,1,Employment and Social Development Canada,moose jaw saskatchewan canada 694 3200,,
52,Saskatchewan Polytechnic Regina Campus,CVAM,Technical and Vocational,"P.O. Box 556, Regina, Saskatchewan, Canada, (306) 565-4356",SK,1,Employment and Social Development Canada,regina saskatchewan canada 565 4356,,
53,Saskatchewan Polytechnic Saskatoon Campus,CVAP,Technical and Vocational,"1130 Idylwyld Dr. N., P.O. Box 1520, Saskatoon, Saskatchewan, Canada, (306) 933-6440",SK,1,Employment and Social Development Canada,1130 idylwyld dr n saskatoon saskatchewan canada 933 6440,1130,idylwyld dr n
54,Saskatchewan Polytechnic Prince Albert Campus,CVAU,Technical and Vocational,"1100-15th St. E., P.O. Box 3003, Prince Albert, Saskatchewan, Canada, (306) 953-7000",SK,1,Employment and Social Development Canada,1100 15th st e prince albert saskatchewan canada 953 7000,1100,15th st e
55,College Mathieu,CZAA,Miscellaneous,"C.P. 989, Gravelbourg, Saskatchewan, Canada,",SK,1,Employment and Social Development Canada,gravelbourg saskatchewan canada,,
0,Alkan Air Flight Training,LPAH,Private Institution,"105 Lodestar Lane, Whitehorse, Yukon, Canada,",YT,1,Employment and Social Development Canada,105 lodestar lane whitehorse yukon canada,105,lodestar lane
1,Yukon University,LVAA,Technical and Vocational,"Box 2799, Whitehorse, Yukon, Canada, 8676688710",YT,1,Employment and Social Development Canada,whitehorse yukon canada 8676688710,,
0,Burman University,BJAB,Junior College,"6730 University Drive, Lacombe, Alberta, Canada, (403) 782-3381",AB,1,Employment and Social Development Canada,6730 university drive lacombe alberta canada 782 3381,6730,university drive
1,Grande Prairie Regional College,BJAC,Junior College,"10726 - 106th Ave., Grande Prairie, Alberta, Canada, (780) 539-2911",AB,1,Employment and Social Development Canada,10726 106th ave grande prairie alberta canada 539 2911,10726,106th ave
2,Grant Macewan University,BJAD,Junior College,"Financial Services, P.O. Box 1796, 10700 - 104 Avenue, Edmonton, Alberta, Canada, (780) 497-4304",AB,1,Employment and Social Development Canada,financial services 10700 104 avenue edmonton alberta canada 497 4304,10700,104 avenue
3,Lethbridge College,BJAF,Junior College,"3000 College Dr. South, Lethbridge, Alberta, Canada, (403) 320-3372",AB,1,Employment and Social Development Canada,3000 college dr south lethbridge alberta canada 320 3372,3000,college dr south
4,Mount Royal University,BJAG,Junior College,"MRU Fees Office, 4825 Mount Royal, Gate SW, Calgary, Alberta, Canada, (403) 440-6306",AB,1,Employment and Social Development Canada,mru fees office 4825 mount royal gate sw calgary alberta canada 440 6306,4825,mount royal gate sw
5,Red Deer College,BJAH,Junior College,"56 Ave. & 32nd St. Box 5005, 2nd St., Red Deer, Alberta, Canada, 4033423300",AB,1,Employment and Social Development Canada,56 ave & 32nd st 2nd st red deer alberta canada 4033423300,56,ave & 32nd st 2nd st
6,Medicine Hat College,BJAI,Junior College,"299 College Dr. S.E., Medicine Hat, Alberta, Canada, (403) 529-3819",AB,1,Employment and Social Development Canada,299 college dr se medicine hat alberta canada 529 3819,299,college dr se
7,Concordia Lutheran Seminary,BJAK,Junior College,"7040 Ada Blvd., Edmonton, Alberta, Canada, (403) 479-8481",AB,1,Employment and Social Development Canada,7040 ada blvd edmonton alberta canada 479 8481,7040,ada blvd
8,Bow Valley College,BJAP,Junior College,"345 6th Avenue SE , Calgary, Alberta, Canada, (403) 410-1400",AB,1,Employment and Social Development Canada,345 6th avenue se calgary alberta canada 410 1400,345,6th avenue se
9,Norquest College,BJAQ,Junior College,"10215 - 108 Street, Edmonton, Alberta, Canada, 7804222020",AB,1,Employment and Social Development Canada,10215 108 street edmonton alberta canada 7804222020,10215,108 street
10,Northern Lakes College,BJAR,Junior College,"C/O Main Campus, Bag 3000, Grouard, Alberta, Canada, 7808498616",AB,1,Employment and Social Development Canada,c/o main campus bag 3000 grouard alberta canada 7808498616,3000,c/o main campus bag
11,Portage College,BJAS,Junior College,"P.0. Box 417, Lac La Biche, Alberta, Canada, (403) 623-5551",AB,1,Employment and Social Development Canada,p0 lac la biche alberta canada 623 5551,,
12,Taylor College and Seminary,BPAL,Private Institution,"11525 - 23rd Avenue, Edmonton, Alberta, Canada, (403) 437-1960",AB,1,Employment and Social Development Canada,11525 23rd avenue edmonton alberta canada 437 1960,11525,23rd avenue
13,Prairie Bible Institute,BPAP,Private Institution,"Box 4000, 330 5th Ave NE, Three Hills, Alberta, Canada, 4034435511",AB,1,Employment and Social Development Canada,330 5th ave ne three hills alberta canada 4034435511,330,5th ave ne
14,MC College-Calgary,BPAS,Private Institution,"1023 - 7th Ave. S.W., Calgary, Alberta, Canada,",AB,1,Employment and Social Development Canada,1023 7th ave sw calgary alberta canada,1023,7th ave sw
15,MC College-Edmonton,BPAY,Private Institution,"10345- 107 Street, Edmonton, Alberta, Canada, (780) 429-4407",AB,1,Employment and Social Development Canada,10345 107 street edmonton alberta canada 429 4407,10345,107 street
16,Canadian Institute of Traditional Chinese Medicine,BPAZ,Private Institution,"Unit 300 , 1824 Crowchild Trail NW, Calgary, Alberta, Canada, (403) 520-5258",AB,1,Employment and Social Development Canada,unit 300 1824 crowchild trail nw calgary alberta canada 520 5258,1824,crowchild trail nw
17,Canadian Lutheran Bible Institute,BPBH,Private Institution,"4837-52A, Camrose, Alberta, Canada, (403) 672-4454",AB,1,Employment and Social Development Canada,4837 52a camrose alberta canada 672 4454,4837,52a
18,Edmonton Flying Club,BPBL,Private Institution,"#3 - 52111 Range Road 270, Spruce Grove, Alberta, Canada, (780) 499-6669",AB,1,Employment and Social Development Canada,#3 52111 range road 270 spruce grove alberta canada 499 6669,270,range road
19,Calgary College of Traditional Chinese Med and Acupunture,BPBQ,Private Institution,"4014 MacLeod Trail South, Suite 107, Calgary, Alberta, Canada, 4032878688",AB,1,Employment and Social Development Canada,4014 macleod trail south calgary alberta canada 4032878688,4014,macleod trail south
20,Alberta Bible College,BPBT,Private Institution,"635 Northmount Dr. N.W., Calgary, Alberta, Canada, (403) 282-2994",AB,1,Employment and Social Development Canada,635 northmount dr nw calgary alberta canada 282 2994,635,northmount dr nw
21,Vanguard College,BPBV,Private Institution,"12140 - 103rd Street, Edmonton, Alberta, Canada, 7804520808",AB,1,Employment and Social Development Canada,12140 103rd street edmonton alberta canada 7804520808,12140,103rd street
22,Est-Elle Academy of Hair Design Limited,BPCC,Private Institution,"8004 Gateway Blvd, Edmonton, Alberta, Canada, (780) 432-7577",AB,1,Employment and Social Development Canada,8004 gateway blvd edmonton alberta canada 432 7577,8004,gateway blvd
23,Peace River Bible Institute,BPCH,Private Institution,"9601 - 100th Street, P.O. Box 99, Sexsmith, Alberta, Canada, (403) 568-3962",AB,1,Employment and Social Development Canada,9601 100th street sexsmith alberta canada 568 3962,9601,100th street
24,Southern Alberta Institute of Massage - Lethbridge,BPCI,Private Institution,"534 18 Street, South, Lethbridge, Alberta, Canada, (403) 331-5657",AB,1,Employment and Social Development Canada,534 18 street south lethbridge alberta canada 331 5657,534,18 street south
