X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
591157.750000001862645,4806154.999999998137355,792,4472 GUELPH LINE,DS Designated Structure,17-002350,2017-02-14T00:00:00.000Z,2017-03-01T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
587499.625000001862645,4808099.499999998137355,794,2311 RIVERSIDE DR.,SO Other Single Detached Dwelling,16-002522,2016-02-19T00:00:00.000Z,2016-02-25T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
587499.625000001862645,4808099.499999998137355,795,2311 RIVERSIDE DR.,PL Plumbing,16-012788,2016-06-22T00:00:00.000Z,2016-07-07T00:00:00.000Z,Septic System - New,Single Detached Dwelling,Final,
587499.625000001862645,4808099.499999998137355,796,2311 RIVERSIDE DR.,SF New Single Detached Dwelling,16-012780,2016-06-22T00:00:00.000Z,2016-07-29T00:00:00.000Z,Infill,Single Detached Dwelling,Final,
596635.562520002014935,4800029.999999998137355,797,986 CLETA ST.,SO Other Single Detached Dwelling,18-005199,2018-03-29T00:00:00.000Z,2018-04-05T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
596635.562520002014935,4800029.999999998137355,798,986 CLETA ST.,SF New Single Detached Dwelling,18-007328,2018-04-30T00:00:00.000Z,2018-06-29T00:00:00.000Z,New,Single Detached Dwelling,Issued,
596562.139600002206862,4799573.504799999297,799,2221 FASSEL AVE.,SO Other Single Detached Dwelling,18-025530,2018-11-02T00:00:00.000Z,2018-11-08T00:00:00.000Z,New,Accessory Building,Issued,
591072.437520002014935,4793433.499999998137355,801,747 SPRING GARDENS RD.,SO Other Single Detached Dwelling,17-011941,2017-06-26T00:00:00.000Z,2017-07-06T00:00:00.000Z,Demolition- Partial Building,Single Detached Dwelling,Issued,
592601.812480002641678,4807628.499999998137355,804,4412 WALKER'S LINE,IP Industrial,18-002899,2018-02-22T00:00:00.000Z,2018-04-03T00:00:00.000Z,Demolition -Building,Medium Hazard Industrial Facility,Issued,
591732.812480002641678,4804049.999999998137355,805,2235 NO. 1 SIDE RD.,PL Plumbing,17-005396,2017-04-06T00:00:00.000Z,2017-04-21T00:00:00.000Z,Septic System - Alteration,Single Detached Dwelling,Issued,
588935.500000001862645,4809015.499999998137355,806,6042 GUELPH LINE,SO Other Single Detached Dwelling,16-018101,2016-08-30T00:00:00.000Z,2016-09-16T00:00:00.000Z,New (No ZC Reqd),Detached Deck,Final,
588605.062520002014935,4809354.499999998137355,807,6154 GUELPH LINE,SO Other Single Detached Dwelling,17-014940,2017-07-28T00:00:00.000Z,2017-08-14T00:00:00.000Z,New,Detached Garage,Issued,
596829.000000001862645,4799746.499999998137355,808,2298 FASSEL AVE.,SO Other Single Detached Dwelling,19-003025,2019-02-14T00:00:00.000Z,2019-03-07T00:00:00.000Z,New,Accessory Dwelling Units,Issued,
590908.750000001862645,4793429.499999998137355,811,781 SPRING GARDENS RD.,SO Other Single Detached Dwelling,19-002009,2019-01-31T00:00:00.000Z,2019-02-19T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
592185.625000001862645,4804831.999999998137355,812,2469 NO. 1 SIDE RD.,SO Other Single Detached Dwelling,16-016866,2016-08-12T00:00:00.000Z,2016-08-26T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
592192.562520002014935,4804932.499999998137355,813,2483 NO. 1 SIDE RD.,SO Other Single Detached Dwelling,15-018885,2015-10-02T00:00:00.000Z,2015-10-19T00:00:00.000Z,Demolition -Building,Accessory Building,Final,
588032.125000001862645,4807648.499999998137355,815,2303 BRITANNIA RD.,SO Other Single Detached Dwelling,17-021553,2017-10-23T00:00:00.000Z,2017-11-02T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595859.562520002014935,4799362.499999998137355,817,2052 CHURCHILL AVE.,HT Heating,18-026123,2018-11-13T00:00:00.000Z,2018-12-06T00:00:00.000Z,HVAC System - New,Single Detached Dwelling,Final,
595872.875000001862645,4799414.999999998137355,818,2064 CHURCHILL AVE.,PL Plumbing,18-026339,2018-11-15T00:00:00.000Z,2018-11-19T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
595711.500000001862645,4796327.499999998137355,819,638 GAYNE BLVD.,SO Other Single Detached Dwelling,19-006024,2019-04-04T00:00:00.000Z,2019-04-26T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
595711.500000001862645,4796327.499999998137355,820,638 GAYNE BLVD.,SO Other Single Detached Dwelling,17-002641,2017-02-21T00:00:00.000Z,2017-04-26T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596654.125000001862645,4796750.999999998137355,822,1148 BELLVIEW CRES.,PL Plumbing,18-024565,2018-10-17T00:00:00.000Z,2018-10-19T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
591970.937480002641678,4794899.499999998137355,823,276 GARDENVIEW DR.,SO Other Single Detached Dwelling,16-021211,2016-10-17T00:00:00.000Z,2016-10-19T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
591970.937480002641678,4794899.499999998137355,824,276 GARDENVIEW DR.,SO Other Single Detached Dwelling,18-016959,2018-07-24T00:00:00.000Z,,Renovation,Single Detached Dwelling,Deficiency Letter,
595683.312480002641678,4796297.999999998137355,826,635 KING RD.,SO Other Single Detached Dwelling,16-023071,2016-11-17T00:00:00.000Z,2016-11-21T00:00:00.000Z,New,Single Detached Dwelling,Final,
595683.312480002641678,4796297.999999998137355,827,635 KING RD.,SO Other Single Detached Dwelling,16-012163,2016-06-16T00:00:00.000Z,2016-07-08T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
586412.687480002641678,4807978.499999998137355,829,6303 MCNIVEN RD.,SO Other Single Detached Dwelling,16-015931,2016-08-03T00:00:00.000Z,2016-08-04T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
586296.500000001862645,4807928.499999998137355,830,6325 MCNIVEN RD.,SO Other Single Detached Dwelling,16-007976,2016-05-09T00:00:00.000Z,2016-05-18T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596644.312480002641678,4799103.999999998137355,831,2123 EDINBURGH DR.,PL Plumbing,16-022933,2016-11-14T00:00:00.000Z,2016-11-21T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
596268.500000001862645,4796573.499999998137355,833,567 HURON DR.,SO Other Single Detached Dwelling,18-005340,2018-03-27T00:00:00.000Z,2018-04-05T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596419.312480002641678,4796522.999999998137355,834,533 ONEIDA DR.,SO Other Single Detached Dwelling,19-009986,2019-05-28T00:00:00.000Z,,Renovation (No ZC Reqd),Single Detached Dwelling,OBC Review,
596365.500000001862645,4796520.499999998137355,835,534 ONEIDA DR.,SO Other Single Detached Dwelling,15-012406,2015-07-06T00:00:00.000Z,2015-07-16T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596408.625000001862645,4796545.499999998137355,836,535 ONEIDA DR.,SO Other Single Detached Dwelling,16-006124,2016-04-15T00:00:00.000Z,2016-05-06T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596500.750000001862645,4796925.499999998137355,837,1113 CAROL ST.,DS Designated Structure,18-001972,2018-02-08T00:00:00.000Z,2018-02-23T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,
596602.750000001862645,4799016.999999998137355,839,2105 MAPLEWOOD DR.,SO Other Single Detached Dwelling,17-006789,2017-04-28T00:00:00.000Z,2017-05-15T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596618.437480002641678,4799033.499999998137355,840,2109 MAPLEWOOD DR.,SO Other Single Detached Dwelling,19-008015,2019-05-03T00:00:00.000Z,2019-05-17T00:00:00.000Z,Renovation,Attached Garage/Carport,Issued,
596287.250000001862645,4796597.999999998137355,841,562 ONEIDA DR.,SO Other Single Detached Dwelling,17-003572,2017-03-07T00:00:00.000Z,2017-03-29T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596303.375000001862645,4796648.499999998137355,842,569 ONEIDA DR.,SO Other Single Detached Dwelling,17-020598,2017-10-06T00:00:00.000Z,2017-10-31T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596254.437480002641678,4796633.499999998137355,843,574 ONEIDA DR.,PL Plumbing,17-012372,2017-06-30T00:00:00.000Z,2017-07-14T00:00:00.000Z,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,
596401.000000001862645,4796572.499999998137355,844,1066 ONEIDA PL.,SO Other Single Detached Dwelling,16-003479,2016-03-03T00:00:00.000Z,2016-03-18T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596924.250000001862645,4796910.999999998137355,845,1228 BELLVIEW ST.,PL Plumbing,17-017627,2017-09-01T00:00:00.000Z,2017-09-14T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
597537.562520002014935,4806058.999999998137355,847,2217 PRESCOTT PL.,SO Other Single Detached Dwelling,18-015800,2018-07-12T00:00:00.000Z,2018-08-20T00:00:00.000Z,New,Attached Deck,Issued,
595754.000000001862645,4796625.499999998137355,848,684 CHERRYWOOD DR.,PL Plumbing,17-006479,2017-04-24T00:00:00.000Z,2017-05-08T00:00:00.000Z,Backwater Valve,Single Detached Dwelling,Final,
596130.625000001862645,4796620.999999998137355,850,1027 WANDA DR.,PL Plumbing,16-019763,2016-09-22T00:00:00.000Z,2016-09-23T00:00:00.000Z,Water Service Pipe,Single Detached Dwelling,Final,
596130.625000001862645,4796620.999999998137355,851,1027 WANDA DR.,SO Other Single Detached Dwelling,16-013942,2016-07-06T00:00:00.000Z,2016-08-24T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596130.625000001862645,4796620.999999998137355,852,1027 WANDA DR.,SO Other Single Detached Dwelling,16-003003,2016-02-26T00:00:00.000Z,2016-03-08T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596130.625000001862645,4796620.999999998137355,853,1027 WANDA DR.,SO Other Single Detached Dwelling,16-024094,2016-12-08T00:00:00.000Z,2017-04-27T00:00:00.000Z,Renovation,Single Detached Dwelling,Issued,
596155.062520002014935,4796630.999999998137355,854,1033 WANDA DR.,GP Institutional/Government,18-003854,2018-03-09T00:00:00.000Z,2018-06-29T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Group Home,Final,
586091.375000001862645,4807889.499999998137355,855,6465 MCNIVEN RD.,SO Other Single Detached Dwelling,17-018609,2017-09-14T00:00:00.000Z,2017-10-05T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
586091.375000001862645,4807889.499999998137355,856,6465 MCNIVEN RD.,PL Plumbing,17-019908,2017-10-02T00:00:00.000Z,2017-10-05T00:00:00.000Z,Septic System - Alteration,Single Detached Dwelling,Final,
586263.562520002014935,4808198.999999998137355,857,6464 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,15-018501,2015-09-28T00:00:00.000Z,2017-03-20T00:00:00.000Z,New,Accessory Building,Final,
589066.375000001862645,4795322.999999998137355,858,760 OLD YORK RD.,SO Other Single Detached Dwelling,16-018811,2016-09-09T00:00:00.000Z,2016-09-22T00:00:00.000Z,Repair,Attached Deck,Final,
588917.500000001862645,4795371.499999998137355,859,769 OLD YORK RD.,TT Temporary Structure,16-008954,2016-05-20T00:00:00.000Z,2016-05-31T00:00:00.000Z,,Tent,Final,
585728.625000001862645,4808093.999999998137355,860,6556 MCNIVEN RD.,PL Plumbing,17-010767,2017-06-13T00:00:00.000Z,2017-06-21T00:00:00.000Z,Septic System - Alteration,Single Detached Dwelling,Final,
585676.937520002014935,4808147.499999998137355,861,6590 MCNIVEN RD.,SO Other Single Detached Dwelling,17-001194,2017-01-25T00:00:00.000Z,2017-02-27T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,ZEXM-029/16
596678.437480002641678,4805746.999999998137355,865,4337 ROSEMEAD CRT.,SO Other Single Detached Dwelling,16-017945,2016-08-25T00:00:00.000Z,2016-09-12T00:00:00.000Z,New,Attached Deck,Issued,
595920.187520002014935,4796290.999999998137355,866,659 NORTH SHORE BLVD. E,SO Other Single Detached Dwelling,15-021391,2015-11-12T00:00:00.000Z,2015-12-02T00:00:00.000Z,Repair,Single Detached Dwelling,Issued,
595920.187520002014935,4796290.999999998137355,867,659 NORTH SHORE BLVD. E,SO Other Single Detached Dwelling,16-021215,2016-10-17T00:00:00.000Z,2016-10-31T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596767.187520002014935,4796730.999999998137355,868,1164 BELLVIEW ST.,SO Other Single Detached Dwelling,16-024127,2016-12-09T00:00:00.000Z,2016-12-21T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596755.062520002014935,4796807.999999998137355,870,1177 BELLVIEW ST.,PL Plumbing,17-023260,2017-11-20T00:00:00.000Z,2017-11-29T00:00:00.000Z,Internal Plumbing - Alter/Replace,Single Detached Dwelling,Final,
595864.062520002014935,4799126.999999998137355,871,2011 PLAINS RD. E,CP Commercial,17-010871,2017-06-14T00:00:00.000Z,2017-08-31T00:00:00.000Z,New,Restaurant,Occupiable,
596572.625000001862645,4799325.999999998137355,873,2101 FAIRVIEW ST.,CP Commercial,17-021368,2017-10-19T00:00:00.000Z,2017-11-20T00:00:00.000Z,Renovation,Commercial - Retail,Final,
596332.125000001862645,4798817.999999998137355,874,2019 EDINBURGH DR.,SO Other Single Detached Dwelling,16-022428,2016-11-08T00:00:00.000Z,2016-11-22T00:00:00.000Z,New,Attached Deck,Final,
596376.750000001862645,4798897.999999998137355,875,2037 EDINBURGH DR.,SO Other Single Detached Dwelling,17-019423,2017-09-25T00:00:00.000Z,2017-10-03T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595890.062520002014935,4796666.999999998137355,876,694 FRANCIS RD.,PL Plumbing,16-018837,2016-09-09T00:00:00.000Z,2016-09-21T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
596799.250000001862645,4796769.499999998137355,877,1178 BELLVIEW ST.,SO Other Single Detached Dwelling,15-018032,2015-09-22T00:00:00.000Z,2015-09-28T00:00:00.000Z,New,Attached Deck,Final,
596874.875000001862645,4796854.999999998137355,878,1208 BELLVIEW ST.,PL Plumbing,15-016290,2015-08-25T00:00:00.000Z,2015-08-27T00:00:00.000Z,External Plumbing - Alter/Replace,Single Detached Dwelling,Final,
586368.562520002014935,4807796.499999998137355,881,6390 BRECKENRIDGE PL.,SO Other Single Detached Dwelling,17-025059,2017-12-20T00:00:00.000Z,2018-01-16T00:00:00.000Z,New,Detached Garage,Final,
596326.750000001862645,4796518.999999998137355,882,545 HURON DR.,SO Other Single Detached Dwelling,17-023221,2017-11-20T00:00:00.000Z,2017-12-06T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
596454.000000001862645,4796975.999999998137355,885,560 WALLACE ST.,SO Other Single Detached Dwelling,17-015001,2017-12-01T00:00:00.000Z,2017-12-18T00:00:00.000Z,Addition,Single Detached Dwelling,Final,
596454.000000001862645,4796975.999999998137355,886,560 WALLACE ST.,SO Other Single Detached Dwelling,17-015001,2017-07-31T00:00:00.000Z,2017-08-15T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
586413.000000001862645,4807760.999999998137355,887,6380 BRECKENRIDGE PL.,DS Designated Structure,17-017339,2017-08-29T00:00:00.000Z,2017-09-11T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,
586438.375000001862645,4807905.999999998137355,889,6306 MCNIVEN RD.,SO Other Single Detached Dwelling,15-020796,2015-11-02T00:00:00.000Z,2015-11-18T00:00:00.000Z,New,Attached Deck,Issued,
588863.875000001862645,4805259.499999998137355,894,5255 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,17-025044,2017-12-19T00:00:00.000Z,2018-01-10T00:00:00.000Z,Addition,Single Detached Dwelling,Issued,
588662.125000001862645,4805331.499999998137355,895,5318 CEDAR SPRINGS RD.,PL Plumbing,17-010075,2017-06-06T00:00:00.000Z,2017-06-09T00:00:00.000Z,Septic System - Alteration,Single Detached Dwelling,Final,
587528.187480002641678,4806400.999999998137355,898,5726 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,16-010617,2016-06-08T00:00:00.000Z,2016-09-01T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
596414.250000001862645,4798692.999999998137355,899,829 BRANT ST.,PL Plumbing,15-015818,2015-08-20T00:00:00.000Z,2015-09-10T00:00:00.000Z,Backflow Prevention Device,Commercial,Final,
590665.250000001862645,4803936.499999998137355,900,4223 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,19-001998,2019-01-31T00:00:00.000Z,2019-02-06T00:00:00.000Z,Repair (No ZC Reqd),Detached Garage,Issued,
590038.687480002641678,4804416.499999998137355,901,4420 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,19-004346,2019-03-13T00:00:00.000Z,2019-03-27T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
590038.687480002641678,4804416.499999998137355,902,4420 CEDAR SPRINGS RD.,SF New Single Detached Dwelling,19-005001,2019-03-22T00:00:00.000Z,2019-04-08T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
590038.687480002641678,4804416.499999998137355,903,4420 CEDAR SPRINGS RD.,PL Plumbing,19-004999,2019-03-22T00:00:00.000Z,2019-04-08T00:00:00.000Z,Septic System - New,Single Detached Dwelling,Issued,
590003.875000001862645,4804445.999999998137355,904,4434 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,18-006136,2018-04-10T00:00:00.000Z,2018-04-24T00:00:00.000Z,Demolition -Building,Accessory Building,Final,
588121.687480002641678,4805993.499999998137355,905,5527 CEDAR SPRINGS RD.,SF New Single Detached Dwelling,18-025558,2018-11-02T00:00:00.000Z,2018-11-27T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
588121.687480002641678,4805993.499999998137355,906,5527 CEDAR SPRINGS RD.,PL Plumbing,18-025535,2018-11-02T00:00:00.000Z,2018-11-27T00:00:00.000Z,Septic System - New,Single Detached Dwelling,Issued,
588121.687480002641678,4805993.499999998137355,907,5527 CEDAR SPRINGS RD.,SO Other Single Detached Dwelling,18-025411,2018-10-31T00:00:00.000Z,2018-11-16T00:00:00.000Z,Demolition -Building,Single Detached Dwelling,Final,
588121.687480002641678,4805993.499999998137355,908,5527 CEDAR SPRINGS RD.,SF New Single Detached Dwelling,18-025558,2018-12-19T00:00:00.000Z,2019-01-17T00:00:00.000Z,Infill,Single Detached Dwelling,Issued,
590948.437520002014935,4806869.999999998137355,909,2613 HOMESTEAD DR.,SF New Single Detached Dwelling,17-008631,2017-05-19T00:00:00.000Z,2017-07-20T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
590948.437520002014935,4806869.999999998137355,910,2613 HOMESTEAD DR.,SF New Single Detached Dwelling,17-008631,2018-01-22T00:00:00.000Z,2018-02-05T00:00:00.000Z,New,Single Detached Dwelling,Issued,
590948.437520002014935,4806869.999999998137355,911,2613 HOMESTEAD DR.,PL Plumbing,17-008634,2017-05-23T00:00:00.000Z,2017-07-20T00:00:00.000Z,Septic System - New,Single Detached Dwelling,Final,
590948.437520002014935,4806869.999999998137355,912,2613 HOMESTEAD DR.,SF New Single Detached Dwelling,17-008631,2017-09-18T00:00:00.000Z,2017-10-03T00:00:00.000Z,New,Single Detached Dwelling,Issued,
590948.437520002014935,4806869.999999998137355,913,2613 HOMESTEAD DR.,SO Other Single Detached Dwelling,18-010286,2018-05-31T00:00:00.000Z,2018-06-19T00:00:00.000Z,Renovation (No ZC Reqd),Accessory Building,Final,
590907.750000001862645,4806779.499999998137355,914,2607 HOMESTEAD DR.,SO Other Single Detached Dwelling,15-016849,2015-09-03T00:00:00.000Z,2015-09-16T00:00:00.000Z,New,Accessory Building,Final,
595943.812480002641678,4799109.499999998137355,915,2016 PLAINS RD. E,CP Commercial,15-013637,2015-07-21T00:00:00.000Z,2015-07-29T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Commercial - Retail,Final,
595943.812480002641678,4799109.499999998137355,916,2016 PLAINS RD. E,CP Commercial,12-020762,2015-08-06T00:00:00.000Z,2015-10-06T00:00:00.000Z,Addition,Commercial - Retail,Issued,MM-004/12
595943.812480002641678,4799109.499999998137355,917,2016 PLAINS RD. E,CP Commercial,15-013637,2015-08-17T00:00:00.000Z,2015-10-06T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Commercial - Retail,Final,
