"PermitID","PermitClass","TypeConst","UseCategory","IntendUse","ApplDate","IssDate","PermitNo","Address","legaldesc","GrossAreaSqFt","EstValue","DwellingUnitsCreated","DwellingUnitsDemolished","parcelno","Longitude","Latitude"
"3300","Building","Alteration","Institutional","School","2008-07-17","2008-07-24","B08-217","170 WELLINGTON ST","PLAN 22 ENTIRE BLK","1000","25000","0","0","113","-79.2237","42.9870"
"3310","Building","Alteration","Commercial","Hair Salon","2008-07-21","2008-07-24","B08-224","271 EAST MAIN ST","PLAN 553 PT LOTS 5 AND 6 RP;59R12537 PARTS 2 AND 3","687","5900","0","0","23103","-79.2422","42.9929"
"3279","Building","New","Residential","Single Detached Dwelling","2008-07-08","2008-07-25","B08-208","51 SUMBLER RD","PELHAM CON 12 PT LOT 1 RP;59R13282 PART 2","2370","329000","1","0","25038","-79.2880","43.0063"
"3298","Building","Alteration","Residential","Single Detached Dwelling","2008-07-16","2008-07-25","B08-215","19 PATRICIA AVE","PLAN 14 LOT 30 NP649 PT BLK;F PLAN 665 RP 59R6849 PT;PART 1","0","2000","0","0","10267","-79.2514","43.0048"
"3311","Building","New","Accessory","Detached Garage","2008-07-21","2008-07-25","B08-225","44 LINCOLN ST","CON 5 PT LOT 28","576","35000","0","0","10033","-79.2638","42.9843"
"3271","Building","New","Residential","Single Detached Dwelling","2008-07-07","2008-07-28","B08-206","265 SANTONE AVE","PLAN 942 PT WILLIAM ST AND RP 59R6242 PARTS 1 AND 2","1200","150000","1","0","23198","-79.2645","42.9710"
"3299","Building","New","Accessory","Detached Garage","2008-07-17","2008-07-29","B08-216","40 FOREST RD","PLAN 40 LOT 22 NP674","744","15000","0","0","15961","-79.2546","43.0124"
"3307","Building","New","Residential","Single Detached Dwelling","2008-07-18","2008-07-29","B08-222","102 MICHAEL DR","PLAN 59M364 LOT 19","2050","251000","1","0","27912","-79.2830","43.0099"
"3316","Building","New","Accessory","Detached Garage","2008-07-22","2008-07-29","B08-228","217 KILGOUR AVE","PLAN 19 LOT 2427 PT LOT 2428;PT LOT 2426 PLAN M1 LOT 16;LOT 16A","600","11000","0","0","19900","-79.2677","42.9716"
"3323","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-07-28","2008-07-29","P08-062","475 FITCH ST","PT TWP LOT 257 59R 2605 PART;1","0","4500","0","0","12870","-79.2798","42.9942"
"3308","Pool","New","Accessory","","2008-07-18","2008-07-29","W08-049","122 COLBORNE ST","CON 5 PT TWP LOTS 23 & 24;RP59R 9333 PART 2","648","30000","0","0","20391","-79.2549","42.9519"
"3320","Building","New","Residential","Single Detached Dwelling","2008-07-24","2008-07-30","B08-231","133 MICHAEL DR","PLAN 59M364 LOT 12","2400","305000","1","0","27898","-79.2834","43.0088"
"3321","Demolition","","Accessory","Detached Garage","2008-07-25","2008-07-30","D08-014","262 RIVERSIDE DR","CON 6 PT LOT 29 RP59R5308;PARTS 1 AND 2","603","3000","0","0","19838","-79.2710","42.9812"
"3322","Demolition","","Residential","Single Detached Dwelling","2008-07-25","2008-07-30","D08-015","262 RIVERSIDE DR","CON 6 PT LOT 29 RP59R5308;PARTS 1 AND 2","1830","7000","0","1","19838","-79.2710","42.9812"
"3305","Building","Addition","Residential","Semi-Detached Dwelling","2008-07-18","2008-07-31","B08-220","51 NATHALIE CRT","PLAN 59M346 LOT 3","368","1300","0","0","22083","-79.2253","42.9925"
"3306","Building","Addition","Residential","Semi-Detached Dwelling","2008-07-18","2008-07-31","B08-221","57 NATHALIE CRT","PLAN 59M346 PT LOT 3 RP 59R13597 PART 2","368","1300","0","0","22083","-79.2253","42.9925"
"3319","Building","Alteration","Residential","Single Detached Dwelling","2008-07-24","2008-07-31","B08-230","405 CORVETTE ST","PLAN 54 LOT 85 NP973","48","600","0","0","7630","-79.2364","42.9832"
"3324","Building","Alteration","Commercial","Retail Plaza","2008-07-28","2008-07-31","B08-232","800 NIAGARA ST","PT TWP LOTS 229 AND 230 RP;59R1742 PARTS 3 AND 4 RP;59R2895 PARTS 1 AND 2","0","20000","0","0","19616","-79.2466","43.0158"
"3326","Building","Alteration","Residential","Apartment","2008-07-29","2008-07-31","B08-234","411 SCHOLFIELD AVE N","PLAN 23 PT LOT 271 LOT 272 NP945","0","1400","0","0","8978","-79.2338","42.9941"
"3317","Building","Addition","Residential","Attached Garage","2008-07-23","2008-08-01","B08-229","125 BURGAR ST","PLAN 25 PT LOT 128 NP573 RP;59R8054 PART 1","336","10000","0","0","10958","-79.2436","42.9895"
"3330","Demolition","","Accessory","Detached Garage","2008-07-30","2008-08-01","D08-016","125 BURGAR ST","PLAN 25 PT LOT 128 NP573 RP 59R8054 PART 1","240","500","0","0","10958","-79.2436","42.9895"
"3318","Sign","New","Commercial","Retail Plaza","2008-07-23","2008-08-01","S08-013","300 LINCOLN ST","PLAN 566 LOTS 56 TO 61 PT;LOTS 54 55 62 TO 67 PT QUEEN;ST PLAN 564 PT BLK HH AND RP;59R825 PARTS 1 4 AND 6","34","5700","0","0","20549","-79.2389","42.9851"
"3325","Building","New","Residential","Single Detached Dwelling","2008-07-28","2008-08-05","B08-233","403 MICHAEL DR","PLAN 59M361 LOT 31","1173","150000","1","0","9599","-79.2339","42.9890"
"3332","Building","Alteration","Commercial","Retail Plaza","2008-07-31","2008-08-05","B08-239","800 NIAGARA ST","PT TWP LOTS 229 AND 230 RP;59R1742 PARTS 3 AND 4 RP;59R2895 PARTS 1 AND 2","2360","90000","0","0","19616","-79.2466","43.0158"
"3333","Building","Alteration","Commercial","Bank","2008-08-01","2008-08-05","B08-240","469 EAST MAIN ST","PLAN 38 PT LOT 159 PT LOT;160","200","30000","0","0","9501","-79.2366","42.9932"
"3242","Building","New","Institutional","Gazebo","2008-06-26","2008-08-06","B08-187","920 SOUTH PELHAM RD","CON 10 PT LOT 1 RP 59R8309, PARTS 2 AND 3","289","18000","0","0","21671","-79.2868","43.0168"
"3336","Building","Alteration","Residential","Single Detached Dwelling","2008-08-05","2008-08-06","B08-242","227 ALBERTA ST","PLAN 15 LOT 190 NP937","0","1000","0","0","7083","-79.2426","42.9710"
"3335","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-05","2008-08-06","P08-063","314 HELLEMS AVE","PLAN 25 LOT 9 NP573","0","1400","0","0","9974","-79.2463","42.9859"
"3329","Building","New","Residential","Single Detached Dwelling","2008-07-30","2008-08-07","B08-237","3 MICHIGAN ST","PLAN 781 LOT 54","1131","150000","1","0","27858","-79.2443","42.9495"
"3339","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-06","2008-08-07","P08-064","59 WOODINGTON PL","PLAN 92 LOT 58 NKA PLAN 640","0","3000","0","0","16290","-79.2641","43.0112"
"3327","Building","Alteration","Residential","Attached Garage","2008-07-29","2008-08-08","B08-235","524 FORKS RD","CON 5 PT LOT 23 TWP;HUMBERSTONE RP 59R 6706 PT 2","300","20000","0","0","5873","-79.2551","42.9479"
"3256","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-195","284 GALLOWAY TRL","PLAN 59M269 PT LOTS 92, 93 RP 59R13741 PART 1","1481","150000","1","0","20940","-79.2168","43.0222"
"3257","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-196","274 GALLOWAY TRL","PLAN 59M269 PT LOTS 91,92,93 RP 59R13741 PART 2","1421","150000","1","0","28270","-79.2166","43.0222"
"3258","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-197","264 GALLOWAY TRL","PLAN 59M269 PT LOTS 90, 91,92 RP 59R13741 PART 3","1337","150000","1","0","20941","-79.2164","43.0222"
"3259","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-198","254 GALLOWAY TRL","PLAN 59M269 PT LOTS 90,91 RP 59R13741 PART 4","1235","150000","1","0","20942","-79.2163","43.0221"
"3260","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-199","200 GALLOWAY TRL","PLAN 59M269 PT LOTS 84,85,86 RP 59R13741 PART 10","1242","150000","1","0","20948","-79.2153","43.0219"
"3261","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-200","190 GALLOWAY TRL","PLAN 59M269 PT LOTS 84,85, RP 59R13741 PART 11","1329","150000","1","0","21147","-79.2151","43.0219"
"3262","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-201","180 GALLOWAY TRL","PLAN 59M269 PT LOTS 134 RP 59R13741 PART 13","1481","150000","1","0","20976","-79.2145","43.0218"
"3263","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-202","172 GALLOWAY TRL","PLAN 59M269 PT LOTS 134,135 RP 59R13741 PART 14","1489","150000","1","0","20973","-79.2145","43.0220"
"3264","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-203","96 GALLOWAY TRL","PLAN 59M269 PT LOTS 62,63 RP 59R13741 PART 23","1235","150000","1","0","20920","-79.2150","43.0231"
"3265","Building","New","Residential","Single Detached Dwelling","2008-07-03","2008-08-11","B08-204","4 GALLOWAY TRL","PLAN 59M269 PT LOTS 54,55 RP 59R13741 PART 33","2407","150000","1","0","20911","-79.2167","43.0235"
"3266","Building","New","Residential","Street Townhouse","2008-07-03","2008-08-11","B08-205","291 GALLOWAY TRL","PLAN 59M269 LOTS 74,75, PT LOT 76 RP 59R13741 PT PART 34","5621","562100","4","0","28271","-79.2156","43.0224"
"3337","Building","Addition","Residential","Single Detached Dwelling","2008-08-05","2008-08-11","B08-243","16 KINGSWAY","CON 4 PTL 27 59R5439 PT 1","320","6000","0","0","5571","-79.2474","42.9462"
"3342","Building","Alteration","Residential","Single Detached Dwelling","2008-08-08","2008-08-12","B08-245","118 LEASIDE DR","PLAN M13 LOT 96","0","1000","0","0","17126","-79.2743","43.0091"
"3341","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-08","2008-08-12","P08-065","481 CLARE AVE","PT TWP LOT 254","0","500","0","0","13135","-79.2806","42.9984"
"3046","Building","New","Residential","Street Townhouse","2008-04-03","2008-08-13","B08-079","29 GALLOWAY TRL","PLAN 59M269 LOTS 73,72, PT LOT 71 RP 59R13741 PT PART 34","6893","562500","4","0","28272","-79.2156","43.0227"
"3349","Building","Alteration","Residential","Single Detached Dwelling","2008-08-13","2008-08-14","B08-249","65 WEST MAIN ST","PLAN 552 LOT 28 PT LOT 27","0","12000","0","0","19753","-79.2536","42.9910"
"3351","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-14","2008-08-14","P08-067","406 MORNINGSTAR AVE","PLAN 54 LOT 411 NP973","0","800","0","0","7880","-79.2363","42.9770"
"3353","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-14","2008-08-14","P08-068","136 ABBEY RD","PLAN 59M277 LOT 24","0","1500","0","0","15704","-79.2553","43.0119"
"3340","Pool","New","Accessory","","2008-08-08","2008-08-14","W08-050","4 MELISSA CRES","PLAN M79 LOT 64","512","27000","0","0","6208","-79.2471","43.0092"
"3331","Building","Alteration","Residential","Semi-Detached Dwelling","2008-07-31","2008-08-15","B08-238","334 SOUTHWORTH ST","PLAN 17 LOT483 AND 484 NP939","0","3700","0","0","3102","-79.2365","42.9713"
"3346","Building","Addition","Residential","Single Detached Dwelling","2008-08-12","2008-08-15","B08-248","248 REGATTA DR","PLAN 59M247 LOT 32","230","2000","0","0","5781","-79.2441","42.9413"
"3352","Building","Alteration","Residential","Single Detached Dwelling","2008-08-14","2008-08-15","B08-251","136 JOYCE AVE","PLAN 30 LOT 931 LOT 932","0","3500","0","0","8140","-79.2342","42.9779"
"3354","Building","Alteration","Residential","Single Detached Dwelling","2008-08-14","2008-08-15","B08-252","115 LARRAINE ST","PLAN 63 LOT 50 NP982","0","3500","0","0","1405","-79.2615","42.9822"
"3355","Building","Alteration","Residential","Single Detached Dwelling","2008-08-15","2008-08-15","B08-253","340 ALBERTA ST","PLAN 15 LOT 226 NP937","0","8500","0","0","7056","-79.2433","42.9691"
"3344","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-11","2008-08-15","P08-066","518 CLARE AVE","PLAN 39 LOT 111 NP673","0","4000","0","0","13404","-79.2798","42.9999"
"3314","Building","Addition","Residential","Single Detached Dwelling","2008-07-21","2008-08-18","B08-226","34 COUNTRYSIDE DR","PLAN M125 LOT 27","155","1000","0","0","17625","-79.2832","43.0163"
"3328","Building","Addition","Residential","Single Detached Dwelling","2008-07-30","2008-08-19","B08-236","235 DENISTOUN ST","PLAN 26 PT BLK A NP574","383","30000","0","0","20305","-79.2475","42.9837"
"3350","Building","Addition","Residential","Single Detached Dwelling","2008-08-13","2008-08-19","B08-250","65 WEST MAIN ST","PLAN 552 PT LOT 4","28","5000","0","0","19752","-79.2536","42.9912"
"3359","Building","Alteration","Residential","Single Detached Dwelling","2008-08-18","2008-08-19","B08-257","399 MORNINGSTAR AVE","CON 6 PT LOT 23 RP 59R8110;PARTS 1 & 2","0","11000","0","0","8000","-79.2366","42.9766"
"3360","Building","Alteration","Residential","Single Detached Dwelling","2008-08-18","2008-08-19","B08-258","22 GOLDEN BLVD E","PLAN 59 PT LOT 88","0","30000","0","0","8781","-79.2290","42.9920"
"3347","Demolition","","Residential","Single Detached Dwelling","2008-08-13","2008-08-19","D08-017","71 BEATRICE ST","PLAN 8 LOT 30 NP931","926","4500","0","1","1613","-79.2450","42.9735"
"3348","Demolition","","Accessory","Detached Garage","2008-08-13","2008-08-19","D08-018","71 BEATRICE ST","PLAN 8 LOT 30 NP931","168","500","0","0","1613","-79.2450","42.9735"
"3363","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-19","2008-08-19","P08-070","41 MCNAUGHTON RD","PLAN 65 LOT 102 NP613","0","1500","0","0","3972","-79.2423","42.9779"
"3364","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-19","2008-08-19","P08-071","45 MCNAUGHTON RD","PLAN 65 PT LOT 101 PCL C;NP613","0","1300","0","0","3973","-79.2423","42.9777"
"3338","Building","Alteration","Residential","Single Detached Dwelling","2008-08-05","2008-08-22","B08-244","14 CHURCHILL AVE","PLAN 65 LOT 14 NP613","0","600","0","0","3707","-79.2435","42.9793"
"3369","Building","Alteration","Residential","Single Detached Dwelling","2008-08-21","2008-08-22","B08-263","406 VICTORY AVE","PLAN 54 LOT 359 NP973","0","3000","0","0","5261","-79.2363","42.9785"
"3345","Building","New","Residential","Single Detached Dwelling","2008-08-12","2008-08-25","B08-247","102 MAPLE AVE","PLAN BALD LOT 48 PT LOT 46;PT LOT 47 NP552","1573","160000","1","0","11605","-79.2562","42.9899"
"3358","Building","New","Accessory","Detached Garage","2008-08-18","2008-08-25","B08-256","500 THOROLD RD W","PT TWP LOT 246","432","7000","0","0","17456","-79.2815","43.0043"
"3211","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-06-12","2008-08-25","P08-047","27 WAVELL CRT","PLAN 54 LOT 73 NP973","0","1500","0","0","7642","-79.2382","42.9831"
"3362","Building","New","Residential","Single Detached Dwelling","2008-08-18","2008-08-26","B08-259","290 KINGSWAY","PLAN 813 PT LOT 63 RP 59R13676 PART 1","1478","200000","1","0","28195","-79.2432","42.9332"
"3367","Building","New","Accessory","Detached Garage","2008-08-18","2008-08-26","B08-261","290 KINGSWAY","PLAN 813 PT LOT 63 RP 59R13676 PART 1","824","12000","0","0","28195","-79.2432","42.9332"
"3370","Building","New","Residential","Single Detached Dwelling","2008-08-21","2008-08-26","B08-264","240 KINGSWAY","PLAN 54 LOT 51 NP813","1607","250000","1","0","5465","-79.2437","42.9357"
"3374","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-25","2008-08-26","P08-073","557 WRIGHT ST","PLAN 13 LOT 70 NP936","0","1200","0","0","3077","-79.2387","42.9686"
"3377","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-26","2008-08-26","P08-074","815 BROADWAY","PLAN 19 LOT 2937 LOT 2938;NP941","0","1200","0","0","1226","-79.2719","42.9748"
"3303","Building","New","Residential","Single Detached Dwelling","2008-07-17","2008-08-28","B08-219","11 MICHIGAN ST","PLAN 781 LOT 56","1050","120000","1","0","27857","-79.2449","42.9495"
"3371","Building","Addition","Residential","Single Detached Dwelling","2008-08-22","2008-08-28","B08-265","70 OAKLAND AVE","PLAN 49 LOT 148 NP597","100","1000","0","0","11753","-79.2612","42.9870"
"3378","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-26","2008-08-28","P08-075","40 PARK ST","PLAN FITCH GRFFTH PT LOT 32;NP555","0","3800","0","0","10601","-79.2496","42.9853"
"3361","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-18","2008-08-29","P08-069","399 MORNINGSTAR AVE","CON 6 PT LOT 23 RP 59R8110;PARTS 1 & 2","0","4000","0","0","8000","-79.2366","42.9766"
"3372","Building","Alteration","Institutional","Church","2008-08-22","2008-09-02","B08-266","303 NIAGARA ST","PLAN 1649 PT LOT 96 PT LOT;97","0","15000","0","0","19686","-79.2532","42.9990"
"3376","Building","New","Residential","Single Detached Dwelling","2008-08-25","2008-09-02","B08-269","208 GALLOWAY TRL","PLAN 59M269 PT LOTS 85, 86, 87 RP 5913741 PART 9","2407","240700","1","0","20947","-79.2154","43.0219"
"3383","Building","New","Commercial","Temporary Structure","2008-08-28","2008-09-02","B08-270","1100 NIAGARA ST","PT TWP LOT 225","1800","1300","0","0","1979","-79.2471","43.0287"
"3379","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-27","2008-09-02","P08-076","152 SOUTHWORTH ST","PLAN 54 LOT 396 NKA PLAN 973","0","5000","0","0","7895","-79.2362","42.9773"
"3380","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-27","2008-09-02","P08-077","405 GATFIELD AVE","PLAN 54 LOT 397 NP973","0","1500","0","0","7894","-79.2363","42.9773"
"3394","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-09-04","2008-09-04","P08-081","32 LYONS AVE","PLAN 40 LOT 191 PT LOT 190;NP960","0","1300","0","0","9114","-79.2320","42.9922"
"3356","Building","Addition","Residential","Single Detached Dwelling","2008-08-14","2008-09-05","B08-254","82 WELLAND ST","PLAN 38 LOT 72 NP586","273","30000","0","0","9419","-79.2374","42.9903"
"3373","Building","Addition","Residential","Single Detached Dwelling","2008-08-25","2008-09-05","B08-267","3 HOME ST","PLAN 70 LOT 134 NP618","276","4000","0","0","14286","-79.2633","42.9996"
"3393","Building","New","Accessory","Shed","2008-09-03","2008-09-05","B08-276","60 CHAFFEY ST","PLAN 11 LOT 47 NP934","256","2500","0","0","1598","-79.2445","42.9735"
"3396","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-09-05","2008-09-05","P08-082","14 MACOOMB DR","PLAN 93 LOT 119 NP641","0","1200","0","0","18609","-79.2560","43.0173"
"3366","Plumbing","Alteration","Residential","Single Detached Dwelling","2008-08-19","2008-09-08","P08-072","65 WEST MAIN ST","PLAN 552 LOT 28 PT LOT 27","0","2000","0","0","19753","-79.2536","42.9910"
"3385","Pool","New","Accessory","","2008-08-29","2008-09-08","W08-051","871 LYONS CREEK RD","CON 4 S PT LOT 11 RP 59r7493; PT 1, 2","346","2700","0","0","4660","-79.1759","42.9968"
