OBJECTID,PERMITNUMBER,DESCRIPTION,APPLIEDDATE,ISSUEDDATE,COMPLETEDDATE,STATUSCURRENT,ORIGINALADDRESS1,ORIGINALADDRESS2,ORIGINALCITY,ORIGINALSTATE,ORIGINALZIP,PERMITCLASS,WORKCLASS
270,16-111208-00-C3,To install one electromagnetic lock on ground floor exit door in existing SHOPPERS DRUG MART.  ,2016-05-02T00:00:00.000Z,2016-09-28T00:00:00.000Z,2016-10-13T00:00:00.000Z,Closed,1300 GARTH,NULL,HAMILTON,ON,L9C 4L7,Stores,Alteration
271,15-117449-01-C3,"PERMIT REVISED for Detail 3, ""Clay Brick Column Section"". Alterations to the 4-storey commercial / residential building to complete repairs and upgrades of building exterior.",2016-02-04T00:00:00.000Z,2016-03-04T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,125 KING E,NULL,HAMILTON,ON,NULL,Stores,Alteration
272,16-101209-00-C3,"Alterations to existing sprinkler system to suit alterations for retail store ""LONG AND MCQUADE"".",2015-12-23T00:00:00.000Z,2016-01-28T00:00:00.000Z,2016-04-15T00:00:00.000Z,Closed,2444 BARTON E,NULL,HAMILTON,ON,NULL,Stores,Alteration
273,16-106044-00-C3,"Alterations to Unit 131 for a new tenant, ""THE SOURCE"".",2016-03-08T00:00:00.000Z,2016-04-08T00:00:00.000Z,2016-06-02T00:00:00.000Z,Closed,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Stores,Alteration
274,16-132295-00-C3,"Alterations to Unit 12 of the shell building for the interior fit-out for ""TOOTSIES SHOE MARKET"".",2016-11-14T00:00:00.000Z,2016-12-12T00:00:00.000Z,,Issued,1191 WILSON W,C1.1-C1.4,ANCASTER,ON,L9G 0E8,Stores,Alteration
275,16-127866-00-C3,"Alterations to Unit 2A to establish a ""HOCKEY/SPORTS EQUIPMENT STORE"".",2016-09-21T00:00:00.000Z,2016-11-24T00:00:00.000Z,,Issued,3200 REGIONAL ROAD 56,NULL,GLANBROOK,NULL,NULL,Stores,Alteration
276,15-123076-00-C3,Alterations to the existing 3- storey building to modify the front façade for the first floor and to construct two demising walls for future tenants.,2015-10-01T00:00:00.000Z,2016-02-16T00:00:00.000Z,,Issued,81 KING E,NULL,HAMILTON,ON,NULL,Stores,Alteration
277,15-129354-00-C3,To install a sprinkler system to serve the entire building.,2015-12-10T00:00:00.000Z,2016-03-16T00:00:00.000Z,2016-08-19T00:00:00.000Z,Closed,120 PORTIA,NULL,ANCASTER,ON,L9G 0G1,Stores,Alteration
278,15-129497-00-C3,"Alterations to the interior of the existing 'LOWE'S"" store.",2015-12-14T00:00:00.000Z,2016-01-19T00:00:00.000Z,2016-03-16T00:00:00.000Z,Closed,1945 BARTON E,NULL,HAMILTON,ON,NULL,Stores,Alteration
279,16-103711-00-C3,Alterations to the exterior (cladding) of the existing 2 storey commercial building.,2016-02-10T00:00:00.000Z,2016-04-20T00:00:00.000Z,2016-10-24T00:00:00.000Z,Closed,784 CONCESSION,NULL,HAMILTON,ON,L8V 1C9,Stores,Alteration
280,16-108040-00-C3,Alterations to Unit 129 of the existing building for a new tenant GLOBAL PET FOOD.,2016-03-30T00:00:00.000Z,2016-04-27T00:00:00.000Z,2016-09-19T00:00:00.000Z,Closed,101 OSLER,NULL,DUNDAS,NULL,NULL,Stores,Alteration
281,16-111798-00-C3,"Alterations to Unit 9 of the 1-storey commercial building to create the paint store, “SHERWIN WILLIAMS COMPANY”. (HC9)",2016-05-06T00:00:00.000Z,2016-07-05T00:00:00.000Z,2017-01-16T00:00:00.000Z,Closed,14 MARTINDALE,NULL,ANCASTER,ON,NULL,Stores,Alteration
282,16-110179-00-C3,"Alterations to unit 244 of the existing building for interior alterations ""WIRELESS WAVE"".",2016-04-21T00:00:00.000Z,2016-05-17T00:00:00.000Z,2017-01-24T00:00:00.000Z,Closed,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Stores,Alteration
283,15-113212-01-C3,"PERMIT REVISED to reduce the size of the building.  Alterations to the 3-storey commercial / residential building for major exterior and interior renovations, upgrades, and to add a 4th and 5th storey.",2016-06-21T00:00:00.000Z,2016-08-12T00:00:00.000Z,,Issued,95 JAMES N,NULL,HAMILTON,ON,NULL,Stores,Alteration
284,16-113946-00-C3,"Alterations to the existing 2-storey building, to remove existing canopy around the perimeter of the building, renovate the building façade, replace windows and doors and repairs to the existing roof.",2016-05-27T00:00:00.000Z,2016-07-31T00:00:00.000Z,,Issued,310 LIMERIDGE W,NULL,HAMILTON,NULL,L9C 2V2,Stores,Alteration
288,16-117624-00-C3,"Mechanical and electrical alterations to the grocery store, ""HALAL MART MEAT SHOP"".",2016-07-05T00:00:00.000Z,2016-08-02T00:00:00.000Z,2016-09-26T00:00:00.000Z,Closed,1970 RYMAL E,NULL,GLANBROOK,NULL,NULL,Stores,Alteration
285,16-113488-00-C3,Alteration to the exterior of the commercial building to install a barrier-free ramp (off of James Street N).,2016-05-20T00:00:00.000Z,2016-07-23T00:00:00.000Z,,Issued,100 KING W,NULL,HAMILTON,ON,L8P 1A1,Stores,Alteration
286,16-126314-00-C3,Alterations to Unit 5 of the 1-storey commercial building (B) to renovate “FAMOUS FOOTWEAR”.,2016-09-02T00:00:00.000Z,2016-10-03T00:00:00.000Z,,Issued,14 MARTINDALE,NULL,ANCASTER,ON,NULL,Stores,Alteration
287,16-126461-00-C3,"Alterations to the interior of Unit 12 of the existing1 storey retail plaza for ""EXPEDIA CRUISE SHIP CENTERS"".",2016-09-07T00:00:00.000Z,2016-09-28T00:00:00.000Z,2016-12-07T00:00:00.000Z,Closed,101 OSLER,NULL,DUNDAS,NULL,NULL,Stores,Alteration
289,15-129459-01-C3,PERMIT REVISED for reduction in gross floor area of building.  To install a sprinkler system and a standpipe system to serve the entire building.,2016-07-12T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Issued,95 JAMES N,NULL,HAMILTON,ON,NULL,Stores,Alteration
290,16-104136-00-C3,"Alterations to Unit 1 of the 1-storey commercial building to create ""HOMESENSE"". Alterations to Unit 2 of the 1-storey commercial building to create ""MARSHALLS"".",2016-02-17T00:00:00.000Z,2016-03-16T00:00:00.000Z,2016-09-26T00:00:00.000Z,Closed,60 MARTINDALE,NULL,ANCASTER,ON,L8N 1H5,Stores,Alteration
291,16-126302-00-C3,Alterations to the interior of the existing Food Basics grocery store.,2016-09-02T00:00:00.000Z,2016-09-28T00:00:00.000Z,,Issued,724 MOHAWK E,NULL,HAMILTON,ON,L8T 2P8,Stores,Alteration
292,16-124302-00-C3,Alterations to the existing building for modifications to the sprinkler system.,2016-08-16T00:00:00.000Z,2016-09-16T00:00:00.000Z,,Issued,1051 GARNER W,NULL,ANCASTER,ON,NULL,Stores,Alteration
293,15-127710-00-C3,Alterations to the existing super market to install kitchen exhaust system.,2015-11-20T00:00:00.000Z,2016-03-02T00:00:00.000Z,2016-04-18T00:00:00.000Z,Closed,81 CANNON W,NULL,HAMILTON,ON,NULL,Super Market,Alteration
294,15-129807-00-C3,"Interior alterations to the shell building (C1.1) for interior fit-out of a super market ""LONGOS"".",2015-12-17T00:00:00.000Z,2016-03-15T00:00:00.000Z,2016-10-18T00:00:00.000Z,Closed,1191 WILSON W,C1.1-C1.4,ANCASTER,ON,L9G 0E8,Super Market,Alteration
295,16-120032-00-C3,"To construct a 1-storey, 333.8 m2 restaurant, ""MCDONALD'S'.",2016-07-25T00:00:00.000Z,2016-09-07T00:00:00.000Z,2016-11-30T00:00:00.000Z,Closed,1175 WILSON W,NULL,ANCASTER,NULL,NULL,Restaurant > 30 People,New Construction
296,16-104453-00-C3,"To construct a 1-storey, 467.65 m2 restaurant and brewpub, ""MERIT BREWING COMPANY INC.""",2016-02-19T00:00:00.000Z,2016-04-29T00:00:00.000Z,,Issued,107 JAMES N,NULL,HAMILTON,ON,L8R 2K6,Restaurant > 30 People,New Construction
297,16-103575-00-C3,"To construct a 1-storey, 286m2 Tim Horton's Restaurant.",2016-02-10T00:00:00.000Z,2016-04-08T00:00:00.000Z,2016-07-22T00:00:00.000Z,Closed,529 HWY 8,NULL,STONEY CREEK,ON,L8G 1G4,Restaurant > 30 People,New Construction
298,15-126985-00-C3,"Alterations to the shell building for the interior fit-out of the restaurant, ""SHOELESS JOE'S"".",2015-11-12T00:00:00.000Z,2016-04-21T00:00:00.000Z,,Issued,1183 UPPER JAMES,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,New Construction
299,16-106927-00-C3,"To construct a 31.33m2 1-storey addition (kitchen) to the existing building ""BRUX HOUSE"".",2016-03-17T00:00:00.000Z,2016-08-03T00:00:00.000Z,,Issued,137 LOCKE S,NULL,HAMILTON,ON,L8R 4A7,Restaurant > 30 People,Addition (NR)
300,16-125384-00-C3,"Alterations to the base building sprinkler and standpipe systems for the restaurant tenant, ""BERKELEY HOUSE"", located in Unit 101.",2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-09-15T00:00:00.000Z,Closed,31 KING WILLIAM,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
301,16-123930-00-C3,Alterations to the existing sprinkler system due to tenant improvements (community kitchen).,2016-08-12T00:00:00.000Z,2016-11-26T00:00:00.000Z,2017-01-19T00:00:00.000Z,Closed,310 LIMERIDGE W,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
302,16-124968-00-C3,Alterations to the 2 storey commercial building to create a new restaurant for 55 persons.,2016-08-22T00:00:00.000Z,2016-11-01T00:00:00.000Z,,Revised,207 OTTAWA N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
303,16-117083-00-C3,"Alterations to the interior of the existing restaurant unit for a new restaurant, ""SULTAN HOUSE EXPRESS"".",2016-06-28T00:00:00.000Z,2016-07-26T00:00:00.000Z,2016-09-07T00:00:00.000Z,Closed,19 KING E,NULL,HAMILTON,ON,L8N 1A1,Restaurant > 30 People,Alteration
307,16-115027-00-C3,Alterations to the interior of the building to create L'ETRANGER .,2016-06-06T00:00:00.000Z,2016-07-04T00:00:00.000Z,2016-07-18T00:00:00.000Z,Closed,107 JAMES N,NULL,HAMILTON,ON,L8R 2K6,Restaurant > 30 People,Alteration
304,15-110645-02-C3,"PERMIT REVISED (2) for location of the exhaust outlet for the commercial cooking hood.  Exhaust outlet clearances shall comply with NFPA-96. PERMIT REVISED (1) for basement and kitchen. Alterations to Unit 101 for a 53-seat restaurant, ""BERKELEY HOUSE"". ",2016-08-04T00:00:00.000Z,2016-09-07T00:00:00.000Z,2016-09-15T00:00:00.000Z,Closed,31 KING WILLIAM,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
305,16-119356-00-C3,Alterations to the exterior the building to create a patio for 24 seats (THE MULE).,2016-07-20T00:00:00.000Z,2016-08-04T00:00:00.000Z,,Issued,41 KING WILLIAM,NULL,HAMILTON,NULL,L8R 1A2,Restaurant > 30 People,Alteration
306,16-100170-01-C3,"PERMIT REVISED to include installation of new fire alarm system, addition of a new staff washroom, and replacement of existing mezzanine guards.  Alterations to the 2-storey commercial building to create a new restaurant, ""ENDZONE BAR AND GRILL"".",2016-05-30T00:00:00.000Z,2016-06-21T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,1305 MAIN E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
308,16-114455-00-C3,"To increase occupant load to a total of 123 persons for the restaurant, ""WILSON ST. BAR & GRILL"".",2016-05-31T00:00:00.000Z,2016-06-17T00:00:00.000Z,,Issued,400 WILSON E,NULL,ANCASTER,ON,NULL,Restaurant > 30 People,Alteration
309,16-113046-00-C3,"Alterations to Unit 29 to 30 of the 1-storey commercial building to create a 40 seats restaurant with bakery ""VENETIAN PLACE"".",2016-05-17T00:00:00.000Z,2016-07-20T00:00:00.000Z,2016-08-05T00:00:00.000Z,Closed,265 BARTON,NULL,STONEY CREEK,NULL,NULL,Restaurant > 30 People,Alteration
310,15-110645-01-C3,"PERMIT REVISED for basement and kitchen. Alterations to Unit 101 for a 53-seat restaurant, ""BERKELEY HOUSE"". ",2016-06-20T00:00:00.000Z,2016-06-27T00:00:00.000Z,,Revised,31 KING WILLIAM,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
311,15-124135-01-C3,PERMIT REVISED: to install fire shutters on the west elevations of the building.  Alterations to the existing building to replace the existing fire escape located on the west elevation same size same location as per Fire Inspection report (file 2613) dated 02/10/2016.,2016-06-01T00:00:00.000Z,2016-08-26T00:00:00.000Z,,Issued,121 HUGHSON N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
312,16-118799-00-C3,"Alterations (architectural) to the 1st floor for ""BIG TOBACCO KITCHEN & WHISKEY"" restaurant.",2016-07-15T00:00:00.000Z,2016-08-15T00:00:00.000Z,2016-11-10T00:00:00.000Z,Closed,109 GEORGE,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
313,16-110602-00-C3,"Alterations to existing restaurant to expand into adjacent unit.  ""INDIA VILLAGE""",2016-04-25T00:00:00.000Z,2016-06-01T00:00:00.000Z,2016-10-31T00:00:00.000Z,Closed,370 WILSON E,NULL,ANCASTER,ON,NULL,Restaurant > 30 People,Alteration
314,16-111225-00-C3,Alterations to the exterior to repair and replace the canopy/covered walkway on the west side of the building.,2016-05-02T00:00:00.000Z,2016-07-05T00:00:00.000Z,2017-01-05T00:00:00.000Z,Closed,33 KING W,NULL,DUNDAS,NULL,NULL,Restaurant > 30 People,Alteration
315,16-100906-00-C3,"To increase occupant load to a total of 40 persons for the existing restaurant, ""CAPTAIN MIKE'S FISH & CHIPS"".",2016-01-13T00:00:00.000Z,2016-01-27T00:00:00.000Z,2016-02-01T00:00:00.000Z,Closed,284 MUD W,D4,STONEY CREEK,NULL,NULL,Restaurant > 30 People,Alteration
316,16-107640-00-C3,Alterations to the 1-storey commercial building to create a community kitchen.,2016-03-23T00:00:00.000Z,2016-07-05T00:00:00.000Z,2017-01-19T00:00:00.000Z,Closed,310 LIMERIDGE W,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
317,16-111550-00-C3,Alterations to the interior of the existing building to add a spray foam insulation (plus the required thermal barrier) to a portion of the roof and structural modification to the existing 3rd floor framing.,2016-05-04T00:00:00.000Z,2016-08-10T00:00:00.000Z,2016-10-14T00:00:00.000Z,Closed,103 KING E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
318,16-107751-00-C3,"Alteration to the interior and exterior of the existing 1-storey commercial building to establish ""KFC"". ",2016-03-24T00:00:00.000Z,2016-05-02T00:00:00.000Z,2016-06-08T00:00:00.000Z,Closed,829 PARAMOUNT,F,STONEY CREEK,NULL,NULL,Restaurant > 30 People,Alteration
319,16-110319-00-C3,"Alterations to the first floor of the 3-storey commercial building to expand the restaurant, “CHARRED”.",2016-04-21T00:00:00.000Z,2016-06-20T00:00:00.000Z,,Issued,246 JAMES N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
320,15-128952-00-C3,"Alterations to the interior of the 1-storey commercial building for ""KFC"".",2015-12-07T00:00:00.000Z,2016-02-12T00:00:00.000Z,2016-03-17T00:00:00.000Z,Closed,1428 UPPER JAMES,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
321,15-128965-00-C3,"Alterations to the basement and first floor of the 3-storey commercial building to create restaurant, “LOU DAWG'S SOUTHERN BBQ”.",2015-12-07T00:00:00.000Z,2016-01-15T00:00:00.000Z,,Revised,116 GEORGE,NULL,HAMILTON,ON,L8P 1E2,Restaurant > 30 People,Alteration
322,15-120668-01-C3,"PERMIT REVISED for pizza oven venting. Alterations to the shell building for the interior fit-out of Unit 4 for a restaurant, ""SASSO"".",2016-01-06T00:00:00.000Z,2016-01-12T00:00:00.000Z,2016-03-07T00:00:00.000Z,Closed,1595 UPPER JAMES,NULL,HAMILTON,ON,L9B 0H7,Restaurant > 30 People,Alteration
323,15-110155-01-C3,"PERMIT REVISED to include new roof framing over existing roof and new curtain wall at store front:  To construct a 1-storey, 76 m2 addition and alterations to the existing 1-storey commercial building to create a restaurant ""SIMPLY ITALIAN BAKERY"". ",2015-12-17T00:00:00.000Z,2016-01-21T00:00:00.000Z,,Issued,210 OTTAWA N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
324,15-130053-00-C3,"To increase the occupant load of ""HAMBRGR"" to maximum 40 persons (35 seats; 5 staff).",2015-12-17T00:00:00.000Z,2016-03-01T00:00:00.000Z,2016-04-07T00:00:00.000Z,Closed,49 KING WILLIAM,NULL,HAMILTON,ON,L8R 1A2,Restaurant > 30 People,Alteration
325,16-101503-00-C3,Alterations to the ground floor of the building to install a steam vapour exhaust hood in the existing restaurant.,2016-01-21T00:00:00.000Z,2016-03-01T00:00:00.000Z,2016-04-07T00:00:00.000Z,Closed,117 KING E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
326,16-106815-00-C3,"Alterations to the exterior of the existing restaurant, ""TIM HORTONS"".",2016-03-17T00:00:00.000Z,2016-04-15T00:00:00.000Z,,Issued,127 BAY N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
327,16-107581-00-C3,To install a sprinkler system to serve the entire building.,2016-03-22T00:00:00.000Z,2016-05-19T00:00:00.000Z,,Issued,1183 UPPER JAMES,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
328,16-127561-00-C3,"Alterations to  interior of the basement, main floor and the second floor for a new Karaoke Bar restaurant in the existing 2 storey commercial building as per plan approved..",2016-09-19T00:00:00.000Z,2016-11-24T00:00:00.000Z,,Issued,16 JARVIS,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
329,16-130178-00-C3,Alterations to the mechanical room of the commercial building to create a one hour fire separation for “ROYAL HAMILTON YACHT CLUB”.,2016-10-19T00:00:00.000Z,2016-11-10T00:00:00.000Z,,Issued,555 BAY N,NULL,HAMILTON,NULL,L8L 1H1,Restaurant > 30 People,Alteration
330,16-129423-00-C3,Alterations to the interior of the existing 4-storey mixed use building to demolish interior non-loadbearing partitions.,2016-10-11T00:00:00.000Z,2016-11-03T00:00:00.000Z,,Issued,85 KING E,NULL,HAMILTON,NULL,L8N 1A9,Restaurant > 30 People,Alteration
331,16-124968-01-C3,PERMIT REVISED to provide details on commercial exhaust hood in compliance with NFPA 96.  Alterations to the 2 storey commercial building to create a new restaurant for 55 persons.,2016-11-29T00:00:00.000Z,2016-12-22T00:00:00.000Z,,Issued,207 OTTAWA N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
332,16-129454-00-C3,Alterations to the ground floor of the 2-storey commercial building to create “CIMA RESTAURANT”.,2016-10-07T00:00:00.000Z,2016-11-30T00:00:00.000Z,,Issued,190 LOCKE S,NULL,HAMILTON,ON,L8R 4B4,Restaurant > 30 People,Alteration
333,16-110609-00-C3,"Alterations to interior of the existing restaurant on the ground and basement floors for ""AUGUST 8 BOIL""",2016-04-26T00:00:00.000Z,2016-06-22T00:00:00.000Z,2016-10-13T00:00:00.000Z,Closed,173 KING E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
334,15-128965-01-C3,"PERMIT REVISED to propose a new exit layout for basement and enlarge basement utility room.    Alterations to the basement and first floor of the 3-storey commercial building to create restaurant, “LOU DAWG'S SOUTHERN BBQ”.",2016-03-07T00:00:00.000Z,2016-03-18T00:00:00.000Z,2016-03-29T00:00:00.000Z,Closed,116 GEORGE,NULL,HAMILTON,ON,L8P 1E2,Restaurant > 30 People,Alteration
335,16-130714-00-C3,"Alterations to Unit 8 of the 1-storey commercial building to renovate the restaurant, “EAT WELL”.",2016-10-25T00:00:00.000Z,2016-12-08T00:00:00.000Z,,Issued,225 JOHN S,NULL,HAMILTON,ON,L8N 2C7,Restaurant > 30 People,Alteration
336,16-128128-00-C3,Alteration to install a grease interceptor in the restaurant.,2016-09-22T00:00:00.000Z,2016-10-21T00:00:00.000Z,2016-11-08T00:00:00.000Z,Closed,1900 KING E,NULL,HAMILTON,ON,L8K 1W1,Restaurant > 30 People,Alteration
337,16-132348-00-C3,Alterations to the exterior of the 1-storey commercial building to install new cladding and awning.,2016-11-16T00:00:00.000Z,2016-12-13T00:00:00.000Z,,Issued,1470 HWY 6,NULL,FLAMBOROUGH,NULL,L8N 2Z7,Restaurant > 30 People,Alteration
341,16-111770-00-C3,"Alterations to the ground floor of the 3-storey commercial building to create the restaurant, “SUGAR MARMALADE”.",2016-05-05T00:00:00.000Z,2016-07-18T00:00:00.000Z,,Issued,65 KING E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
338,16-100170-00-C3,"Alterations to the 2-storey commercial building to create a new restaurant, ""ENDZONE BAR AND GRILL"".",2016-01-05T00:00:00.000Z,2016-04-27T00:00:00.000Z,,Revised,1305 MAIN E,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
339,15-124135-00-C3,Alterations to the existing building to replace the existing fire escape located on the west elevation same size same location as per Fire Inspection report (file 2613) dated 02/10/2016.,2015-10-09T00:00:00.000Z,2016-03-19T00:00:00.000Z,,Revised,121 HUGHSON N,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
340,16-103568-00-C3,"Alterations to the interior and exterior of the existing 1-storey restaurant, ""WENDY'S"".",2016-02-10T00:00:00.000Z,2016-03-24T00:00:00.000Z,2016-06-09T00:00:00.000Z,Closed,869 UPPER JAMES,NULL,HAMILTON,ON,NULL,Restaurant > 30 People,Alteration
342,16-102246-00-C3,"Alterations to the shell building (Bldg ""D"") for the interior fit-out of the restaurant, ""MOXIE'S RESTAURANT'.",2016-01-27T00:00:00.000Z,2016-04-04T00:00:00.000Z,,Issued,560 CENTENNIAL N,NULL,HAMILTON,NULL,NULL,Restaurant > 30 People,Alteration
