OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_PUBLIC_UNITS,MENTAL_HEALTH_PRIVATE_PAY_UNITS,SENIOR_ASSISTED_LIVING,SENIOR_PUBLIC_UNITS,SENIOR_PRIVATE_PAY_UNITS,SUPPORTIVE_RECOVERY,SUPPORTIVE_RECOVERY_PUBLIC_UNITS,SUPPORTIVE_RECOVERY_PRIVATE_PAY_UNITS,LONGITUDE,LATITUDE
New Day in the Peace Ministries,New Day in the Peace Ministries,Assisted Living,11095 - 255 Road,Fort Saint John,V1J 4M6,(250) 785-1008,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Northern Health,N,,,N,,,Y,7,0,-120.7129524,56.256545
Heritage Manor Ltd,Heritage Manor Ltd (Duncan),Assisted Living,5478 Normandy Rd,Duncan,V9L 6G4,(250) 748-3488,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,6,N,,,-123.780408,48.7706677
Vancouver Resource Society,Lakeside Gardens,Assisted Living,4088 Wellesley Avenue,Nanaimo,V9T 6M2,250-756-0799,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,30,N,,,-124.0151253,49.2091968
Back on Track Recovery LTD.,Back on Track Recovery - The Fortress Unit 3,Assisted Living,9889 140 St,Surrey,V3T 4M4,(778) 649-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,0,5,-122.8345193,49.1823321
HP Saltspring Assisted Living Ltd,Heritage Place for Seniors,Assisted Living,120 Crofton Road,Salt Spring Island,V8K 2Y4,250-537-8340,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,27,N,,,-123.5096787,48.8609482
Shuswap Lodge Seniors Residence Society,Shuswap Lodge Retirement Residence,Assisted Living,200 Trans Canada Highway SW,Salmon Arm,V1E 4P6,(250) 832-7081,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,62,N,,,-119.2872131,50.6991521
Waverly Seniors Village 3 LLP,Waverly Seniors Village,Assisted Living,8445 Young Road,Chilliwack,V2P 4P2,(604) 792-6340,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,27,23,N,,,-121.9530152,49.1557196
The Bridge Youth & Family Services,Johnson House,Assisted Living,1001 Johnson Rd.,Penticton,V2A 1W3,(250) 763-0456,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,4,0,-119.5759523,49.4979332
The Bridge Youth & Family Services,Nanaimo House,Assisted Living,123 Nanaimo St,Penticton,V2A 1M3,(250) 763-0456,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,6,0,-119.5901941,49.4992201
Verve Senior Living,The Village Langley,Assisted Living,3920 198 Street,Langley,V3A 1E1,(604) 427-3755,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,0,52,N,,,-122.6729662,49.0732499
Recovery Works Treatment Centres Ltd.,Recovery Works,Assisted Living,647 Niagra Street,Victoria,V8V 1J1,778-430-1212,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,0,0,-123.3705516,48.4111532
Westminster House Society,Supportive Recovery Transition Program,Assisted Living,705 Queens Avenue,New Westminster,V3M 1L3,(604) 524-5633,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,8,0,-122.9148761,49.2063586
Changing Addictive Attitudes Recovery Society of BC,Reaching Out - 65th Ave,Assisted Living,668 East 65th Ave,Vancouver,V5X2P8,(778) 997-0270,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,N,,,Y,7,0,-123.0920818,49.2115831
Lookout Housing and Health Society,Carr's Place,Assisted Living,13802-13804 Grosvenor Rd.,Surrey,V3R 5E7,(604) 255-0340,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.8392644,49.202104
Qualicum Gardens Senior Living,The Gardens at Qualicum Beach,Assisted Living,650 Berwick Road North,Qualicum Beach,V2K 2T8,250-752-2818,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,30,70,N,,,-124.437858,49.3481266
Comox Valley Transition Society,Amethyst House,Assisted Living,280 2nd Street,Courtenay,V9N 1B7,(250) 871-2570,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,12,0,-124.9999224,49.6931376
Horizon Health Care LTD.,Maria Sol House (14129),Assisted Living,14129 Grosvenor Rd,Surrey,V3R 5G9,(778) 318-2855,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,5,0,N,,,N,,,-122.830547,49.2071907
Horizon Health Care LTD.,Maria Sol House (14131),Assisted Living,14131 Grosvenor Rd,Surrey,V3R 5GN,(778) 318-2855,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,5,0,N,,,N,,,-122.830547,49.2071907
Teskey Road to Recovery Society,Teskey Road to Recovery,Assisted Living,5048 Teskey Road,Chilliwack,V2R 5V6,(604) 824-8172,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,11,1,-121.9489835,49.0965274
Trillium (Sidney) Holdings,The Peninsula,Assisted Living,2290 Henry Ave,Sidney,V8L 2B2,(250) 656-8827,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,Y,0,30,N,,,-123.404781,48.6538644
Andover Terrace Housing Society,Andover Terrace,Assisted Living,2110 Lakeshore Rd NE,Salmon Arm,V1E 3X9,(250) 832-6686,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,Y,0,40,N,,,-119.262517,50.7151831
Squamish Helping Hands Society,Under One Roof,Assisted Living,37871 Third Avenue,Squamish,V8B 0R2,(604) 815-4984,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,N,,,Y,15,5,-123.1579917,49.6969175
Vancouver Island Health Authority,Stabilization Unit House 1,Assisted Living,914 McClure St,Victoria,V8V 3E7,(250) 361-9550,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,0,6,-123.3593621,48.4209572
Vancouver Island Health Authority,Stabilization Unit House 2,Assisted Living,924 McClure St,Victoria,V8V 3E7,(250) 361-9550,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,0,9,-123.3589224,48.4210995
Turning Points Collaborative Society,Haven Place,Assisted Living,2500-43 Avenue,Vernon,V1T 9S8,(250)309-4616,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,8,0,-119.2646384,50.2745482
Options Community Services Society,Maple House,Assisted Living,1360 Maple St,White Rock,V4B 4M9,(604) 584-5811,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,0,0,N,,,N,,,-122.7883584,49.0267895
Fraserside Community Services Society,Summit House,Assisted Living,1530 Coquitlam Ave,Port Coquitlam,V3C 2Z7,(604) 475-3412,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,Y,10,0,N,,,N,,,-122.7569006,49.2671936
Nanaimo John Howard Society,Vancouver Island Therapeutic Community - John Howard,Assisted Living,2368 Rosstown Rd,Nanaimo,V9T 3R7,(250) 758-5611,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,8,2,-124.0007094,49.1964594
ASK Wellness Society,ASK Wellness Society - Maverick Manor,Assisted Living,1250 Hillside Crt.,Kamloops,V2C 6R3,(250) 376-7558,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Interior Health,N,,,N,,,Y,27,0,-120.3648204,50.6552431
Quesnel Shelter and Support Society,Bridges Supportive Housing,Assisted Living,355 Elliot St,Quesnel,V2J 1Y5,(778) 414-1229,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Northern Health,N,,,N,,,Y,4,0,-122.5042589,52.9772975
Adult & Teen Challenge Society of BC,Patricia Hope House,Assisted Living,19465 16th Ave,Surrey,V3Z 9V2,(604) 575-3930,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.6841919,49.0312823
Mosaic Seniors Care Society,Gateway Assisted Living,Assisted Living,13787 100 Ave,Surrey,V3T 5E4,(604) 585-2906,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,Y,60,0,N,,,-122.840396,49.1844599
Cheryl Buchanan,New Story Community,Assisted Living,Lot #52 Keats Road,Keats Island,BC,(250) 715-8225,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Vancouver Coastal,N,,,N,,,Y,3,0,-123.4609506,49.3979062
Back on Track Recovery Society,Back on Track - Robin's Nest,Assisted Living,4456 - 184th Street,Surrey,V3S 0L5,(778) 316-2625,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Fraser Health,N,,,N,,,Y,6,0,-122.7128816,49.0834008
Port Alberni Shelter Society,PASS TRC,Assisted Living,725 Franklin River Road,Port Alberni,V0R 1M0,(250) 723-6511,https://connect.health.gov.bc.ca/assisted-living,http://www.bclaws.ca/civix/document/id/complete/statreg/02075_01,http://www.bclaws.ca/civix/document/id/complete/statreg/217_2004 http://www.bclaws.ca/civix/document/id/complete/statreg/218_2004,Island Health,N,,,N,,,Y,0,6,-124.7595041,49.1979687
