,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
354,SHOPPERS DRUG MART #371,3945 34 ST NW,,EDMONTON,780-461-6768,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.474930461125375, -113.39239443381642",,POINT (-113.392394433816 53.474930461125),-113.392394433816,53.474930461125
355,MINT HEALTH + DRUGS: TRI WELLNESS,104-7 TRI LEISURE WAY,,SPRUCE GROVE,587-853-0453,Over 4 weeks,,PFIZER,MODERNA,,False,"53.549860205025155, -113.93675555723145",,POINT (-113.936755557231 53.549860205025),-113.936755557231,53.549860205025
356,SALVUS RXELLENCE PROFESSIONAL DISPENSARY,44-143 LIBERTON DR,,ST ALBERT,780-418-3113,Over 4 weeks,,PFIZER,MODERNA,,True,"53.65236735030585, -113.63014957681963",,POINT (-113.63014957682 53.652367350306),-113.63014957682,53.652367350306
357,SHOPPERS DRUG MART #2427,5-1020 SHERWOOD DR,,SHERWOOD PARK,780-449-2565,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,False,"53.5131575131254, -113.31844400164027",,POINT (-113.31844400164 53.513157513125),-113.31844400164,53.513157513125
358,SAVE-ON-FOODS PHARMACY #6622,1120 91 ST SW,,EDMONTON,780-462-7741,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,False,"53.422944260436125, -113.47531828662072",,POINT (-113.475318286621 53.422944260436),-113.475318286621,53.422944260436
359,MEDICINE SHOPPE PHARMACY 171,100-2675 36 ST NE,,CALGARY,403-291-0076,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-171-7015167,MODERNA,,,True,"51.077488052841446, -113.9825869159321",,POINT (-113.982586915932 51.077488052841),-113.982586915932,51.077488052841
360,SHOPPERS DRUG MART #2431 COOPERS CROSSING,801-401 COOPERS BLVD SW,,AIRDRIE,403-912-0246,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"51.25839246686645, -114.0230999599843",,POINT (-114.023099959984 51.258392466866),-114.023099959984,51.258392466866
361,SHOPPERS DRUG MART #6027,18750 18 ST NW,,EDMONTON,587-497-2783,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.64941112396932, -113.37616482437903",,POINT (-113.376164824379 53.649411123969),-113.376164824379,53.649411123969
362,SAFEWAY PHARMACY #8849,8120 BEDDINGTON BLVD NW,,CALGARY,403-295-8895,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,False,"51.127322313137086, -114.07349572845503",,POINT (-114.073495728455 51.127322313137),-114.073495728455,51.127322313137
363,BEVERLY PHARMACY,4243 118 AVE NW,,EDMONTON,780-756-7711,Over 4 weeks,,PFIZER,,,True,"53.57026758848596, -113.40789267243692",,POINT (-113.407892672437 53.570267588486),-113.407892672437,53.570267588486
364,BEARSPAW FAMILY PHARMACY,1929 105 ST NW,,EDMONTON,780-485-8195,Over 4 weeks,https://bearspawpharmacy.medmeapp.ca/schedule,PFIZER,,,True,"53.448456601845656, -113.50026762825952",,POINT (-113.50026762826 53.448456601846),-113.50026762826,53.448456601846
365,REXALL #7203,4702 51 ST,,WHITECOURT,780-778-3676,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"54.138214267372874, -115.68724117117073",,POINT (-115.687241171171 54.138214267373),-115.687241171171,54.138214267373
366,ABBEYDALE PHARMACY & TRAVEL CLINIC,814 68 ST NE,,CALGARY,587-470-8000,Over 4 weeks,https://www.travelcliniccalgary.ca,PFIZER,,,True,"51.05923951641243, -113.93432608634603",,POINT (-113.934326086346 51.059239516412),-113.934326086346,51.059239516412
367,WAL-MART PHARMACY #1122,16940 127 ST NW,,EDMONTON,780-457-6795,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.63192106547913, -113.54275005593092",,POINT (-113.542750055931 53.631921065479),-113.542750055931,53.631921065479
368,LOBLAW PHARMACY #1548,PHARMACY DEPARTMENT,9 HAINEAULT ST,FORT MCMURRAY,780-790-3835,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,True,"56.723337562435674, -111.37621284365706",,POINT (-111.376212843657 56.723337562436),-111.376212843657,56.723337562436
369,SAFEWAY PHARMACY #8914,304 5 AVE W,,COCHRANE,403-851-1279,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,False,"51.18535157758179, -114.47557283085321",,POINT (-114.475572830853 51.185351577582),-114.475572830853,51.185351577582
370,ALI'S DRUG MART,214-11 WESTWIND DR,,SPRUCE GROVE,587-461-7308,Over 4 weeks,https://www.alidrugmart.com,PFIZER,,,True,"53.56543864633342, -113.88328518592888",,POINT (-113.883285185929 53.565438646333),-113.883285185929,53.565438646333
371,UNIVERSAL HEALTH PHARMACY #8 CASTLERIDGE,4-12 CASTLERIDGE DR NE,,CALGARY,403-262-6391,Over 4 weeks,https://www.universalhealthcentre.com,PFIZER,MODERNA,,True,"51.10753891275242, -113.9499422728724",,POINT (-113.949942272872 51.107538912752),-113.949942272872,51.107538912752
372,MEDICINE SHOPPE PHARMACY 242,111-31 SUNPARK PLAZA SE,,CALGARY,403-873-0087,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-242-7024603,PFIZER,MODERNA,,True,"50.90263168345981, -114.05870281536825",,POINT (-114.058702815368 50.90263168346),-114.058702815368,50.90263168346
373,REXALL #7241,4801 50 AVE,,STONY PLAIN,780-963-5005,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"53.53027056626738, -114.00295585651347",,POINT (-114.002955856513 53.530270566267),-114.002955856513,53.530270566267
374,FAMILY CARE MEDICAL PHARMACY,101-11611 107 AVE NW,,EDMONTON,780-250-3991,Over 4 weeks,,PFIZER,,,True,"53.551343460716446, -113.52183873010948",,POINT (-113.521838730109 53.551343460716),-113.521838730109,53.551343460716
375,STAMPEDE PHARMACY,19-3616 52 AVE NW,,CALGARY,403-460-4646,Over 4 weeks,,PFIZER,,,False,"51.10148999333996, -114.13999299508139",,POINT (-114.139992995081 51.10148999334),-114.139992995081,51.10148999334
376,WAL-MART PHARMACY #1070,1100 TABLE MOUNTAIN,,PINCHER CREEK,403-627-1730,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"49.499537129878696, -113.94374046397708",,POINT (-113.943740463977 49.499537129879),-113.943740463977,49.499537129879
377,MEDICINE SHOPPE PHARMACY 412,9216 ELLERSLIE RD SW,,EDMONTON,780-250-9454,Over 4 weeks,https://msp412.medmeapp.com/schedule/,PFIZER,,,False,"53.42607664130035, -113.47537934041716",,POINT (-113.475379340417 53.4260766413),-113.475379340417,53.4260766413
378,GAIL'S APOTHECARY AND COMPOUNDING PHARMACY,2-425 13 ST N,,LETHBRIDGE,403-329-4121,Over 4 weeks,,PFIZER,,,False,"49.70516542802187, -112.82325378601905",,POINT (-112.823253786019 49.705165428022),-112.823253786019,49.705165428022
379,ELITE PHARMACY,110-6108 BOWNESS RD NW,,CALGARY,403-457-7221,Over 4 weeks,,PFIZER,,,True,"51.08381249226897, -114.17372085900381",,POINT (-114.173720859004 51.083812492269),-114.173720859004,51.083812492269
380,PHARMACY ONE,10003 106 AVE NW,,EDMONTON,587-525-8545,Over 4 weeks,,PFIZER,,,True,"53.54991701058491, -113.49183416702677",,POINT (-113.491834167027 53.549917010585),-113.491834167027,53.549917010585
381,GRACE I.D.A. PHARMACY,14723 40 AVE NW,,EDMONTON,780-652-2144,Over 4 weeks,www.graceidapharmacy.com,PFIZER,,,True,"53.47631557668603, -113.57629118851489",,POINT (-113.576291188515 53.476315576686),-113.576291188515,53.476315576686
382,DRUG & BEAN (MISSION),120-2210 2 ST SW,,CALGARY,587-356-3786,Over 4 weeks,,PFIZER,,,True,"51.034024677101456, -114.06760937693028",,POINT (-114.06760937693 51.034024677101),-114.06760937693,51.034024677101
383,PHARMASAVE #302,58 8 ST NW,,MEDICINE HAT,403-527-5332,Over 4 weeks,https://pharmaconnect.ca/appointment/3ab2e46d-9350-4d89-a3d3-03c65a86207f,PFIZER,,,False,"50.05014498459202, -110.68765439279973",,POINT (-110.6876543928 50.050144984592),-110.6876543928,50.050144984592
384,BEHEALTHY PHARMACY,10120 149 ST NW,,EDMONTON,780-444-3381,Over 4 weeks,,PFIZER,MODERNA,,True,"53.542552154825074, -113.57856492335134",,POINT (-113.578564923351 53.542552154825),-113.578564923351,53.542552154825
385,BASSANO PHARMACY,401 2 AVE,,BASSANO,403-641-3757,Over 4 weeks,,PFIZER,,,False,"50.78740408341009, -112.4688665767323",,POINT (-112.468866576732 50.78740408341),-112.468866576732,50.78740408341
386,WAL-MART PHARMACY #1138,775 TAMARACK WAY NW,,EDMONTON,780-643-3013,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.479287456840176, -113.36217352525028",,POINT (-113.36217352525 53.47928745684),-113.36217352525,53.47928745684
387,FRONTLINE PHARMACY,627 CAMERON HEIGHTS DR NW,,EDMONTON,780-444-4884,Over 4 weeks,https://frontlinepharmacy.medmeapp.ca/schedule/,PFIZER,,,True,"53.47034890092765, -113.63124980127535",,POINT (-113.631249801275 53.470348900928),-113.631249801275,53.470348900928
388,VISTA PARK PHARMACY,102B-450 VISTA DR SE,,MEDICINE HAT,403-487-4688,Over 4 weeks,,PFIZER,MODERNA,,True,"49.993089616197224, -110.68022491523234",,POINT (-110.680224915232 49.993089616197),-110.680224915232,49.993089616197
389,MEDICINE SHOPPE PHARMACY 115,15819 87 AVE NW,,EDMONTON,780-486-1882,Over 4 weeks,https://msmeadowlark.medmeapp.com/schedule,PFIZER,MODERNA,,True,"53.519184368123284, -113.59555239069874",,POINT (-113.595552390699 53.519184368123),-113.595552390699,53.519184368123
390,CALGARY DRUG MART #02,2-4100 MARLBOROUGH DR NE,,CALGARY,587-354-4466,Over 4 weeks,,PFIZER,MODERNA,,True,"51.05984057174906, -113.9748259113825",,POINT (-113.974825911382 51.059840571749),-113.974825911382,51.059840571749
391,CHESTERMERE REMEDY'S RX,106B-300 MERGANSER DR,,CHESTERMERE,403-719-8270,Over 4 weeks,,PFIZER,MODERNA,,False,"51.037794971112035, -113.84011925735774",,POINT (-113.840119257358 51.037794971112),-113.840119257358,51.037794971112
392,REXALL #7206,4705 50 AVE,,VALLEYVIEW,780-524-3593,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"55.06900411260979, -117.27533844609935",,POINT (-117.275338446099 55.06900411261),-117.275338446099,55.06900411261
393,REXALL #7218,233 MAIN ST NE,,SLAVE LAKE,780-849-4005,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,False,"55.28335327196602, -114.7712631772371",,POINT (-114.771263177237 55.283353271966),-114.771263177237,55.283353271966
394,SOUTHPORT PHARMACY,106-10333 SOUTHPORT RD SW,,CALGARY,403-253-7753,Over 4 weeks,,PFIZER,,,True,"50.963144296265924, -114.07290148637074",,POINT (-114.072901486371 50.963144296266),-114.072901486371,50.963144296266
395,STRATHMORE VALUE DRUG MART,132 2 AVE,,STRATHMORE,403-934-3122,Over 4 weeks,,PFIZER,MODERNA,,True,"51.043561344887706, -113.39581362869829",,POINT (-113.395813628698 51.043561344888),-113.395813628698,51.043561344888
396,LOBLAW PHARMACY #1590,240-540 3 ST SE,,CALGARY,825-513-9506,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,MODERNA,,False,"51.04773744797009, -114.05425236339002",,POINT (-114.05425236339 51.04773744797),-114.05425236339,51.04773744797
397,HAWKSTONE HOME HEALTH CARE PHARMACY,100-18332 LESSARD RD,,EDMONTON,780-433-3413,Over 4 weeks,https://www.hawkstonepharmacy.com,PFIZER,,,True,"53.486446810497114, -113.64232630127496",,POINT (-113.642326301275 53.486446810497),-113.642326301275,53.486446810497
398,CHINATOWN IPHARMACY,9662 107A AVE NW,,EDMONTON,780-756-4000,Over 4 weeks,,PFIZER,,,True,"53.55322504999942, -113.4896398302917",,POINT (-113.489639830292 53.553225049999),-113.489639830292,53.553225049999
399,HUDSON PHARMACY,14072 127 ST NW,,EDMONTON,780-466-2624,Over 4 weeks,,MODERNA,,,True,"53.60345850367659, -113.54228201024019",,POINT (-113.54228201024 53.603458503677),-113.54228201024,53.603458503677
400,SHOPPERS SIMPLY PHARMACY #3084,6603 132 AVE NW,,EDMONTON,780-475-3331,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.592309203676734, -113.4438381679734",,POINT (-113.443838167973 53.592309203677),-113.443838167973,53.592309203677
401,NORWOOD PHARMACY,11051 95 ST,,EDMONTON,780-669-9227,Over 4 weeks,,PFIZER,,,True,"53.55966849960085, -113.48627301513339",,POINT (-113.486273015133 53.559668499601),-113.486273015133,53.559668499601
402,LOBLAW PHARMACY #1570,4821 CALGARY TR NW,,EDMONTON,780-438-0196,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,True,"53.486152389290865, -113.49342390141078",,POINT (-113.493423901411 53.486152389291),-113.493423901411,53.486152389291
403,PHARMASAVE 337,557 MAIN AVE W,,SUNDRE,403-638-4944,Over 4 weeks,https://pharmaconnect.ca/appointment/7aef6ccb-2775-4f86-aa53-d2a5f49ceccc,PFIZER,MODERNA,,True,"51.79580366807032, -114.64606540717928",,POINT (-114.646065407179 51.79580366807),-114.646065407179,51.79580366807
404,CALLINGWOOD PHARMACY,6911 172 ST NW,,EDMONTON,780-481-5886,Over 4 weeks,,PFIZER,,,False,"53.50525835165575, -113.61929055018447",,POINT (-113.619290550184 53.505258351656),-113.619290550184,53.505258351656
405,BRIDLEWOOD PHARMACY,95-2525 BRIDLECREST WAY SW,,CALGARY,403-258-1356,Over 4 weeks,,PFIZER,,,True,"50.901377935273594, -114.11770130318828",,POINT (-114.117701303188 50.901377935274),-114.117701303188,50.901377935274
406,UNIVERSAL HEALTH PHARMACY #9 NORTHLAND,108B-3604 52 AVE NW,,CALGARY,587-353-5253,Over 4 weeks,https://www.universalhealthcentre.com,PFIZER,MODERNA,,True,"51.10113319705369, -114.13526763054298",,POINT (-114.135267630543 51.101133197054),-114.135267630543,51.101133197054
407,WAL-MART PHARMACY #3027,18521 STONY PLAIN RD NW,,EDMONTON,780-484-4468,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.538855474256174, -113.6435903577823",,POINT (-113.643590357782 53.538855474256),-113.643590357782,53.538855474256
408,REXALL #7273,105-73 7 ST SE,,MEDICINE HAT,403-527-8842,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"50.032077917776846, -110.68503354134978",,POINT (-110.68503354135 50.032077917777),-110.68503354135,50.032077917777
409,MEDICINE SHOPPE PHARMACY 345,14020 127 ST NW,,EDMONTON,780-472-9929,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-345-7002753,MODERNA,,,True,"53.60311712158427, -113.54202781526793",,POINT (-113.542027815268 53.603117121584),-113.542027815268,53.603117121584
410,NOBLEFORD PHARMACY AND COMPOUNDING,221 KING ST,,NOBLEFORD,403-824-4335,Over 4 weeks,https://noblefordpharmacyandcompounding.myappts.ca/src/,PFIZER,,,False,"49.882423449781534, -113.05410825756488",,POINT (-113.054108257565 49.882423449782),-113.054108257565,49.882423449782
411,J L PHARMACARE PHARMACY,4627 118 AVE NW,,EDMONTON,780-479-0047,Over 4 weeks,,PFIZER,MODERNA,,True,"53.570384023886184, -113.41386955071899",,POINT (-113.413869550719 53.570384023886),-113.413869550719,53.570384023886
412,PHARMACY PLUS,5066 68 ST NE,,CALGARY,403-568-0005,Over 4 weeks,,MODERNA,,,True,"51.0987048922741, -113.93410207688207",,POINT (-113.934102076882 51.098704892274),-113.934102076882,51.098704892274
413,EVANSDALE PHARMACY,8216 144 AVE NW,,EDMONTON,780-478-7713,Over 4 weeks,,MODERNA,,,False,"53.60738858226473, -113.46842464359992",,POINT (-113.4684246436 53.607388582265),-113.4684246436,53.607388582265
414,REXALL #7256,177 PEMBINA AVE,,HINTON,780-865-2880,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"53.39871693979205, -117.58862484369288",,POINT (-117.588624843693 53.398716939792),-117.588624843693,53.398716939792
415,MARKET MALL PHARMACY & COMPOUNDING,100-4935 40 AVE NW,,CALGARY,403-286-3120,Over 4 weeks,https://www.marketmallpharmacy.com,MODERNA,,,True,"51.08792629165724, -114.15778005953739",,POINT (-114.157780059537 51.087926291657),-114.157780059537,51.087926291657
416,DIDSBURY FAMILY PHARMACY,1912 20 ST,,DIDSBURY,403-335-0022,Over 4 weeks,,PFIZER,MODERNA,,True,"51.661099216500396, -114.13602872492507",,POINT (-114.136028724925 51.6610992165),-114.136028724925,51.6610992165
417,PHARMASAVE ON NORTHMOUNT,4501 BRISEBOIS DR NW,,CALGARY,403-282-1208,Over 4 weeks,https://www.pharmasavenorthmount.simplybook.me,MODERNA,,,True,"51.09340466865603, -114.12790504674827",,POINT (-114.127905046748 51.093404668656),-114.127905046748,51.093404668656
418,PHARMACY ON WHYTE,10050 82 AVE NW,,EDMONTON,780-758-7600,Over 4 weeks,,PFIZER,MODERNA,,True,"53.51861207519283, -113.48953605038697",,POINT (-113.489536050387 53.518612075193),-113.489536050387,53.518612075193
419,THE COMMONS PHARMACY,1-245 EAGLE RIDGE BLVD,,FORT MCMURRAY,780-750-2700,Over 4 weeks,,PFIZER,,,False,"56.755143997011004, -111.42883326355462",,POINT (-111.428833263555 56.755143997011),-111.428833263555,56.755143997011
420,DAYSLAND PHARMACY,5023 50 ST,,DAYSLAND,780-374-3900,Over 4 weeks,,MODERNA,,,True,"52.864677750992286, -112.26011165710966",,POINT (-112.26011165711 52.864677750992),-112.26011165711,52.864677750992
421,CARDSTON REMEDY'S RX PHARMACY,321 MAIN ST,,CARDSTON,403-659-1100,Over 4 weeks,,PFIZER,,,True,"49.19845722468858, -113.30214618809885",,POINT (-113.302146188099 49.198457224689),-113.302146188099,49.198457224689
422,MEDICINE SHOPPE PHARMACY 212,2905 17 AVE SE,,CALGARY,403-235-0888,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/calgary/the-medicine-shoppe-pharmacy-212-7001094,PFIZER,,,True,"51.03746043498351, -113.99158008837446",,POINT (-113.991580088374 51.037460434984),-113.991580088374,51.037460434984
423,PLAZA 67 IDA PHARMACY,120-6075 67A ST,,RED DEER,587-457-7117,Over 4 weeks,,PFIZER,,,True,"52.28970119246648, -113.83045097500433",,POINT (-113.830450975004 52.289701192466),-113.830450975004,52.289701192466
424,MINT HEALTH + DRUGS: BLUE BOTTLE,148 17 AVE NE,,CALGARY,403-276-3364,Over 4 weeks,,PFIZER,MODERNA,,True,"51.06817724775788, -114.06009971536214",,POINT (-114.060099715362 51.068177247758),-114.060099715362,51.068177247758
425,DRUGSTORE PHARMACY #4389,9 SANDSTONE GATE,,OKOTOKS,403-938-8080,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,True,"50.73166960710314, -113.98136866575517",,POINT (-113.981368665755 50.731669607103),-113.981368665755,50.731669607103
426,SHOPPERS DRUG MART #333,500-2020 SHERWOOD DR,,SHERWOOD PARK,780-464-9788,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"53.53305234148902, -113.29446400470582",,POINT (-113.294464004706 53.533052341489),-113.294464004706,53.533052341489
427,EASTGATE DRUGS,3804-137 Ave NW,,EDMONTON,780-800-8340,Over 4 weeks,,PFIZER,MODERNA,,False,"53.599670648623125, -113.40036293010833",,POINT (-113.400362930108 53.599670648623),-113.400362930108,53.599670648623
428,COMMUNITY DRUG MART #2029,206-6503 51 ST,,COLD LAKE,780-594-5444,Over 4 weeks,,PFIZER,,,False,"54.43207637712904, -110.20397210142764",,POINT (-110.203972101428 54.432076377129),-110.203972101428,54.432076377129
429,PHARMASAVE JO'S BELTLINE PHARMACY,1219 11 AVE SW,,CALGARY,587-392-5857,Over 4 weeks,,PFIZER,,,True,"51.04319727308998, -114.09007980186871",,POINT (-114.090079801869 51.04319727309),-114.090079801869,51.04319727309
430,REXALL #7212,2-5201 50 ST,,LEDUC,780-986-8313,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"53.26756527988963, -113.55103480973763",,POINT (-113.551034809738 53.26756527989),-113.551034809738,53.26756527989
431,LOBLAW PHARMACY #1569,4410 17 ST NW,,EDMONTON,780-450-2041,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,,,True,"53.48078697315582, -113.37424681490423",,POINT (-113.374246814904 53.480786973156),-113.374246814904,53.480786973156
432,ELIXIR PHARMACY,102-8 VARSITY ESTATES CIR NW,,CALGARY,587-355-7008,Over 4 weeks,https://www.elixirpharmacy.ca,MODERNA,,,True,"51.103538810269306, -114.16417982831487",,POINT (-114.164179828315 51.103538810269),-114.164179828315,51.103538810269
433,FUTURE DRUG MART #2,102-4015 17 AVE SE,,CALGARY,403-453-0169,Over 4 weeks,,PFIZER,,,True,"51.03861857017276, -113.97701282275344",,POINT (-113.977012822753 51.038618570173),-113.977012822753,51.038618570173
434,CO-OP PHARMACY HAWKSTONE LESSARD,18370 LESSARD RD NW,,EDMONTON,780-428-3907,Over 4 weeks,https://northcentralco-op.crs,PFIZER,,,False,"53.48611745384184, -113.64373957262269",,POINT (-113.643739572623 53.486117453842),-113.643739572623,53.486117453842
